,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,9.76,2.26
6,12.24,2.67
11,12.87,2.47
13,265.44,4.48
15,16.95,7.26
18,65.52,8.02
20,239.3,44.63
23,38.73,25.44
25,6.48,2.17
26,14.46,27.25
28,50.67,2.49
29,67.22,121.16
30,4.6,8.71
32,80.03,8.29
36,12.43,5.22
39,213.95,109.13
41,9.88,21.29
55,48.83,2.85
60,40.32,16.85
61,180.5,48.05
65,104.75,19.41
67,19.7,4.98
70,20.04,10.52
73,65.34,16.47
81,16.62,6.14
84,41.98,15.68
89,62.33,10.46
94,22.38,13.52
95,3.51,7.24
99,209.08,16.77
105,39.42,4.0
106,20.76,15.65
108,350.72,4.58
120,59.89,70.45
121,126.31,146.98
122,157.06,126.8
128,286.2,22.27
134,41.95,95.68
136,83.02,40.44
139,63.06,52.57
140,56.72,53.42
152,24.19,11.07
156,19.09,51.33
162,24.66,22.91
163,10.26,103.77
164,36.17,25.81
165,44.2,4.9
169,154.73,43.24
171,75.22,31.53
172,5.19,53.03
174,49.47,3.28
177,66.75,43.91
178,29.36,23.82
182,0.34,3.63
187,31.25,10.16
192,98.03,10.48
193,2.21,31.74
197,208.08,47.63
201,454.86,110.47
202,24.51,16.76
203,108.55,19.37
205,22.65,31.14
206,16.9,4.05
211,27.78,3.75
215,155.27,56.78
217,158.24,11.42
218,35.8,4.16
224,284.86,24.68
225,9.72,39.28
230,23.42,6.87
234,38.08,48.21
240,28.55,6.17
242,13.98,2.39
243,24.32,31.73
246,6.22,5.3
249,6.91,1.67
256,1.67,3.03
257,20.14,6.64
259,1.94,2.64
260,7.68,3.68
262,30.89,30.41
264,11.89,5.31
271,25.06,5.61
273,819.98,16.32
276,51.07,14.81
281,7.45,0.44
282,30.54,25.08
284,92.35,67.14
285,2.17,3.3
287,6.11,2.17
289,51.07,57.45
295,7.53,3.41
297,178.76,27.57
302,11.72,1.42
303,19.72,34.27
304,60.56,23.66
305,6.81,0.08
310,52.21,25.08
313,8.46,3.66
316,46.65,30.39
326,1.18,1.78
327,1.18,0.46
336,29.85,11.5
338,74.74,161.52
344,1.15,8.28
347,228.76,14.49
350,23.29,79.57
351,9.51,9.06
357,1.85,7.3
364,523.07,12.81
