,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,8.11,3.23
7,80.13,54.8
13,218.78,2.22
16,43.63,14.94
20,92.06,28.8
22,13.52,16.8
25,10.99,6.38
37,83.73,0.51
40,103.01,7.83
43,198.93,2.54
45,25.39,14.98
49,30.3,1.37
50,74.05,5.3
54,602.15,51.44
70,19.94,4.64
71,52.08,5.75
72,52.16,19.33
74,8.88,1.67
75,8.99,1.32
81,3.96,5.33
83,55.05,10.0
90,77.38,2.0
95,32.66,54.68
101,287.28,158.36
102,24.89,51.94
103,24.67,21.99
106,9.06,16.22
109,3.92,2.36
110,5.88,13.44
115,604.27,380.58
117,9.45,56.45
119,7.88,7.23
124,9.73,7.68
127,10.4,13.0
129,378.64,377.03
132,8.83,14.38
135,143.14,22.04
136,78.26,49.64
142,142.12,144.46
145,6.58,4.26
150,3.49,144.65
152,58.96,36.59
153,8.24,31.83
156,34.65,67.84
157,169.56,5.23
159,48.58,16.02
165,8.89,32.32
170,298.62,135.06
174,35.76,13.24
178,26.18,1.61
186,2.76,16.88
194,96.73,76.22
196,21.29,17.98
197,99.28,13.96
198,23.56,32.0
204,1250.69,114.62
205,41.05,12.13
209,14.86,5.43
212,35.48,1.66
215,79.13,10.0
217,148.97,7.08
218,60.25,6.47
221,1.43,4.36
226,31.88,2.38
228,1.86,10.4
229,33.97,45.21
232,15.16,10.14
233,108.36,1.56
237,51.56,4.59
238,14.03,3.59
241,69.25,1.82
242,14.85,8.09
243,4.15,42.22
252,4.7,1.26
254,69.28,11.98
255,218.11,38.69
258,1.4,0.72
259,12.93,0.46
260,11.15,3.99
261,25.77,14.27
264,12.84,8.62
266,11.0,10.24
267,14.65,6.01
269,65.56,44.63
271,15.55,4.28
272,2162.83,48.15
275,222.84,45.04
277,1314.69,2.12
279,3.55,0.81
282,19.12,7.9
291,1.46,4.04
294,4.16,3.8
296,17.99,9.46
302,21.48,0.97
307,4.24,1.69
308,8.71,0.22
310,35.21,18.81
313,2.18,4.42
314,0.47,0.68
320,11.26,6.8
322,0.22,8.01
330,5.19,13.12
331,71.74,4.62
334,3.7,32.06
337,12.87,14.51
339,45.77,7.43
341,10.64,1.29
350,19.8,86.36
351,11.17,8.48
361,22.44,30.38
