,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.79,1.0,1.31
1,1.8,2.0,2.31
2,1.48,1.0,1.31
3,1.68,2.0,2.27
5,18.96,19.0,20.63
7,4.91,4.0,4.01
9,2.41,2.0,2.31
10,1.47,1.0,1.55
11,4.64,5.0,6.15
13,4.13,2.0,2.41
14,12.78,14.0,11.57
16,1.53,2.0,2.4
17,1.51,1.0,1.23
18,3.95,2.0,2.23
19,2.0,2.0,2.26
20,3.26,1.0,1.23
22,4.87,5.0,6.17
23,1.66,2.0,2.24
24,1.45,1.0,1.34
25,7.65,8.0,7.51
26,2.85,3.0,2.49
27,0.9,2.0,2.34
30,1.81,2.0,2.3
32,1.48,1.0,1.25
33,1.6,2.0,2.21
35,2.13,2.0,2.29
37,1.52,1.0,1.31
38,1.39,2.0,2.39
39,2.87,1.0,1.2
41,1.06,2.0,2.29
42,1.85,1.0,1.33
43,2.83,2.0,2.17
48,1.16,1.0,1.37
50,1.55,1.0,1.36
52,1.67,2.0,2.26
53,1.75,1.0,1.18
54,2.23,2.0,2.36
55,1.91,2.0,2.21
57,1.04,2.0,2.24
58,0.74,1.0,1.2
61,1.76,1.0,1.28
62,2.68,2.0,2.1
63,3.07,4.0,5.9
64,2.36,2.0,2.28
66,1.27,1.0,1.31
67,8.41,7.0,7.56
68,19.01,12.0,23.03
70,9.23,10.0,10.55
72,1.39,2.0,2.45
73,1.41,1.0,1.53
74,1.6,2.0,2.19
75,9.8,9.0,9.93
76,2.37,2.0,2.23
80,1.66,1.0,1.21
81,5.45,7.0,7.2
83,2.52,2.0,2.11
85,5.26,6.0,7.2
86,1.66,1.0,1.52
87,1.38,2.0,2.16
88,8.73,10.0,10.23
89,2.72,5.0,6.01
91,1.47,1.0,1.34
92,1.47,2.0,2.31
94,1.29,1.0,1.33
95,1.25,2.0,2.21
97,12.3,13.0,9.02
98,3.26,2.0,2.24
99,3.62,2.0,2.22
100,2.19,1.0,2.0
101,1.52,2.0,2.44
102,20.34,20.0,16.77
104,11.13,10.0,9.21
105,12.28,14.0,13.94
108,4.15,1.0,3.37
110,33.65,35.0,32.86
111,33.65,37.0,33.83
112,3.88,1.0,3.37
113,3.88,1.0,3.37
114,3.92,2.0,4.29
115,3.88,1.0,3.37
116,30.27,28.0,29.12
117,10.2,11.0,13.94
118,29.93,30.0,29.89
119,29.83,29.0,28.38
120,17.29,14.0,20.36
121,1.43,1.0,0.44
122,4.14,2.0,4.29
123,33.65,33.0,32.12
124,33.65,30.0,33.08
125,33.65,39.0,33.83
126,33.65,37.0,33.83
127,33.65,38.0,33.83
129,1.36,1.0,0.44
131,33.65,43.0,33.83
132,33.03,34.0,32.86
133,14.86,13.0,17.26
134,2.23,3.0,3.21
137,1.54,1.0,1.32
139,20.7,15.0,20.36
142,2.26,2.0,1.34
144,17.75,13.0,17.05
145,22.83,25.0,21.1
146,33.65,35.0,32.86
147,33.65,38.0,32.86
148,33.65,38.0,32.86
150,2.93,2.0,2.71
151,32.56,41.0,33.83
152,24.73,28.0,26.07
153,1.27,2.0,2.32
154,1.34,1.0,1.32
155,2.05,2.0,2.31
157,1.67,1.0,1.32
158,1.96,2.0,2.29
159,1.4,1.0,1.33
161,1.13,1.0,1.32
162,10.42,11.0,9.93
163,1.27,1.0,1.54
164,1.35,2.0,2.17
165,11.23,15.0,15.45
166,4.41,6.0,7.2
167,6.37,7.0,7.2
168,3.54,5.0,7.2
170,0.96,2.0,2.46
171,1.23,1.0,1.51
173,6.29,7.0,7.24
174,12.65,17.0,15.38
175,1.58,1.0,0.44
176,19.69,19.0,24.43
178,1.86,2.0,2.29
179,1.32,1.0,1.33
182,8.3,7.0,7.24
183,2.5,2.0,2.42
185,1.54,1.0,1.22
186,9.47,9.0,9.69
187,10.49,13.0,10.99
189,1.81,2.0,2.31
190,10.22,9.0,7.59
191,1.37,1.0,1.31
193,9.65,9.0,9.93
195,1.87,2.0,2.29
196,2.27,1.0,1.33
197,2.76,1.0,1.3
198,1.65,2.0,2.28
199,1.77,1.0,1.3
200,4.93,2.0,2.47
201,4.62,1.0,1.76
202,2.22,2.0,2.32
207,3.99,2.0,2.62
210,0.65,1.0,1.35
211,0.31,2.0,2.3
212,0.86,1.0,1.32
214,2.31,2.0,2.36
215,2.43,1.0,1.34
216,2.27,2.0,2.26
217,1.53,1.0,1.31
218,2.83,2.0,2.31
220,1.95,1.0,1.33
222,1.92,1.0,1.33
223,2.95,2.0,2.31
226,1.91,2.0,2.29
227,1.87,1.0,1.28
228,4.59,5.0,6.24
229,4.15,4.0,3.69
230,6.7,7.0,7.78
231,6.81,6.0,6.76
232,7.64,9.0,7.86
235,5.91,8.0,6.82
236,1.93,2.0,2.55
238,9.33,8.0,8.75
239,7.36,7.0,6.77
240,2.06,2.0,2.21
241,1.26,2.0,2.21
242,23.05,25.0,24.77
244,5.74,8.0,7.4
245,19.04,21.0,21.35
246,13.71,15.0,13.74
249,26.79,27.0,27.17
250,13.99,17.0,14.26
252,21.48,22.0,21.02
253,22.9,26.0,25.07
254,2.29,2.0,2.49
257,27.55,32.0,31.75
258,21.42,22.0,22.36
260,24.0,25.0,24.04
261,3.07,2.0,2.21
262,2.6,2.0,2.21
263,23.59,28.0,26.92
264,19.51,20.0,21.02
265,22.16,25.0,25.48
266,25.1,27.0,26.23
268,2.24,2.0,2.4
269,3.07,1.0,1.31
270,26.06,34.0,31.66
272,19.2,1.0,1.43
273,14.63,2.0,2.36
274,19.0,2.0,2.36
275,3.06,1.0,1.31
276,2.67,2.0,2.21
277,22.76,2.0,2.36
279,31.19,33.0,31.63
281,30.61,34.0,31.63
283,2.15,1.0,1.31
284,2.99,2.0,2.4
285,30.24,31.0,30.79
286,31.19,32.0,31.54
287,29.24,30.0,29.32
290,2.19,2.0,2.21
292,31.19,33.0,31.54
293,29.02,32.0,31.32
297,2.67,1.0,1.31
299,27.89,30.0,31.01
300,30.45,30.0,30.01
301,26.36,28.0,27.39
302,24.87,29.0,28.9
305,28.28,32.0,31.28
306,28.14,30.0,28.19
309,28.73,31.0,31.32
310,3.06,2.0,2.21
311,2.67,1.0,1.31
312,31.19,32.0,31.07
313,27.12,31.0,31.32
314,30.72,30.0,30.08
315,31.64,42.0,31.42
317,2.52,2.0,2.21
319,31.64,34.0,31.73
320,27.89,29.0,29.63
323,27.34,29.0,28.4
324,2.59,1.0,1.31
325,3.16,2.0,2.4
329,31.19,32.0,31.07
331,1.91,1.0,1.31
332,1.94,2.0,2.22
333,17.13,20.0,18.9
334,14.27,13.0,9.03
335,13.69,18.0,18.05
336,21.51,19.0,20.63
337,24.02,25.0,25.22
338,2.17,1.0,1.59
339,2.16,2.0,2.21
340,21.53,24.0,24.36
343,20.72,22.0,22.19
345,2.04,2.0,2.21
347,3.46,2.0,2.29
349,4.7,6.0,6.38
350,3.26,3.0,3.43
353,2.12,2.0,2.49
354,1.58,1.0,1.5
355,28.32,35.0,31.42
356,28.71,29.0,30.66
357,22.02,23.0,23.05
358,10.15,10.0,8.75
359,1.74,1.0,1.35
360,1.72,2.0,2.29
362,14.64,12.0,8.16
364,2.84,1.0,1.32
