,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
4,4.09,3.21
6,25.77,6.55
8,26.1,0.53
12,147.3,31.86
15,27.53,8.55
21,181.4,7.7
28,37.57,14.88
29,54.39,29.2
31,18.04,16.8
34,70.97,33.1
36,49.23,15.24
40,64.42,14.45
44,20.99,8.6
45,61.55,30.84
46,9.88,7.59
47,46.77,13.42
49,63.53,15.77
51,10.38,13.99
56,24.75,34.59
59,57.15,12.55
60,59.05,15.96
65,50.19,31.21
69,81.81,73.99
71,0.26,17.26
77,25.81,12.58
78,17.82,19.06
79,65.69,34.81
82,33.08,11.66
84,22.9,50.33
90,75.36,15.77
93,51.37,32.72
96,9.6,7.89
103,15.71,23.26
106,21.14,14.94
107,4.66,34.33
109,5.15,5.7
128,244.95,81.28
130,34.12,33.54
135,23.6,13.26
136,76.84,31.18
138,111.78,6.82
140,62.02,62.27
141,29.41,30.1
143,318.85,242.01
149,318.85,242.01
156,36.02,34.04
160,36.38,15.0
169,96.68,21.56
172,2.86,15.86
177,84.76,31.56
180,24.23,31.39
181,50.84,43.99
184,30.8,50.63
188,14.37,7.96
192,53.64,31.13
194,82.1,31.39
203,376.76,32.54
204,1375.04,71.75
205,32.28,31.53
206,29.36,33.39
208,244.86,34.48
209,4.12,25.3
213,15.16,45.18
219,65.53,31.76
221,35.65,17.37
224,437.04,27.93
225,8.86,19.12
233,73.6,44.65
234,21.3,26.27
237,26.49,9.37
243,13.95,34.7
247,17.48,24.7
248,29.85,10.53
251,2.55,14.08
255,105.47,59.48
256,0.49,0.7
259,13.33,2.13
267,13.27,1.56
271,26.43,1.73
278,11.74,7.08
280,26.96,23.62
282,29.22,10.53
288,7.25,1.43
289,51.56,10.53
291,9.71,1.77
294,15.59,7.59
295,10.06,4.42
296,26.54,10.53
298,15.85,0.36
303,13.42,10.53
304,73.17,31.14
307,0.49,3.48
308,0.49,0.15
316,59.89,10.53
318,224.88,49.65
321,1.59,3.3
322,11.13,7.57
326,2.52,2.25
327,2.52,2.9
328,352.08,31.14
330,3.92,3.07
341,10.17,1.52
342,1.65,0.19
344,4.84,20.46
346,37.72,29.35
348,21.12,13.36
351,10.96,3.56
352,2.92,27.41
361,6.94,30.73
363,30.7,7.66
