,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
3,33.47,0.44
5,0.34,3.18
7,35.17,7.17
8,4.93,7.55
10,110.66,29.76
11,3.26,4.68
12,74.24,9.15
13,95.61,15.8
14,21.6,7.07
15,17.35,3.2
16,12.3,3.93
17,38.51,21.25
18,93.6,10.2
19,44.25,4.88
21,0.58,22.26
22,9.69,2.97
23,45.34,23.77
24,5.44,14.85
25,10.22,0.66
26,24.45,6.4
27,27.73,5.44
28,50.28,4.73
29,72.42,10.51
33,25.48,10.96
34,62.74,20.11
35,20.61,3.13
37,62.96,20.37
38,33.63,10.17
39,223.89,14.4
40,35.56,1.83
41,7.51,4.41
42,10.29,5.45
43,108.93,9.86
44,18.65,4.47
45,58.02,4.13
46,33.74,15.54
47,4.59,7.1
48,48.26,5.97
49,45.08,11.0
50,44.03,23.14
53,164.67,10.16
55,66.94,12.97
57,23.42,4.86
60,5.77,13.88
62,44.5,2.27
63,17.16,5.5
66,4.39,11.98
67,9.57,0.35
70,0.92,16.62
72,50.54,2.44
75,2.09,5.39
76,18.29,12.09
80,54.29,12.06
81,3.55,0.8
83,0.36,13.11
84,23.29,6.26
85,0.6,5.24
94,65.89,34.41
97,9.8,5.39
98,86.84,19.9
99,93.45,10.46
101,74.19,20.57
102,13.57,8.1
104,3.22,2.71
105,48.43,1.75
106,5.3,9.0
107,58.12,26.47
108,307.39,29.61
109,9.63,1.17
110,19.18,5.9
111,23.55,7.5
113,350.4,102.46
114,148.04,42.87
115,350.4,121.46
116,7.02,3.96
117,2.39,23.56
118,12.79,7.13
121,267.7,9.21
122,136.77,61.96
123,14.23,1.49
124,6.55,1.38
125,25.85,5.38
126,21.85,3.67
127,23.9,5.42
129,91.06,123.39
130,77.65,37.72
133,32.26,16.88
134,22.78,3.09
135,42.08,24.94
136,63.83,17.73
137,57.75,1.77
138,86.59,3.73
139,41.09,1.92
140,36.58,35.09
141,6.64,2.01
142,135.35,28.05
143,396.08,43.45
144,59.68,15.78
147,25.51,10.74
149,310.71,89.88
150,48.68,66.67
152,16.59,5.82
153,9.19,17.77
155,4.2,10.54
156,6.98,28.03
158,19.87,0.75
159,128.95,12.11
160,20.23,4.19
161,84.39,2.13
162,5.39,0.09
163,57.11,45.52
164,29.51,20.76
166,18.05,9.02
167,7.25,3.74
169,90.61,48.37
170,59.1,13.3
173,3.29,0.72
174,32.07,1.78
179,45.28,4.78
180,83.4,41.45
181,25.28,17.38
182,15.58,2.43
183,38.05,17.26
184,26.36,35.51
185,62.24,21.33
186,1.02,3.7
187,16.29,4.03
188,1.17,4.62
189,2.64,2.97
190,19.7,2.46
191,41.66,16.32
192,26.02,13.54
193,6.85,5.9
194,71.93,33.4
195,18.6,14.44
196,114.83,36.07
197,139.19,5.7
198,13.69,2.13
199,21.62,7.78
201,400.25,26.84
205,29.12,10.31
207,82.51,11.09
208,142.97,7.77
209,1.06,13.4
210,23.93,31.08
212,12.39,18.2
213,25.59,4.82
215,71.96,13.9
216,1.64,4.07
217,4.71,17.04
218,14.47,5.33
219,5.73,4.17
220,42.82,2.06
221,6.3,4.68
222,79.8,32.77
223,21.51,5.05
224,255.11,15.55
225,19.26,5.77
227,30.23,13.72
228,10.73,6.9
229,8.92,3.13
230,8.17,2.05
231,1.5,2.68
234,13.65,8.74
235,34.0,7.28
236,5.14,1.19
237,20.81,5.22
238,4.78,6.07
239,26.92,5.83
240,17.2,0.2
243,7.51,17.62
246,4.46,5.3
248,53.51,10.31
249,3.92,0.73
253,10.77,0.0
254,39.54,23.34
256,14.42,6.5
257,15.12,0.13
259,2.99,1.82
260,1.83,2.95
261,38.96,7.98
262,30.68,8.48
263,9.82,2.19
264,8.76,7.09
266,11.16,0.7
268,66.02,1.52
269,155.79,12.38
270,22.64,0.47
271,19.25,1.99
272,1710.03,82.27
273,563.32,25.81
274,811.76,11.17
275,194.2,37.07
276,27.96,1.11
277,1010.02,13.01
278,11.2,1.46
281,6.21,1.04
282,11.48,4.01
284,60.35,1.56
285,2.51,0.91
288,4.54,2.9
289,21.43,2.43
290,16.3,1.0
291,0.17,2.88
292,3.97,0.72
293,11.05,1.18
294,15.46,0.42
295,7.43,3.04
296,38.96,12.26
299,4.4,2.86
300,0.79,0.67
301,8.96,1.29
302,6.91,1.38
304,34.29,41.12
305,5.18,0.02
306,8.95,2.19
307,2.23,3.82
308,3.56,1.65
309,10.56,2.05
310,47.1,2.82
311,187.37,2.86
312,1.95,1.89
315,24.57,13.94
316,57.18,8.26
317,65.97,5.35
318,241.39,72.57
320,5.89,1.74
322,4.92,2.55
323,5.46,4.26
324,243.87,25.46
327,2.22,0.29
330,4.52,1.75
332,45.17,2.5
333,10.26,3.01
337,0.75,0.7
338,147.64,44.17
339,25.16,12.56
340,8.23,4.19
341,4.14,0.21
342,2.88,3.27
343,5.28,0.56
344,7.21,7.11
345,13.24,6.9
346,7.03,7.44
348,4.76,0.27
349,2.21,5.1
350,46.87,8.42
351,3.58,6.41
355,14.38,2.45
356,4.83,0.14
357,2.34,1.75
359,7.66,26.42
360,31.27,6.94
363,6.52,0.23
364,182.2,9.33
