,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.42,1.0,0.95
1,1.82,2.0,2.02
2,1.11,1.0,1.01
3,2.0,2.0,1.93
4,7.97,7.0,7.73
6,7.14,8.0,8.64
8,8.49,8.0,7.16
9,2.39,2.0,2.11
10,0.72,1.0,1.28
11,4.48,5.0,5.62
12,0.93,1.0,0.96
14,13.71,14.0,10.66
15,6.81,7.0,6.67
17,0.41,1.0,1.2
18,1.92,2.0,2.09
19,1.84,2.0,1.91
21,1.78,2.0,2.38
23,1.25,2.0,2.0
24,1.27,1.0,1.03
26,4.07,3.0,2.43
27,1.24,2.0,2.09
28,0.38,2.0,1.93
29,1.62,1.0,1.07
30,1.79,2.0,1.98
31,1.29,2.0,1.98
32,0.93,1.0,1.05
33,1.61,2.0,2.0
34,1.39,1.0,1.04
35,2.23,2.0,1.97
36,1.72,2.0,1.94
38,0.81,2.0,2.06
39,1.4,1.0,1.05
41,0.91,2.0,1.94
42,1.59,1.0,1.5
44,1.93,2.0,1.97
46,1.8,2.0,1.99
47,1.47,2.0,1.95
48,0.97,1.0,1.52
51,2.37,2.0,1.98
52,1.5,2.0,2.04
53,2.65,1.0,0.9
55,3.0,2.0,2.21
56,1.29,1.0,1.62
57,1.86,2.0,1.96
58,0.58,1.0,1.09
59,1.34,2.0,1.99
60,1.48,2.0,2.0
61,1.04,1.0,0.96
62,3.12,2.0,1.91
63,3.86,4.0,4.85
64,2.23,2.0,2.56
65,1.18,1.0,1.08
66,1.3,1.0,1.22
67,6.62,7.0,7.69
68,14.05,12.0,19.36
69,12.12,10.0,9.91
73,-0.41,1.0,-0.76
76,2.42,2.0,1.94
77,1.64,2.0,1.96
78,7.24,6.0,6.82
79,1.43,1.0,0.89
80,1.21,1.0,1.06
82,7.98,8.0,8.34
84,3.59,4.0,4.49
85,6.42,6.0,6.98
86,0.37,1.0,0.08
87,1.17,2.0,2.26
88,8.88,10.0,9.43
89,3.38,5.0,5.0
91,1.9,1.0,0.93
92,1.8,2.0,1.7
93,0.45,1.0,0.28
94,0.15,1.0,1.46
96,11.16,10.0,8.51
97,11.38,13.0,9.93
98,2.49,2.0,1.12
99,2.44,2.0,1.69
100,0.56,1.0,-0.43
104,11.28,10.0,8.96
105,14.99,14.0,15.91
107,1.49,2.0,3.74
108,0.36,1.0,2.15
111,33.64,37.0,31.61
112,3.82,1.0,4.33
113,3.78,1.0,4.05
114,5.23,2.0,5.65
116,28.84,28.0,26.88
118,28.51,30.0,27.97
120,17.29,14.0,19.27
121,2.94,1.0,2.15
122,6.41,2.0,4.94
123,32.6,33.0,32.63
