,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
3,1.33,2.0,2.01
5,18.93,19.0,19.6
7,5.41,4.0,3.71
8,8.39,8.0,7.4
10,2.11,1.0,1.3
11,5.16,5.0,5.23
12,1.74,1.0,0.91
13,3.91,2.0,2.32
14,10.98,14.0,13.01
15,5.79,7.0,7.22
16,1.75,2.0,2.08
17,0.61,1.0,0.79
18,3.87,2.0,1.8
19,2.89,2.0,2.1
21,2.01,2.0,1.55
22,4.52,5.0,5.15
23,1.09,2.0,1.52
24,0.95,1.0,0.85
25,8.82,8.0,7.95
26,3.73,3.0,2.81
27,1.45,2.0,2.11
28,0.99,2.0,2.09
29,1.72,1.0,0.89
33,1.49,2.0,1.78
34,1.63,1.0,1.2
35,1.59,2.0,2.06
37,1.63,1.0,0.8
38,1.33,2.0,1.8
39,3.24,1.0,1.14
40,1.29,2.0,1.96
41,1.85,2.0,2.09
42,1.1,1.0,1.05
43,4.18,2.0,1.8
44,1.63,2.0,1.91
45,1.58,1.0,0.96
46,2.67,2.0,2.31
47,1.91,2.0,1.86
48,1.48,1.0,0.94
49,1.1,2.0,1.78
50,0.56,1.0,0.77
53,2.65,1.0,0.9
55,3.34,2.0,2.26
57,1.53,2.0,2.1
60,2.12,2.0,2.28
62,2.89,2.0,2.05
63,3.31,4.0,3.78
66,1.04,1.0,1.12
67,7.67,7.0,7.02
70,10.09,10.0,11.66
72,0.99,2.0,2.05
75,8.81,9.0,9.48
76,1.63,2.0,2.24
80,0.46,1.0,1.12
81,7.25,7.0,7.06
83,1.99,2.0,1.74
84,3.07,4.0,3.75
85,6.04,6.0,5.69
94,1.66,1.0,1.34
97,11.73,13.0,12.3
98,3.74,2.0,2.4
99,3.87,2.0,2.21
101,0.52,2.0,1.59
102,22.71,20.0,18.38
104,10.32,10.0,9.73
105,20.78,14.0,14.25
106,27.38,26.0,28.34
107,3.16,2.0,2.53
108,4.07,1.0,0.7
109,28.92,32.0,32.38
110,28.29,35.0,32.93
111,28.29,37.0,34.22
113,4.5,1.0,2.02
114,4.96,2.0,2.86
115,4.5,1.0,2.21
116,26.04,28.0,26.89
117,11.26,11.0,13.59
118,26.16,30.0,27.86
121,3.68,1.0,0.91
122,4.74,2.0,3.24
123,28.3,33.0,33.49
124,28.03,30.0,30.42
125,28.92,39.0,36.9
126,28.92,37.0,35.64
127,28.92,38.0,35.94
129,0.09,1.0,-0.23
130,0.45,2.0,1.25
133,17.19,13.0,15.19
134,2.32,3.0,3.09
135,1.16,2.0,1.5
136,1.64,1.0,0.82
137,1.58,1.0,0.98
138,3.73,2.0,2.07
139,21.16,15.0,14.71
140,27.32,20.0,27.02
141,27.73,26.0,26.52
142,4.71,2.0,2.56
143,4.96,1.0,1.43
144,20.76,13.0,15.05
147,28.3,38.0,33.92
149,4.11,1.0,1.9
150,1.03,2.0,0.67
152,23.35,28.0,26.37
153,1.82,2.0,2.36
155,1.92,2.0,2.21
156,0.93,1.0,1.28
158,1.6,2.0,2.02
159,2.29,1.0,0.88
160,1.6,2.0,2.08
161,1.84,1.0,0.98
162,10.41,11.0,11.01
163,0.43,1.0,0.54
164,1.41,2.0,1.58
166,4.92,6.0,6.54
167,6.49,7.0,6.74
169,1.91,1.0,0.52
170,3.18,2.0,2.27
173,7.23,7.0,6.95
174,11.55,17.0,16.7
179,0.55,1.0,0.95
180,1.83,1.0,1.41
181,3.74,5.0,5.87
182,5.91,7.0,7.17
183,2.76,2.0,2.35
184,0.74,1.0,0.64
185,1.62,1.0,1.21
186,9.09,9.0,9.33
187,10.88,13.0,12.48
188,7.08,7.0,7.32
189,2.05,2.0,2.06
190,10.77,9.0,8.78
191,1.42,1.0,1.16
192,1.26,1.0,1.14
193,9.62,9.0,9.53
194,1.72,1.0,1.33
195,1.63,2.0,2.29
196,2.15,1.0,0.64
197,2.39,1.0,0.94
198,1.73,2.0,2.04
199,1.22,1.0,1.08
201,5.0,1.0,1.27
205,1.42,2.0,1.79
207,3.65,2.0,2.22
208,2.43,1.0,0.92
209,2.02,2.0,2.27
210,1.24,1.0,0.69
212,0.88,1.0,1.18
213,1.26,1.0,1.05
215,1.72,1.0,0.86
216,1.97,2.0,2.08
217,0.95,1.0,0.83
218,2.29,2.0,2.11
219,1.06,1.0,0.96
220,1.43,1.0,1.02
221,2.13,2.0,2.09
222,1.8,1.0,1.33
223,2.43,2.0,2.1
224,3.55,1.0,0.84
225,3.23,4.0,3.77
227,1.3,1.0,0.86
228,4.46,5.0,5.35
229,3.64,4.0,3.87
230,6.43,7.0,7.14
231,5.91,6.0,5.84
234,2.27,2.0,2.17
235,5.28,8.0,7.42
236,2.1,2.0,2.02
237,9.67,8.0,8.42
238,8.38,8.0,8.49
239,8.88,7.0,7.41
240,1.66,2.0,2.0
243,12.95,14.0,11.53
246,15.67,15.0,14.2
248,0.93,2.0,2.21
249,25.94,27.0,26.8
253,23.2,26.0,26.0
254,2.79,2.0,2.47
256,21.4,25.0,23.37
257,27.16,32.0,32.04
259,20.37,21.0,21.38
260,24.54,25.0,24.26
261,2.78,2.0,2.16
262,1.39,2.0,1.83
263,25.25,28.0,27.39
264,18.25,20.0,21.42
266,23.99,27.0,26.81
268,3.32,2.0,2.03
269,2.56,1.0,0.88
270,26.3,34.0,34.16
271,25.84,32.0,32.64
272,18.1,1.0,1.82
273,13.27,2.0,2.52
274,18.24,2.0,2.22
275,2.94,1.0,1.37
276,1.44,2.0,2.02
277,22.2,2.0,2.26
278,28.42,32.0,31.53
281,31.89,34.0,34.35
282,1.77,2.0,1.92
284,3.21,2.0,1.97
285,30.22,31.0,31.28
288,30.55,32.0,32.93
289,2.43,2.0,1.95
290,2.33,2.0,1.98
291,29.05,29.0,28.16
292,31.69,33.0,32.76
293,28.46,32.0,32.38
294,28.74,34.0,33.86
295,30.55,33.0,32.0
296,2.78,2.0,1.75
299,28.68,30.0,30.86
300,30.24,30.0,30.2
301,25.49,28.0,27.64
302,27.0,29.0,29.4
304,1.34,1.0,0.59
305,30.34,32.0,31.99
306,27.31,30.0,29.34
307,28.35,29.0,27.89
308,27.0,28.0,28.46
309,27.73,31.0,31.63
310,2.94,2.0,2.06
311,2.87,1.0,1.03
312,31.38,32.0,32.61
315,31.68,42.0,36.14
316,3.14,2.0,2.17
317,3.32,2.0,1.89
318,3.41,1.0,1.73
320,27.29,29.0,29.5
322,31.38,33.0,32.16
323,27.42,29.0,30.24
324,3.44,1.0,0.75
327,31.29,32.0,32.09
330,27.18,26.0,25.54
332,2.9,2.0,2.05
333,17.95,20.0,20.6
337,24.81,25.0,25.18
338,2.48,1.0,1.44
339,2.5,2.0,1.75
340,22.02,24.0,25.01
341,29.72,31.0,31.07
342,25.72,25.0,25.82
343,20.84,22.0,22.12
344,10.21,11.0,10.22
345,1.74,2.0,2.14
346,1.07,1.0,1.07
348,9.43,9.0,8.98
349,6.13,6.0,6.31
350,4.41,3.0,2.75
351,28.93,30.0,31.92
355,29.97,35.0,34.14
356,30.4,29.0,29.04
357,22.46,23.0,23.4
359,1.08,1.0,0.74
360,1.37,2.0,1.86
363,5.61,6.0,5.99
364,2.82,1.0,1.09
