,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.19,1.0,0.89
1,0.58,2.0,1.83
3,1.42,2.0,1.99
4,8.26,7.0,7.56
6,9.25,8.0,8.12
7,4.67,4.0,3.93
8,9.85,8.0,7.99
9,1.88,2.0,1.91
11,4.72,5.0,5.23
14,11.68,14.0,12.87
15,6.66,7.0,7.13
16,2.21,2.0,1.91
18,1.67,2.0,1.94
19,1.26,2.0,2.19
20,2.15,1.0,0.85
22,5.91,5.0,4.89
23,0.81,2.0,1.5
24,1.02,1.0,0.98
26,3.43,3.0,2.76
28,0.9,2.0,1.94
29,1.16,1.0,0.9
30,1.0,2.0,1.87
32,0.72,1.0,0.8
33,0.62,2.0,1.86
34,1.72,1.0,0.93
35,1.84,2.0,2.2
36,1.7,2.0,1.89
40,1.71,2.0,1.97
41,1.58,2.0,2.18
42,1.18,1.0,1.24
43,3.03,2.0,1.81
44,1.89,2.0,2.11
48,1.95,1.0,0.85
49,1.88,2.0,2.02
51,1.59,2.0,2.1
52,1.17,2.0,1.9
53,1.59,1.0,0.78
55,3.59,2.0,2.2
57,2.08,2.0,2.03
58,0.31,1.0,1.2
60,2.28,2.0,1.91
62,1.74,2.0,1.85
63,3.87,4.0,4.13
64,2.13,2.0,2.35
67,7.24,7.0,7.02
69,13.92,10.0,11.21
70,7.84,10.0,10.13
71,10.46,9.0,8.99
72,0.96,2.0,1.78
73,0.43,1.0,0.42
74,2.19,2.0,2.08
75,9.99,9.0,9.06
76,2.7,2.0,2.32
80,1.03,1.0,1.0
81,7.41,7.0,6.79
82,7.18,8.0,8.47
84,3.89,4.0,3.82
86,1.41,1.0,0.9
87,1.12,2.0,1.56
88,9.58,10.0,9.97
89,4.07,5.0,4.55
90,0.64,2.0,1.55
93,1.02,1.0,0.82
95,0.92,2.0,2.15
96,10.15,10.0,10.11
97,15.2,13.0,11.68
98,2.83,2.0,2.85
99,2.54,2.0,1.71
101,-1.15,2.0,1.42
102,19.34,20.0,17.76
104,10.77,10.0,10.18
106,26.07,26.0,26.75
109,31.08,32.0,32.58
113,4.37,1.0,2.59
114,4.39,2.0,2.78
115,4.37,1.0,1.62
116,29.02,28.0,28.7
117,14.1,11.0,12.12
119,26.77,29.0,27.6
120,21.45,14.0,17.92
121,1.78,1.0,0.81
122,5.31,2.0,2.7
124,31.96,30.0,33.33
125,32.53,39.0,36.77
126,33.28,37.0,36.02
128,0.45,1.0,1.53
129,-1.19,1.0,-0.76
130,2.18,2.0,2.0
131,34.23,43.0,39.19
132,31.81,34.0,34.03
133,14.38,13.0,13.94
134,1.64,3.0,2.97
135,0.94,2.0,1.61
136,1.64,1.0,0.75
137,1.02,1.0,0.75
140,27.12,20.0,25.1
141,27.02,26.0,26.52
142,4.89,2.0,2.43
143,4.18,1.0,1.43
144,19.33,13.0,14.1
147,33.24,38.0,35.75
148,31.55,38.0,34.52
149,6.38,1.0,3.84
150,-0.48,2.0,1.28
151,32.37,41.0,37.49
152,24.0,28.0,26.9
153,1.33,2.0,1.97
156,1.84,1.0,1.45
157,1.68,1.0,0.87
162,10.72,11.0,11.56
163,-0.77,1.0,1.12
165,13.18,15.0,15.82
166,5.8,6.0,6.07
170,3.73,2.0,1.91
172,0.71,1.0,0.98
173,7.7,7.0,6.72
174,13.78,17.0,16.8
177,1.12,1.0,0.75
178,1.27,2.0,2.31
179,1.31,1.0,0.97
180,1.88,1.0,0.93
181,3.27,5.0,5.45
184,-0.39,1.0,0.47
185,1.52,1.0,1.0
187,11.09,13.0,12.24
188,7.28,7.0,7.17
190,8.1,9.0,8.87
191,0.49,1.0,0.94
192,1.44,1.0,1.15
193,9.71,9.0,9.58
194,1.45,1.0,1.2
197,2.6,1.0,0.96
199,1.05,1.0,1.28
200,3.17,2.0,1.94
201,2.88,1.0,1.37
202,2.49,2.0,1.74
203,0.81,1.0,1.03
204,5.04,1.0,1.03
207,2.26,2.0,2.09
209,2.06,2.0,2.06
210,1.54,1.0,1.21
211,0.61,2.0,2.45
212,0.27,1.0,1.21
213,-0.27,1.0,0.78
214,1.46,2.0,1.79
216,1.17,2.0,1.93
217,1.68,1.0,1.09
219,1.11,1.0,0.95
222,2.16,1.0,1.25
223,2.68,2.0,1.83
224,2.36,1.0,1.12
225,2.75,4.0,3.82
227,1.67,1.0,0.83
228,4.88,5.0,5.08
229,3.66,4.0,3.92
231,6.23,6.0,6.29
232,9.25,9.0,8.95
234,1.47,2.0,2.1
235,4.69,8.0,7.55
237,9.3,8.0,8.03
240,1.72,2.0,2.08
241,0.32,2.0,1.87
242,24.92,25.0,25.1
244,7.25,8.0,8.15
245,19.34,21.0,21.28
247,2.28,2.0,2.03
248,2.93,2.0,2.11
249,27.4,27.0,26.73
250,15.27,17.0,16.1
251,27.9,26.0,27.19
252,20.63,22.0,21.61
253,24.54,26.0,25.88
254,2.2,2.0,2.1
255,2.25,1.0,1.12
256,27.56,25.0,24.66
257,30.84,32.0,32.38
