,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
5,17.15,19.0,18.57
6,7.02,8.0,8.21
11,5.64,5.0,5.12
13,7.31,2.0,2.09
15,5.81,7.0,6.49
18,3.31,2.0,1.84
20,3.39,1.0,1.45
23,1.23,2.0,1.49
25,8.52,8.0,7.83
26,3.43,3.0,2.18
28,0.99,2.0,2.05
29,1.67,1.0,-0.21
30,1.91,2.0,1.83
32,1.8,1.0,1.08
36,2.25,2.0,2.1
39,3.14,1.0,2.09
41,1.8,2.0,2.43
55,2.98,2.0,2.06
60,1.19,2.0,1.66
61,2.81,1.0,0.52
65,2.05,1.0,0.81
67,8.38,7.0,7.35
70,8.0,10.0,11.05
73,1.65,1.0,0.84
81,5.84,7.0,6.57
84,2.32,4.0,4.63
89,1.88,5.0,5.52
94,1.22,1.0,0.86
95,2.07,2.0,1.86
99,6.18,2.0,2.34
105,8.48,14.0,13.44
106,31.4,26.0,30.07
108,4.51,1.0,1.05
120,22.38,14.0,23.86
121,2.26,1.0,-0.47
122,5.14,2.0,4.54
128,3.86,1.0,0.78
134,1.74,3.0,5.87
136,1.83,1.0,0.6
139,24.46,15.0,22.89
140,31.34,20.0,30.68
152,21.23,28.0,24.9
156,1.19,1.0,1.51
162,8.29,11.0,13.52
163,1.1,1.0,2.04
164,1.28,2.0,2.52
165,8.37,15.0,14.26
169,2.55,1.0,0.57
171,1.75,1.0,0.68
172,0.95,1.0,0.47
174,8.59,17.0,16.44
177,1.67,1.0,0.56
178,1.41,2.0,2.48
182,7.02,7.0,6.75
187,8.94,13.0,11.68
192,1.98,1.0,1.1
193,8.8,9.0,11.86
197,3.08,1.0,0.52
201,5.55,1.0,2.1
202,2.49,2.0,2.34
203,2.09,1.0,0.81
205,1.55,2.0,2.62
206,1.17,1.0,1.04
211,1.44,2.0,2.08
215,2.55,1.0,0.43
217,2.58,1.0,1.11
218,2.72,2.0,2.08
224,3.85,1.0,1.25
225,3.61,4.0,5.57
230,5.36,7.0,6.52
234,1.24,2.0,2.96
240,2.57,2.0,2.12
242,21.51,25.0,24.4
243,10.59,14.0,9.56
246,14.07,15.0,14.2
249,25.13,27.0,26.55
256,24.58,25.0,24.24
257,25.56,32.0,34.12
259,21.41,21.0,21.55
260,23.08,25.0,25.92
262,2.62,2.0,1.39
264,22.38,20.0,21.06
271,23.98,32.0,33.8
273,18.4,2.0,2.33
276,3.02,2.0,2.3
281,31.47,34.0,33.85
282,2.61,2.0,1.5
284,3.85,2.0,3.34
285,30.33,31.0,32.02
287,28.17,30.0,30.65
289,3.02,2.0,0.85
295,30.52,33.0,31.87
297,2.79,1.0,1.28
302,25.6,29.0,28.59
303,1.61,2.0,1.31
304,1.61,1.0,0.76
305,29.82,32.0,32.03
310,3.04,2.0,2.5
313,28.38,31.0,32.13
316,2.93,2.0,2.61
326,32.38,32.0,32.57
327,32.38,32.0,31.85
336,24.67,19.0,21.19
338,1.75,1.0,2.62
344,10.87,11.0,10.09
347,6.58,2.0,2.29
350,3.7,3.0,5.39
351,27.15,30.0,32.72
357,23.43,23.0,21.32
364,6.23,1.0,1.13
