,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.71,1.0,0.82
1,1.06,2.0,1.95
2,1.5,1.0,0.74
4,7.61,7.0,7.52
6,8.61,8.0,8.84
9,2.87,2.0,1.62
20,3.38,1.0,0.91
30,1.36,2.0,1.53
31,1.36,2.0,1.79
32,1.67,1.0,0.57
36,1.22,2.0,1.96
51,1.41,2.0,1.74
52,0.87,2.0,1.52
54,8.95,2.0,1.17
56,0.9,1.0,1.87
58,0.53,1.0,1.83
59,0.89,2.0,2.18
61,2.84,1.0,1.01
64,1.74,2.0,2.33
65,1.65,1.0,1.1
68,16.15,12.0,29.99
69,12.06,10.0,11.31
71,11.25,9.0,11.22
73,1.78,1.0,-0.87
74,1.11,2.0,2.17
77,1.59,2.0,1.61
78,7.17,6.0,7.29
79,2.09,1.0,0.27
82,6.93,8.0,9.28
86,1.35,1.0,0.13
87,2.48,2.0,0.46
88,9.0,10.0,11.01
89,3.19,5.0,5.16
90,0.88,2.0,2.29
91,1.9,1.0,1.35
92,2.04,2.0,2.88
93,0.62,1.0,1.49
95,1.55,2.0,2.3
96,10.48,10.0,11.67
100,3.18,1.0,3.49
103,19.5,14.0,19.28
112,4.6,1.0,2.11
119,25.63,29.0,23.73
120,21.85,14.0,20.0
128,5.08,1.0,2.93
131,27.97,43.0,30.52
132,26.97,34.0,31.92
145,22.81,25.0,18.7
146,26.85,35.0,25.52
148,27.08,38.0,26.7
151,27.7,41.0,30.15
154,1.79,1.0,1.12
157,1.84,1.0,1.46
165,11.83,15.0,20.7
168,3.18,5.0,6.1
171,1.11,1.0,-1.3
172,0.8,1.0,0.62
175,3.13,1.0,1.18
176,23.64,19.0,27.42
177,1.85,1.0,0.56
178,1.14,2.0,2.07
200,5.51,2.0,2.39
202,2.02,2.0,2.31
203,1.04,1.0,0.98
204,13.27,1.0,2.05
206,1.87,1.0,0.57
211,0.67,2.0,2.34
214,1.48,2.0,1.86
226,1.39,2.0,2.23
232,5.71,9.0,8.51
233,1.69,1.0,0.8
241,0.45,2.0,2.04
242,18.91,25.0,22.89
244,2.59,8.0,7.74
245,15.51,21.0,22.65
247,2.36,2.0,2.34
250,16.34,17.0,11.25
251,24.51,26.0,26.72
252,20.68,22.0,22.45
255,2.54,1.0,1.88
258,22.19,22.0,22.74
265,15.99,25.0,22.67
267,21.49,26.0,26.64
279,31.78,33.0,33.12
280,30.56,41.0,34.29
283,1.38,1.0,1.57
286,30.37,32.0,32.2
287,27.95,30.0,30.31
297,1.39,1.0,1.01
298,26.32,29.0,29.02
303,0.95,2.0,1.55
313,25.74,31.0,31.25
314,28.89,30.0,29.9
319,31.44,34.0,32.33
321,29.17,29.0,27.73
325,3.36,2.0,1.73
326,31.83,32.0,31.86
328,3.88,1.0,1.17
329,31.38,32.0,31.61
331,2.15,1.0,0.89
334,11.96,13.0,8.88
335,11.86,18.0,20.98
336,22.39,19.0,23.34
347,5.25,2.0,1.95
352,2.17,2.0,2.43
353,2.53,2.0,1.99
354,2.33,1.0,1.05
358,8.42,10.0,9.01
361,4.35,5.0,5.19
362,21.37,12.0,5.79
