,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,42.37,4.58
1,8.97,0.9
2,11.4,1.42
3,0.02,3.26
4,13.79,10.39
6,10.71,8.01
8,6.11,10.47
9,19.39,5.58
10,28.35,28.0
11,10.39,12.38
12,7.22,4.34
14,2.07,23.86
15,2.71,4.77
17,58.55,19.76
18,3.83,4.67
19,8.13,4.67
21,10.99,19.05
23,37.71,0.06
24,26.96,3.08
26,35.79,19.15
27,37.75,4.28
28,80.85,3.62
29,61.72,6.84
30,10.48,0.95
31,35.58,0.88
32,7.48,5.21
33,19.68,0.04
34,39.29,4.41
35,11.67,1.56
36,13.91,3.03
38,59.67,3.11
39,39.89,5.48
41,54.61,2.83
42,58.91,49.73
44,3.67,1.53
46,10.03,0.64
47,26.27,2.27
48,3.47,51.53
51,18.3,0.75
52,24.94,2.04
53,164.8,10.13
55,49.89,10.74
56,29.06,61.68
57,6.83,1.77
58,41.57,9.23
59,33.15,0.64
60,25.78,0.05
61,4.48,3.63
62,56.04,4.66
63,3.51,21.28
64,11.61,27.83
65,17.72,8.36
66,29.99,21.64
67,5.49,9.84
68,17.11,61.29
69,21.15,0.87
73,141.21,175.69
76,20.85,2.93
77,18.17,1.96
78,20.63,13.66
79,42.91,11.01
80,20.81,5.86
82,0.26,4.23
84,10.32,12.25
85,7.08,16.38
86,63.49,92.02
87,41.6,13.11
88,11.2,5.7
89,32.34,0.08
91,89.93,6.72
92,10.19,15.12
93,54.55,71.55
94,84.52,45.68
96,11.57,14.87
97,12.46,23.59
98,24.53,43.92
99,21.98,15.49
100,43.56,143.41
104,12.83,10.44
105,7.08,13.64
107,25.34,86.94
108,64.18,114.63
111,9.09,14.57
112,281.64,332.81
113,278.46,305.46
114,161.68,182.63
116,3.01,4.0
118,4.98,6.75
120,23.52,37.67
121,193.72,114.63
122,220.39,147.13
123,1.2,1.13
125,9.79,14.53
126,7.66,9.91
128,299.45,304.56
130,25.77,7.4
131,23.15,23.35
133,9.85,33.35
134,52.59,10.54
137,20.23,12.75
138,46.35,60.67
139,24.59,27.37
140,35.85,42.52
141,12.16,19.36
143,400.3,380.62
144,24.99,37.66
146,10.11,11.28
147,16.79,14.9
148,18.59,18.69
149,450.55,380.62
151,16.71,19.29
154,129.17,47.55
155,25.86,26.38
158,20.43,2.53
160,4.92,1.72
161,78.77,23.92
162,8.85,7.4
163,248.97,208.53
164,73.4,57.86
166,12.42,17.17
167,0.66,3.39
168,9.01,10.03
169,47.63,7.64
171,22.42,67.77
172,84.99,9.92
173,7.5,3.55
175,159.3,115.12
176,7.38,11.17
177,71.88,8.82
179,46.72,12.77
180,12.2,0.96
181,16.89,15.06
182,26.26,3.08
183,43.01,30.76
184,57.83,84.23
185,143.14,22.62
187,10.68,11.72
188,3.16,3.41
189,2.41,6.26
190,4.6,19.48
191,65.95,23.47
192,19.29,14.04
193,8.26,28.52
195,17.03,21.67
199,14.15,43.36
200,84.83,7.11
201,181.43,92.55
202,19.7,1.48
203,11.96,7.34
206,77.58,0.38
207,35.17,4.51
208,96.11,3.17
210,6.34,10.29
211,92.09,3.37
213,183.4,12.97
214,0.23,1.77
216,18.33,2.68
219,14.6,2.38
220,70.53,12.76
222,29.95,52.93
223,22.2,5.09
224,162.04,20.98
225,5.05,28.13
227,16.14,6.5
230,20.11,0.82
231,4.46,13.65
234,4.04,2.33
235,20.99,5.89
236,19.6,11.76
239,10.13,4.28
240,79.61,15.66
244,9.43,7.82
245,13.63,1.12
246,6.31,3.35
247,12.02,14.78
248,13.28,2.08
249,0.5,1.07
250,1.58,13.17
251,1.55,0.08
253,5.82,4.13
256,4.58,7.4
257,0.81,0.3
262,60.29,11.66
263,0.64,2.11
265,2.26,4.54
268,18.32,10.05
270,12.48,0.72
273,405.53,2.78
274,660.26,26.62
276,5.1,2.96
278,3.55,1.23
280,9.82,14.73
281,4.4,0.11
283,19.41,1.91
284,85.58,21.51
285,4.45,2.19
286,1.61,0.16
287,5.75,0.06
288,5.17,3.08
289,51.74,4.95
290,4.11,3.99
292,0.32,0.45
293,1.21,0.03
295,8.49,0.97
297,18.26,10.99
298,2.15,0.56
299,2.54,8.54
300,4.89,3.48
301,3.75,2.13
303,124.11,4.21
304,173.62,34.6
305,3.3,2.56
306,0.18,0.09
309,6.91,5.97
311,162.61,15.57
312,2.66,0.76
315,11.43,16.34
316,32.52,16.95
317,5.75,4.03
318,195.39,93.09
319,4.22,2.48
321,1.52,2.08
323,4.66,1.92
324,120.12,0.61
325,27.3,0.81
326,1.65,2.82
327,1.51,0.63
328,330.45,28.87
329,5.19,0.01
332,18.14,18.33
333,2.64,10.41
335,14.92,1.6
336,9.4,4.94
338,31.9,58.67
340,3.32,5.17
342,1.5,6.58
343,0.94,7.61
344,6.28,15.48
345,43.29,4.15
346,43.0,2.41
347,38.82,4.59
348,5.74,13.44
349,21.66,0.46
352,6.07,10.65
353,33.76,14.82
354,51.51,33.12
355,7.18,1.03
356,5.36,2.48
357,7.07,1.69
358,0.08,7.94
359,7.34,2.35
360,16.77,4.11
362,18.99,30.27
363,12.6,0.87
364,146.02,11.08
