,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
5,17.46,19.0,18.39
7,7.21,4.0,6.19
13,6.38,2.0,1.96
16,1.13,2.0,1.7
20,1.92,1.0,1.29
22,5.68,5.0,5.84
25,8.88,8.0,8.51
37,1.84,1.0,1.01
40,-0.06,2.0,1.84
43,5.98,2.0,2.05
45,1.25,1.0,1.15
49,1.39,2.0,1.97
50,1.74,1.0,1.05
54,14.04,2.0,0.97
70,8.01,10.0,10.46
71,13.69,9.0,9.52
72,0.96,2.0,2.39
74,2.18,2.0,1.97
75,8.19,9.0,9.12
81,7.28,7.0,6.63
83,3.1,2.0,1.8
90,0.45,2.0,1.96
95,2.65,2.0,0.91
101,-3.75,2.0,-1.17
102,15.02,20.0,9.61
103,10.55,14.0,17.08
106,28.35,26.0,30.22
109,33.25,32.0,31.24
110,32.94,35.0,30.3
115,7.04,1.0,4.81
117,12.04,11.0,17.21
119,26.72,29.0,26.9
124,32.92,30.0,32.3
127,34.05,38.0,33.06
129,-2.79,1.0,-2.77
132,31.0,34.0,29.11
135,-0.86,2.0,1.56
136,1.78,1.0,1.5
142,4.84,2.0,4.89
145,23.36,25.0,23.94
150,2.07,2.0,4.89
152,11.49,28.0,17.76
153,1.84,2.0,2.64
156,1.35,1.0,1.68
157,2.7,1.0,1.05
159,1.49,1.0,1.16
165,13.67,15.0,19.85
170,-3.97,2.0,-0.7
174,10.92,17.0,19.25
178,1.48,2.0,1.97
186,9.25,9.0,10.52
194,1.97,1.0,1.76
196,0.79,1.0,0.82
197,1.99,1.0,0.86
198,1.53,2.0,2.64
204,13.51,1.0,2.15
205,1.18,2.0,2.24
209,2.3,2.0,2.11
212,0.65,1.0,1.02
215,1.79,1.0,1.1
217,2.49,1.0,0.93
218,3.2,2.0,2.13
221,2.03,2.0,2.09
226,1.36,2.0,2.05
228,5.09,5.0,5.52
229,2.64,4.0,5.81
232,7.64,9.0,8.09
233,2.08,1.0,1.02
237,12.12,8.0,8.37
238,9.12,8.0,8.29
241,0.62,2.0,2.04
242,21.29,25.0,22.98
243,14.58,14.0,8.09
252,20.96,22.0,21.72
254,3.39,2.0,2.24
255,3.18,1.0,1.39
258,22.31,22.0,22.16
259,18.28,21.0,20.9
260,22.21,25.0,24.0
261,2.52,2.0,2.29
264,22.57,20.0,21.72
266,24.03,27.0,24.24
267,22.19,26.0,24.44
269,1.66,1.0,1.45
271,27.02,32.0,33.37
272,22.63,1.0,1.48
275,3.23,1.0,1.45
277,28.29,2.0,2.04
279,34.17,33.0,33.27
282,2.38,2.0,1.84
291,28.58,29.0,27.83
294,32.59,34.0,32.71
296,1.64,2.0,1.81
302,22.77,29.0,28.72
307,30.23,29.0,28.51
308,30.44,28.0,28.06
310,2.7,2.0,2.38
313,30.32,31.0,32.37
314,30.14,30.0,29.79
320,32.27,29.0,30.97
322,33.07,33.0,30.36
330,27.35,26.0,29.41
331,1.72,1.0,1.05
334,13.48,13.0,8.83
337,21.78,25.0,21.37
339,1.08,2.0,2.15
341,27.7,31.0,30.6
350,3.59,3.0,5.59
351,26.65,30.0,32.54
361,3.88,5.0,6.52
