,äÓñ{ïœêîÇÃÇ›,+ê›íËâ∑ìx,+ãÛí≤â“ì≠éûä‘,ëSïœêîÇ†ÇË
3,60.88,63.76,14.34,8.67
4,inf,inf,inf,inf
9,5.79,5.52,5.2,13.41
13,10.15,13.77,16.94,16.53
33,2.27,7.71,19.47,22.04
38,2.88,9.51,5.66,12.72
39,14.8,15.81,7.76,15.32
40,11.01,5.94,5.94,10.68
41,21.27,25.62,1.92,8.35
45,94.89,89.83,9.88,13.43
47,inf,inf,inf,inf
50,inf,inf,inf,inf
60,14.5,13.09,34.21,25.97
62,32.99,30.86,36.01,29.43
64,4.24,0.1,9.21,1.8
65,17.18,25.1,17.37,3.76
66,48.76,57.16,38.16,90.45
69,inf,inf,inf,inf
71,57.85,80.94,0.61,5.28
73,inf,inf,inf,inf
81,inf,inf,inf,inf
82,inf,inf,inf,inf
85,inf,inf,inf,inf
87,inf,inf,inf,inf
88,45.46,100.55,88.45,23.41
90,inf,inf,inf,inf
91,inf,inf,inf,inf
93,inf,inf,inf,inf
100,117.76,89.36,54.31,17.38
101,inf,inf,inf,inf
108,25.85,22.45,18.43,17.67
109,19.85,25.8,25.94,26.73
115,inf,inf,inf,inf
117,83.0,86.17,36.0,13.14
121,inf,inf,inf,inf
123,inf,inf,inf,inf
124,inf,inf,inf,inf
127,41.26,3.34,48.2,26.7
129,35.26,35.35,55.56,69.18
130,5.53,15.03,2.39,6.05
132,7.45,6.3,13.31,9.36
133,4.29,11.91,3.07,3.51
136,7.31,10.68,9.04,5.56
138,inf,inf,inf,inf
146,77.86,82.7,7.99,4.51
150,inf,inf,inf,inf
151,44.97,33.65,29.56,43.34
153,30.71,18.35,48.06,38.1
156,19.48,24.67,12.15,16.54
158,2.21,2.7,1.28,0.56
159,10.33,12.26,14.98,15.92
162,inf,inf,inf,inf
163,inf,inf,inf,inf
164,79.53,82.37,0.01,37.81
166,inf,inf,inf,inf
172,inf,inf,inf,inf
173,inf,inf,inf,inf
176,31.32,33.81,22.88,19.02
178,17.69,9.51,21.96,25.54
180,21.73,16.15,20.01,12.29
183,21.9,20.69,23.25,19.41
185,13.48,7.11,11.09,11.32
187,inf,inf,inf,inf
188,inf,inf,inf,inf
190,inf,inf,inf,inf
192,inf,inf,inf,inf
194,84.27,85.96,2.65,1.25
203,2.45,2.29,1.28,2.82
208,1.12,5.85,9.27,10.8
209,2.11,1.71,8.2,15.25
213,69.17,70.34,26.11,12.86
214,inf,inf,inf,inf
220,inf,inf,inf,inf
222,inf,inf,inf,inf
226,5.12,19.22,10.13,8.57
232,30.65,6.91,1.33,1.68
233,7.55,6.17,3.54,2.15
235,inf,inf,inf,inf
237,inf,inf,inf,inf
244,inf,inf,inf,inf
245,inf,inf,inf,inf
246,inf,inf,inf,inf
256,inf,inf,inf,inf
258,inf,inf,inf,inf
259,81.87,82.7,25.3,5.07
260,inf,inf,inf,inf
262,inf,inf,inf,inf
270,94.63,88.91,56.18,52.31
274,4.47,6.98,7.11,10.34
278,1.67,5.69,6.11,8.02
281,13.39,11.46,19.08,16.21
285,inf,inf,inf,inf
288,inf,inf,inf,inf
290,81.92,86.34,1.48,2.56
294,inf,inf,inf,inf
296,144.2,140.69,103.74,113.27
298,17.41,15.11,0.66,9.51
302,1.67,0.58,1.68,0.66
303,5.61,4.67,1.62,0.43
304,5.97,11.68,5.75,0.47
311,inf,inf,inf,inf
319,22.98,43.88,64.43,90.03
320,42.59,71.74,57.43,54.76
330,inf,inf,inf,inf
333,inf,inf,inf,inf
334,inf,inf,inf,inf
335,inf,inf,inf,inf
336,inf,inf,inf,inf
340,inf,inf,inf,inf
351,15.71,22.01,23.41,17.93
352,22.45,25.82,20.75,17.29
353,3.27,5.27,8.94,4.88
357,inf,inf,inf,inf
358,87.99,89.37,4.88,4.82
360,inf,inf,inf,inf
363,inf,inf,inf,inf
365,inf,inf,inf,inf
375,7.58,5.61,2.77,3.51
378,inf,inf,inf,inf
392,44.34,53.23,1.29,29.17
395,6.42,18.07,14.51,32.38
396,19.27,14.96,12.75,0.5
400,11.34,29.66,29.36,42.68
402,37.45,52.91,142.28,126.92
403,inf,inf,inf,inf
406,inf,inf,inf,inf
407,inf,inf,inf,inf
409,inf,inf,inf,inf
414,inf,inf,inf,inf
415,inf,inf,inf,inf
418,inf,inf,inf,inf
421,inf,inf,inf,inf
423,inf,inf,inf,inf
425,80.46,1.52,65.0,111.47
431,inf,inf,inf,inf
433,inf,inf,inf,inf
435,inf,inf,inf,inf
436,80.71,83.54,3.46,5.72
442,26.52,18.21,16.87,24.82
449,8.31,1.22,4.18,1.67
453,inf,inf,inf,inf
456,inf,inf,inf,inf
462,inf,inf,inf,inf
463,116.45,160.66,161.5,206.01
465,5.12,15.63,5.73,5.7
466,12.29,6.51,6.74,9.98
468,4.14,4.66,2.03,4.38
469,3.74,4.58,2.6,8.94
470,0.47,3.88,0.27,1.32
472,4.25,8.5,13.62,9.22
476,inf,inf,inf,inf
477,inf,inf,inf,inf
481,inf,inf,inf,inf
484,inf,inf,inf,inf
485,129.74,132.72,6.46,30.64
495,12.44,12.16,14.96,18.24
500,inf,inf,inf,inf
506,inf,inf,inf,inf
513,22.61,16.66,23.64,25.15
515,0.5,1.62,1.97,2.68
517,6.91,5.54,6.74,4.77
518,10.97,7.54,10.65,11.5
519,11.91,9.28,11.11,2.52
520,1.54,0.66,0.98,2.87
521,2.97,7.52,8.77,8.78
530,inf,inf,inf,inf
531,81.23,81.79,2.78,1.25
532,inf,inf,inf,inf
533,inf,inf,inf,inf
534,inf,inf,inf,inf
535,59.99,63.5,52.36,49.11
539,7.89,16.23,9.19,12.0
540,6.71,12.35,0.25,6.47
542,2.26,4.74,1.52,10.08
544,21.22,26.7,22.88,30.5
548,93.85,83.86,64.19,72.08
549,inf,inf,inf,inf
560,18.28,30.54,20.59,11.44
561,2.41,10.53,14.72,1.96
567,3.57,2.98,2.91,5.39
569,25.16,27.27,32.65,35.35
570,inf,inf,inf,inf
578,inf,inf,inf,inf
579,inf,inf,inf,inf
582,inf,inf,inf,inf
583,82.42,96.75,67.16,63.36
591,inf,inf,inf,inf
594,inf,inf,inf,inf
595,0.38,46.74,83.68,56.82
601,inf,inf,inf,inf
603,inf,inf,inf,inf
609,63.0,54.99,62.56,63.72
619,7.22,8.73,298.2,278.05
621,inf,inf,inf,inf
625,80.18,83.2,16.94,17.34
627,inf,inf,inf,inf
632,31.94,41.11,46.96,37.28
