,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,16.41,15.82
2,31.75,7.99
4,17.56,5.1
5,21.63,19.76
9,36.42,27.73
10,10.07,2.75
12,19.82,0.79
13,226.5,49.17
14,1.05,2.74
17,33.63,13.65
18,32.48,52.6
20,5.81,48.86
21,135.81,17.77
23,95.73,31.11
24,59.62,0.07
27,3.96,3.65
28,228.05,10.66
29,183.01,12.68
30,74.95,40.16
31,143.67,0.08
33,135.02,11.07
34,111.95,66.58
36,121.96,6.12
37,141.95,33.01
38,111.16,3.56
39,147.94,63.29
41,72.68,7.65
43,94.64,84.55
47,9.48,0.69
49,160.28,1.17
50,19.27,18.17
51,28.76,18.66
52,99.41,74.97
53,52.06,24.4
54,65.55,25.11
55,164.13,82.29
57,0.93,5.21
58,12.13,12.34
59,13.62,35.44
60,65.52,18.57
61,46.89,19.89
62,23.58,13.51
63,31.06,7.68
65,10.61,1.47
67,1.16,25.01
69,24.01,11.19
70,48.12,37.42
71,50.33,90.42
72,2.55,12.96
73,20.37,14.52
75,5.45,16.74
76,24.83,8.3
77,9.85,5.75
78,40.7,15.81
80,9.64,4.03
83,18.57,6.59
85,4.45,18.85
86,3.03,1.91
87,13.06,43.19
88,2.21,17.82
91,15.18,17.16
92,50.22,7.2
93,8.82,4.67
94,10.86,8.33
95,48.33,8.45
96,12.93,25.33
97,15.86,0.15
98,8.99,24.02
99,103.17,41.87
101,2.44,2.8
104,8.12,0.88
105,4.24,1.23
106,66.5,80.17
107,10.95,13.06
108,21.55,18.94
109,26.22,12.89
110,27.57,4.08
111,50.44,66.71
113,24.61,23.37
115,17.52,14.21
116,19.46,0.23
120,17.87,10.27
122,4.29,18.58
124,29.41,50.05
125,52.26,30.54
127,12.04,11.96
128,5.76,8.19
131,20.84,29.17
133,4.27,7.14
137,9.61,6.16
138,1.14,0.75
139,32.88,19.05
140,5.22,45.56
141,47.72,21.14
142,22.56,20.39
143,5.79,8.77
145,41.46,28.36
148,41.98,11.07
149,23.87,21.25
150,24.49,23.05
151,4.72,13.84
152,10.87,8.35
153,34.29,3.51
154,45.2,10.65
155,28.37,2.04
161,13.35,2.28
162,9.21,4.49
163,3.67,4.11
164,2.69,4.39
165,14.89,14.16
166,2.3,6.99
168,2.85,22.5
169,22.94,8.94
170,16.76,16.05
171,17.36,13.28
172,0.1,2.67
173,9.63,13.64
174,24.62,9.16
175,24.21,23.47
176,5.47,24.2
177,43.4,30.68
178,11.63,15.05
179,18.55,3.72
181,6.41,4.76
182,0.2,15.34
183,57.26,28.88
184,10.48,1.62
185,2.4,8.03
190,2.76,5.8
191,5.96,4.4
192,3.95,17.44
193,9.9,5.73
195,95.13,29.68
196,1.7,28.17
197,0.67,6.87
198,105.29,32.09
199,23.9,13.44
201,0.19,2.85
202,153.43,51.07
203,8.18,10.7
204,100.64,2.12
207,90.64,7.64
208,8.91,14.75
209,14.23,3.3
210,28.96,4.33
212,319.77,56.43
213,2.52,12.32
215,64.13,137.04
216,18.14,8.09
217,14.03,4.52
219,78.5,11.77
220,5.1,0.91
221,2.63,8.25
223,3.29,2.74
225,21.74,5.38
226,1.81,5.8
229,4.65,3.02
230,4.48,9.24
231,0.46,3.68
232,2.05,8.58
233,21.71,18.94
234,10.03,0.03
235,12.38,11.85
236,20.56,2.54
237,2.28,12.98
239,9.37,1.67
240,2.89,5.71
241,3.31,3.72
242,27.63,0.52
243,1.27,2.94
244,40.02,0.38
245,22.18,7.73
246,21.78,1.08
250,4.25,5.44
251,5.41,2.14
254,10.57,9.16
256,37.45,17.36
258,5.43,2.69
259,1.05,0.52
260,0.38,22.36
261,21.5,10.95
263,36.33,8.3
264,12.75,15.57
265,26.78,12.85
266,6.25,0.3
267,11.08,2.66
270,48.76,8.25
271,25.91,1.84
272,199.02,46.91
273,261.8,0.79
274,766.65,65.08
275,1265.51,266.55
276,1847.68,585.96
280,16.74,8.93
282,10.42,6.07
283,11.65,6.69
284,1.99,1.39
285,20.58,1.77
286,2.88,7.37
288,3.49,25.12
290,11.59,6.41
291,0.05,9.38
292,18.29,21.94
293,18.59,7.48
296,15.17,8.64
298,4.86,20.55
299,18.71,6.9
300,9.67,5.62
302,38.88,18.45
303,10.13,5.47
304,8.27,1.07
306,21.62,10.85
307,21.35,19.33
308,15.23,6.55
309,6.7,1.76
310,31.53,26.46
311,10.21,10.94
312,8.01,7.52
313,29.93,19.74
314,1.97,6.6
315,15.43,16.04
317,38.4,41.47
318,5.73,2.12
319,15.01,10.22
320,43.46,27.88
322,7.36,4.22
323,15.05,6.75
324,7.05,4.73
326,25.34,20.69
328,3.2,1.1
330,16.88,1.56
331,50.81,41.81
332,5.6,24.67
333,70.18,25.13
335,3.28,26.09
336,1.71,3.86
337,15.45,11.33
339,15.84,2.18
341,8.09,16.16
342,18.43,14.51
344,8.67,18.53
345,66.71,21.36
346,0.11,20.72
349,20.15,29.19
350,25.78,11.97
352,67.82,13.38
353,5.98,2.21
354,11.54,9.86
355,9.4,33.57
356,8.39,3.78
358,14.67,5.65
359,28.77,14.03
362,25.46,34.34
364,1.75,2.48
