列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,COP
2022/7/1 0:00,金曜日,31,3,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 1:00,金曜日,30,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 2:00,金曜日,30,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 3:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 4:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 5:00,金曜日,30,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 6:00,金曜日,32,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 7:00,金曜日,32,2,Ｍ,6,36.8,4,0.1,0.1,0,1.0
2022/7/1 8:00,金曜日,34,2,Ｍ,5.4,36.9,60,3.2,10.3,0,3.2
2022/7/1 9:00,金曜日,34,2,Ｍ,4.2,37.4,60,4.2,10.6,0,2.5
2022/7/1 10:00,金曜日,37,2,Ｍ,5.5,38.9,60,4,11.1,0,2.8
2022/7/1 11:00,金曜日,38,2,Ｍ,4.9,40.8,60,4.5,10.4,0,2.3
2022/7/1 12:00,金曜日,40,2,Ｍ,5.2,42.2,60,4.3,10.9,0,2.5
2022/7/1 13:00,金曜日,39,2,Ｍ,5.3,44,60,6.7,15.6,0,2.3
2022/7/1 14:00,金曜日,38,2,Ｍ,4.9,42.6,60,5.9,14.3,0,2.4
2022/7/1 15:00,金曜日,38,2,Ｍ,5,42.4,60,6.1,14.4,0,2.4
2022/7/1 16:00,金曜日,37,2,Ｍ,5.8,40.8,60,5,13.5,0,2.7
2022/7/1 17:00,金曜日,34,2,Ｍ,4.8,40.1,60,6.3,16.6,0,2.6
2022/7/1 18:00,金曜日,32,2,Ｍ,4.3,36.6,60,4.8,12.4,0,2.6
2022/7/1 19:00,金曜日,31,2,Ｍ,5.4,34.1,60,3.2,10.4,0,3.3
2022/7/1 20:00,金曜日,29,2,Ｍ,5,32.1,60,3,8,0,2.7
2022/7/1 21:00,金曜日,29,2,Ｍ,4.6,32.4,26,1.5,3.6,0,2.4
2022/7/1 22:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 23:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 0:00,土曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 1:00,土曜日,28,4,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 2:00,土曜日,28,4,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 3:00,土曜日,28,4,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 4:00,土曜日,28,4,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 5:00,土曜日,29,4,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 6:00,土曜日,31,4,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/2 7:00,土曜日,32,4,Ｍ,9.3,36.5,10,0.4,1.1,0,2.8
2022/7/2 8:00,土曜日,34,5,Ｍ,8,37,57,3.6,12.7,0,3.5
2022/7/2 9:00,土曜日,35,5,Ｍ,9.7,39.5,60,5.4,19.7,0,3.6
2022/7/2 10:00,土曜日,37,4,Ｍ,7.3,41.5,60,6.2,18.9,0,3.0
2022/7/2 11:00,土曜日,37,4,Ｍ,6.6,42.1,60,5.9,17.2,0,2.9
2022/7/2 12:00,土曜日,37,4,Ｍ,6.6,43.3,60,7,20,0,2.9
2022/7/2 13:00,土曜日,38,4,Ｍ,6.7,43.5,60,7.9,21.7,0,2.7
