列1,曜日,外気温度,Ｔｅ設定,Ｔｃ設定,Ｔｅ平均値,Ｔｃ平均値,室外機運転時間,消費電力量,積算冷房能力,積算暖房能力,COP
2022/7/1 0:00,金曜日,30,3,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 1:00,金曜日,30,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 2:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 3:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 4:00,金曜日,29,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 5:00,金曜日,30,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 6:00,金曜日,32,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 7:00,金曜日,32,2,Ｍ,0,0,0,0,0,0,#DIV/0!
2022/7/1 8:00,金曜日,36,2,Ｍ,5.3,42.2,60,6.3,19,0,3.0
2022/7/1 9:00,金曜日,37,2,Ｍ,5.4,41.9,60,4.5,13.8,0,3.1
2022/7/1 10:00,金曜日,39,2,Ｍ,4.2,44.7,60,5.7,14.8,0,2.6
2022/7/1 11:00,金曜日,40,2,Ｍ,5.2,45.6,60,5.4,14.9,0,2.8
2022/7/1 12:00,金曜日,42,2,Ｍ,5.4,47.1,60,5.6,15.1,0,2.7
2022/7/1 13:00,金曜日,42,2,Ｍ,4.1,48.4,60,7.1,16.9,0,2.4
2022/7/1 14:00,金曜日,40,2,Ｍ,5.4,46.4,60,5.4,15.3,0,2.8
2022/7/1 15:00,金曜日,39,2,Ｍ,5.1,47.1,60,6.3,18.2,0,2.9
2022/7/1 16:00,金曜日,38,2,Ｍ,5.4,44,60,5,14.7,0,2.9
2022/7/1 17:00,金曜日,36,2,Ｍ,4.3,42.2,60,5.5,15.5,0,2.8
2022/7/1 18:00,金曜日,31,2,Ｍ,5.7,36.8,53,2.7,7.9,0,2.9
2022/7/1 19:00,金曜日,32,2,Ｍ,5.3,35.7,60,3.1,9,0,2.9
2022/7/1 20:00,金曜日,30,2,Ｍ,7,34,1,0,0.2,0,#DIV/0!
