,éûçèï 
0,inf
1,inf
2,inf
3,inf
4,inf
5,69.46
7,inf
8,17.74
9,20.32
10,15.19
11,1.4
12,18.21
14,12.91
15,7.44
16,3.26
17,3.72
18,38.78
19,inf
20,inf
21,inf
23,inf
24,inf
26,inf
27,inf
28,inf
29,81.49
31,14.99
32,11.28
35,8.87
37,2.4
38,15.45
39,3.26
43,inf
45,inf
46,inf
47,69.72
48,inf
49,inf
51,inf
52,inf
53,inf
54,inf
55,inf
56,51.85
57,22.83
58,42.66
59,14.57
60,4.21
61,4.29
62,35.43
64,0.37
65,inf
66,inf
67,inf
68,inf
69,inf
70,inf
71,inf
72,79.36
73,inf
74,inf
76,inf
77,inf
78,inf
79,inf
80,inf
81,inf
84,inf
85,inf
89,inf
91,inf
94,inf
96,inf
97,inf
99,inf
100,inf
101,inf
103,42.27
104,inf
108,11.31
109,2.12
110,1.44
112,14.81
114,inf
115,inf
117,82.83
119,inf
120,inf
121,inf
122,inf
124,inf
125,inf
126,inf
127,30.3
129,44.91
130,21.82
131,5.25
133,1.69
134,5.08
135,13.92
136,23.31
137,22.28
138,inf
139,inf
142,inf
143,inf
145,inf
146,inf
148,inf
149,inf
150,inf
151,inf
152,12.16
153,77.09
154,12.92
155,25.06
157,5.57
158,5.38
161,1.12
162,13.37
163,inf
164,inf
165,inf
166,inf
168,inf
169,inf
170,inf
173,68.98
174,inf
175,inf
176,6.92
177,1.39
180,3.97
181,3.71
184,11.54
186,inf
187,inf
188,inf
192,inf
194,75.01
195,inf
196,inf
198,inf
199,15.43
200,3.72
201,2.38
202,11.39
204,6.07
205,3.45
206,2.77
207,15.82
208,1.49
211,inf
212,inf
213,inf
214,inf
216,inf
218,68.17
219,inf
220,inf
222,inf
224,inf
225,15.93
226,inf
227,10.65
229,6.43
230,9.01
231,inf
232,5.17
233,inf
234,46.21
237,inf
239,inf
240,inf
241,inf
242,inf
243,inf
244,inf
245,88.06
246,inf
247,inf
249,inf
250,inf
251,inf
252,inf
254,inf
257,inf
262,inf
264,inf
265,inf
266,83.55
267,inf
268,inf
270,inf
271,inf
273,69.15
275,33.13
276,10.29
278,6.66
279,13.51
280,12.98
281,0.81
282,inf
284,inf
285,inf
286,inf
287,inf
288,inf
289,84.12
290,inf
293,inf
294,inf
297,4.03
298,0.86
299,5.63
300,10.31
301,44.99
303,7.61
304,3.73
305,20.37
307,inf
309,inf
312,77.03
313,inf
314,inf
315,inf
316,inf
318,inf
319,2.81
320,39.89
322,34.51
323,4.18
325,1.2
330,31.4
331,inf
332,inf
334,inf
335,inf
336,inf
337,inf
338,inf
339,66.06
340,inf
341,inf
342,inf
343,inf
345,30.92
348,5.33
349,8.15
350,17.99
352,6.01
353,23.95
354,inf
355,inf
356,inf
357,inf
358,inf
359,inf
360,inf
361,inf
362,inf
366,inf
368,31.6
369,10.0
371,6.73
372,7.82
374,4.88
375,11.64
376,7.9
379,inf
382,inf
383,inf
384,inf
385,inf
386,inf
388,83.35
389,inf
390,inf
391,inf
393,24.8
394,18.17
395,35.18
396,40.55
399,52.99
402,64.83
403,inf
404,inf
405,inf
406,inf
408,inf
410,inf
411,inf
413,74.03
414,inf
415,inf
418,inf
419,inf
420,inf
421,inf
422,inf
423,51.33
424,inf
426,inf
427,inf
428,inf
431,inf
433,inf
434,69.41
435,inf
436,inf
437,inf
438,inf
440,inf
441,1.73
442,7.94
443,7.35
444,9.57
445,18.64
446,9.04
447,13.28
448,6.92
449,5.52
450,inf
451,inf
453,inf
455,inf
456,inf
457,inf
459,inf
460,inf
462,inf
464,1.52
465,8.32
466,12.94
467,1.14
468,5.03
469,2.88
470,4.4
471,0.59
473,16.76
474,inf
475,inf
476,inf
478,77.93
479,inf
480,inf
481,inf
482,inf
483,inf
484,inf
485,inf
486,inf
487,3.36
488,5.74
489,6.74
490,11.28
491,6.99
492,1.43
494,1.02
496,14.69
497,7.08
498,inf
499,inf
500,inf
505,inf
506,inf
508,inf
509,inf
510,inf
516,3.96
517,6.44
518,8.19
519,5.51
522,inf
523,inf
525,inf
526,inf
527,inf
528,81.06
529,inf
530,inf
531,inf
532,inf
536,9.91
537,10.95
538,12.38
540,10.06
542,5.13
543,8.38
544,8.1
545,2.14
546,inf
547,70.09
548,inf
551,inf
552,inf
553,inf
555,inf
558,76.02
559,inf
560,30.42
561,28.4
562,54.44
563,9.49
565,6.1
566,3.9
568,1.7
571,inf
572,78.11
574,inf
577,inf
578,inf
579,inf
580,inf
583,inf
584,inf
585,inf
588,inf
589,inf
591,inf
592,inf
594,inf
595,inf
596,inf
597,inf
598,inf
599,inf
600,inf
601,inf
602,inf
604,62.75
606,inf
608,inf
611,8.8
612,3.5
614,9.05
615,9.81
618,inf
619,inf
620,76.91
621,inf
622,inf
623,inf
624,inf
625,inf
627,inf
630,inf
631,38.19
632,65.46
633,16.69
636,5.12
638,2.59
639,2.43
641,17.52
643,47.05
645,60.82
646,inf
647,inf
648,inf
649,inf
650,inf
651,inf
652,83.96
654,inf
655,14.3
656,2.96
657,4.01
659,11.25
661,18.14
662,12.5
667,49.72
669,39.94
671,inf
672,inf
673,inf
674,inf
676,inf
677,inf
678,inf
680,14.31
681,4.19
682,7.6
683,10.92
684,1.1
685,5.2
686,2.69
689,28.75
691,inf
693,inf
694,inf
695,inf
696,inf
697,inf
698,78.63
699,inf
700,inf
701,inf
702,inf
704,98.1
705,23.32
706,3.94
707,7.09
708,3.03
709,4.64
710,7.15
711,9.47
713,10.9
715,37.13
716,31.91
717,inf
718,inf
719,inf
720,inf
722,inf
723,inf
724,inf
726,47.57
729,inf
730,12.08
732,24.2
735,20.09
737,25.03
738,inf
739,inf
740,inf
742,inf
743,inf
745,inf
747,inf
748,inf
749,inf
750,inf
751,inf
752,inf
753,inf
754,inf
756,41.59
757,inf
758,inf
759,inf
760,inf
761,inf
763,inf
764,inf
765,inf
766,inf
767,62.73
768,inf
769,inf
772,inf
773,inf
774,inf
775,inf
776,10.81
777,4.6
778,6.87
779,14.33
780,3.36
781,5.89
782,24.99
786,inf
787,inf
788,inf
790,inf
791,inf
792,inf
793,inf
794,inf
797,inf
798,inf
799,inf
800,20.72
801,37.25
802,5.8
803,5.21
804,5.26
806,5.31
807,2.99
812,inf
813,inf
814,inf
815,inf
816,inf
817,86.33
818,inf
821,inf
822,inf
824,91.88
825,6.72
826,5.93
827,8.84
830,4.27
832,6.86
834,inf
835,inf
836,inf
837,inf
839,inf
840,inf
841,73.23
842,inf
844,inf
845,inf
850,1.73
851,2.78
852,3.45
853,0.91
855,4.36
857,3.19
858,inf
859,inf
860,inf
861,inf
862,84.0
863,inf
864,inf
865,inf
866,inf
867,inf
868,inf
869,inf
870,inf
872,16.57
873,5.85
874,6.92
877,1.47
878,0.09
879,0.76
880,4.35
881,31.5
882,83.44
883,inf
884,inf
885,inf
889,inf
890,inf
891,inf
893,inf
894,inf
895,inf
896,48.33
897,3.64
898,1.53
899,7.01
903,9.48
905,34.09
906,inf
907,inf
910,inf
914,inf
915,inf
916,inf
917,inf
919,inf
920,inf
922,inf
924,inf
925,inf
926,inf
927,inf
929,inf
930,inf
932,75.95
933,inf
934,inf
935,inf
936,inf
937,inf
939,inf
940,inf
942,inf
943,38.8
944,11.33
945,1.77
946,1.86
948,4.04
949,3.67
951,1.24
952,7.22
954,inf
956,inf
957,inf
959,inf
960,67.79
962,inf
966,inf
967,22.87
968,28.08
969,2.29
971,9.91
972,6.19
973,18.95
974,7.68
975,8.12
978,inf
979,inf
981,inf
982,inf
984,65.37
987,inf
990,inf
991,12.07
993,21.52
994,10.25
998,10.66
999,16.99
1001,8.86
1002,inf
1003,inf
1004,inf
1005,inf
1007,inf
1008,inf
1010,inf
1011,inf
1012,inf
1014,inf
1020,15.9
1021,18.55
1022,9.36
1023,3.58
1024,7.34
1025,4.48
1026,inf
1028,inf
1029,inf
1034,inf
1035,78.88
1037,inf
1038,inf
1039,26.82
1040,3.88
1041,4.34
1042,6.21
1043,0.87
1044,9.73
1045,1.14
1046,8.1
1048,9.07
1049,5.86
1050,18.66
1052,inf
1055,inf
1057,inf
1059,inf
1061,inf
1062,inf
1063,inf
1065,6.13
1067,16.17
1068,1.71
1070,7.38
1073,54.82
1074,inf
1075,inf
1078,inf
1081,inf
1082,inf
1083,inf
1084,inf
1086,inf
1087,70.07
1089,inf
1090,inf
1091,inf
1093,inf
1094,inf
1095,inf
1096,inf
1097,inf
1099,inf
1100,inf
1102,inf
1103,inf
1104,inf
1105,inf
1106,inf
1107,inf
1108,inf
1109,39.44
1110,inf
1111,inf
1113,3.91
1115,5.14
1116,4.35
1117,4.04
1118,2.54
1119,9.96
1120,6.3
1121,11.61
1122,inf
1123,61.79
1124,inf
1125,inf
1126,inf
1127,inf
1128,inf
1129,inf
1130,inf
1131,inf
1133,56.32
1134,inf
1135,15.68
1136,4.3
1137,3.26
1138,7.89
1139,3.21
1140,0.1
1141,4.51
1143,10.76
1145,1.92
1146,inf
1147,inf
1148,inf
1149,inf
1150,inf
1153,76.94
1155,inf
1157,inf
1159,10.25
1160,19.85
1163,2.89
1164,8.61
1166,6.58
1167,1.25
1170,inf
1171,67.82
1172,inf
1175,inf
1177,inf
1178,inf
1180,inf
1181,inf
1182,62.23
1183,1.04
1185,27.78
1186,9.01
1187,10.89
1190,0.7
1191,7.56
1192,12.41
1193,11.39
1195,inf
1196,inf
1198,59.62
1200,inf
1201,inf
1202,inf
1203,inf
1204,inf
1205,inf
1206,inf
1208,12.93
1209,6.71
1210,7.27
1211,8.44
1212,4.37
1214,7.52
1215,4.13
1217,0.68
1219,inf
1220,inf
1221,inf
1222,inf
1223,inf
1225,inf
1226,inf
1227,inf
1228,74.43
1229,inf
1230,inf
1231,inf
1232,16.72
1233,0.53
1234,14.3
1235,21.46
1236,27.07
1237,7.8
1240,6.71
1241,11.98
1242,inf
