,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,139.23,140.0,138.23
1,107.76,109.0,107.22
2,81.99,79.0,84.25
3,3.28,4.0,-3.25
5,54.71,54.0,52.95
7,77.53,80.0,76.94
8,57.74,57.0,57.87
9,22.93,22.0,21.89
10,0.85,4.0,5.75
11,59.53,58.0,60.15
12,83.12,83.0,81.11
13,104.74,105.0,104.23
15,79.53,79.0,78.74
16,47.46,48.0,52.04
20,133.87,126.0,131.69
21,164.98,171.0,166.09
23,64.06,61.0,60.58
24,5.52,4.0,0.81
25,61.64,66.0,62.81
27,132.46,133.0,133.16
29,145.4,149.0,149.38
33,88.33,87.0,88.47
34,87.95,88.0,92.21
35,120.19,119.0,124.36
36,132.14,131.0,131.93
40,131.46,131.0,130.65
41,137.52,139.0,135.93
42,131.77,129.0,132.23
43,215.19,219.0,215.89
44,170.56,168.0,165.49
46,221.29,224.0,216.9
47,209.04,208.0,208.74
50,226.39,229.0,226.37
51,157.67,156.0,154.14
52,1.03,4.0,0.52
54,237.87,235.0,237.92
55,196.97,195.0,193.93
56,156.89,157.0,154.97
57,192.71,193.0,195.15
60,192.52,194.0,193.58
61,212.4,214.0,212.18
62,206.11,207.0,206.1
63,206.53,206.0,205.24
64,210.83,214.0,210.41
65,118.45,113.0,120.56
68,245.8,244.0,246.71
69,237.88,241.0,238.49
70,246.98,246.0,243.56
72,192.87,196.0,189.08
73,3.27,5.0,4.29
76,212.79,215.0,211.51
78,215.21,213.0,216.07
79,136.66,137.0,137.54
80,10.37,4.0,17.02
82,226.35,229.0,224.92
83,204.03,200.0,203.21
86,164.96,155.0,163.33
87,4.13,4.0,6.77
88,217.23,218.0,219.35
89,220.85,222.0,222.26
90,209.51,211.0,210.34
92,214.62,210.0,212.52
93,185.38,190.0,187.3
94,2.66,4.0,-0.29
95,207.07,209.0,209.12
97,251.15,250.0,247.95
98,234.92,237.0,234.21
99,228.33,228.0,227.33
100,216.78,218.0,210.78
101,3.82,4.0,7.49
102,259.91,258.0,257.19
103,255.8,252.0,258.01
106,266.64,258.0,268.57
107,221.77,228.0,221.05
108,2.9,4.0,2.92
109,237.69,236.0,232.83
110,257.72,258.0,264.75
111,257.8,259.0,259.05
112,239.28,228.0,234.89
113,267.82,280.0,273.5
114,225.1,229.0,227.13
115,12.13,4.0,7.25
119,255.36,258.0,258.52
122,8.59,5.0,11.09
123,253.91,243.0,246.28
124,257.63,258.0,259.51
125,252.41,259.0,259.6
128,215.13,219.0,221.11
131,285.61,300.0,282.09
132,262.77,259.0,265.02
133,253.68,254.0,251.15
134,228.56,225.0,231.56
135,153.85,150.0,159.06
136,4.9,4.0,3.3
138,235.09,235.0,235.77
141,263.31,259.0,263.56
142,218.14,223.0,205.29
145,254.97,258.0,252.85
146,260.02,259.0,264.43
147,265.34,270.0,271.58
148,265.82,261.0,264.31
149,221.68,231.0,224.52
150,9.92,4.0,9.23
151,241.52,240.0,229.3
152,256.17,256.0,254.33
153,219.24,216.0,217.59
154,197.8,206.0,196.71
156,152.2,148.0,150.77
162,280.6,286.0,281.04
163,181.61,181.0,177.8
164,3.98,4.0,6.62
165,270.5,275.0,270.07
166,238.31,239.0,235.63
167,250.46,250.0,247.71
170,189.14,188.0,189.76
171,6.49,4.0,8.68
172,209.01,213.0,209.99
173,235.23,238.0,235.16
174,248.84,251.0,247.55
175,225.61,223.0,232.07
176,239.27,237.0,241.25
177,161.04,166.0,163.18
178,5.32,4.0,2.07
180,218.34,217.0,221.06
182,236.19,240.0,237.3
184,199.81,201.0,199.67
187,243.05,246.0,237.46
188,244.9,242.0,244.96
189,210.93,212.0,210.26
190,248.39,247.0,251.66
191,189.49,190.0,187.71
192,4.3,4.0,1.14
193,158.6,151.0,166.18
194,213.67,210.0,217.97
195,162.0,166.0,161.24
197,205.66,206.0,206.48
198,147.34,149.0,149.78
199,2.91,5.0,1.79
200,74.34,77.0,72.39
201,86.98,89.0,87.81
202,82.5,82.0,83.5
203,73.97,73.0,74.54
204,82.64,82.0,81.8
205,36.48,36.0,36.28
206,4.69,4.0,5.16
207,54.45,55.0,55.7
212,39.94,40.0,42.36
213,4.28,4.0,-0.07
215,106.1,106.0,107.75
219,42.87,43.0,43.29
220,8.47,10.0,12.22
222,114.03,113.0,118.88
223,106.15,107.0,103.01
224,90.39,90.0,88.83
225,88.73,92.0,89.54
227,6.5,5.0,-0.23
228,61.53,60.0,62.7
229,76.31,76.0,76.91
230,63.23,61.0,64.23
231,60.89,60.0,60.84
232,73.05,73.0,71.59
235,74.12,73.0,77.28
236,50.59,52.0,47.64
237,54.89,55.0,55.75
238,65.22,65.0,62.75
239,66.59,67.0,69.95
240,23.97,26.0,25.34
241,3.27,4.0,3.51
242,31.74,32.0,33.09
243,49.55,49.0,48.01
244,58.16,55.0,56.88
245,58.96,59.0,58.6
246,51.49,52.0,48.89
247,23.12,22.0,24.66
249,36.79,40.0,39.01
251,46.19,46.0,44.24
252,44.53,42.0,46.88
253,48.46,48.0,46.81
255,1.82,4.0,5.87
258,39.73,40.0,43.05
259,54.56,57.0,54.72
260,58.07,59.0,58.05
262,4.51,4.0,1.13
264,46.61,46.0,45.84
266,37.48,37.0,37.85
268,18.26,17.0,18.27
269,1.69,4.0,3.12
272,12.54,15.0,15.94
273,10.89,5.0,4.23
274,9.02,4.0,3.83
277,6.45,5.0,4.95
278,5.45,4.0,5.65
279,9.33,4.0,5.13
280,13.87,11.0,12.0
281,17.81,20.0,17.91
