,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,64.32,82.0,26.97
6,68.15,72.0,69.66
14,58.41,55.0,60.61
17,17.7,5.0,-3.61
18,88.68,71.0,93.63
19,122.07,106.0,127.71
22,78.07,125.0,86.8
26,78.82,112.0,89.8
28,148.23,76.0,116.2
30,98.69,66.0,-6.94
31,8.07,5.0,-5.53
32,85.37,58.0,89.34
37,122.16,89.0,119.4
38,38.05,5.0,40.75
39,189.03,137.0,179.65
45,-10.13,4.0,-7.01
48,148.46,163.0,141.76
49,161.49,163.0,168.76
53,193.24,195.0,201.11
58,172.39,173.0,176.75
59,47.84,5.0,60.45
66,28.76,4.0,28.58
67,217.09,213.0,211.14
71,245.27,242.0,239.15
74,220.32,200.0,211.67
75,260.68,244.0,255.89
77,217.63,217.0,224.61
81,227.82,190.0,233.94
84,216.48,208.0,220.23
85,218.33,215.0,216.59
91,227.62,217.0,223.3
96,250.35,250.0,255.99
104,216.63,250.0,212.63
105,258.13,255.0,247.97
116,256.18,219.0,234.78
117,253.18,245.0,252.35
118,258.4,258.0,261.09
120,258.12,254.0,254.73
121,215.57,234.0,225.0
126,250.24,253.0,264.26
127,258.8,259.0,269.77
129,16.22,4.0,21.34
130,253.27,224.0,268.22
137,211.42,196.0,207.47
139,260.12,255.0,257.23
140,254.81,260.0,261.57
143,12.21,5.0,19.27
144,248.32,246.0,227.57
155,180.47,208.0,181.06
157,55.16,5.0,69.9
158,159.86,188.0,159.43
159,205.95,237.0,203.34
160,210.13,208.0,209.88
161,235.69,234.0,224.42
168,227.64,253.0,226.49
169,196.92,224.0,199.5
179,148.07,208.0,156.41
181,214.05,226.0,209.41
183,237.39,189.0,252.05
185,25.66,4.0,27.0
186,215.0,230.0,222.03
196,154.99,187.0,169.49
208,79.03,58.0,74.63
209,80.21,63.0,82.73
210,132.22,76.0,136.43
211,78.0,80.0,68.97
214,92.83,65.0,95.01
216,90.66,56.0,86.77
217,119.47,74.0,116.57
218,93.78,95.0,106.22
221,84.8,94.0,87.86
226,47.32,4.0,-3.69
233,45.48,19.0,4.79
234,6.24,4.0,10.58
248,1.65,4.0,6.31
250,67.62,65.0,67.06
254,29.48,23.0,35.73
256,35.41,35.0,34.1
257,36.57,42.0,41.91
261,17.19,15.0,11.3
263,13.79,23.0,11.93
265,29.26,35.0,30.06
267,26.09,47.0,35.81
270,13.99,22.0,19.45
271,22.27,23.0,18.13
275,12.31,4.0,3.61
276,3.11,4.0,1.28
282,10.15,10.0,4.65
289,15.72,11.0,13.02
290,4.08,4.0,6.17
293,17.02,28.0,18.58
295,27.68,29.0,29.5
296,23.26,10.0,15.56
301,31.94,40.0,34.68
303,21.56,20.0,21.67
304,1.49,4.0,6.41
305,16.06,23.0,23.06
314,20.04,28.0,23.06
320,27.69,29.0,29.36
321,32.04,29.0,28.67
325,-0.95,4.0,6.63
326,14.33,14.0,12.63
327,19.52,24.0,22.56
328,8.78,4.0,-2.14
334,46.44,51.0,47.64
338,19.4,27.0,23.75
339,4.41,5.0,10.02
345,45.2,45.0,43.93
348,53.41,71.0,59.09
358,59.68,51.0,57.05
359,48.43,28.0,57.45
