,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,15.28,27.62
3,218.9,646.3
7,3.23,3.68
8,17.06,24.15
12,1.15,2.98
16,65.11,5.79
17,348.0,248.92
18,33.34,33.72
21,26.99,23.46
26,19.59,21.77
38,500.44,798.07
39,31.83,23.95
43,4.9,5.1
45,468.26,258.47
46,7.41,16.05
48,7.17,5.87
50,12.6,15.15
51,9.25,9.25
55,0.47,5.24
56,10.17,11.6
58,7.71,0.86
60,8.14,22.82
61,5.37,6.24
62,7.03,5.24
66,734.92,345.92
68,5.11,9.43
73,548.23,396.15
82,7.67,8.69
89,6.82,8.22
91,1.85,4.92
97,4.5,0.92
98,2.84,3.37
101,474.99,607.27
102,6.71,3.24
103,2.25,0.09
106,4.66,2.35
112,13.94,1.32
116,16.51,0.82
133,5.75,1.97
134,7.8,15.96
137,9.7,6.62
139,3.69,3.62
140,1.45,0.38
143,311.57,505.77
144,1.98,7.55
147,4.79,1.46
149,13.84,3.35
150,938.91,929.23
153,7.78,3.82
156,16.05,13.68
159,10.3,13.12
160,1.75,4.03
161,8.87,8.46
162,21.05,18.02
164,596.33,747.72
165,8.78,6.13
170,3.48,0.89
171,758.74,698.52
179,23.12,19.07
185,923.21,828.1
186,11.28,10.64
187,15.21,15.84
198,2.41,6.71
201,18.17,20.02
203,27.19,20.43
204,21.31,18.34
208,38.62,36.55
212,29.56,62.23
213,399.43,49.65
215,2.16,8.34
223,6.89,24.64
234,301.1,0.67
235,1.36,19.85
239,4.26,0.65
244,53.22,60.7
245,28.42,15.05
252,48.41,45.55
253,9.13,1.24
254,4.82,55.43
262,70.19,0.57
263,32.05,10.8
266,0.17,2.46
267,36.29,13.22
268,63.01,96.67
274,509.52,148.26
275,183.15,44.89
281,21.1,37.8
282,38.95,109.97
292,15.02,9.14
293,48.63,49.24
299,43.46,46.26
300,15.9,23.53
301,45.16,41.12
306,30.74,31.39
310,34.17,18.3
313,36.63,35.3
316,35.47,101.56
317,3.21,25.3
319,73.94,35.67
322,26.14,2.79
324,0.57,14.25
325,206.19,146.79
333,19.84,34.65
341,20.69,45.2
350,6.46,14.44
357,13.25,0.85
360,242.93,391.31
361,49.67,37.57
362,7.35,2.96
363,8.34,9.44
364,19.17,17.61
