日時,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,休日,風速,相対湿度,蒸気圧,全天日射量,平均気温,最高気温,最低気温,降水量,日照時間
2019/12/5,2019,12,5,3,0,0,0,1,0,0,0,1,1.120833333,50.20833333,5.920833333,0.454583333,10.96666667,15,6.7,0,7.9
2019/12/6,2019,12,6,4,0,0,0,0,1,0,0,1,1.783333333,51.83333333,5.55,0.1825,8.5375,10.4,6.7,0,0.8
2019/12/7,2019,12,7,5,0,0,0,0,0,1,0,0,1.133333333,73.29166667,6.595833333,0.047083333,6.245833333,7.2,5.5,0,0
2019/12/8,2019,12,8,6,0,0,0,0,0,0,1,0,1.241666667,59.33333333,5.9125,0.4775,8.879166667,14.7,4.3,0,8.9
2019/12/9,2019,12,9,0,1,0,0,0,0,0,0,1,1.670833333,63.75,6.108333333,0.25375,6.345833333,7.9,4.2,1.5,0
2019/12/10,2019,12,10,1,0,1,0,0,0,0,0,1,0.945833333,87.45833333,10.7,0.315416667,10.425,13.1,6.9,5.5,0.2
2019/12/11,2019,12,11,2,0,0,1,0,0,0,0,1,0.820833333,86.125,11.82083333,0.264166667,12.33333333,14.9,9,0,2.3
2019/12/12,2019,12,12,3,0,0,0,1,0,0,0,1,2.008333333,64.41666667,8.579166667,0.444166667,12.67083333,19.8,7.6,0,8.8
2019/12/13,2019,12,13,4,0,0,0,0,1,0,0,1,1.954166667,51,5.291666667,0.136666667,7.679166667,9.3,6.5,0,0
2019/12/14,2019,12,14,5,0,0,0,0,0,1,0,0,1.483333333,56,6.541666667,0.447083333,10.1875,16,4.3,0,8.6
2019/12/15,2019,12,15,6,0,0,0,0,0,0,1,0,3.241666667,43.95833333,4.95,0.412083333,9.0625,12.2,6.3,0,6.2
2019/12/16,2019,12,16,0,1,0,0,0,0,0,0,1,1.054166667,60.04166667,6.333333333,0.453333333,8.520833333,12,3.2,0,8.4
2019/12/17,2019,12,17,1,0,1,0,0,0,0,0,1,1.1,83.91666667,9.095833333,0.11625,8.4625,9.8,7,2,0
2019/12/18,2019,12,18,2,0,0,1,0,0,0,0,1,1.625,79.875,10.35,0.33625,11.72916667,15.6,7.4,0,5.4
2019/12/19,2019,12,19,3,0,0,0,1,0,0,0,1,1.454166667,73.66666667,8.4875,0.05125,9.35,10.9,8,0,0
2019/12/20,2019,12,20,4,0,0,0,0,1,0,0,1,1.6,65.66666667,8.029166667,0.4475,11.56666667,15.9,7.4,0,8.1
2019/12/21,2019,12,21,5,0,0,0,0,0,1,0,0,1.683333333,71.875,7.7875,0.105833333,8.404166667,9.5,7.4,0,0
2019/12/22,2019,12,22,6,0,0,0,0,0,0,1,0,1.825,85.83333333,8.491666667,0.086666667,6.891666667,8.4,5.1,12.5,0
2019/12/23,2019,12,23,0,1,0,0,0,0,0,0,1,1.308333333,86.25,8.4,0.337083333,7.4625,11.3,3.5,17,4.4
2019/12/24,2019,12,24,1,0,1,0,0,0,0,0,1,3.166666667,54.75,5.8375,0.437083333,8.4625,12.8,5.8,0,7.3
2019/12/25,2019,12,25,2,0,0,1,0,0,0,0,1,1.154166667,54.54166667,5.075,0.174583333,6.108333333,8.6,3.9,0,0.5
2019/12/26,2019,12,26,3,0,0,0,1,0,0,0,1,0.8375,68,7.129166667,0.17875,0,0,0,0,0
2019/12/27,2019,12,27,4,0,0,0,0,1,0,0,1,2.820833333,68.58333333,7.783333333,0.35875,9.029166667,14.5,4.7,1,6.8
2019/12/28,2019,12,28,5,0,0,0,0,0,1,0,0,3.229166667,44.75,4.304166667,0.480833333,6.941666667,11.2,4,0,8.4
2019/12/29,2019,12,29,6,0,0,0,0,0,0,1,0,0.925,49.75,4.9,0.465,7.979166667,11.9,3.2,0,8
2019/12/30,2019,12,30,0,1,0,0,0,0,0,0,1,1.033333333,70.83333333,6.958333333,0.106666667,7.058333333,8.8,5.8,0.5,0
2019/12/31,2019,12,31,1,0,1,0,0,0,0,0,1,3.3,62,6.904166667,0.444583333,8.583333333,16.2,3.8,0,8.7
2020/1/1,2020,1,1,2,0,0,1,0,0,0,0,0,2.0375,47.875,4.3,0.44875,6.579166667,10.5,3.5,0,7.8
2020/1/2,2020,1,2,3,0,0,0,1,0,0,0,1,0.933333333,60.29166667,5.6375,0.345,7.441666667,11.2,3.6,0,7.4
2020/1/3,2020,1,3,4,0,0,0,0,1,0,0,1,0.616666667,63.29166667,5.895833333,0.465416667,7.754166667,12.4,2.7,0,8.8
2020/1/4,2020,1,4,5,0,0,0,0,0,1,0,0,1.7125,52.75,5.275,0.311666667,7.945833333,11.4,4.5,0,2.2
2020/1/5,2020,1,5,6,0,0,0,0,0,0,1,0,2.479166667,62.29166667,5.291666667,0.49,6.441666667,11,3,0.5,9.1
2020/1/6,2020,1,6,0,1,0,0,0,0,0,0,1,2.066666667,43.83333333,4.495833333,0.47875,8.079166667,12.3,4.2,0,7.6
2020/1/7,2020,1,7,1,0,1,0,0,0,0,0,1,1.483333333,69.54166667,6.358333333,0.148333333,6.204166667,8.9,4.2,0.5,1.1
2020/1/8,2020,1,8,2,0,0,1,0,0,0,0,1,1.4,97.33333333,8.566666667,0.126666667,5.475,8,4.1,9,1.5
2020/1/9,2020,1,9,3,0,0,0,1,0,0,0,1,2.895833333,49.29166667,6.016666667,0.495416667,11.37916667,15.1,5.9,0,9.1
2020/1/10,2020,1,10,4,0,0,0,0,1,0,0,1,2.279166667,57.66666667,6.308333333,0.479583333,9.166666667,12.4,5.9,0,8.1
2020/1/11,2020,1,11,5,0,0,0,0,0,1,0,0,1.183333333,67.625,6.795833333,0.275,7.5125,10.8,5.8,0,4.7
2020/1/12,2020,1,12,6,0,0,0,0,0,0,1,0,0.941666667,72.125,6.954166667,0.237916667,7.225,9.5,3.8,0,1.1
2020/1/13,2020,1,13,0,1,0,0,0,0,0,0,0,0.975,67.83333333,7.425,0.485,9.8125,14.7,6.7,0,8.9
2020/1/14,2020,1,14,1,0,1,0,0,0,0,0,1,0.958333333,71.375,7.783333333,0.415,9.625,13.9,5.7,0,7.6
2020/1/15,2020,1,15,2,0,0,1,0,0,0,0,1,1.541666667,87.625,8.716666667,0.15,7.108333333,8.8,5.5,11,2.4
2020/1/16,2020,1,16,3,0,0,0,1,0,0,0,1,1.558333333,49.29166667,4.779166667,0.36125,7.258333333,10.3,4,0,3.2
2020/1/17,2020,1,17,4,0,0,0,0,1,0,0,1,1.591666667,58.29166667,5.970833333,0.372916667,7.425,10.6,4.2,0,4.4
2020/1/18,2020,1,18,5,0,0,0,0,0,1,0,0,2.466666667,83.20833333,6.683333333,0.050416667,4.125,7.1,1.9,3,0
2020/1/19,2020,1,19,6,0,0,0,0,0,0,1,0,0.8375,64.5,6.058333333,0.512916667,7.804166667,12.2,3.3,0,8.2
2020/1/20,2020,1,20,0,1,0,0,0,0,0,0,1,0.620833333,62.08333333,6.216666667,0.525,9.091666667,14.8,3.6,0,9.3
2020/1/21,2020,1,21,1,0,1,0,0,0,0,0,1,3.425,46.41666667,4.708333333,0.54375,7.766666667,12.4,4.8,0,9.4
2020/1/22,2020,1,22,2,0,0,1,0,0,0,0,1,1.320833333,54.5,4.729166667,0.18875,5.154166667,7.2,3.1,0,0.4
2020/1/23,2020,1,23,3,0,0,0,1,0,0,0,1,0.85,83.20833333,7.766666667,0.09875,6.375,8.4,4.9,1.5,0
2020/1/24,2020,1,24,4,0,0,0,0,1,0,0,1,0.916666667,74.875,9.116666667,0.250416667,10.35,13.2,7.5,0,1.1
2020/1/25,2020,1,25,5,0,0,0,0,0,1,0,0,2.5125,47,5,0.2875,8.195833333,10.8,6.3,0,0.2
2020/1/26,2020,1,26,6,0,0,0,0,0,0,1,0,0.670833333,77.08333333,6.716666667,0.141666667,6.025,7.7,4,4,0
2020/1/27,2020,1,27,0,1,0,0,0,0,0,0,1,1.508333333,71,6.216666667,0.09,5.016666667,6.3,2.5,4,0
2020/1/28,2020,1,28,1,0,1,0,0,0,0,0,1,3.175,98.04166667,8.195833333,0.0525,4.258333333,7,0.8,36,0
2020/1/29,2020,1,29,2,0,0,1,0,0,0,0,1,2.15,83.45833333,11.3,0.465416667,13.125,19.2,7.1,25,6.8
2020/1/30,2020,1,30,3,0,0,0,1,0,0,0,1,1.266666667,61.91666667,8.333333333,0.5325,13.29583333,18.8,9.1,0,8.9
2020/1/31,2020,1,31,4,0,0,0,0,1,0,0,1,4.395833333,43.95833333,4.7875,0.492083333,8.529166667,12.3,4.9,0,9
2020/2/1,2020,2,1,5,0,0,0,0,0,1,0,0,2.120833333,40.04166667,4.1375,0.61375,8.4125,13.1,4.4,0,9.5
2020/2/2,2020,2,2,6,0,0,0,0,0,0,1,0,2.095833333,39.95833333,4.4375,0.62625,9.541666667,13.5,5.4,0,9.3
2020/2/3,2020,2,3,0,1,0,0,0,0,0,0,1,1.383333333,52.375,6.0875,0.467083333,10.3625,14.5,5.8,0,6.8
2020/2/4,2020,2,4,1,0,1,0,0,0,0,0,1,1.445833333,53.45833333,5.6875,0.344583333,8.825,11,5.6,0,2.6
2020/2/5,2020,2,5,2,0,0,1,0,0,0,0,1,2.416666667,50.70833333,4.991666667,0.619583333,8.558333333,15.4,3.2,0,9.7
2020/2/6,2020,2,6,3,0,0,0,1,0,0,0,1,5.325,34,2.554166667,0.6525,2.908333333,6.5,0.1,0,9.9
2020/2/7,2020,2,7,4,0,0,0,0,1,0,0,1,1.1625,47.25,3.45,0.56,3.466666667,7,-0.9,0,9.7
2020/2/8,2020,2,8,5,0,0,0,0,0,1,0,0,2.15,45.04166667,4.2125,0.6375,6.970833333,12.2,2.6,0,9.1
2020/2/9,2020,2,9,6,0,0,0,0,0,0,1,0,3.916666667,37.41666667,2.975,0.670833333,3.945833333,7.2,1.1,0,9.9
2020/2/10,2020,2,10,0,1,0,0,0,0,0,0,1,1.2875,45.54166667,3.85,0.575416667,5.204166667,9.5,0.4,0,7.7
2020/2/11,2020,2,11,1,0,1,0,0,0,0,0,0,1.729166667,46.45833333,4.291666667,0.660416667,7.2,11.3,2.5,0,10
2020/2/12,2020,2,12,2,0,0,1,0,0,0,0,1,1.075,50.45833333,5.754166667,0.627083333,9.079166667,15.5,2.4,0,8.3
2020/2/13,2020,2,13,3,0,0,0,1,0,0,0,1,1.241666667,59.125,8.216666667,0.454583333,12.70416667,18,8.3,0,6.3
2020/2/14,2020,2,14,4,0,0,0,0,1,0,0,1,0.820833333,75.20833333,10.45833333,0.304166667,13.42916667,16.7,10.1,0,3.6
2020/2/15,2020,2,15,5,0,0,0,0,0,1,0,0,0.720833333,66.5,9.354166667,0.36125,13.45833333,16.6,9.5,0,1.7
2020/2/16,2020,2,16,6,0,0,0,0,0,0,1,0,1.166666667,90.79166667,10.68333333,0.098333333,9.829166667,11,8.9,5.5,0
2020/2/17,2020,2,17,0,1,0,0,0,0,0,0,1,1.779166667,86.375,10.86666667,0.425416667,10.62083333,14.9,6.7,0,2.1
2020/2/18,2020,2,18,1,0,1,0,0,0,0,0,1,2.025,45.41666667,4.495833333,0.650416667,8.583333333,14.1,5,0,9.8
2020/2/19,2020,2,19,2,0,0,1,0,0,0,0,1,1.566666667,43.91666667,4.716666667,0.707916667,8.95,12.9,4.4,0,8.7
2020/2/20,2020,2,20,3,0,0,0,1,0,0,0,1,1.491666667,57.29166667,6.595833333,0.455833333,9.616666667,13.4,5.4,0,4.4
2020/2/21,2020,2,21,4,0,0,0,0,1,0,0,1,1.183333333,62.91666667,7.616666667,0.695,11.00416667,13.8,7.2,0,9.6
2020/2/22,2020,2,22,5,0,0,0,0,0,1,0,0,1.954166667,77.83333333,11.0125,0.46625,12.81666667,17.7,7.4,1.5,4.8
2020/2/23,2020,2,23,6,0,0,0,0,0,0,1,0,3.220833333,36.20833333,4.5375,0.709166667,11.275,18,6.7,0,10.3
2020/2/24,2020,2,24,0,1,0,0,0,0,0,0,0,1.275,48.33333333,5.933333333,0.704166667,10.76666667,16.1,5.4,0,10
2020/2/25,2020,2,25,1,0,1,0,0,0,0,0,1,1.2,59.875,7.525,0.29125,11.09583333,14.4,7.7,0,3
2020/2/26,2020,2,26,2,0,0,1,0,0,0,0,1,1.954166667,88.29166667,9.5625,0.080416667,8.379166667,9.4,7.3,3.5,0
2020/2/27,2020,2,27,3,0,0,0,1,0,0,0,1,3.629166667,50.04166667,4.954166667,0.784583333,7.275,11.5,3.8,0,10.2
2020/2/28,2020,2,28,4,0,0,0,0,1,0,0,1,1.9625,47.04166667,4.595833333,0.73375,7.6375,11.8,2.9,0,8.5
2020/2/29,2020,2,29,5,0,0,0,0,0,1,0,0,1.5125,62.625,7.375,0.6275,10.04166667,13.8,5.6,0,5.4
2020/3/1,2020,3,1,6,0,0,0,0,0,0,1,0,1.625,65.91666667,8.758333333,0.7375,12.89583333,17.9,8,1,8.9
2020/3/2,2020,3,2,0,1,0,0,0,0,0,0,1,1.829166667,92.45833333,9.541666667,0.097916667,7.85,11.2,6.2,6,0
2020/3/3,2020,3,3,1,0,1,0,0,0,0,0,1,2.0125,59.95833333,7.479166667,0.776666667,12.02916667,16.9,6.5,0.5,10.4
2020/3/4,2020,3,4,2,0,0,1,0,0,0,0,1,1.808333333,84,9.641666667,0.103333333,9.308333333,11,8.4,1,0
2020/3/5,2020,3,5,3,0,0,0,1,0,0,0,1,3.508333333,56.08333333,6.254166667,0.6125,9.5375,12.5,7.1,0.5,6
2020/3/6,2020,3,6,4,0,0,0,0,1,0,0,1,3.066666667,32.08333333,3.795833333,0.854583333,9.733333333,14.8,6,0,10.5
2020/3/7,2020,3,7,5,0,0,0,0,0,1,0,0,1.604166667,65.625,6.729166667,0.285,7.795833333,10.3,6.3,3,0.2
2020/3/8,2020,3,8,6,0,0,0,0,0,0,1,0,2.379166667,94,9.475,0.110416667,7.375,8.9,6.1,5.5,0
2020/3/9,2020,3,9,0,1,0,0,0,0,0,0,1,2.083333333,78.95833333,11.84166667,0.594166667,13.20416667,18.4,7.7,0,4.1
2020/3/10,2020,3,10,1,0,1,0,0,0,0,0,1,0.766666667,97.54166667,16.20833333,0.14,14.78333333,17.7,13.2,16.5,0
2020/3/11,2020,3,11,2,0,0,1,0,0,0,0,1,2.345833333,60.16666667,10.54166667,0.777083333,15.90833333,20.9,10,0,8.1
2020/3/12,2020,3,12,3,0,0,0,1,0,0,0,1,2.479166667,46.45833333,6.204166667,0.855416667,11.95,15.9,7.2,0,9.9
2020/3/13,2020,3,13,4,0,0,0,0,1,0,0,1,1.104166667,63.33333333,8.770833333,0.630833333,13.77083333,18.3,9,0,7.6
2020/3/14,2020,3,14,5,0,0,0,0,0,1,0,0,1.85,86.625,7.970833333,0.046666667,5.933333333,11.7,1.5,18.5,0
2020/3/15,2020,3,15,6,0,0,0,0,0,0,1,0,1.320833333,68,6.5125,0.76125,7.995833333,12.3,2.9,0,7.9
2020/3/16,2020,3,16,0,1,0,0,0,0,0,0,1,3.25,56.66666667,5.633333333,0.800416667,7.633333333,14.1,3.6,0,9.4
2020/3/17,2020,3,17,1,0,1,0,0,0,0,0,1,1.375,46.16666667,4.975,0.707083333,8.075,11.7,3.2,0,9.4
2020/3/18,2020,3,18,2,0,0,1,0,0,0,0,1,0.954166667,52.79166667,7.0125,0.895416667,13.46666667,18.7,6.9,0,10.6
2020/3/19,2020,3,19,3,0,0,0,1,0,0,0,1,1.779166667,62.79166667,10.525,0.88,15.25416667,20.5,8.6,0.5,10.4
2020/3/20,2020,3,20,4,0,0,0,0,1,0,0,0,2.804166667,50.20833333,8.4,0.856666667,15.24166667,18.6,10.6,0,9.6
2020/3/21,2020,3,21,5,0,0,0,0,0,1,0,0,1.258333333,42.875,6.758333333,0.898333333,15.17916667,20.6,9.1,0,11.1
2020/3/22,2020,3,22,6,0,0,0,0,0,0,1,0,1.945833333,49.04166667,9.145833333,0.752083333,17.67916667,22.7,11.9,0,9.4
2020/3/23,2020,3,23,0,1,0,0,0,0,0,0,1,1.695833333,59.70833333,7.6625,0.343333333,11.09166667,13.9,9.1,0,2.7
2020/3/24,2020,3,24,1,0,1,0,0,0,0,0,1,4.05,44.70833333,4.8,0.950833333,8.529166667,11.7,5.3,0,11.6
2020/3/25,2020,3,25,2,0,0,1,0,0,0,0,1,1.829166667,44.91666667,5.345833333,0.989583333,10.7375,15.6,4.7,0,11.7
2020/3/26,2020,3,26,3,0,0,0,1,0,0,0,1,1.066666667,48.875,7.225,0.923333333,14.44166667,19.1,8.5,0,10.7
2020/3/27,2020,3,27,4,0,0,0,0,1,0,0,1,2.579166667,68.58333333,12.4625,0.449583333,16.58333333,21.3,11,0,2
2020/3/28,2020,3,28,5,0,0,0,0,0,1,0,0,2.3625,82.20833333,15.00416667,0.35375,16.125,23.9,7.8,8,0.5
2020/3/29,2020,3,29,6,0,0,0,0,0,0,1,0,2.479166667,96,7.725,0.104166667,3.558333333,7.8,1,43,0
2020/3/30,2020,3,30,0,1,0,0,0,0,0,0,1,1.2625,72.58333333,7.4,0.427083333,7.625,10.3,3.7,0,0.7
2020/3/31,2020,3,31,1,0,1,0,0,0,0,0,1,1.4625,77.75,9.429166667,0.262083333,10.00833333,12.3,8.5,0,0
2020/4/1,2020,4,1,2,0,0,1,0,0,0,0,1,1.85,97.04166667,13.02083333,0.1525,11.36666667,13,9.7,24,0
2020/4/2,2020,4,2,3,0,0,0,1,0,0,0,1,4.570833333,46.66666667,7.341666667,1.00375,14.35416667,19.8,9.6,0,11.5
2020/4/3,2020,4,3,4,0,0,0,0,1,0,0,1,1.733333333,48.58333333,7.316666667,0.89875,13.60416667,17.2,8.4,0,10.2
2020/4/4,2020,4,4,5,0,0,0,0,0,1,0,0,2.15,62.5,10.62916667,0.984583333,16.43333333,21.5,10.7,0,11.6
2020/4/5,2020,4,5,6,0,0,0,0,0,0,1,0,1.8625,73.75,9.395833333,0.272083333,11.26666667,15.4,8.4,0,2
2020/4/6,2020,4,6,0,1,0,0,0,0,0,0,1,1.625,43.41666667,6.045833333,1.012083333,13.1875,18.6,7.4,0,10.5
2020/4/7,2020,4,7,1,0,1,0,0,0,0,0,1,1.591666667,48.08333333,6.975,0.8125,13.43333333,18.3,9,0,7.5
2020/4/8,2020,4,8,2,0,0,1,0,0,0,0,1,1.083333333,60.66666667,9.508333333,0.9875,15.4625,19.7,9.3,0,11.2
2020/4/9,2020,4,9,3,0,0,0,1,0,0,0,1,2.120833333,61.58333333,9.166666667,0.859166667,13.95,19.3,8.6,0,8.2
2020/4/10,2020,4,10,4,0,0,0,0,1,0,0,1,3.541666667,51.08333333,6.395833333,1.018333333,11.625,16.7,8.5,0,10.3
2020/4/11,2020,4,11,5,0,0,0,0,0,1,0,0,2.125,46.125,6.145833333,1.00125,12.275,17.7,7.8,0,9.1
2020/4/12,2020,4,12,6,0,0,0,0,0,0,1,0,2,83.125,10.32916667,0.446666667,10.71666667,13.9,7.9,5.5,0.8
2020/4/13,2020,4,13,0,1,0,0,0,0,0,0,1,4.120833333,97.16666667,10.57083333,0.0525,7.9,9.4,5.9,92,0
2020/4/14,2020,4,14,1,0,1,0,0,0,0,0,1,3.4,55.875,6.716666667,1.11125,11.55416667,16.3,6.3,2,12.2
2020/4/15,2020,4,15,2,0,0,1,0,0,0,0,1,1.183333333,47.33333333,7.516666667,0.952916667,14.90833333,19.9,7.9,0,10.3
2020/4/16,2020,4,16,3,0,0,0,1,0,0,0,1,2.0375,65.91666667,9.116666667,0.822916667,12.34166667,15.1,9.3,0.5,7.8
2020/4/17,2020,4,17,4,0,0,0,0,1,0,0,1,1.208333333,61.04166667,8.779166667,0.780416667,13.12916667,17.1,9,0,4.5
2020/4/18,2020,4,18,5,0,0,0,0,0,1,0,0,1.275,95.58333333,14.35416667,0.111666667,13.98333333,16.4,12.7,77.5,1.3
2020/4/19,2020,4,19,6,0,0,0,0,0,0,1,0,2.3625,64.41666667,10.17083333,1.09,15.62916667,22.2,10.7,0,9.6
2020/4/20,2020,4,20,0,1,0,0,0,0,0,0,1,1.470833333,93.04166667,11.19166667,0.132083333,10.275,11.4,9.5,11,0
2020/4/21,2020,4,21,1,0,1,0,0,0,0,0,1,0.695833333,82.83333333,13.1,0.58125,15.6875,19.1,10.4,0,5
2020/4/22,2020,4,22,2,0,0,1,0,0,0,0,1,1.741666667,66,10.34166667,0.59125,14.72083333,20.3,10.9,0,3
2020/4/23,2020,4,23,3,0,0,0,1,0,0,0,1,1.6375,56.58333333,7.708333333,1.02625,13.05,17.3,9.6,0,9.8
2020/4/24,2020,4,24,4,0,0,0,0,1,0,0,1,2.170833333,52.95833333,7.470833333,0.935,12.85833333,17.4,8.3,1,7.8
2020/4/25,2020,4,25,5,0,0,0,0,0,1,0,0,1.666666667,62.625,8.516666667,1.134583333,13.70416667,17.6,7.9,0,12.5
2020/4/26,2020,4,26,6,0,0,0,0,0,0,1,0,2.041666667,51.41666667,10.57916667,1.01625,18.4,23.5,11.7,0,10.3
2020/4/27,2020,4,27,0,1,0,0,0,0,0,0,1,1.1625,76.45833333,11.32083333,0.371666667,13.9,17.1,10.7,10.5,1.4
2020/4/28,2020,4,28,1,0,1,0,0,0,0,0,1,0.733333333,85.79166667,12.04166667,0.647083333,13.68333333,17.4,10.5,4.5,5.1
2020/4/29,2020,4,29,2,0,0,1,0,0,0,0,0,0.9,69.41666667,11.575,1.09375,16.82916667,20.6,10.9,0,12.5
2020/4/30,2020,4,30,3,0,0,0,1,0,0,0,1,1.116666667,66.58333333,13.35833333,1.035,19.225,24.1,13.2,0,12.1
2020/5/1,2020,5,1,4,0,0,0,0,1,0,0,1,1.2,66.04166667,15.225,1.069166667,21.03333333,24.8,16.8,0,11.9
2020/5/2,2020,5,2,5,0,0,0,0,0,1,0,0,0.958333333,73.04166667,17.30416667,1.083333333,22.70416667,27.4,16.9,0,12.4
2020/5/3,2020,5,3,6,0,0,0,0,0,0,1,0,1.416666667,70.66666667,16.88333333,0.837916667,21.79166667,26.4,19.5,0,7.3
2020/5/4,2020,5,4,0,1,0,0,0,0,0,0,0,1.075,86.25,19.275,0.549583333,20.19583333,22.4,18.5,1.5,1.9
2020/5/5,2020,5,5,1,0,1,0,0,0,0,0,0,1.329166667,74.5,18.44166667,0.95125,22.03333333,28.1,17.1,5.5,7.3
2020/5/6,2020,5,6,2,0,0,1,0,0,0,0,0,1.2125,88.41666667,15.9125,0.119166667,16.51666667,17.8,15.5,5,0
2020/5/7,2020,5,7,3,0,0,0,1,0,0,0,1,3.175,62.04166667,11.1125,1.194583333,18.07916667,22.1,13.9,0.5,12.8
2020/5/8,2020,5,8,4,0,0,0,0,1,0,0,1,1.204166667,48.04166667,8.925,1.140833333,17.5,22.9,12.2,0,11
2020/5/9,2020,5,9,5,0,0,0,0,0,1,0,0,1.304166667,63.875,13.25,0.617083333,18.9,22,15.3,0,2.3
2020/5/10,2020,5,10,6,0,0,0,0,0,0,1,0,1.883333333,80.91666667,20.73333333,0.531666667,21.95833333,25.3,17,0,4.2
2020/5/11,2020,5,11,0,1,0,0,0,0,0,0,1,1.295833333,80.20833333,22.22083333,0.97,24.20416667,28.3,21.7,0,8.9
2020/5/12,2020,5,12,1,0,1,0,0,0,0,0,1,1.025,76.125,19.525,0.720833333,22.58333333,25.8,20,0.5,3.9
2020/5/13,2020,5,13,2,0,0,1,0,0,0,0,1,1.508333333,56.20833333,14.88333333,1.000416667,23.80416667,29.2,18.2,0,9.8
2020/5/14,2020,5,14,3,0,0,0,1,0,0,0,1,1.579166667,38.83333333,9.6875,1.152916667,22.525,28.4,17.2,0,12.7
2020/5/15,2020,5,15,4,0,0,0,0,1,0,0,1,1.0875,51.58333333,13.01666667,0.924583333,22.74166667,27.4,18.8,0,6.5
2020/5/16,2020,5,16,5,0,0,0,0,0,1,0,0,1.3375,86.79166667,18.44166667,0.188333333,18.87083333,21.3,16.8,11,0
2020/5/17,2020,5,17,6,0,0,0,0,0,0,1,0,1.079166667,74.75,18.57083333,1.1575,23.18333333,28.3,17,0,12.7
2020/5/18,2020,5,18,0,1,0,0,0,0,0,0,1,0.933333333,90.41666667,20.15416667,0.14,19.87083333,20.5,19.4,0.5,0
2020/5/19,2020,5,19,1,0,1,0,0,0,0,0,1,1.95,97.5,20.14583333,0.153333333,17.99583333,19.3,13.5,40,0
2020/5/20,2020,5,20,2,0,0,1,0,0,0,0,1,1.979166667,90.5,13.3,0.312083333,13.21666667,15.9,11.4,6,0
2020/5/21,2020,5,21,3,0,0,0,1,0,0,0,1,1.220833333,88.95833333,13.06666667,0.1775,13,15.1,11,2,0
2020/5/22,2020,5,22,4,0,0,0,0,1,0,0,1,1.529166667,88.5,15.32083333,0.365833333,15.77916667,17.9,13.2,1.5,0.4
2020/5/23,2020,5,23,5,0,0,0,0,0,1,0,0,1.233333333,86.58333333,18.02083333,0.594166667,19.15833333,22.7,15.5,0,2.7
2020/5/24,2020,5,24,6,0,0,0,0,0,0,1,0,0.954166667,75.5,17.9625,1.10625,21.73333333,25,18,0,8.3
2020/5/25,2020,5,25,0,1,0,0,0,0,0,0,1,1.129166667,71.5,18.17916667,0.865833333,22.7375,27.1,19.4,0,7.1
2020/5/26,2020,5,26,1,0,1,0,0,0,0,0,1,0.625,86.625,21.34166667,0.379166667,22.2125,25,20.3,0.5,0.2
2020/5/27,2020,5,27,2,0,0,1,0,0,0,0,1,1.0875,82.125,20.49583333,0.695,22.31666667,26.1,19,0,3.7
2020/5/28,2020,5,28,3,0,0,0,1,0,0,0,1,1.345833333,69.16666667,15.28333333,0.759166667,21.69166667,27.4,18.5,27.5,4.8
2020/5/29,2020,5,29,4,0,0,0,0,1,0,0,1,1.145833333,64.79166667,15.09166667,1.208333333,22.7125,28.8,16.1,0,12.6
2020/5/30,2020,5,30,5,0,0,0,0,0,1,0,0,1.129166667,71.54166667,18.19166667,0.979583333,23.55,27.3,19.1,0,9.5
2020/5/31,2020,5,31,6,0,0,0,0,0,0,1,0,0.804166667,73.125,18.39583333,0.504166667,21.99166667,24.1,20.7,1,0
2020/6/1,2020,6,1,0,1,0,0,0,0,0,0,1,0.475,92.08333333,21.01666667,0.194166667,20.35833333,21.1,19.6,5,0
2020/6/2,2020,6,2,1,0,1,0,0,0,0,0,1,0.770833333,87.66666667,23.30833333,0.66125,23.16666667,26.5,19.5,2,4.3
2020/6/3,2020,6,3,2,0,0,1,0,0,0,0,1,1.0375,76.375,22.47916667,0.8825,25.37083333,29.2,21.4,0,6.9
2020/6/4,2020,6,4,3,0,0,0,1,0,0,0,1,0.9875,79,22.65416667,0.685833333,24.57083333,27.9,22,0,4.4
2020/6/5,2020,6,5,4,0,0,0,0,1,0,0,1,1.091666667,74.625,22.89583333,0.955833333,26.25416667,30,22.7,0,8.4
2020/6/6,2020,6,6,5,0,0,0,0,0,1,0,0,1.370833333,76.45833333,23.10833333,0.553333333,25.275,29.3,20.3,6.5,2.5
2020/6/7,2020,6,7,6,0,0,0,0,0,0,1,0,1.2,68.125,17.50416667,1.031666667,23.1375,26.3,19.9,5.5,8.6
2020/6/8,2020,6,8,0,1,0,0,0,0,0,0,1,1.0125,73.04166667,20.52916667,1.002083333,24.07916667,27.8,20.6,0,7.7
2020/6/9,2020,6,9,1,0,1,0,0,0,0,0,1,1.104166667,68.125,21.63333333,1.09125,26.97916667,31.3,22.7,0,13
2020/6/10,2020,6,10,2,0,0,1,0,0,0,0,1,1.966666667,64.66666667,21.4125,1.176666667,27.10833333,31.7,23.1,0,11.3
2020/6/11,2020,6,11,3,0,0,0,1,0,0,0,1,2.283333333,83.95833333,26.64583333,0.624583333,25.64166667,30.2,23.5,5,3.8
2020/6/12,2020,6,12,4,0,0,0,0,1,0,0,1,1.016666667,84,28.14166667,0.79625,27.7125,31.7,23.5,3.5,5.3
