日時,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,休日,風速,相対湿度,蒸気圧,全天日射量,平均気温,最高気温,最低気温,降水量,日照時間
2020/6/13,2020,6,13,5,0,0,0,0,0,1,0,0,1.1,99.16666667,25.52916667,0.095,22.19166667,24.5,20.3,64,0
2020/6/14,2020,6,14,6,0,0,0,0,0,0,1,0,0.5,98.875,25.5375,0.237083333,22.35416667,23.9,20.5,2.5,0.1
2020/6/15,2020,6,15,0,1,0,0,0,0,0,0,1,0.954166667,82,26.60833333,0.913333333,27.81666667,33.9,22.3,0.5,8
2020/6/16,2020,6,16,1,0,1,0,0,0,0,0,1,1.5375,68.79166667,22.325,0.904166667,26.825,30.3,23.2,0.5,8.5
2020/6/17,2020,6,17,2,0,0,1,0,0,0,0,1,1.1375,62.91666667,18.02083333,1.1775,25.22916667,30.6,21.1,0,12.2
2020/6/18,2020,6,18,3,0,0,0,1,0,0,0,1,0.625,81.29166667,21.54166667,0.410833333,23.70416667,26.4,21.4,1,0
2020/6/19,2020,6,19,4,0,0,0,0,1,0,0,1,1.479166667,99,21.45416667,0.144583333,19.46666667,21.3,18.8,37.5,0
2020/6/20,2020,6,20,5,0,0,0,0,0,1,0,0,1.104166667,76.29166667,20.6375,1.035833333,24.65,30.5,19,0,7.9
2020/6/21,2020,6,21,6,0,0,0,0,0,0,1,0,0.970833333,82.41666667,21.6125,0.520416667,23.175,26.4,20.1,0.5,1.2
2020/6/22,2020,6,22,0,1,0,0,0,0,0,0,1,2.641666667,95.08333333,21.325,0.135,19.775,21.4,17.9,12,0
2020/6/23,2020,6,23,1,0,1,0,0,0,0,0,1,0.766666667,85.66666667,22.68333333,0.689166667,23.24583333,27.4,18.5,3,2.5
2020/6/24,2020,6,24,2,0,0,1,0,0,0,0,1,1.116666667,84.29166667,23.07083333,0.584166667,23.1625,26.4,20.2,0.5,1.9
2020/6/25,2020,6,25,3,0,0,0,1,0,0,0,1,1.041666667,94.20833333,22.26666667,0.295,21.17916667,24.3,18.7,11.5,0
2020/6/26,2020,6,26,4,0,0,0,0,1,0,0,1,0.833333333,85.41666667,26.15416667,0.795416667,25.875,30.9,20,0,4.3
2020/6/27,2020,6,27,5,0,0,0,0,0,1,0,0,0.733333333,83.375,27.13333333,0.619583333,26.99166667,29.6,23.8,0,1.8
2020/6/28,2020,6,28,6,0,0,0,0,0,0,1,0,0.85,95.66666667,25.87916667,0.257916667,23.59583333,26,21.9,23.5,0
2020/6/29,2020,6,29,0,1,0,0,0,0,0,0,1,1.154166667,69.25,21.475,1.0475,26.55833333,31,22.4,0,7.5
2020/6/30,2020,6,30,1,0,1,0,0,0,0,0,1,1.425,89.33333333,27.40833333,0.305,25.19583333,27.7,23.4,11.5,0.2
2020/7/1,2020,7,1,2,0,0,1,0,0,0,0,1,2.333333333,89.125,28.59166667,0.2775,25.32083333,26.7,22.9,9.5,0
2020/7/2,2020,7,2,3,0,0,0,1,0,0,0,1,1.920833333,72.70833333,23.625,1.147916667,27.225,31.3,22.5,5,11.9
2020/7/3,2020,7,3,4,0,0,0,0,1,0,0,1,0.979166667,79.25,23.29166667,0.49,25.05,29.2,21.5,4.5,1.2
2020/7/4,2020,7,4,5,0,0,0,0,0,1,0,0,1.508333333,90.08333333,26.10833333,0.3125,23.9,27.8,20.3,37,0
2020/7/5,2020,7,5,6,0,0,0,0,0,0,1,0,0.958333333,86.41666667,27.32083333,0.38125,25.64583333,29.3,23.6,1.5,1
2020/7/6,2020,7,6,0,1,0,0,0,0,0,0,1,1.725,92.04166667,28.74166667,0.306666667,25.23333333,27.3,23.5,24,0.1
2020/7/7,2020,7,7,1,0,1,0,0,0,0,0,1,2.270833333,84,30.12916667,0.349583333,27.31666667,29,25.6,1,0
2020/7/8,2020,7,8,2,0,0,1,0,0,0,0,1,2.179166667,82.95833333,28.05833333,0.36625,26.2625,28.2,24.5,2.5,0.9
2020/7/9,2020,7,9,3,0,0,0,1,0,0,0,1,0.95,95.41666667,27.98333333,0.230416667,24.33333333,26.7,22.6,17.5,0
2020/7/10,2020,7,10,4,0,0,0,0,1,0,0,1,1.183333333,90.45833333,28.97083333,0.405416667,25.725,28.4,23.5,3,0.6
2020/7/11,2020,7,11,5,0,0,0,0,0,1,0,0,2.483333333,81.95833333,30.00416667,0.555,27.9375,31,25.5,0,1.2
2020/7/12,2020,7,12,6,0,0,0,0,0,0,1,0,1.5875,81.45833333,27.77083333,0.7625,27.75416667,34.7,20.8,2,5.1
2020/7/13,2020,7,13,0,1,0,0,0,0,0,0,1,0.891666667,90,22.3,0.4575,21.8,24.7,19.8,3,0
2020/7/14,2020,7,14,1,0,1,0,0,0,0,0,1,0.775,97.54166667,26.2125,0.20125,22.775,24.3,21.5,5.5,0
2020/7/15,2020,7,15,2,0,0,1,0,0,0,0,1,0.975,97.20833333,23.53333333,0.11375,20.96666667,22.5,18.2,3,0
2020/7/16,2020,7,16,3,0,0,0,1,0,0,0,1,0.9375,86.75,20.975,0.475416667,21.6,25.5,17.9,0.5,0.5
2020/7/17,2020,7,17,4,0,0,0,0,1,0,0,1,0.825,97.33333333,21.81666667,0.170833333,20.00833333,21.4,18.9,16.5,0
2020/7/18,2020,7,18,5,0,0,0,0,0,1,0,0,0.529166667,99.58333333,23.825,0.145,21.09583333,22.5,19.7,14.5,0
2020/7/19,2020,7,19,6,0,0,0,0,0,0,1,0,0.770833333,90.45833333,27.10416667,0.87375,25.3625,29.5,21.9,0,8
2020/7/20,2020,7,20,0,1,0,0,0,0,0,0,1,0.883333333,80.95833333,28.325,0.866666667,28.425,32.9,24.1,0,6.5
2020/7/21,2020,7,21,1,0,1,0,0,0,0,0,1,0.691666667,87.25,28.33333333,0.432083333,26.45416667,29.6,23.8,2,0
2020/7/22,2020,7,22,2,0,0,1,0,0,0,0,1,0.620833333,88.66666667,30.82916667,0.449583333,27.65833333,31.3,25.4,14.5,2.9
2020/7/23,2020,7,23,3,0,0,0,1,0,0,0,0,0.816666667,98.79166667,28.42083333,0.138333333,23.84583333,25.1,23.3,40.5,0
2020/7/24,2020,7,24,4,0,0,0,0,1,0,0,0,0.4125,94,28.60833333,0.325833333,25.80833333,28.1,23.1,0,0.6
2020/7/25,2020,7,25,5,0,0,0,0,0,1,0,0,0.7375,97.875,31.17916667,0.311666667,25.72916667,27.8,24.1,35,0
2020/7/26,2020,7,26,6,0,0,0,0,0,0,1,0,0.9875,94.95833333,31.02083333,0.540833333,26.30416667,32.2,24.2,15.5,1.6
2020/7/27,2020,7,27,0,1,0,0,0,0,0,0,1,1.1125,88.375,29.92083333,0.46125,27.33333333,30.9,24.6,2,0.4
2020/7/28,2020,7,28,1,0,1,0,0,0,0,0,1,0.520833333,89.91666667,31.125,0.559583333,27.79166667,32,25.1,2,0.2
2020/7/29,2020,7,29,2,0,0,1,0,0,0,0,1,0.970833333,87.83333333,24.7875,0.208333333,23.49166667,26.2,22.2,0.5,0
2020/7/30,2020,7,30,3,0,0,0,1,0,0,0,1,0.660869565,84.25,23.75416667,0.43,24.2875,27.3,21.3,0.5,0.4
2020/7/31,2020,7,31,4,0,0,0,0,1,0,0,1,0.375,89.91666667,27.925,0.490416667,26.30833333,29.9,24,1,0.8
2020/8/1,2020,8,1,5,0,0,0,0,0,1,0,0,1.354166667,77.66666667,25.9375,0.824583333,27.18333333,31.3,22.8,7,5.9
2020/8/2,2020,8,2,6,0,0,0,0,0,0,1,0,0.7875,75.08333333,25.32916667,0.81375,27.45,31,23.9,0,5.7
2020/8/3,2020,8,3,0,1,0,0,0,0,0,0,1,0.7375,73.83333333,25.84166667,1.030416667,28.6875,33.5,24.7,0,8.7
2020/8/4,2020,8,4,1,0,1,0,0,0,0,0,1,0.9875,77.125,29.20833333,1.020416667,29.49166667,33.4,25.9,0,8.4
2020/8/5,2020,8,5,2,0,0,1,0,0,0,0,1,0.966666667,76,30.22083333,1.03875,30.21666667,34.3,27.1,0,7.3
2020/8/6,2020,8,6,3,0,0,0,1,0,0,0,1,1.3625,79.41666667,30.5625,1.000833333,29.7,33.9,27,0,9.7
2020/8/7,2020,8,7,4,0,0,0,0,1,0,0,1,0.895833333,71.04166667,28.9625,0.940833333,31.39583333,35.5,26.8,0,9.3
2020/8/8,2020,8,8,5,0,0,0,0,0,1,0,0,1.3,78.54166667,29.95416667,0.645416667,29.225,32.8,26.1,0,2.5
2020/8/9,2020,8,9,6,0,0,0,0,0,0,1,0,0.7,76.95833333,29.85416667,0.831666667,30.69583333,36.1,25.1,0,7.1
2020/8/10,2020,8,10,0,1,0,0,0,0,0,0,0,0.895833333,73.33333333,31.50833333,0.844166667,32.4375,37.3,28.4,0,6.8
2020/8/11,2020,8,11,1,0,1,0,0,0,0,0,1,1.291666667,67.08333333,31.02916667,1.0625,32.95416667,37.5,29.1,0,12.7
2020/8/12,2020,8,12,2,0,0,1,0,0,0,0,1,0.825,78.04166667,32.95416667,0.76,31.37916667,35.7,28.5,36,4.5
2020/8/13,2020,8,13,3,0,0,0,1,0,0,0,1,0.7375,81.33333333,32.675,0.792083333,31.5125,38.2,26.9,12,8.8
2020/8/14,2020,8,14,4,0,0,0,0,1,0,0,1,1.0875,78.875,31.68333333,0.827083333,31.02916667,34.4,27,0,8.2
2020/8/15,2020,8,15,5,0,0,0,0,0,1,0,0,0.829166667,76.125,33.65416667,0.954583333,33.27916667,37.2,28.6,0,11.9
2020/8/16,2020,8,16,6,0,0,0,0,0,0,1,0,1.4375,73.45833333,33.1,0.972083333,32.7,36.9,30,0,10.2
2020/8/17,2020,8,17,0,1,0,0,0,0,0,0,1,1.095833333,76.45833333,33.37083333,0.826666667,32.45,37.3,29.7,0,6.9
2020/8/18,2020,8,18,1,0,1,0,0,0,0,0,1,1.425,71.70833333,30.8375,0.662916667,31.59166667,35.4,28.9,0,7.2
2020/8/19,2020,8,19,2,0,0,1,0,0,0,0,1,0.966666667,71.58333333,28.3875,0.925416667,30.59583333,35.3,27.4,0,9.6
2020/8/20,2020,8,20,3,0,0,0,1,0,0,0,1,0.991666667,73.29166667,30.1375,1.0225,31.075,36.3,27.2,0,11.7
2020/8/21,2020,8,21,4,0,0,0,0,1,0,0,1,0.9375,71.66666667,29.9125,0.949166667,31.675,36.2,27.8,0,10.9
2020/8/22,2020,8,22,5,0,0,0,0,0,1,0,0,1.191666667,74.875,30.24583333,0.871666667,30.6,35.1,25.4,0,7.1
2020/8/23,2020,8,23,6,0,0,0,0,0,0,1,0,0.916666667,86.70833333,28.37083333,0.426666667,27.09583333,29.6,25.2,0,2.2
2020/8/24,2020,8,24,0,1,0,0,0,0,0,0,1,1.429166667,79.875,28.00833333,0.76,28.55833333,33.4,25.4,0,7.8
2020/8/25,2020,8,25,1,0,1,0,0,0,0,0,1,0.658333333,74.5,27.675,0.7375,29.30416667,33.9,25.5,0,7.6
2020/8/26,2020,8,26,2,0,0,1,0,0,0,0,1,0.704166667,77.29166667,29.82083333,0.9275,30.2375,33.7,26.7,0,7.1
2020/8/27,2020,8,27,3,0,0,0,1,0,0,0,1,0.941666667,79.5,32.1125,0.785,30.8375,33.9,28.5,0,5.3
2020/8/28,2020,8,28,4,0,0,0,0,1,0,0,1,0.970833333,76.625,32.40416667,0.811666667,30.89166667,34.8,28.3,5.5,6.8
2020/8/29,2020,8,29,5,0,0,0,0,0,1,0,0,1.1125,73.125,31.2875,0.9675,31.525,36.2,28,0,11.1
2020/8/30,2020,8,30,6,0,0,0,0,0,0,1,0,1.066666667,72.95833333,30.60416667,0.95,30.9625,35.5,28.2,0,7.3
2020/8/31,2020,8,31,0,1,0,0,0,0,0,0,1,1.379166667,79.625,29.31666667,0.595833333,28.50833333,33.1,23.7,0.5,3.5
2020/9/1,2020,9,1,1,0,1,0,0,0,0,0,1,1.516666667,85.5,26.70833333,0.31625,25.84583333,28.2,22.9,1,0.3
2020/9/2,2020,9,2,2,0,0,1,0,0,0,0,1,1.041666667,92.75,32.4125,0.38625,28.04166667,32.7,24.5,18,1.6
2020/9/3,2020,9,3,3,0,0,0,1,0,0,0,1,1.295833333,85.5,33.06666667,0.63375,28.87916667,32.7,27.3,10,5.6
2020/9/4,2020,9,4,4,0,0,0,0,1,0,0,1,1.0625,76.625,30.8375,0.962083333,30.5125,36.3,26.7,0,10.1
2020/9/5,2020,9,5,5,0,0,0,0,0,1,0,0,1.6625,78.20833333,30.4,0.7225,29.57916667,34.1,26.2,22,8.8
2020/9/6,2020,9,6,6,0,0,0,0,0,0,1,0,1.2125,93.58333333,30.93333333,0.423333333,26.75,29.2,23.7,19.5,3.2
2020/9/7,2020,9,7,0,1,0,0,0,0,0,0,1,1.275,93.58333333,32.4875,0.39875,27.66666667,31.4,25.7,13.5,1.9
2020/9/8,2020,9,8,1,0,1,0,0,0,0,0,1,1.820833333,73.16666667,29.8375,0.89625,29.97083333,34.5,27.3,0,8.7
2020/9/9,2020,9,9,2,0,0,1,0,0,0,0,1,1.1875,71.75,28.5375,0.925416667,30.31666667,35.7,26.6,0,10.9
2020/9/10,2020,9,10,3,0,0,0,1,0,0,0,1,1.4875,80.45833333,29.60833333,0.545,28.67916667,32.6,26.4,0,3.2
2020/9/11,2020,9,11,4,0,0,0,0,1,0,0,1,1.025,79,30.125,0.555833333,29.65,33.9,26.2,0,10.1
2020/9/12,2020,9,12,5,0,0,0,0,0,1,0,0,1.3125,96.45833333,28.6625,0.165,24.72916667,26.2,22.3,19,0
2020/9/13,2020,9,13,6,0,0,0,0,0,0,1,0,0.9125,89.25,25.44166667,0.340416667,24.14166667,27.4,22,0.5,0.8
2020/9/14,2020,9,14,0,1,0,0,0,0,0,0,1,1.070833333,86.79166667,24.75,0.362083333,24.08333333,27.4,21.3,0.5,1.5
2020/9/15,2020,9,15,1,0,1,0,0,0,0,0,1,0.883333333,81.41666667,23.89166667,0.514583333,24.9,28.5,21.9,0.5,2.4
2020/9/16,2020,9,16,2,0,0,1,0,0,0,0,1,0.695833333,81,24.02083333,0.386666667,24.93333333,27.8,22.1,1,0.4
2020/9/17,2020,9,17,3,0,0,0,1,0,0,0,1,0.629166667,88.41666667,27.5125,0.334583333,25.9875,28.9,23.4,0,1.1
2020/9/18,2020,9,18,4,0,0,0,0,1,0,0,1,2.075,74.58333333,29.75,0.599583333,29.3625,32.6,26.8,0,2.6
2020/9/19,2020,9,19,5,0,0,0,0,0,1,0,0,1.716666667,78.33333333,24.76666667,0.228333333,23.40416667,27.1,0,0,0.1
2020/9/20,2020,9,20,6,0,0,0,0,0,0,1,0,0.904166667,79.29166667,21.27083333,0.198333333,19.83333333,23.8,0,0,0
2020/9/21,2020,9,21,0,1,0,0,0,0,0,0,0,0.845833333,78.75,20.59583333,0.42875,22.89166667,25.5,20.9,0.5,3.6
2020/9/22,2020,9,22,1,0,1,0,0,0,0,0,0,1.2875,75.66666667,20.4375,0.565416667,23.5125,27.9,20.2,0,6.4
2020/9/23,2020,9,23,2,0,0,1,0,0,0,0,1,2.179166667,95,22.5125,0.135416667,20.6375,23,19.2,8.5,0
2020/9/24,2020,9,24,3,0,0,0,1,0,0,0,1,2.775,92.125,20.14583333,0.1775,19.44583333,22,18,7.5,0
2020/9/25,2020,9,25,4,0,0,0,0,1,0,0,1,2.075,94.375,21.25,0.184166667,19.67916667,20.5,18,11.5,0
2020/9/26,2020,9,26,5,0,0,0,0,0,1,0,0,1.054166667,96.95833333,20.75416667,0.108333333,18.91666667,20,18.4,10.5,0
2020/9/27,2020,9,27,6,0,0,0,0,0,0,1,0,0.404166667,88.04166667,20.09583333,0.365416667,20.5125,23.4,18.2,2.5,2.3
2020/9/28,2020,9,28,0,1,0,0,0,0,0,0,1,1.441666667,72,17.75,0.83625,22.67916667,27.6,17.8,0,10.3
2020/9/29,2020,9,29,1,0,1,0,0,0,0,0,1,1.65,67.375,15.5375,0.483333333,20.40416667,23.4,18,0,1.7
2020/9/30,2020,9,30,2,0,0,1,0,0,0,0,1,1.358333333,64.95833333,14.8375,0.832916667,20.925,25.7,15.7,0,9.9
2020/10/1,2020,10,1,3,0,0,0,1,0,0,0,1,0.6375,84.20833333,19.025,0.380833333,21.00833333,24.3,19,0,3.1
2020/10/2,2020,10,2,4,0,0,0,0,1,0,0,1,0.658333333,72.45833333,17.34583333,0.798333333,22.58333333,27.2,17.3,0,10.2
2020/10/3,2020,10,3,5,0,0,0,0,0,1,0,0,0.416666667,74.41666667,18.97083333,0.523333333,23.7375,27.7,20.3,0,3.9
2020/10/4,2020,10,4,6,0,0,0,0,0,0,1,0,0.591666667,76.91666667,20.1875,0.364583333,23.08333333,25.8,20.3,0,0.4
2020/10/5,2020,10,5,0,1,0,0,0,0,0,0,1,0.7875,80.91666667,21.05,0.19125,22.33333333,24.8,20.3,0,2.3
2020/10/6,2020,10,6,1,0,1,0,0,0,0,0,1,1.929166667,52.625,13.08333333,0.5525,21.97916667,25.8,19.1,0,2.8
2020/10/7,2020,10,7,2,0,0,1,0,0,0,0,1,0.979166667,71.33333333,14.8625,0.4275,19.4,23.5,15.9,6,2.5
2020/10/8,2020,10,8,3,0,0,0,1,0,0,0,1,1.766666667,98.75,16.57083333,0.096666667,15.025,15.8,14.3,44,0
2020/10/9,2020,10,9,4,0,0,0,0,1,0,0,1,1.933333333,99.20833333,16.42916667,0.061666667,14.81666667,15.5,14,34,0
2020/10/10,2020,10,10,5,0,0,0,0,0,1,0,0,2.125,100,18.01666667,0.044166667,15.99583333,17.2,14.1,72.5,0
2020/10/11,2020,10,11,6,0,0,0,0,0,0,1,0,1.9,91.45833333,20.94583333,0.253333333,20.09583333,23.5,17.3,0.5,1
2020/10/12,2020,10,12,0,1,0,0,0,0,0,0,1,1.079166667,86.45833333,22,0.420416667,21.9625,24.7,18.5,2.5,3.1
2020/10/13,2020,10,13,1,0,1,0,0,0,0,0,1,0.9375,80.29166667,21.1625,0.455416667,22.87916667,27.5,19.8,0,4.2
2020/10/14,2020,10,14,2,0,0,1,0,0,0,0,1,0.7,66.91666667,15.91666667,0.303333333,20.92916667,22.7,19.8,0,0.4
2020/10/15,2020,10,15,3,0,0,0,1,0,0,0,1,1.3,83.125,16.04166667,0.0925,17.39583333,19.8,15.5,0,0
2020/10/16,2020,10,16,4,0,0,0,0,1,0,0,1,1.445833333,59.41666667,10.825,0.4825,16.8625,19.2,14.7,0,4.2
2020/10/17,2020,10,17,5,0,0,0,0,0,1,0,0,1.354166667,91.58333333,13.52916667,0.085416667,13.18333333,16.3,11.9,19.5,0
2020/10/18,2020,10,18,6,0,0,0,0,0,0,1,0,1.129166667,83.41666667,13.40416667,0.475,15.50416667,19.6,11.9,0.5,3.9
2020/10/19,2020,10,19,0,1,0,0,0,0,0,0,1,0.670833333,88.79166667,13.36666667,0.18875,13.77916667,17.1,11.3,8,0.1
2020/10/20,2020,10,20,1,0,1,0,0,0,0,0,1,0.995833333,75.25,12.89583333,0.543333333,16.3625,20.6,11.3,0,8
2020/10/21,2020,10,21,2,0,0,1,0,0,0,0,1,1.3125,68.75,12.2875,0.57375,16.7875,20.7,12.7,0,7.7
2020/10/22,2020,10,22,3,0,0,0,1,0,0,0,1,1.291666667,70.5,13.93333333,0.452083333,18.22916667,22.2,14.4,0,2.6
2020/10/23,2020,10,23,4,0,0,0,0,1,0,0,1,1.075,93.33333333,18.05,0.070833333,17.325,18.3,16.5,6.5,0
2020/10/24,2020,10,24,5,0,0,0,0,0,1,0,0,2.016666667,57.45833333,11.25,0.6325,18.03333333,21.1,14.3,0,4.9
2020/10/25,2020,10,25,6,0,0,0,0,0,0,1,0,0.8875,53.79166667,9.258333333,0.630416667,16.94166667,21.4,12.8,0,10.1
2020/10/26,2020,10,26,0,1,0,0,0,0,0,0,1,0.591666667,65.16666667,11.46666667,0.612083333,18,24.2,12.7,0,8.4
2020/10/27,2020,10,27,1,0,1,0,0,0,0,0,1,1.2375,64.41666667,12.2,0.476666667,17.54583333,20.4,14.6,0,4.2
2020/10/28,2020,10,28,2,0,0,1,0,0,0,0,1,0.425,73,13.675,0.32875,17.7375,20.1,14.8,0,1.8
2020/10/29,2020,10,29,3,0,0,0,1,0,0,0,1,1.858333333,56.79166667,10.85,0.642916667,17.93333333,22.5,14,0,9.7
2020/10/30,2020,10,30,4,0,0,0,0,1,0,0,1,2.579166667,47.20833333,8.083333333,0.33875,15.25416667,18.6,11.5,0,1.7
2020/10/31,2020,10,31,5,0,0,0,0,0,1,0,0,1.333333333,52.75,8.220833333,0.641666667,14.7125,19.1,10.4,0,9.8
2020/11/1,2020,11,1,6,0,0,0,0,0,0,1,0,0.5125,68.66666667,11.1,0.382083333,15.1375,19.5,10.3,0,5.3
2020/11/2,2020,11,2,0,1,0,0,0,0,0,0,1,0.795833333,77,13.59166667,0.33375,16.675,22.4,13.5,1,3.2
2020/11/3,2020,11,3,1,0,1,0,0,0,0,0,0,0.845833333,93.5,15.8125,0.192916667,15.67916667,17.5,14.1,5.5,1.9
2020/11/4,2020,11,4,2,0,0,1,0,0,0,0,1,1.6625,47.95833333,7.4125,0.617916667,14.89583333,18.8,10.4,0,9.1
2020/11/5,2020,11,5,3,0,0,0,1,0,0,0,1,0.716666667,55.58333333,8.375,0.608333333,14.95,19.8,9.7,0,9.5
2020/11/6,2020,11,6,4,0,0,0,0,1,0,0,1,0.65,66.58333333,9.8625,0.22875,13.54166667,16.3,11.1,0,0.6
2020/11/7,2020,11,7,5,0,0,0,0,0,1,0,0,0.379166667,76.45833333,13.6,0.280833333,16.17083333,19.9,12.6,0,1.8
2020/11/8,2020,11,8,6,0,0,0,0,0,0,1,0,0.875,76.375,15.02916667,0.328333333,18.66666667,23.1,15.2,0,1.7
2020/11/9,2020,11,9,0,1,0,0,0,0,0,0,1,2.05,44.25,6.9125,0.36,14.725,19.2,11.2,0,4.4
2020/11/10,2020,11,10,1,0,1,0,0,0,0,0,1,1.4125,49.54166667,6.804166667,0.583333333,12.9125,16.4,9.3,0,8.2
2020/11/11,2020,11,11,2,0,0,1,0,0,0,0,1,1.941666667,47.20833333,6.4875,0.569583333,12.40416667,16.4,8.6,0,9
2020/11/12,2020,11,12,3,0,0,0,1,0,0,0,1,0.95,63.29166667,7.808333333,0.251666667,10.45416667,13,6.8,0,1
2020/11/13,2020,11,13,4,0,0,0,0,1,0,0,1,0.795833333,66.33333333,10.44583333,0.53625,14.86666667,18.9,10,0,9.3
2020/11/14,2020,11,14,5,0,0,0,0,0,1,0,0,1.845833333,55.79166667,8.983333333,0.5675,16.17083333,20.1,12.8,0,9.5
2020/11/15,2020,11,15,6,0,0,0,0,0,0,1,0,0.645833333,65,10.04583333,0.53375,14.56666667,18.9,8.9,0,9.3
2020/11/16,2020,11,16,0,1,0,0,0,0,0,0,1,0.470833333,66.16666667,11.02083333,0.51375,16.5375,21.4,11,0,9.3
2020/11/17,2020,11,17,1,0,1,0,0,0,0,0,1,0.8125,61.70833333,10.51666667,0.455833333,16.74583333,20.5,13.4,0,9.1
2020/11/18,2020,11,18,2,0,0,1,0,0,0,0,1,0.516666667,76.875,13.67083333,0.441666667,16.92916667,21.3,11.9,0,8
2020/11/19,2020,11,19,3,0,0,0,1,0,0,0,1,1.283333333,74.875,16.30416667,0.437083333,19.85416667,24.2,14.6,0,7.7
2020/11/20,2020,11,20,4,0,0,0,0,1,0,0,1,2.383333333,72.91666667,19.25416667,0.135416667,21.8375,23.5,19.1,0,0.7
2020/11/21,2020,11,21,5,0,0,0,0,0,1,0,0,3.266666667,46.375,8.958333333,0.529166667,17.10833333,20.2,12.7,0,9.2
2020/11/22,2020,11,22,6,0,0,0,0,0,0,1,0,1.016666667,65.58333333,11.42916667,0.479166667,15.15833333,19.6,9.2,0,8.3
2020/11/23,2020,11,23,0,1,0,0,0,0,0,0,0,2.2375,55.08333333,9.570833333,0.415833333,16.1625,20.6,12.7,0,5.5
2020/11/24,2020,11,24,1,0,1,0,0,0,0,0,1,1.845833333,54.5,7.604166667,0.144166667,12.08333333,13,10.3,0,0
2020/11/25,2020,11,25,2,0,0,1,0,0,0,0,1,1.425,93.125,11.82083333,0.122083333,10.85833333,12.2,9.5,4.5,0
2020/11/26,2020,11,26,3,0,0,0,1,0,0,0,1,0.508333333,81.54166667,11.75416667,0.4825,13.79583333,18.7,9.6,0,7.8
2020/11/27,2020,11,27,4,0,0,0,0,1,0,0,1,1.245833333,77.66666667,10.64583333,0.189583333,12.3,14,11.5,0,2.5
2020/11/28,2020,11,28,5,0,0,0,0,0,1,0,0,3.004166667,57.125,7.7625,0.505,12.40416667,18,8.8,0,8.9
2020/11/29,2020,11,29,6,0,0,0,0,0,0,1,0,0.829166667,54.66666667,6.779166667,0.2575,10.74583333,14.2,8.4,0,1.7
2020/11/30,2020,11,30,0,1,0,0,0,0,0,0,1,0.458333333,67.875,8.2125,0.434583333,10.77083333,15.5,5.9,0,7.5
2020/12/1,2020,12,1,1,0,1,0,0,0,0,0,1,0.808333333,65.79166667,8.108333333,0.474583333,11.37916667,14.3,6.8,0,8.3
2020/12/2,2020,12,2,2,0,0,1,0,0,0,0,1,1.279166667,79.75,8.65,0.094583333,8.458333333,10.5,7.5,2.5,0
2020/12/3,2020,12,3,3,0,0,0,1,0,0,0,1,1.170833333,91.5,9.845833333,0.137083333,8.554166667,10.5,6.9,0,0.2
2020/12/4,2020,12,4,4,0,0,0,0,1,0,0,1,1.7375,63.04166667,7.0125,0.448333333,9.929166667,13.5,6.6,0,7.4
2020/12/5,2020,12,5,5,0,0,0,0,0,1,0,0,1.079166667,83.875,8.225,0.085,7.0375,8,5.6,1.5,0
2020/12/6,2020,12,6,6,0,0,0,0,0,0,1,0,0.654166667,79.79166667,8.491666667,0.374166667,8.9625,12.7,4.4,0,6.3
2020/12/7,2020,12,7,0,1,0,0,0,0,0,0,1,0.566666667,71.08333333,8.341666667,0.4675,11.0875,16.1,5.1,0,8.6
2020/12/8,2020,12,8,1,0,1,0,0,0,0,0,1,1.341666667,66.375,8.645833333,0.417916667,12.44166667,17,7.7,0,6.3
2020/12/9,2020,12,9,2,0,0,1,0,0,0,0,1,0.916666667,61.125,7.383333333,0.175416667,10.17916667,11.6,9,0,0.4
2020/12/10,2020,12,10,3,0,0,0,1,0,0,0,1,1.3875,70.70833333,8.291666667,0.222083333,9.745833333,12.2,7.3,0,2.4
2020/12/11,2020,12,11,4,0,0,0,0,1,0,0,1,0.483333333,76.45833333,9.370833333,0.320416667,10.9125,14,6.2,0,4.7
2020/12/12,2020,12,12,5,0,0,0,0,0,1,0,0,0.775,70,9.383333333,0.277916667,12.025,16.2,9.3,0,2.5
2020/12/13,2020,12,13,6,0,0,0,0,0,0,1,0,0.8,71.5,8.670833333,0.360833333,11.35,16,8.4,0,5.3
2020/12/14,2020,12,14,0,1,0,0,0,0,0,0,1,2.05,63.45833333,6.875,0.329166667,8.775,13.2,6.1,0,4.2
2020/12/15,2020,12,15,1,0,1,0,0,0,0,0,1,1.258333333,44.375,4.125,0.435833333,6.8625,12.1,3.3,0,7.5
2020/12/16,2020,12,16,2,0,0,1,0,0,0,0,1,0.929166667,42.83333333,3.533333333,0.394166667,6.070833333,11.8,2.4,0,7.2
2020/12/17,2020,12,17,3,0,0,0,1,0,0,0,1,1.4375,42.125,3.2875,0.48375,5.420833333,10.4,1.2,0,8.9
2020/12/18,2020,12,18,4,0,0,0,0,1,0,0,1,0.5125,51.66666667,4.883333333,0.411666667,7.4875,12.5,1.8,0,8.8
2020/12/19,2020,12,19,5,0,0,0,0,0,1,0,0,2.004166667,48.41666667,4.445833333,0.249166667,6.158333333,10,2.9,0,3.4
2020/12/20,2020,12,20,6,0,0,0,0,0,0,1,0,2.245833333,45.5,3.666666667,0.463333333,4.891666667,9.4,1.4,0,8.8
