ì˙éû,ã§ópïî,êÍóLïî,çáåv,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2022/3/20,11,101,112,4,2,2,1,1,1,16,15,23,3,6,0,0,2,4,5,13,13,1
2022/3/21,8,116,124,3,1,1,1,1,1,16,10,23,8,10,0,0,10,12,5,10,10,2
2022/3/22,45,133,178,12,1,10,10,11,1,16,15,23,9,4,6,0,11,12,3,16,15,3
2022/3/23,29,116,145,10,2,11,1,3,2,11,14,22,11,5,0,0,9,10,3,16,14,1
2022/3/24,43,117,160,9,1,10,12,10,1,15,14,23,9,4,0,0,10,13,4,12,12,1
2022/3/25,25,117,142,7,2,5,5,5,1,15,16,24,7,5,0,0,12,13,3,11,10,1
2022/3/26,10,97,107,4,1,1,1,2,1,16,12,24,8,4,0,0,11,13,3,2,3,1
2022/3/27,10,77,87,3,1,2,1,1,2,12,15,24,2,5,0,0,2,5,6,3,2,1
2022/3/28,22,109,131,7,2,4,4,4,1,9,15,24,7,4,0,0,11,12,3,12,11,1
2022/3/29,23,109,132,7,1,4,5,5,1,7,13,24,6,5,0,0,12,13,3,12,13,1
2022/3/30,18,101,119,6,2,4,3,2,1,10,14,24,7,4,0,4,12,14,3,4,4,1
2022/3/31,12,94,106,5,1,1,1,2,2,10,9,23,4,5,0,7,12,14,4,3,2,1
2022/4/1,42,118,160,9,1,10,10,11,1,10,16,22,6,5,0,1,12,14,3,13,14,2
2022/4/2,10,112,122,3,2,2,1,1,1,9,16,23,12,4,0,1,8,12,3,9,9,6
2022/4/3,10,117,127,4,1,2,1,1,1,17,16,24,2,5,0,0,3,5,12,11,12,10
2022/4/4,47,126,173,12,2,9,12,11,1,15,16,23,12,4,2,0,10,11,3,12,11,7
2022/4/5,30,132,162,9,1,7,4,7,2,13,16,24,9,5,0,4,10,15,4,12,11,9
2022/4/6,16,113,129,6,2,3,2,2,1,13,15,24,3,4,0,8,14,14,3,11,3,1
2022/4/7,18,100,118,6,1,3,3,4,1,12,10,24,6,5,0,8,11,16,3,2,2,1
2022/4/8,10,91,101,4,1,2,1,1,1,8,11,24,3,4,0,7,13,13,3,2,2,1
2022/4/9,12,83,95,4,2,1,1,2,2,5,6,24,3,5,1,7,10,12,3,3,2,2
2022/4/10,11,75,86,4,1,2,2,1,1,9,3,23,3,4,0,4,3,4,3,6,4,9
2022/4/11,12,90,102,5,2,2,1,1,1,4,6,22,2,4,9,9,10,13,4,2,2,3
2022/4/12,12,119,131,7,1,1,1,1,1,10,3,23,3,6,9,9,13,13,11,9,4,6
2022/4/13,16,126,142,7,1,4,1,1,2,9,9,23,6,10,10,9,13,13,10,8,5,1
2022/4/14,11,96,107,3,2,2,1,2,1,9,13,24,7,4,5,2,12,13,3,2,2,0
2022/4/15,8,90,98,3,1,1,1,1,1,12,15,24,2,4,0,2,11,13,3,2,2,0
2022/4/16,9,87,96,3,1,2,1,1,1,5,14,24,3,4,0,2,10,11,3,2,3,6
2022/4/17,10,62,72,4,2,1,1,1,1,6,12,24,2,4,0,0,2,4,3,3,2,0
2022/4/18,9,99,108,3,1,2,1,1,1,14,11,24,3,4,7,6,11,12,3,2,2,0
2022/4/19,11,93,104,4,2,1,1,2,1,7,6,24,2,4,7,8,12,13,3,3,2,2
2022/4/20,8,121,129,3,1,1,1,1,1,16,15,24,3,4,4,6,13,15,3,9,9,0
2022/4/21,9,95,104,3,1,2,1,1,1,7,8,24,2,4,7,8,12,14,4,2,2,1
2022/4/22,11,109,120,5,2,1,1,1,1,5,3,23,7,8,9,9,13,15,10,2,2,3
2022/4/23,9,89,98,3,1,2,1,1,1,6,6,23,3,4,8,9,10,11,3,3,3,0
2022/4/24,9,53,62,3,2,1,1,1,1,4,5,24,2,4,0,0,3,4,3,2,2,0
2022/4/25,15,120,135,6,1,4,1,2,1,4,10,23,8,10,9,9,11,12,12,5,2,5
2022/4/26,13,124,137,7,1,2,1,1,1,10,3,22,14,11,9,9,11,14,10,6,3,2
2022/4/27,21,143,164,10,2,4,2,1,2,8,8,23,14,12,9,9,13,13,11,14,2,7
2022/4/28,13,118,131,8,1,1,1,1,1,5,3,24,13,12,4,9,14,15,3,10,2,4
2022/4/29,9,99,108,3,1,1,1,2,1,4,11,23,3,5,10,9,12,14,3,3,2,0
2022/4/30,10,81,91,3,2,2,1,1,1,6,4,24,2,6,1,8,10,12,3,2,3,0
2022/5/1,9,82,91,4,1,1,1,1,1,12,13,23,3,5,0,0,3,5,3,8,7,0
2022/5/2,10,99,109,3,2,2,1,1,1,5,14,24,2,4,10,9,11,12,3,3,2,0
2022/5/3,8,91,99,3,1,1,1,1,1,7,7,24,2,5,7,9,11,12,3,2,2,0
2022/5/4,8,89,97,3,1,1,1,1,1,4,10,23,3,4,8,6,11,12,3,2,3,0
2022/5/5,10,90,100,3,2,2,1,1,1,5,3,23,3,5,11,9,11,12,3,3,2,0
2022/5/6,14,116,130,8,1,1,1,2,1,4,3,23,8,9,9,6,11,12,12,10,2,7
2022/5/7,9,91,100,3,1,2,1,1,1,5,10,24,5,4,4,10,10,12,3,2,2,0
2022/5/8,8,59,67,3,2,1,1,1,0,4,10,24,2,5,0,0,2,4,3,2,2,1
2022/5/9,10,101,111,4,1,1,1,1,2,8,13,24,9,4,2,8,12,12,3,3,3,0
2022/5/10,10,111,121,3,2,2,1,1,1,4,5,24,8,6,10,10,12,13,11,2,2,4
2022/5/11,9,111,120,3,1,1,1,2,1,5,5,24,10,8,9,9,11,13,9,3,2,3
2022/5/12,9,123,132,3,1,2,1,1,1,4,4,22,8,11,9,10,13,14,10,8,2,8
2022/5/13,13,112,125,7,2,1,1,1,1,4,3,24,8,12,9,9,12,13,8,2,3,5
2022/5/14,9,98,107,3,1,2,1,1,1,11,5,22,4,5,5,9,11,12,3,3,2,6
2022/5/15,8,56,64,3,1,1,1,1,1,5,6,24,3,4,0,0,2,4,4,2,2,0
2022/5/16,9,95,104,3,2,1,1,1,1,9,7,24,4,6,4,9,11,12,3,2,2,2
2022/5/17,10,88,98,3,1,2,1,2,1,4,3,23,8,6,0,9,13,13,4,2,3,0
2022/5/18,14,114,128,8,2,1,1,1,1,6,7,23,7,10,9,10,12,13,10,3,2,2
2022/5/19,17,120,137,11,1,2,1,1,1,4,4,23,12,12,10,10,12,13,9,4,2,5
2022/5/20,16,136,152,11,1,1,1,1,1,6,5,23,13,13,10,9,13,14,9,9,2,10
2022/5/21,8,102,110,3,2,1,0,1,1,6,6,23,11,5,7,9,11,13,5,2,2,2
2022/5/22,10,54,64,3,1,2,1,2,1,6,6,22,2,4,0,0,2,4,3,3,2,0
2022/5/23,11,131,142,6,1,1,1,1,1,5,9,21,8,12,9,10,12,13,12,10,2,8
2022/5/24,18,146,164,11,2,2,1,1,1,10,10,23,9,14,10,10,13,13,12,12,2,8
2022/5/25,19,135,154,11,1,2,2,1,2,14,12,21,5,12,10,9,13,13,3,12,2,9
2022/5/26,20,141,161,11,1,4,1,1,2,4,10,24,11,15,10,10,13,13,11,13,2,5
2022/5/27,16,139,155,9,2,1,1,2,1,5,10,24,10,14,9,9,13,13,10,13,2,7
2022/5/28,10,113,123,4,1,2,1,1,1,9,12,23,9,7,9,7,11,12,5,2,3,4
2022/5/29,13,95,108,7,2,1,1,1,1,15,10,23,3,9,0,3,2,4,10,9,2,5
2022/5/30,30,159,189,12,1,6,5,2,4,10,11,23,12,14,10,10,12,13,14,13,7,10
2022/5/31,10,137,147,4,1,2,1,1,1,4,9,22,10,14,10,9,12,13,13,12,2,7
2022/6/1,23,145,168,11,2,6,1,1,2,9,11,24,10,13,10,12,13,14,12,10,2,5
2022/6/2,26,156,182,11,1,6,5,1,2,12,10,22,6,14,10,13,12,13,12,15,10,7
2022/6/3,17,153,170,10,1,1,1,1,3,8,12,24,13,12,10,12,12,14,13,12,3,8
2022/6/4,9,120,129,3,2,1,1,1,1,13,12,22,11,5,8,13,10,11,9,2,4,0
2022/6/5,9,81,90,3,1,2,1,1,1,10,13,21,3,6,0,4,3,4,5,10,2,0
2022/6/6,9,100,109,4,1,1,1,1,1,4,3,24,7,13,1,11,11,13,4,2,2,5
2022/6/7,10,121,131,3,2,2,1,1,1,4,3,24,6,10,10,12,12,13,11,12,2,2
2022/6/8,9,105,114,4,1,1,1,1,1,4,4,23,6,6,9,13,11,13,3,2,2,9
2022/6/9,12,128,140,5,2,2,1,1,1,4,9,23,7,10,11,13,13,13,10,10,2,3
2022/6/10,16,134,150,11,1,1,1,1,1,8,7,23,8,11,10,12,13,13,11,9,3,6
2022/6/11,9,118,127,4,1,1,1,1,1,14,10,21,9,4,8,14,10,13,3,2,2,8
2022/6/12,10,90,100,3,2,2,1,1,1,15,13,23,3,9,0,4,3,4,4,3,2,7
2022/6/13,18,143,161,11,1,3,1,1,1,5,8,23,10,14,11,13,10,12,11,12,7,7
2022/6/14,10,112,122,4,1,2,1,1,1,4,4,24,8,11,5,11,13,13,3,12,3,1
2022/6/15,9,101,110,3,2,1,1,1,1,5,4,23,6,14,0,13,12,13,3,2,2,4
2022/6/16,14,118,132,8,1,2,1,1,1,4,6,23,9,12,5,12,13,14,10,7,1,2
2022/6/17,25,146,171,11,2,3,5,2,2,7,3,22,12,13,10,12,12,14,12,14,8,7
2022/6/18,14,123,137,8,1,2,1,1,1,11,14,22,9,5,7,11,11,12,7,3,2,9
2022/6/19,8,108,116,3,1,1,1,1,1,16,13,23,3,10,0,4,3,4,8,12,2,10
2022/6/20,46,183,229,15,2,9,8,8,4,15,14,23,14,14,11,13,11,13,13,14,15,13
2022/6/21,56,176,232,16,1,10,10,10,9,12,14,23,14,14,10,13,13,14,13,13,13,10
2022/6/22,31,167,198,13,1,6,4,4,3,13,11,23,12,14,11,13,13,13,6,14,14,10
2022/6/23,25,159,184,12,2,6,1,1,3,10,9,23,15,14,11,13,12,14,14,15,9,0
2022/6/24,54,169,223,12,1,9,11,10,11,14,12,23,15,15,11,12,12,13,13,14,13,2
2022/6/25,14,160,174,9,1,2,0,1,1,17,16,24,11,12,9,13,12,12,10,2,12,10
2022/6/26,15,121,136,9,2,1,1,1,1,16,14,24,2,12,0,4,2,4,6,15,10,12
2022/6/27,55,185,240,12,1,11,11,10,10,13,14,24,14,17,11,13,12,14,12,14,14,13
2022/6/28,55,196,251,13,1,10,10,11,10,17,16,24,13,13,11,13,12,13,16,15,17,16
2022/6/29,64,187,251,16,8,9,10,10,11,16,14,24,14,16,11,13,11,13,15,14,12,14
2022/6/30,63,197,260,12,9,11,10,11,10,15,15,24,15,14,11,12,13,14,17,16,18,13
2022/7/1,65,187,252,13,10,10,11,10,11,16,15,24,15,17,10,12,12,13,13,13,12,15
2022/7/2,24,143,167,11,9,1,1,1,1,16,14,24,10,13,10,13,10,13,4,2,2,12
2022/7/3,17,141,158,10,2,2,1,1,1,17,15,24,3,16,1,6,4,6,11,16,14,8
2022/7/4,63,180,243,12,9,10,12,11,9,15,14,24,14,15,9,12,12,13,14,14,13,11
2022/7/5,62,190,252,13,10,11,10,10,8,16,14,24,16,16,10,12,13,13,13,14,15,14
2022/7/6,37,192,229,13,2,7,5,5,5,17,15,23,15,15,11,13,13,14,12,14,15,15
2022/7/7,61,184,245,13,9,9,11,11,8,14,12,24,15,15,11,13,12,13,13,14,15,13
2022/7/8,37,170,207,12,3,5,5,6,6,14,13,23,14,16,11,13,12,13,11,13,12,5
2022/7/9,16,158,174,11,1,2,0,1,1,17,16,23,11,14,9,12,12,13,3,3,13,12
2022/7/10,17,120,137,12,1,1,1,1,1,16,16,22,3,12,0,6,2,4,14,13,5,7
2022/7/11,37,181,218,12,1,6,6,6,6,15,13,23,15,15,11,14,11,14,13,14,14,9
2022/7/12,65,188,253,13,10,9,12,11,10,15,13,24,15,15,11,13,13,14,13,14,16,12
2022/7/13,24,170,194,13,2,2,1,1,5,14,10,23,14,14,11,13,11,14,11,12,13,10
2022/7/14,30,171,201,12,8,5,1,1,3,11,14,22,15,16,11,13,12,13,13,12,10,9
2022/7/15,20,159,179,12,2,2,1,1,2,15,11,23,14,14,10,13,13,14,13,7,5,7
2022/7/16,10,136,146,5,2,1,0,1,1,13,12,21,7,12,8,13,11,12,5,7,2,13
2022/7/17,17,114,131,11,1,2,1,1,1,16,17,23,2,12,0,5,2,5,3,10,5,14
2022/7/18,33,176,209,9,1,6,7,6,4,16,15,23,11,15,9,13,12,13,10,13,12,14
2022/7/19,61,180,241,12,9,10,11,10,9,16,14,23,14,16,10,13,13,13,13,12,12,11
2022/7/20,38,192,230,13,2,7,6,5,5,16,16,24,13,14,11,13,13,13,16,15,15,13
2022/7/21,61,191,252,13,9,10,11,10,8,15,12,24,15,16,11,13,12,13,12,16,16,16
2022/7/22,42,188,230,13,3,7,7,6,6,16,15,23,14,19,11,14,12,13,17,12,13,9
2022/7/23,16,162,178,11,1,1,1,1,1,17,17,24,7,13,10,13,11,13,11,2,9,15
2022/7/24,17,131,148,11,1,2,1,1,1,16,18,23,2,14,0,6,2,4,3,14,14,15
2022/7/25,38,192,230,13,1,5,6,7,6,16,16,24,14,16,11,13,11,12,13,15,15,16
2022/7/26,66,192,258,12,10,11,12,11,10,16,13,24,15,14,11,13,13,13,14,15,16,15
2022/7/27,39,187,226,13,2,6,6,6,6,16,15,21,14,16,11,13,11,14,12,15,15,14
2022/7/28,62,192,254,12,9,10,10,10,11,15,15,24,15,16,11,13,13,13,13,15,16,13
2022/7/29,38,185,223,13,3,6,5,5,6,17,14,22,15,20,11,14,12,13,17,12,13,5
2022/7/30,17,174,191,12,1,1,1,1,1,16,16,24,11,13,10,13,11,12,14,2,17,15
2022/7/31,17,141,158,11,1,2,1,1,1,17,16,24,3,13,3,10,3,4,10,14,13,11
