,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,1.21,1.0,1.02
2,1.2,1.0,1.02
3,1.22,1.0,1.02
4,1.29,1.0,1.02
5,1.29,2.0,1.94
6,1.24,1.0,1.02
7,1.24,1.0,1.02
8,1.24,1.0,1.02
11,1.31,2.0,1.89
12,1.24,1.0,1.02
13,1.24,1.0,1.02
14,1.28,1.0,1.02
16,1.29,1.0,1.02
17,1.2,1.0,1.02
18,1.29,2.0,2.09
19,1.25,1.0,1.02
21,1.23,1.0,1.02
23,1.26,1.0,1.02
24,1.23,1.0,1.02
25,1.35,1.0,1.02
26,1.33,2.0,2.1
27,1.25,1.0,1.02
28,1.19,1.0,1.02
31,1.2,1.0,1.02
32,1.26,1.0,1.02
34,1.2,1.0,1.02
35,1.24,2.0,1.96
38,1.23,1.0,1.02
39,1.23,1.0,1.02
40,1.18,1.0,1.02
41,1.19,1.0,1.02
42,1.23,1.0,1.02
43,1.21,1.0,1.02
44,1.19,1.0,1.02
45,1.28,2.0,1.95
46,1.18,1.0,1.02
49,1.16,1.0,1.02
51,1.2,1.0,1.02
53,1.2,1.0,1.02
54,1.25,1.0,1.02
55,1.23,2.0,1.88
56,1.19,1.0,1.02
57,1.2,1.0,1.02
59,1.18,1.0,1.02
60,1.2,1.0,1.02
61,1.18,1.0,1.02
62,1.18,1.0,1.02
63,1.17,1.0,1.02
64,1.22,2.0,1.88
66,1.22,1.0,1.02
67,1.17,1.0,1.02
68,1.2,1.0,1.02
69,1.33,1.0,1.02
71,1.16,1.0,1.02
72,1.19,1.0,1.02
73,1.16,1.0,1.02
74,1.17,1.0,1.02
76,1.17,1.0,1.02
78,1.17,1.0,1.02
79,1.19,1.0,1.02
80,1.17,1.0,1.02
81,1.17,1.0,1.02
82,1.18,1.0,1.02
83,1.18,1.0,1.02
84,1.18,1.0,1.02
85,1.18,1.0,1.02
88,1.16,1.0,1.02
89,1.17,1.0,1.02
90,1.17,1.0,1.02
93,1.22,1.0,1.02
94,1.22,1.0,1.02
95,1.19,1.0,1.02
98,1.21,1.0,1.02
99,1.17,1.0,1.02
100,1.23,1.0,1.02
101,1.16,1.0,1.02
102,1.18,1.0,1.02
103,1.17,1.0,1.02
104,1.17,1.0,1.02
105,1.17,1.0,1.02
109,1.29,1.0,1.01
110,1.29,1.0,1.01
112,1.27,1.0,1.01
113,1.29,1.0,1.02
115,1.16,1.0,1.02
116,1.16,1.0,1.0
117,1.2,1.0,1.02
119,1.17,1.0,1.0
