,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,5.28,3.0,3.8
3,-0.87,2.0,2.27
7,9.21,3.0,3.86
8,18.41,40.0,28.14
12,19.14,3.0,4.55
16,11.1,3.0,3.87
17,-0.53,3.0,3.06
18,8.77,17.0,15.23
21,10.74,9.0,13.05
26,19.04,2.0,3.44
38,-0.77,3.0,3.36
39,10.54,12.0,15.48
43,11.38,15.0,14.66
45,-0.58,2.0,2.51
46,22.92,37.0,24.01
48,11.86,15.0,21.75
50,13.7,18.0,23.06
51,6.36,3.0,3.6
55,13.47,16.0,13.46
56,6.85,15.0,27.92
58,7.93,16.0,11.84
60,17.31,15.0,26.21
61,15.83,14.0,14.35
62,15.44,21.0,19.63
66,1.45,2.0,1.64
68,29.83,21.0,27.76
73,-2.14,3.0,2.7
82,11.09,11.0,13.02
89,23.43,9.0,10.94
91,14.58,6.0,8.22
97,28.48,30.0,34.82
98,20.43,23.0,25.2
101,3.19,3.0,2.98
102,36.99,39.0,29.69
103,33.77,32.0,32.88
106,43.31,40.0,41.41
112,29.84,39.0,31.21
116,35.5,45.0,36.79
133,30.73,30.0,33.22
134,19.94,24.0,22.89
137,22.93,17.0,21.21
139,32.11,37.0,37.79
140,42.95,37.0,42.52
143,7.63,3.0,5.46
144,29.51,31.0,38.37
147,39.31,43.0,42.52
149,32.55,25.0,31.2
150,8.9,2.0,4.87
153,19.0,31.0,23.2
156,10.95,7.0,7.48
159,15.13,13.0,13.93
160,16.04,17.0,14.63
161,15.84,11.0,14.58
162,20.65,21.0,25.2
164,1.99,3.0,3.21
165,24.56,27.0,24.6
170,18.92,12.0,13.34
171,2.11,5.0,6.0
179,23.11,12.0,15.58
185,-0.78,2.0,2.31
186,18.82,18.0,20.85
187,15.23,19.0,19.98
198,9.1,3.0,2.94
201,16.35,2.0,3.35
203,9.04,2.0,2.94
204,10.22,7.0,6.3
208,20.47,3.0,4.63
212,9.1,16.0,21.98
213,1.37,3.0,3.6
215,12.76,9.0,8.04
223,7.35,4.0,6.65
234,-1.39,2.0,2.97
235,14.82,11.0,13.88
239,14.06,16.0,16.7
244,10.11,19.0,22.32
245,15.05,15.0,11.64
252,19.18,16.0,11.9
253,24.77,34.0,32.11
254,19.12,25.0,18.57
262,0.22,3.0,3.68
263,29.57,46.0,38.0
266,30.68,29.0,37.32
267,18.02,26.0,19.63
268,21.99,35.0,26.43
274,22.98,3.0,4.04
275,41.22,3.0,6.53
281,50.73,48.0,43.98
282,35.65,51.0,39.18
292,48.5,46.0,47.66
293,45.01,41.0,41.23
299,40.1,42.0,44.2
300,38.55,38.0,40.94
301,33.81,37.0,42.49
306,38.22,41.0,36.79
310,38.24,46.0,40.18
313,36.07,44.0,44.39
316,29.2,38.0,35.33
317,26.79,35.0,36.91
319,44.58,53.0,44.45
322,41.27,46.0,42.95
324,31.24,40.0,36.25
325,4.69,2.0,3.0
333,29.91,31.0,31.56
341,29.86,14.0,21.23
350,8.4,5.0,5.98
357,16.1,22.0,18.68
360,1.41,2.0,3.1
361,19.42,12.0,13.29
362,23.87,12.0,12.28
363,16.8,12.0,12.44
364,9.71,5.0,5.96
