,äÓñ{ïœêîÇÃÇ›,+ê›íËâ∑ìx,+ãÛí≤â“ì≠éûä‘,ëSïœêîÇ†ÇË
5,inf,inf,inf,inf
6,inf,inf,inf,inf
17,85.85,86.49,0.54,1.46
18,inf,inf,inf,inf
28,inf,inf,inf,inf
30,inf,inf,inf,inf
31,38.78,35.54,2.34,1.51
34,15.78,21.75,25.97,32.16
35,inf,inf,inf,inf
41,inf,inf,inf,inf
48,inf,inf,inf,inf
50,inf,inf,inf,inf
51,inf,inf,inf,inf
53,inf,inf,inf,inf
55,25.91,21.83,4.47,11.79
56,29.68,23.47,3.88,1.89
57,7.61,20.1,19.06,20.24
65,inf,inf,inf,inf
66,inf,inf,inf,inf
69,inf,inf,inf,inf
70,85.26,82.53,2.46,2.09
71,inf,inf,inf,inf
76,inf,inf,inf,inf
77,85.08,83.8,2.21,2.26
82,inf,inf,inf,inf
83,23.64,38.68,2.24,2.5
89,inf,inf,inf,inf
95,inf,inf,inf,inf
96,inf,inf,inf,inf
99,inf,inf,inf,inf
103,inf,inf,inf,inf
105,inf,inf,inf,inf
112,inf,inf,inf,inf
114,90.74,89.78,0.79,2.97
122,inf,inf,inf,inf
124,inf,inf,inf,inf
135,inf,inf,inf,inf
141,inf,inf,inf,inf
145,inf,inf,inf,inf
146,inf,inf,inf,inf
151,18.72,24.54,2.05,2.6
157,53.78,48.32,50.84,48.94
167,inf,inf,inf,inf
171,inf,inf,inf,inf
175,2.88,8.44,1.45,2.54
179,0.03,12.41,15.66,20.2
181,38.69,28.74,38.08,39.16
182,24.23,10.09,43.24,33.93
183,2.33,7.34,25.57,9.36
185,inf,inf,inf,inf
188,inf,inf,inf,inf
190,inf,inf,inf,inf
201,29.35,28.03,25.94,26.19
203,39.22,32.68,44.94,37.28
207,36.82,32.19,51.5,47.21
209,inf,inf,inf,inf
215,inf,inf,inf,inf
218,88.97,86.93,1.17,1.22
219,inf,inf,inf,inf
222,inf,inf,inf,inf
224,21.49,5.75,22.23,24.65
231,29.39,31.44,26.68,24.38
233,inf,inf,inf,inf
236,inf,inf,inf,inf
239,85.81,84.22,3.1,2.89
244,inf,inf,inf,inf
245,inf,inf,inf,inf
246,48.48,43.19,1.19,5.71
247,inf,inf,inf,inf
255,15.71,8.65,8.52,16.21
260,86.91,84.22,0.63,0.66
268,inf,inf,inf,inf
269,inf,inf,inf,inf
270,inf,inf,inf,inf
272,inf,inf,inf,inf
277,inf,inf,inf,inf
278,inf,inf,inf,inf
281,inf,inf,inf,inf
282,93.31,90.83,2.31,0.92
283,inf,inf,inf,inf
286,inf,inf,inf,inf
290,87.07,84.01,2.89,1.19
291,inf,inf,inf,inf
293,inf,inf,inf,inf
296,inf,inf,inf,inf
301,inf,inf,inf,inf
305,92.38,88.62,0.67,2.33
307,inf,inf,inf,inf
308,inf,inf,inf,inf
313,inf,inf,inf,inf
321,2.63,5.78,1.92,2.15
324,5.97,4.85,18.5,17.49
326,14.62,11.1,13.5,4.81
333,84.12,82.46,2.25,3.06
335,inf,inf,inf,inf
339,inf,inf,inf,inf
341,inf,inf,inf,inf
346,0.65,0.66,16.57,10.76
347,3.74,5.98,8.27,9.96
349,49.01,45.25,36.38,40.92
359,inf,inf,inf,inf
364,inf,inf,inf,inf
365,inf,inf,inf,inf
368,17.1,15.0,2.11,2.81
371,50.83,50.28,45.73,44.33
372,3.25,5.03,15.71,14.87
374,23.05,12.79,6.89,7.18
376,30.73,31.01,2.21,5.9
377,inf,inf,inf,inf
379,84.34,84.39,2.04,2.62
381,inf,inf,inf,inf
383,inf,inf,inf,inf
384,inf,inf,inf,inf
389,inf,inf,inf,inf
390,inf,inf,inf,inf
391,23.68,25.58,0.67,3.75
392,15.68,19.21,1.02,6.15
395,20.98,16.03,5.85,4.89
401,inf,inf,inf,inf
402,inf,inf,inf,inf
406,inf,inf,inf,inf
410,inf,inf,inf,inf
413,80.56,85.67,0.97,3.37
415,inf,inf,inf,inf
422,1.31,2.23,2.04,10.22
426,inf,inf,inf,inf
427,84.8,84.39,2.86,3.29
430,inf,inf,inf,inf
432,inf,inf,inf,inf
