,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2021-06-01,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2021-06-02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-06-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0
2021-06-04,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0
2021-06-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
2021-06-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
2021-06-07,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0
2021-06-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
2021-06-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0
2021-06-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0
2021-06-11,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
2021-06-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0
2021-06-13,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0
2021-06-14,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0
2021-06-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
2021-06-16,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0
2021-06-17,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
2021-06-18,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0
2021-06-19,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
2021-06-20,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2021-06-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0
2021-06-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2021-06-23,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
2021-06-24,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
2021-06-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-06-26,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0
2021-06-27,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-06-28,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0
2021-06-29,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0
2021-06-30,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2021-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
2021-07-02,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
2021-07-03,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
2021-07-04,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
2021-07-05,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
2021-07-06,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
2021-07-07,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,1.0
2021-07-08,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0
2021-07-09,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,8.0,8.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0
2021-07-10,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0
2021-07-11,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,5.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-07-12,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-07-13,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0
2021-07-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,7.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0
2021-07-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0
2021-07-16,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
2021-07-17,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0
2021-07-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,6.0,10.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0
2021-07-19,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,11.0,5.0,6.0,6.0,5.0,3.0,10.0,3.0,2.0,1.0,1.0
2021-07-20,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,11.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0
2021-07-21,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,8.0,5.0,6.0,7.0,6.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0
2021-07-22,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,4.0,5.0,7.0,6.0,7.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0
2021-07-23,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0
2021-07-24,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0
2021-07-25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,2.0,4.0,5.0,6.0,6.0,5.0,3.0,1.0,3.0,2.0,2.0
2021-07-27,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,3.0,2.0,2.0,2.0,1.0
2021-07-28,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,6.0,12.0,5.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0
2021-07-29,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0
2021-07-30,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
