,äÓñ{ïœêîÇÃÇ›,+ê›íËâ∑ìx,+ãÛí≤â“ì≠éûä‘,ëSïœêîÇ†ÇË
6,34.78,30.93,1.14,5.51
9,2.04,24.68,11.78,2.26
16,42.71,28.89,8.18,3.15
19,58.0,25.8,19.52,16.6
25,48.19,45.71,11.01,6.91
44,12.44,43.01,0.61,1.58
45,67.89,66.51,1.83,2.41
54,115.62,126.28,15.45,10.1
57,18.22,21.83,11.44,3.61
59,1.53,12.08,7.86,3.53
65,30.35,17.9,24.46,2.08
66,110.67,62.25,11.42,14.97
68,50.11,38.96,95.38,95.05
72,15.44,31.64,9.39,11.88
73,15.68,20.14,25.64,2.23
74,33.12,18.87,3.32,1.72
77,37.13,17.57,9.87,6.56
82,13.45,25.31,6.95,0.67
83,67.51,76.92,9.33,10.01
86,23.54,52.21,53.44,19.94
87,6.68,8.34,35.85,17.02
93,98.77,56.97,12.04,14.02
94,62.53,1.22,1.2,6.6
98,141.68,154.24,2.26,8.35
101,81.24,38.6,28.33,7.07
103,3.0,4.49,2.34,4.28
104,9.02,11.69,11.57,11.63
106,12.32,7.05,11.3,6.08
107,57.29,73.86,16.97,3.86
108,192.46,127.88,166.28,79.81
112,244.67,144.82,27.37,81.94
113,306.43,235.58,159.52,37.8
114,36.98,81.24,25.07,8.31
115,218.16,126.18,97.92,86.64
119,8.32,8.11,2.5,0.44
120,0.72,0.9,19.12,32.76
122,15.06,13.92,27.82,49.83
131,20.1,22.06,15.55,17.71
133,1.05,1.2,1.77,1.94
136,61.74,31.99,4.46,2.14
138,150.93,155.91,1.16,0.21
142,91.49,87.63,60.53,20.46
145,3.58,2.7,0.42,6.9
147,0.74,5.84,0.62,0.88
150,8.29,26.77,15.94,23.65
152,38.93,40.02,15.7,22.81
157,103.09,86.76,4.85,4.34
159,30.62,119.26,5.93,1.09
160,0.0,1.22,2.11,1.27
163,87.88,143.99,22.34,7.48
165,20.06,20.52,8.94,0.7
169,270.56,279.75,14.5,4.68
170,57.64,36.63,39.89,31.03
173,10.62,7.49,2.7,0.45
176,28.01,29.41,11.4,19.44
183,52.23,21.53,8.89,0.93
187,29.96,30.7,25.49,21.98
194,93.16,62.71,2.42,7.47
197,281.19,211.11,8.48,16.53
202,48.06,27.18,2.87,2.95
204,1474.32,1503.32,23.21,10.12
208,116.88,52.2,6.46,12.29
211,54.74,54.95,2.6,1.16
212,107.08,72.24,16.63,27.56
215,91.98,121.49,1.98,6.58
217,120.37,137.08,15.75,9.85
218,41.55,37.17,0.42,6.13
227,80.06,73.89,20.77,4.1
230,40.94,32.16,0.34,0.44
231,57.74,57.99,10.63,4.04
232,2.41,7.04,7.23,3.28
238,16.49,15.1,21.53,23.11
242,26.99,27.17,1.98,2.74
244,23.58,30.38,17.49,11.12
249,1.71,1.44,1.29,1.46
251,2.28,1.06,4.68,4.39
253,0.25,0.49,1.42,1.66
254,6.03,57.51,15.63,11.83
255,181.53,196.7,25.32,48.05
259,5.56,2.65,4.67,9.29
261,25.81,30.81,0.6,0.94
266,9.05,8.23,3.26,1.92
269,18.47,78.76,19.73,15.58
270,27.83,25.45,3.65,3.34
274,538.37,685.33,10.03,10.45
275,61.61,147.02,10.05,14.37
276,29.15,15.91,3.99,2.2
278,24.2,19.46,3.47,4.96
280,24.9,25.57,17.91,17.76
287,5.83,5.91,3.37,1.61
293,3.85,1.91,1.42,3.18
295,0.69,0.9,3.14,0.84
302,0.82,2.98,2.25,2.65
308,0.54,3.13,2.68,3.97
311,192.14,162.95,5.49,21.24
315,21.88,24.47,19.36,20.2
317,44.71,41.57,1.98,4.22
318,250.75,154.58,0.86,15.58
320,4.61,2.91,6.15,5.19
321,2.63,6.26,1.08,1.64
324,159.83,80.96,5.18,4.3
332,27.11,15.43,2.46,7.61
337,0.56,0.0,5.83,5.41
338,27.55,27.25,20.84,16.81
340,8.7,8.21,2.76,4.49
341,4.17,4.02,1.78,2.61
351,0.36,0.27,9.11,7.37
358,3.04,0.22,1.4,2.05
362,89.87,89.39,50.21,47.68
366,12.56,19.42,14.16,16.49
367,34.68,32.56,20.13,11.69
370,0.4,5.05,16.39,12.07
372,16.08,10.35,2.71,12.1
375,43.99,5.42,49.89,9.77
377,0.08,5.76,11.45,10.56
378,48.99,37.82,1.58,3.16
383,55.45,69.49,33.26,9.36
390,43.66,62.87,35.72,10.75
391,41.41,32.38,9.15,3.19
394,52.15,68.89,5.76,10.57
398,102.07,141.14,5.1,1.01
400,53.13,72.83,4.32,9.5
402,28.48,45.19,3.31,8.09
403,7.93,68.8,19.22,6.36
404,12.81,6.0,2.05,2.14
409,29.95,34.91,1.97,7.5
410,5.19,20.92,1.09,1.1
411,64.43,17.73,4.37,49.99
418,27.07,16.35,28.42,63.56
421,17.74,15.99,32.89,32.19
426,10.43,20.14,10.25,10.29
430,6.6,6.22,14.27,5.45
434,15.63,15.33,9.92,15.5
435,16.7,16.97,4.2,7.45
436,31.09,26.24,13.1,11.71
439,47.15,33.49,3.24,2.66
440,3.96,4.99,14.39,17.73
444,44.04,28.64,1.64,8.46
446,24.15,14.73,6.17,3.94
448,24.74,31.59,9.92,15.1
454,3.23,9.57,39.32,25.36
457,35.11,40.14,51.5,54.76
459,111.43,77.23,20.24,2.76
460,16.12,9.83,0.77,3.2
464,15.42,17.22,23.76,20.47
467,54.39,8.55,15.97,21.04
468,71.71,16.57,8.46,10.0
470,21.99,31.96,6.83,1.28
473,1.24,8.47,3.57,8.5
475,5.61,2.68,31.44,21.01
476,8.24,13.19,5.97,8.63
483,38.96,32.99,52.87,66.51
487,35.38,59.84,25.42,0.25
492,2.15,2.13,1.1,0.43
493,215.8,208.6,39.59,39.74
497,10.74,12.48,8.06,9.43
498,8.16,5.77,3.82,5.06
499,3.5,6.58,2.05,3.48
508,107.13,128.87,42.71,40.09
509,55.1,50.48,67.43,13.37
510,10.93,11.46,19.82,12.45
512,5.93,4.37,0.86,0.99
514,1.57,1.08,1.67,1.33
515,158.06,185.93,91.56,51.27
519,22.51,25.25,12.47,5.86
524,46.03,47.26,49.29,51.9
533,32.74,41.51,13.64,8.88
537,18.02,9.12,1.5,10.85
541,49.15,27.15,3.35,0.5
544,111.56,67.95,12.94,5.07
546,54.73,39.44,2.78,0.88
547,7.16,14.17,23.76,26.56
551,71.58,48.18,15.15,6.96
553,4.98,39.05,5.26,1.51
557,27.44,20.99,1.99,0.47
560,259.34,271.57,12.9,3.24
562,12.83,21.41,0.59,0.71
572,52.36,17.65,0.96,9.45
573,186.49,185.51,33.46,22.0
578,98.06,72.8,15.31,3.07
584,52.59,52.67,21.05,17.75
595,79.82,77.57,5.88,17.58
597,5.21,31.7,18.05,9.55
598,0.29,27.73,15.76,7.25
601,80.64,85.85,0.57,14.55
602,18.19,13.64,1.94,5.46
607,12.98,26.14,11.91,16.95
608,21.25,20.49,4.43,6.48
614,192.95,227.27,17.03,9.87
625,17.43,13.92,7.78,4.99
629,16.07,21.68,4.2,2.33
631,14.6,17.95,8.95,7.69
633,18.55,23.2,10.93,12.53
634,29.32,20.43,9.47,3.27
637,38.49,33.31,6.02,13.6
643,18.06,13.74,4.22,4.44
645,3.83,3.33,1.82,2.16
646,8.0,7.78,3.54,3.7
650,41.07,4.27,1.21,8.18
654,4.96,0.69,4.37,1.66
658,5.34,4.06,1.64,2.01
668,33.17,27.61,4.03,5.24
670,4.09,23.86,1.46,2.02
677,88.04,179.42,29.28,28.42
680,2.02,3.43,0.33,2.45
681,16.73,24.46,9.43,1.85
683,6.57,1.0,1.7,5.07
684,15.16,24.85,6.57,18.75
685,18.83,22.68,22.87,18.04
686,27.09,34.44,14.25,23.12
688,7.24,4.65,2.28,3.71
689,10.26,7.74,3.43,4.24
698,2.91,11.49,0.69,0.18
706,1.33,3.96,1.25,0.18
711,0.37,0.91,8.93,5.38
718,119.63,97.43,6.7,1.48
719,18.55,8.62,1.16,4.24
723,21.33,45.6,0.22,1.96
729,26.73,11.9,26.61,14.63
