,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,11.44,11.0,11.22
13,13.91,14.0,15.97
18,24.67,25.0,26.33
20,20.65,24.0,22.77
25,23.13,20.0,24.44
28,19.23,22.0,23.5
29,14.23,16.0,15.07
30,2.16,7.0,2.07
31,26.33,3.0,25.04
34,50.95,46.0,48.77
39,26.0,27.0,28.1
40,45.98,60.0,45.39
42,33.26,35.0,35.74
46,30.51,23.0,29.56
47,34.29,23.0,32.25
52,29.42,25.0,28.39
54,35.46,42.0,38.59
57,48.8,49.0,50.56
59,26.02,24.0,24.3
60,47.78,46.0,46.7
64,13.21,14.0,14.12
70,13.41,12.0,9.83
71,14.95,15.0,18.16
75,12.81,11.0,8.5
81,21.84,18.0,19.35
86,5.12,6.0,3.09
88,17.96,16.0,17.14
90,10.77,13.0,12.37
91,11.47,13.0,16.28
98,44.96,47.0,45.22
99,44.79,30.0,44.0
108,37.54,31.0,37.35
109,47.58,54.0,46.65
123,40.41,44.0,40.73
124,12.64,12.0,11.9
127,15.7,12.0,14.83
128,11.38,11.0,13.49
131,15.19,13.0,12.98
132,11.58,8.0,6.8
133,13.64,10.0,6.84
151,5.72,3.0,5.22
152,21.93,23.0,22.42
154,23.65,25.0,22.88
155,46.14,25.0,46.52
157,34.63,36.0,35.58
159,47.27,46.0,46.6
164,34.32,34.0,35.23
165,35.59,32.0,35.17
166,34.01,33.0,33.27
170,40.63,44.0,38.56
173,38.46,43.0,38.31
175,39.64,40.0,36.26
177,36.48,34.0,36.29
181,32.6,35.0,34.78
182,34.97,35.0,34.2
184,34.67,36.0,35.27
