,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,5.23,4.7
8,13.32,4.27
9,183.14,133.04
10,32.32,34.5
11,1.07,13.16
15,1.53,8.93
16,40.57,2.74
18,4.58,0.58
22,317.41,236.42
26,33.04,2.9
28,13.46,7.1
29,3.04,5.65
31,967.27,935.24
33,8.67,0.78
37,21.62,18.9
52,20.69,20.24
56,25.91,24.99
62,7.29,3.18
64,22.0,15.59
69,0.91,2.71
71,13.87,10.7
72,17.92,43.53
73,33.48,49.38
75,6.63,17.24
76,11.55,5.11
78,7.44,4.4
79,7.65,5.06
93,16.38,2.6
96,46.04,40.97
97,4.92,7.78
105,17.84,13.3
106,6.22,3.22
109,14.1,12.52
116,14.36,10.12
119,3.56,3.48
123,8.53,7.59
125,17.86,6.38
126,2.8,11.1
128,14.62,2.32
131,6.88,1.27
136,56.52,21.91
138,75.35,35.31
148,3.32,8.33
152,2.54,1.01
156,2.12,0.44
158,0.92,2.02
160,3.62,1.7
163,5.18,2.65
165,2.57,1.63
166,1.53,0.15
169,13.25,12.47
170,6.66,10.41
171,9.04,8.94
180,5.0,2.97
183,0.62,1.72
184,10.15,5.85
