,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,8.53,9.0,8.73
1,7.89,8.0,5.39
2,3.85,3.0,3.64
3,2.5,4.0,3.27
4,8.72,11.0,9.2
6,13.7,13.0,14.39
7,10.63,12.0,11.24
12,15.36,14.0,13.99
13,13.15,14.0,14.42
14,16.27,15.0,16.2
17,6.35,3.0,4.84
19,22.47,27.0,22.1
20,23.97,24.0,24.31
21,9.16,3.0,7.29
23,7.81,10.0,6.96
24,7.96,11.0,11.05
25,19.46,20.0,20.24
27,19.76,21.0,18.78
30,7.14,7.0,4.54
32,39.73,40.0,38.76
34,47.2,46.0,46.15
35,42.49,46.0,44.18
36,44.16,46.0,44.98
38,25.08,26.0,26.08
39,28.59,27.0,28.87
40,49.85,60.0,50.22
41,45.0,44.0,46.48
42,33.72,35.0,35.57
43,28.65,29.0,28.64
44,23.81,21.0,23.73
45,20.85,19.0,22.3
46,26.6,23.0,26.78
47,28.24,23.0,28.8
48,36.57,37.0,34.85
49,39.8,39.0,38.98
50,41.81,41.0,43.06
51,26.52,24.0,26.25
53,39.05,40.0,39.28
54,39.04,42.0,39.88
55,45.02,43.0,44.5
57,46.01,49.0,46.84
58,34.09,32.0,35.88
59,26.11,24.0,25.23
60,46.73,46.0,46.74
61,36.35,38.0,36.78
63,18.51,20.0,19.52
65,8.62,14.0,10.67
66,5.87,8.0,4.01
67,13.27,13.0,12.71
68,16.33,16.0,17.32
70,11.66,12.0,11.07
74,10.73,13.0,12.27
77,10.73,11.0,11.18
80,3.39,3.0,1.97
81,18.73,18.0,17.76
82,14.66,12.0,13.35
83,17.02,16.0,18.61
84,4.92,3.0,3.32
85,4.88,3.0,4.16
86,5.04,6.0,4.06
87,7.29,11.0,10.54
88,17.16,16.0,17.17
89,16.5,15.0,17.01
90,11.11,13.0,11.9
91,11.55,13.0,13.66
92,15.62,15.0,13.08
94,18.32,6.0,18.86
95,38.5,41.0,39.13
98,44.21,47.0,43.35
99,40.44,30.0,40.73
100,30.11,32.0,30.16
101,34.24,39.0,34.67
102,36.49,37.0,36.11
103,49.79,51.0,50.59
104,47.78,49.0,47.95
107,38.81,43.0,37.66
108,35.35,31.0,34.76
110,46.59,46.0,47.39
111,47.41,45.0,48.64
112,48.5,50.0,49.05
113,48.92,51.0,48.83
114,33.04,34.0,33.81
115,26.96,30.0,27.62
117,39.16,38.0,37.19
118,44.99,45.0,43.92
120,44.5,46.0,45.49
121,38.43,40.0,37.55
122,36.23,37.0,34.76
124,9.68,12.0,11.38
127,12.73,12.0,12.43
129,6.04,8.0,4.2
130,4.11,3.0,2.86
132,10.22,8.0,7.1
133,10.25,10.0,10.56
134,10.31,10.0,9.75
135,9.1,8.0,7.14
137,3.75,3.0,3.08
139,9.37,11.0,10.64
140,12.03,13.0,12.5
141,15.28,16.0,15.74
142,16.91,17.0,17.42
143,5.64,6.0,4.34
144,5.1,3.0,3.44
145,10.85,13.0,13.0
146,11.51,12.0,12.6
147,18.26,17.0,18.73
149,20.56,19.0,21.48
150,7.89,7.0,5.97
151,5.28,3.0,4.25
153,24.77,22.0,24.73
154,25.7,25.0,25.82
155,37.81,25.0,38.75
157,35.68,36.0,35.43
159,46.48,46.0,46.76
161,45.54,49.0,45.0
162,45.85,47.0,46.43
164,35.49,34.0,37.12
167,43.8,42.0,40.97
168,43.29,45.0,43.17
172,32.79,32.0,33.21
173,41.29,43.0,41.28
174,36.91,38.0,37.26
175,37.8,40.0,38.29
176,35.95,36.0,35.43
177,33.69,34.0,33.78
178,28.19,30.0,28.65
179,25.09,26.0,24.9
181,34.17,35.0,35.57
182,34.66,35.0,32.84
185,31.04,30.0,30.97
