,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,5.26,3.02
1,1.37,32.64
2,28.38,21.38
3,37.38,18.16
4,20.7,16.32
6,5.41,10.72
7,11.45,6.31
12,9.68,0.04
13,6.08,3.03
14,8.49,7.98
17,111.58,61.3
19,16.77,18.16
20,0.11,1.31
21,205.27,143.11
23,21.91,30.38
24,27.68,0.49
25,2.68,1.21
27,5.93,10.56
30,2.03,35.16
32,0.68,3.1
34,2.6,0.33
35,7.64,3.95
36,4.01,2.23
38,3.53,0.31
39,5.89,6.94
40,16.92,16.3
41,2.28,5.64
42,3.66,1.62
43,1.21,1.23
44,13.37,13.0
45,9.75,17.38
46,15.64,16.43
47,22.78,25.21
48,1.17,5.82
49,2.06,0.05
50,1.98,5.03
51,10.5,9.39
53,2.39,1.8
54,7.05,5.06
55,4.69,3.49
57,6.11,4.4
58,6.54,12.13
59,8.8,5.13
60,1.58,1.6
61,4.34,3.21
63,7.46,2.38
65,38.45,23.79
66,26.57,49.83
67,2.09,2.25
68,2.03,8.23
70,2.81,7.76
74,17.43,5.6
77,2.42,1.67
80,13.07,34.21
81,4.04,1.35
82,22.18,11.27
83,6.35,16.31
84,63.99,10.74
85,62.65,38.63
86,16.02,32.29
87,33.73,4.15
88,7.27,7.29
89,9.97,13.4
90,14.54,8.43
91,11.15,5.11
92,4.13,12.78
94,205.27,214.34
95,6.09,4.57
98,5.95,7.76
99,34.81,35.75
100,5.91,5.76
101,12.22,11.1
102,1.37,2.4
103,2.37,0.81
104,2.48,2.14
107,9.74,12.43
108,14.05,12.14
110,1.27,3.03
111,5.36,8.1
112,3.0,1.91
113,4.07,4.26
114,2.81,0.57
115,10.14,7.92
117,3.06,2.13
118,0.02,2.39
120,3.26,1.11
121,3.92,6.12
122,2.07,6.04
124,19.33,5.16
127,6.11,3.62
129,24.48,47.44
130,37.05,4.56
132,27.72,11.24
133,2.47,5.58
134,3.11,2.51
135,13.75,10.79
137,24.89,2.75
139,14.83,3.28
140,7.48,3.88
141,4.47,1.6
142,0.54,2.49
143,6.05,27.71
144,69.97,14.62
145,16.51,0.03
146,4.05,5.0
147,7.39,10.15
149,8.22,13.07
150,12.78,14.65
151,75.91,41.73
153,12.58,12.4
154,2.82,3.29
155,51.25,55.01
157,0.89,1.58
159,1.04,1.65
161,7.06,8.16
162,2.44,1.21
164,4.37,9.18
167,4.28,2.45
168,3.79,4.07
172,2.46,3.77
173,3.98,4.01
174,2.87,1.94
175,5.51,4.29
176,0.13,1.57
177,0.9,0.65
178,6.03,4.5
179,3.49,4.22
181,2.36,1.63
182,0.97,6.17
185,3.48,3.24
