,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,3.94,8.44
3,96.25,14.13
6,8.14,26.23
8,24.96,16.01
9,36.44,5.9
10,18.99,26.53
11,12.28,22.45
12,4.24,1.56
13,15.78,14.17
15,6.42,12.2
16,174.72,21.59
19,34.12,24.16
20,15.54,6.11
21,26.49,11.8
22,19.54,36.2
23,14.91,26.21
24,16.35,18.66
25,41.29,17.66
27,10.61,11.06
30,85.66,24.66
31,106.5,24.09
33,97.76,4.29
34,20.57,19.56
35,37.12,31.58
36,6.72,12.18
39,82.4,1.07
40,47.12,47.81
42,2.28,0.03
43,14.9,4.84
44,5.92,1.37
45,10.16,0.8
46,160.69,108.15
48,18.44,8.27
50,32.61,9.81
51,141.37,15.19
52,161.6,28.42
53,109.61,25.35
54,151.46,10.6
56,3.34,4.37
57,10.77,3.57
58,16.81,6.96
59,17.82,9.75
61,84.21,44.11
62,79.44,4.88
63,58.98,17.21
64,4.95,9.0
65,46.06,71.64
66,8.38,21.52
67,80.22,26.7
70,45.01,9.92
71,87.89,14.33
73,16.9,42.36
74,12.53,18.79
77,11.89,24.72
78,1.61,9.98
79,17.97,9.21
81,20.55,3.81
83,13.39,20.43
84,17.83,10.52
85,39.49,5.11
86,79.16,19.49
87,2.22,21.37
88,71.03,32.84
90,18.43,4.62
91,55.48,13.5
92,12.14,23.99
93,3.16,26.04
94,11.54,14.7
97,15.35,9.75
98,45.43,1.12
99,25.79,2.8
100,53.75,17.16
101,7.74,13.61
102,35.12,0.37
103,2.4,16.06
104,49.07,6.0
109,40.34,9.31
110,219.26,93.81
111,93.57,45.65
112,22.13,39.11
113,5.96,5.4
114,12.28,6.35
117,37.55,26.23
118,118.45,4.72
119,4.94,24.29
