,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,36.62,29.0,36.62
4,44.58,30.0,44.58
19,75.41,77.0,75.41
20,56.75,70.0,56.75
22,64.57,72.0,64.57
27,51.07,83.0,51.07
30,47.61,97.0,47.61
32,72.31,62.0,72.31
35,59.68,55.0,59.68
41,73.28,53.0,73.28
44,45.73,35.0,45.73
45,40.66,39.0,40.66
46,48.93,29.0,48.93
47,51.4,31.0,51.4
52,59.36,44.0,59.36
54,63.25,58.0,63.25
55,74.75,67.0,74.75
56,70.68,70.0,70.68
58,69.7,64.0,69.7
61,52.61,77.0,52.61
64,40.17,49.0,40.17
69,49.2,54.0,49.2
72,52.18,51.0,52.18
76,42.87,36.0,42.87
79,38.94,34.0,38.94
81,57.59,52.0,57.59
84,43.44,35.0,43.44
90,41.05,34.0,41.05
91,37.78,43.0,37.78
92,47.51,47.0,47.51
94,43.61,47.0,43.61
98,64.87,53.0,64.87
102,82.03,90.0,82.03
104,76.2,87.0,76.2
106,74.73,98.0,74.73
108,72.9,83.0,72.9
111,71.83,70.0,71.83
119,73.98,81.0,73.98
