,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,12.88,18.0,17.3
1,13.19,5.0,9.52
4,13.78,16.0,17.03
5,21.1,12.0,17.47
7,15.63,18.0,17.93
9,45.14,67.0,51.16
10,37.61,53.0,36.73
11,31.07,25.0,26.56
13,19.0,22.0,19.94
14,25.65,27.0,30.92
15,36.89,37.0,39.7
17,38.89,38.0,34.48
18,48.3,52.0,49.0
19,50.22,60.0,52.79
20,49.64,46.0,52.56
22,52.98,79.0,57.58
23,41.93,52.0,42.5
25,36.38,39.0,42.83
26,28.84,36.0,31.08
27,39.53,61.0,44.86
29,28.27,27.0,30.55
30,33.39,11.0,26.62
31,41.87,44.0,40.03
32,36.12,35.0,37.97
33,36.83,36.0,38.47
34,43.2,44.0,42.0
35,40.89,40.0,42.21
36,40.24,47.0,42.17
37,35.44,35.0,37.95
38,31.3,32.0,32.62
39,31.6,31.0,30.53
41,38.96,37.0,41.01
42,16.55,13.0,12.78
43,13.77,14.0,16.04
44,12.82,16.0,11.76
45,14.27,10.0,14.71
46,9.24,4.0,6.87
47,13.49,16.0,17.47
48,26.14,25.0,29.02
49,29.63,29.0,33.34
50,31.68,24.0,28.96
51,28.3,14.0,22.22
52,33.46,20.0,34.34
55,42.24,42.0,41.47
57,46.39,48.0,47.92
59,39.12,44.0,41.1
60,49.42,51.0,47.95
61,25.31,27.0,27.93
62,18.67,22.0,18.68
64,14.09,8.0,9.06
66,20.87,17.0,22.33
67,14.48,11.0,15.23
69,17.37,21.0,18.88
72,34.12,37.0,35.67
74,10.19,12.0,9.4
75,10.94,8.0,9.74
76,9.99,10.0,9.01
77,11.73,9.0,7.53
79,11.4,6.0,10.1
80,28.87,23.0,22.75
81,34.89,32.0,33.75
82,18.03,21.0,17.48
85,22.13,19.0,23.29
88,24.57,16.0,23.34
89,34.68,32.0,36.45
90,14.2,16.0,14.29
92,25.64,34.0,22.55
95,29.25,21.0,28.6
96,30.27,36.0,29.07
97,40.27,39.0,40.28
99,42.21,28.0,37.25
100,37.25,49.0,37.28
101,42.38,42.0,43.85
102,45.72,47.0,44.29
105,50.7,65.0,48.93
106,49.15,65.0,50.17
107,52.54,60.0,54.91
108,54.74,73.0,53.08
109,44.06,27.0,40.54
112,43.22,36.0,43.73
113,46.9,48.0,44.45
119,50.25,51.0,49.31
121,49.85,41.0,46.55
122,52.81,75.0,54.58
124,9.4,8.0,6.91
125,12.04,13.0,12.61
126,15.95,16.0,20.91
127,9.58,8.0,7.85
129,9.33,11.0,8.14
130,13.84,9.0,12.48
131,8.71,5.0,6.38
132,7.33,6.0,6.38
135,8.0,8.0,7.38
136,11.09,11.0,7.59
137,13.91,9.0,17.47
138,7.96,8.0,6.97
139,8.23,3.0,7.29
140,10.74,12.0,14.14
141,15.82,11.0,15.23
142,22.99,26.0,22.35
143,20.23,16.0,18.28
144,22.84,26.0,28.18
145,9.04,10.0,6.88
146,16.19,19.0,16.46
147,26.52,23.0,21.62
148,32.6,29.0,25.56
149,27.49,27.0,34.19
150,32.69,28.0,29.89
151,43.36,48.0,43.65
155,28.99,30.0,28.91
156,30.13,20.0,26.75
157,33.46,34.0,40.63
158,33.15,41.0,39.38
161,31.2,33.0,33.73
162,28.6,23.0,32.66
163,24.57,20.0,23.02
164,22.89,0.0,17.52
165,34.59,31.0,27.24
166,23.66,24.0,27.18
167,26.12,19.0,22.59
168,21.15,18.0,20.6
169,21.12,20.0,27.09
171,30.07,24.0,24.95
172,35.46,31.0,32.29
173,18.45,18.0,16.47
175,19.96,17.0,19.35
176,15.92,15.0,15.38
179,22.42,16.0,21.95
180,13.03,10.0,7.39
182,16.94,13.0,16.15
183,20.24,19.0,18.03
186,35.3,28.0,27.32
187,33.87,45.0,39.84
191,14.5,16.0,13.88
192,19.05,15.0,18.21
193,37.64,43.0,48.49
194,28.12,21.0,21.88
195,33.25,32.0,38.87
196,34.7,33.0,36.52
201,43.95,38.0,43.15
202,43.29,47.0,43.34
203,43.77,47.0,43.34
206,47.12,67.0,52.61
207,50.83,77.0,55.08
208,38.52,24.0,28.37
210,33.81,42.0,36.76
212,19.57,15.0,19.86
213,20.92,29.0,21.27
214,45.15,54.0,51.59
215,32.58,34.0,36.63
216,37.75,33.0,34.6
217,29.55,36.0,33.53
218,29.24,37.0,36.48
219,30.69,33.0,27.87
220,29.24,22.0,29.95
221,40.89,56.0,46.72
222,32.96,40.0,36.94
223,10.59,11.0,12.18
224,12.59,9.0,8.94
225,21.45,16.0,19.52
228,31.29,29.0,30.34
229,24.64,20.0,22.5
231,31.08,28.0,28.26
232,26.38,23.0,23.26
234,16.15,16.0,14.11
236,14.83,19.0,15.3
237,25.17,20.0,20.15
240,27.2,28.0,25.84
241,40.33,35.0,38.82
242,45.53,30.0,42.49
244,28.18,30.0,29.9
246,26.32,23.0,25.81
247,29.94,30.0,34.07
