,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,inf,inf
2,inf,inf
3,40.34,15.32
4,inf,inf
5,inf,inf
7,5.76,4.92
9,2.16,1.79
11,2.42,0.46
12,2.92,0.76
14,6.2,2.86
15,0.87,1.05
17,2.14,0.84
18,inf,inf
19,inf,inf
20,inf,inf
22,76.21,59.4
23,inf,inf
24,inf,inf
25,inf,inf
26,inf,inf
27,inf,inf
28,82.54,14.99
29,inf,inf
30,inf,inf
31,19.4,21.1
32,1.4,3.45
34,1.35,1.12
36,0.61,0.34
37,6.34,5.18
38,3.25,1.66
40,8.48,6.17
43,47.48,20.26
45,inf,inf
46,inf,inf
47,77.17,15.48
48,inf,inf
50,inf,inf
51,inf,inf
52,83.19,6.42
54,inf,inf
56,5.11,4.39
57,6.99,4.0
58,6.07,0.98
60,0.21,0.1
61,2.98,2.54
62,1.82,2.45
63,1.07,1.83
65,4.53,2.27
66,69.93,7.49
68,inf,inf
71,inf,inf
72,80.48,7.88
73,inf,inf
75,inf,inf
76,inf,inf
78,inf,inf
79,34.92,14.39
80,17.78,16.87
81,0.21,2.43
84,1.23,0.38
85,1.56,0.6
86,0.28,0.96
87,13.44,9.22
88,4.73,1.91
89,2.31,2.25
91,75.82,16.09
92,inf,inf
93,inf,inf
96,inf,inf
97,81.84,1.27
98,inf,inf
100,inf,inf
101,inf,inf
103,inf,inf
106,14.26,7.77
108,35.95,24.38
109,39.67,23.16
111,18.77,16.72
112,11.96,4.19
114,77.5,39.31
115,inf,inf
116,inf,inf
118,inf,inf
119,69.18,2.8
120,inf,inf
121,inf,inf
122,inf,inf
123,inf,inf
124,inf,inf
126,inf,inf
128,inf,inf
129,inf,inf
130,inf,inf
131,42.08,10.97
135,inf,inf
136,52.12,29.47
138,inf,inf
139,inf,inf
140,inf,inf
142,76.52,0.25
144,inf,inf
145,inf,inf
146,inf,inf
147,inf,inf
148,79.28,1.73
149,inf,inf
150,inf,inf
151,inf,inf
152,155.65,139.62
153,7.48,3.49
154,6.65,5.23
155,3.69,2.69
156,1.43,0.06
157,0.47,1.1
160,6.49,3.41
163,inf,inf
165,inf,inf
166,inf,inf
167,79.26,7.23
169,inf,inf
170,inf,inf
171,inf,inf
173,71.97,20.75
174,inf,inf
175,9.13,4.22
176,3.31,2.68
178,1.0,0.09
179,1.74,0.5
180,0.86,0.41
181,0.72,0.78
182,2.64,1.89
183,6.53,2.23
185,1.26,0.41
186,inf,inf
187,inf,inf
188,inf,inf
189,inf,inf
192,inf,inf
193,inf,inf
194,inf,inf
196,85.13,8.34
199,11.58,10.84
201,2.07,0.44
203,4.09,2.04
204,0.05,0.43
205,0.16,0.87
206,1.21,1.32
207,8.38,5.21
210,inf,inf
212,49.94,0.22
213,inf,inf
214,inf,inf
216,inf,inf
217,86.03,13.12
218,inf,inf
219,inf,inf
221,inf,inf
222,inf,inf
223,12.21,12.12
224,10.83,8.3
225,0.88,0.26
227,0.43,0.42
229,2.07,1.32
231,4.95,1.71
232,2.81,0.55
233,0.09,0.66
234,inf,inf
235,inf,inf
236,84.98,1.68
237,inf,inf
238,inf,inf
239,inf,inf
240,inf,inf
241,inf,inf
243,inf,inf
244,inf,inf
245,inf,inf
247,5.49,9.33
250,0.34,0.23
252,1.26,1.25
253,3.0,0.08
254,5.37,2.17
255,8.32,6.79
257,1.3,1.0
258,inf,inf
260,65.87,25.18
261,inf,inf
262,inf,inf
263,inf,inf
264,inf,inf
266,80.99,4.33
267,inf,inf
269,inf,inf
270,inf,inf
271,51.22,138.85
272,290.97,51.38
273,13.57,5.34
274,2.91,0.09
275,3.25,1.17
276,7.15,3.89
277,4.05,1.77
278,14.06,11.53
279,0.25,2.48
282,128.84,6.61
287,inf,inf
288,87.32,1.23
289,inf,inf
290,inf,inf
291,inf,inf
293,inf,inf
294,96.36,154.18
295,inf,inf
297,inf,inf
298,inf,inf
299,95.48,12.79
301,inf,inf
302,inf,inf
303,inf,inf
304,inf,inf
305,80.28,115.92
307,inf,inf
308,inf,inf
309,inf,inf
310,inf,inf
311,75.64,3.18
312,inf,inf
313,inf,inf
314,inf,inf
315,inf,inf
316,78.54,0.75
318,inf,inf
319,inf,inf
320,329.84,379.92
322,1.08,2.14
323,1.23,2.17
324,3.97,1.9
325,4.75,3.6
329,0.53,1.7
330,inf,inf
331,inf,inf
332,inf,inf
334,inf,inf
335,inf,inf
337,inf,inf
339,81.83,1.02
340,inf,inf
342,inf,inf
343,10.33,0.85
344,1.47,3.94
345,2.29,2.85
346,0.43,0.64
347,0.63,1.14
348,1.81,0.5
349,2.15,1.2
351,6.52,3.5
353,0.42,0.13
354,65.86,21.6
355,inf,inf
357,inf,inf
360,81.74,5.71
361,inf,inf
362,inf,inf
364,inf,inf
366,2.98,1.01
367,33.58,10.08
368,7.32,1.67
369,3.98,1.79
371,0.35,0.16
372,5.01,5.82
374,8.57,4.66
375,0.07,0.14
376,8.31,7.13
377,5.33,3.58
379,78.92,15.85
381,inf,inf
383,inf,inf
384,inf,inf
385,74.74,10.33
386,inf,inf
387,inf,inf
388,inf,inf
390,inf,inf
391,1.03,1.14
392,0.42,1.17
393,2.16,1.01
394,2.43,0.78
395,8.48,3.2
396,2.57,0.74
398,4.67,1.3
399,1.94,0.19
400,4.49,4.95
401,4.44,2.72
402,23.04,29.3
405,inf,inf
407,inf,inf
408,88.67,8.06
411,inf,inf
