,ì˙éû,é¿ê—,êÑíË,åé,îN
99,2021-04-05 03:00:00,0.0,0.0,4,2021
100,2021-04-05 04:00:00,0.0,0.0,4,2021
101,2021-04-05 05:00:00,0.0,0.0,4,2021
102,2021-04-05 06:00:00,0.0,0.0,4,2021
103,2021-04-05 07:00:00,0.0,0.0,4,2021
104,2021-04-05 08:00:00,1.0,0.96,4,2021
105,2021-04-05 09:00:00,0.0,0.0,4,2021
106,2021-04-05 10:00:00,0.0,0.0,4,2021
107,2021-04-05 11:00:00,0.0,0.0,4,2021
108,2021-04-05 12:00:00,0.0,0.0,4,2021
109,2021-04-05 13:00:00,0.0,0.0,4,2021
110,2021-04-05 14:00:00,0.0,0.0,4,2021
111,2021-04-05 15:00:00,0.0,0.0,4,2021
112,2021-04-05 16:00:00,0.0,0.0,4,2021
113,2021-04-05 17:00:00,0.0,0.0,4,2021
114,2021-04-05 18:00:00,0.0,0.0,4,2021
115,2021-04-05 19:00:00,0.0,0.0,4,2021
116,2021-04-05 20:00:00,0.0,0.0,4,2021
117,2021-04-05 21:00:00,0.0,0.0,4,2021
118,2021-04-05 22:00:00,0.0,0.0,4,2021
119,2021-04-05 23:00:00,0.0,0.0,4,2021
120,2021-04-06 00:00:00,0.0,0.0,4,2021
121,2021-04-06 01:00:00,0.0,0.0,4,2021
122,2021-04-06 02:00:00,0.0,0.0,4,2021
123,2021-04-06 03:00:00,1.0,1.01,4,2021
124,2021-04-06 04:00:00,0.0,0.0,4,2021
125,2021-04-06 05:00:00,0.0,0.0,4,2021
126,2021-04-06 06:00:00,0.0,0.0,4,2021
127,2021-04-06 07:00:00,0.0,0.0,4,2021
128,2021-04-06 08:00:00,1.0,1.2,4,2021
129,2021-04-06 09:00:00,2.0,1.39,4,2021
130,2021-04-06 10:00:00,1.0,1.12,4,2021
131,2021-04-06 11:00:00,2.0,1.33,4,2021
132,2021-04-06 12:00:00,1.0,1.12,4,2021
133,2021-04-06 13:00:00,1.0,1.09,4,2021
134,2021-04-06 14:00:00,0.0,0.0,4,2021
135,2021-04-06 15:00:00,0.0,0.0,4,2021
136,2021-04-06 16:00:00,2.0,1.27,4,2021
137,2021-04-06 17:00:00,0.0,0.0,4,2021
138,2021-04-06 18:00:00,0.0,0.0,4,2021
139,2021-04-06 19:00:00,0.0,0.0,4,2021
140,2021-04-06 20:00:00,0.0,0.0,4,2021
141,2021-04-06 21:00:00,1.0,0.99,4,2021
142,2021-04-06 22:00:00,0.0,0.0,4,2021
143,2021-04-06 23:00:00,0.0,0.0,4,2021
144,2021-04-07 00:00:00,0.0,0.0,4,2021
145,2021-04-07 01:00:00,0.0,0.0,4,2021
146,2021-04-07 02:00:00,0.0,0.0,4,2021
147,2021-04-07 03:00:00,0.0,0.0,4,2021
148,2021-04-07 04:00:00,0.0,0.0,4,2021
149,2021-04-07 05:00:00,0.0,0.0,4,2021
150,2021-04-07 06:00:00,0.0,0.0,4,2021
151,2021-04-07 07:00:00,0.0,0.0,4,2021
152,2021-04-07 08:00:00,1.0,1.15,4,2021
153,2021-04-07 09:00:00,2.0,1.22,4,2021
154,2021-04-07 10:00:00,1.0,1.11,4,2021
155,2021-04-07 11:00:00,1.0,1.0,4,2021
156,2021-04-07 12:00:00,0.0,0.0,4,2021
157,2021-04-07 13:00:00,0.0,0.0,4,2021
158,2021-04-07 14:00:00,0.0,0.0,4,2021
159,2021-04-07 15:00:00,0.0,0.0,4,2021
160,2021-04-07 16:00:00,0.0,0.0,4,2021
161,2021-04-07 17:00:00,0.0,0.0,4,2021
162,2021-04-07 18:00:00,0.0,0.0,4,2021
163,2021-04-07 19:00:00,0.0,0.0,4,2021
164,2021-04-07 20:00:00,0.0,0.0,4,2021
165,2021-04-07 21:00:00,0.0,0.0,4,2021
166,2021-04-07 22:00:00,0.0,0.0,4,2021
167,2021-04-07 23:00:00,0.0,0.0,4,2021
168,2021-04-08 00:00:00,0.0,0.0,4,2021
169,2021-04-08 01:00:00,0.0,0.0,4,2021
170,2021-04-08 02:00:00,0.0,0.0,4,2021
171,2021-04-08 03:00:00,1.0,0.97,4,2021
172,2021-04-08 04:00:00,0.0,0.0,4,2021
173,2021-04-08 05:00:00,0.0,0.0,4,2021
174,2021-04-08 06:00:00,0.0,0.0,4,2021
175,2021-04-08 07:00:00,0.0,0.0,4,2021
176,2021-04-08 08:00:00,1.0,1.14,4,2021
177,2021-04-08 09:00:00,1.0,1.14,4,2021
178,2021-04-08 10:00:00,0.0,0.0,4,2021
179,2021-04-08 11:00:00,0.0,0.0,4,2021
180,2021-04-08 12:00:00,0.0,0.0,4,2021
181,2021-04-08 13:00:00,0.0,0.0,4,2021
182,2021-04-08 14:00:00,0.0,0.0,4,2021
183,2021-04-08 15:00:00,0.0,0.0,4,2021
184,2021-04-08 16:00:00,0.0,0.0,4,2021
185,2021-04-08 17:00:00,0.0,0.0,4,2021
186,2021-04-08 18:00:00,0.0,0.0,4,2021
187,2021-04-08 19:00:00,0.0,0.0,4,2021
188,2021-04-08 20:00:00,0.0,0.0,4,2021
189,2021-04-08 21:00:00,0.0,0.0,4,2021
190,2021-04-08 22:00:00,0.0,0.0,4,2021
191,2021-04-08 23:00:00,0.0,0.0,4,2021
192,2021-04-09 00:00:00,0.0,0.0,4,2021
193,2021-04-09 01:00:00,0.0,0.0,4,2021
194,2021-04-09 02:00:00,0.0,0.0,4,2021
195,2021-04-09 03:00:00,1.0,0.99,4,2021
196,2021-04-09 04:00:00,0.0,0.0,4,2021
197,2021-04-09 05:00:00,0.0,0.0,4,2021
198,2021-04-09 06:00:00,0.0,0.0,4,2021
199,2021-04-09 07:00:00,0.0,0.0,4,2021
200,2021-04-09 08:00:00,1.0,1.21,4,2021
201,2021-04-09 09:00:00,1.0,1.14,4,2021
202,2021-04-09 10:00:00,2.0,1.27,4,2021
203,2021-04-09 11:00:00,1.0,1.12,4,2021
204,2021-04-09 12:00:00,0.0,0.0,4,2021
205,2021-04-09 13:00:00,0.0,0.0,4,2021
206,2021-04-09 14:00:00,0.0,0.0,4,2021
207,2021-04-09 15:00:00,0.0,0.0,4,2021
208,2021-04-09 16:00:00,0.0,0.0,4,2021
209,2021-04-09 17:00:00,0.0,0.0,4,2021
210,2021-04-09 18:00:00,0.0,0.0,4,2021
211,2021-04-09 19:00:00,0.0,0.0,4,2021
212,2021-04-09 20:00:00,0.0,0.0,4,2021
213,2021-04-09 21:00:00,0.0,0.0,4,2021
214,2021-04-09 22:00:00,0.0,0.0,4,2021
215,2021-04-09 23:00:00,0.0,0.0,4,2021
216,2021-04-10 00:00:00,0.0,0.0,4,2021
217,2021-04-10 01:00:00,0.0,0.0,4,2021
218,2021-04-10 02:00:00,1.0,1.0,4,2021
219,2021-04-10 03:00:00,0.0,0.0,4,2021
220,2021-04-10 04:00:00,0.0,0.0,4,2021
221,2021-04-10 05:00:00,0.0,0.0,4,2021
222,2021-04-10 06:00:00,0.0,0.0,4,2021
223,2021-04-10 07:00:00,0.0,0.0,4,2021
224,2021-04-10 08:00:00,0.0,0.0,4,2021
225,2021-04-10 09:00:00,0.0,0.0,4,2021
226,2021-04-10 10:00:00,0.0,0.0,4,2021
227,2021-04-10 11:00:00,0.0,0.0,4,2021
228,2021-04-10 12:00:00,0.0,0.0,4,2021
229,2021-04-10 13:00:00,0.0,0.0,4,2021
230,2021-04-10 14:00:00,0.0,0.0,4,2021
231,2021-04-10 15:00:00,0.0,0.0,4,2021
