,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,168.19,5.7
1,168.19,14.23
2,0.88,10.82
3,106.26,37.38
4,25.89,4.42
5,20.78,2.66
7,18.31,1.27
10,39.96,7.2
12,11.73,1.97
13,8.87,0.81
14,4.67,0.29
15,1.87,1.02
17,300.41,8.93
18,5.26,1.08
22,6.69,2.52
23,8.63,0.39
24,230.66,23.5
25,7.99,1.21
26,18.12,0.21
27,0.72,0.83
28,7.65,0.68
29,19.6,0.23
30,26.77,1.94
31,3.9,4.71
33,7.03,0.27
35,1.73,0.34
36,9.83,0.47
37,27.09,0.31
38,113.07,10.82
39,11.49,1.69
40,0.22,1.85
41,8.08,0.0
42,12.27,0.45
43,20.42,3.59
44,146.54,4.73
45,45.05,12.81
47,12.35,2.61
48,5.6,0.47
49,8.35,0.11
51,138.5,2.0
52,209.07,1.99
53,5.89,0.82
54,6.25,0.04
55,11.79,1.15
57,29.25,1.44
59,418.25,1.14
60,26.01,1.25
61,17.44,0.45
62,26.89,5.57
63,4.51,1.84
64,16.61,0.6
65,209.43,21.67
67,5.81,3.34
68,2.68,0.18
69,14.76,1.71
70,86.36,6.0
72,17.69,0.23
73,29.87,5.23
74,16.09,1.23
75,4.81,2.73
76,20.18,1.96
77,32.96,8.46
78,0.01,4.86
81,6.08,0.18
83,1.83,0.93
86,11.35,4.8
89,5.95,0.1
94,135.49,2.71
96,16.39,0.07
97,15.44,1.15
98,7.51,1.38
99,23.72,0.43
104,2.47,1.19
109,25.39,2.54
112,9.04,0.5
116,4.47,1.23
118,15.56,0.28
119,6.93,0.14
120,18.9,0.14
121,12.37,1.1
122,425.31,1.87
123,11.53,1.15
124,7.28,5.26
125,8.31,6.78
126,17.0,3.57
129,26.8,15.99
131,16.86,2.72
132,28.07,0.26
135,24.37,6.36
137,62.01,20.61
138,103.33,6.93
139,17.45,4.23
140,12.7,0.58
142,4.2,1.08
143,118.59,3.9
145,18.73,4.75
146,20.88,0.39
147,19.18,2.41
148,11.24,0.17
149,11.99,1.1
150,8.29,0.3
151,291.68,15.24
152,6.8,1.23
154,5.67,0.29
156,0.91,0.99
157,2.01,0.37
159,20.15,1.46
160,5.53,0.46
163,16.85,3.46
166,54.79,1.44
167,9.52,0.21
169,15.26,0.92
170,8.53,1.98
171,14.81,3.7
174,6.96,3.45
175,4.14,1.12
176,32.3,1.54
177,42.51,1.72
178,131.52,1.21
179,90.54,0.06
180,2.71,0.33
181,41.89,2.28
182,19.81,1.38
184,15.6,2.56
185,58.85,9.48
186,32.65,0.15
188,16.44,2.27
189,24.5,0.37
190,17.78,0.33
191,21.3,2.54
192,2.9,0.56
194,11.23,0.66
196,69.01,2.02
197,2.34,2.14
199,13.67,0.03
200,24.78,1.38
202,12.53,3.03
203,4.6,0.97
204,33.5,1.92
205,6.17,3.53
206,14.0,0.99
207,15.17,6.09
208,16.99,0.6
212,36.72,1.06
213,213.89,4.81
214,44.02,0.11
215,1.53,0.41
216,1.35,1.45
217,13.26,1.44
218,0.4,0.87
219,7.47,0.2
220,31.47,2.37
221,166.81,4.06
225,29.78,0.87
226,6.21,0.6
227,26.31,1.1
229,7.82,0.04
230,0.39,0.03
231,8.6,0.23
232,14.83,0.04
234,93.48,4.84
236,51.13,0.65
237,108.53,1.53
238,59.74,3.47
239,69.2,2.06
240,35.2,0.48
241,19.19,2.12
242,27.49,1.67
243,14.32,0.05
244,9.72,1.97
245,2.8,3.93
246,0.39,0.83
247,1.6,1.3
