,éûçèï 
1,36.76
2,19.0
3,21.99
8,12.62
9,54.88
10,1.13
12,21.05
13,inf
14,23.23
15,83.14
17,2.48
18,76.05
19,3.45
20,75.91
21,32.55
22,9.82
27,10.04
30,5.63
31,6.68
33,17.72
34,41.22
35,35.66
36,3.13
37,13.75
38,20.65
39,11.49
40,114.39
44,20.3
45,10.84
49,30.48
50,34.57
51,22.46
53,32.74
54,28.67
55,37.16
57,26.82
58,30.75
59,24.13
61,71.99
62,20.12
63,21.31
64,71.59
66,7.63
68,58.62
69,29.52
70,25.91
71,34.92
72,31.0
73,34.01
74,31.94
75,34.01
76,35.55
77,32.27
79,27.4
80,14.62
81,38.56
82,17.9
83,8.32
84,16.82
86,5.95
87,2.53
88,25.12
89,51.66
90,6.16
92,25.32
93,32.28
94,40.38
96,21.32
97,29.69
98,29.57
99,37.02
100,28.4
101,24.52
103,14.86
104,51.49
105,57.68
107,8.2
108,121.14
110,0.26
111,7.72
112,8.98
114,7.94
115,22.13
116,17.08
118,21.77
119,6.49
122,49.04
124,3.15
125,14.82
126,8.06
127,8.62
129,79.05
130,120.15
131,27.7
132,5.28
133,21.76
134,118.98
135,65.83
138,131.25
139,156.41
140,23.51
141,122.2
142,4.09
144,10.39
145,16.63
146,41.44
147,18.92
149,6.59
151,9.44
152,25.14
153,84.12
154,11.36
156,11.92
157,4.18
158,13.78
159,11.02
160,14.89
161,11.95
162,19.89
163,15.5
168,39.17
169,23.51
170,27.38
171,30.0
174,27.61
178,122.21
179,0.87
181,1.92
182,9.94
183,15.26
186,5.93
187,3.93
191,16.28
192,5.84
193,36.52
194,7.13
195,13.69
196,14.67
197,11.5
198,36.21
200,8.54
201,101.96
202,14.28
204,11.23
205,7.13
207,8.85
208,7.86
209,1.76
211,3.97
212,22.81
213,105.07
214,29.32
215,27.63
216,24.29
217,16.31
218,31.25
220,4.76
222,1.61
223,47.8
224,44.21
227,1.76
228,7.69
229,12.81
231,26.68
232,4.31
233,12.51
234,15.8
235,24.32
236,102.02
238,35.96
239,45.08
240,13.54
242,9.77
243,3.47
245,0.3
246,26.85
248,105.19
251,7.47
254,0.65
255,7.1
256,7.47
257,4.9
258,5.55
260,59.63
261,37.36
262,46.45
264,28.38
265,29.63
266,25.56
268,16.95
269,18.34
271,19.25
272,32.66
273,10.11
274,1.1
275,21.51
276,1.78
278,8.93
281,21.11
282,14.59
283,15.79
285,1.85
286,12.23
288,29.51
291,35.47
292,37.36
295,36.88
296,24.94
300,5.56
302,22.49
304,29.45
307,110.04
308,10.53
311,24.09
313,21.38
314,40.85
315,49.58
316,20.85
318,22.49
321,57.22
323,16.44
324,18.74
326,15.66
327,17.86
328,0.76
329,4.75
331,20.27
332,14.42
333,141.21
334,15.26
336,3.45
339,7.05
340,10.44
342,0.77
344,47.38
346,4.06
347,1.16
348,7.62
349,4.22
350,1.78
351,7.62
352,12.61
354,1.88
355,7.72
360,35.1
361,9.64
362,16.03
363,23.67
364,41.08
365,15.06
366,19.22
367,9.83
368,23.89
370,91.36
372,6.58
377,2.08
379,14.27
380,30.32
383,42.25
384,31.08
387,20.28
388,39.11
389,31.26
390,27.79
391,18.98
393,109.14
394,12.23
395,91.06
398,10.41
399,105.1
400,8.01
402,82.61
404,49.07
405,29.58
406,30.49
407,1.82
409,11.36
411,10.02
413,8.9
416,6.92
417,32.75
418,24.89
420,17.74
421,14.87
422,2.69
424,7.4
425,2.75
426,14.52
427,6.14
428,44.21
430,28.78
432,19.77
433,4.29
437,23.43
438,49.35
439,29.84
440,18.62
442,30.48
444,21.12
445,3.72
447,4.8
448,4.9
449,12.28
450,3.72
453,80.86
455,19.62
457,35.33
458,20.16
460,40.91
461,9.74
462,91.89
463,25.2
464,59.52
465,27.28
466,22.41
467,inf
469,11.42
472,2.17
473,36.34
475,82.43
476,16.57
477,74.25
478,32.14
480,23.87
481,24.45
484,28.16
485,12.71
487,26.59
490,2.8
491,9.28
493,24.12
495,40.65
496,9.81
497,23.89
499,32.37
500,3.08
502,13.93
503,38.61
504,22.27
505,45.23
506,14.04
507,28.22
508,21.32
509,19.84
512,9.97
513,3.08
515,4.38
518,50.03
520,3.64
521,4.99
522,17.23
523,4.93
525,9.21
528,7.01
529,20.87
530,26.89
531,44.15
533,20.71
535,7.69
536,36.57
537,40.45
539,1.91
541,10.6
542,22.68
543,164.3
544,9.82
546,17.65
547,18.46
548,27.74
549,28.41
550,8.44
551,32.68
553,1.14
554,3.18
555,43.75
556,9.89
557,0.73
558,14.46
559,28.01
560,19.4
561,57.02
562,16.89
563,16.46
564,9.83
565,15.78
567,30.16
568,46.05
569,76.16
570,4.81
572,88.55
573,23.51
574,25.47
575,21.12
576,29.3
577,15.61
580,16.09
582,15.09
585,82.7
586,14.28
587,12.76
588,22.82
589,39.17
590,1.54
592,11.81
593,10.54
595,3.49
596,10.48
597,5.37
598,35.16
599,3.11
601,21.6
602,25.0
603,0.3
604,21.55
605,21.73
606,21.33
607,8.51
608,24.07
609,60.4
611,7.06
613,32.11
614,13.15
615,6.83
616,4.07
617,12.98
618,7.28
619,12.82
620,18.95
622,28.72
623,30.73
624,0.95
625,30.93
626,25.89
627,33.68
628,2.54
629,9.77
632,0.32
634,38.26
636,81.26
637,21.59
639,5.35
640,71.56
