,éûçèï ,é¿ê—
2,1.378876934014744,1.0
3,1.3030312438487155,1.0
4,1.0004754564536196,2.0
6,1.1838890336688814,2.0
7,0.8558808964955429,1.0
9,1.725721693054054,1.0
14,1.1583987620879097,1.0
16,2.6555205510754845,1.0
18,2.295214196524082,1.0
21,1.6172319783737434,1.0
24,1.5529108691134774,1.0
26,1.3570537340163615,1.0
28,1.4061107134918474,1.0
36,2.1582713636896775,2.0
41,2.199239718937986,2.0
44,2.12613293595127,2.0
49,1.5243755108120527,1.0
59,1.3976084165433018,3.0
66,2.583170054756795,2.0
71,1.4694203137630542,1.0
72,1.3499924134671397,2.0
73,1.3010672933117153,1.0
75,1.3422872560285697,1.0
84,1.4814805111993519,1.0
85,0.8296433280288107,3.0
89,1.6862120079076393,1.0
90,2.1002501388131827,2.0
93,1.5461329510432291,1.0
95,1.1170559702629979,2.0
100,1.0899524336886621,2.0
105,1.5996576667853089,1.0
107,2.672811241715209,2.0
110,4.033669712496416,3.0
116,3.1299245423724735,4.0
119,1.465625798396239,1.0
121,0.7740284729981196,1.0
122,0.8290083883109003,2.0
123,0.8666826887728661,1.0
136,2.805593824419676,2.0
141,2.3149502087581246,1.0
143,1.0444538247907345,1.0
144,1.01865925763397,1.0
146,0.977459342435905,2.0
153,2.5622451170972633,1.0
156,3.9588647752494883,5.0
158,4.096156360814558,3.0
162,3.49032581564684,5.0
165,2.4854000986806155,1.0
167,1.2443252187985185,1.0
173,1.0302066258314209,1.0
175,1.2785712260065663,1.0
181,3.3904083111130574,3.0
183,3.4403897557490777,4.0
185,3.6524902960221106,5.0
191,0.9286167691538944,1.0
198,0.9684067865810215,2.0
199,1.3090308090414868,1.0
202,2.6137653845480067,2.0
207,3.8842556487436704,4.0
210,4.356342550553102,4.0
214,1.2584127900937425,2.0
215,1.2379999621530051,1.0
216,1.1016476166418783,1.0
221,1.1839183873017314,2.0
224,0.8128206793061857,3.0
226,2.798055926220135,4.0
231,3.486263948271058,2.0
232,4.373389145482995,3.0
234,2.9536808312865754,4.0
240,1.2393076754597045,1.0
241,1.0082261785526407,1.0
242,1.1380563957644898,1.0
252,4.115413409988611,4.0
257,3.382575332190116,4.0
259,1.9236286140125256,1.0
264,1.346267506040512,1.0
269,1.1413602644057583,1.0
274,3.008472932371145,3.0
276,4.481737945129039,4.0
283,3.3786497746663975,4.0
287,1.462652059009368,1.0
288,1.3219356984810775,2.0
293,1.4948101178745965,1.0
304,2.93907520168407,4.0
306,1.9808228151452432,2.0
308,1.8359223933821092,2.0
309,1.5948833794478532,1.0
311,1.3774420781397663,2.0
318,1.507630418292301,2.0
320,1.3439730862668178,1.0
323,2.821416618179792,4.0
327,3.3971226144061424,5.0
331,4.138030083232568,5.0
333,3.4106015494533195,1.0
336,1.0204282903895463,1.0
338,1.0397891438246039,1.0
340,1.0205835770432188,1.0
341,1.0041002899445504,1.0
343,1.7317274295481104,2.0
344,1.7744712299022705,1.0
348,4.745841628586649,5.0
