,éûçèï ,é¿ê—
1,0.032413466174011946,0.0
3,0.03794587145575508,0.0
6,0.028160080926185802,0.0
8,0.07308522234293138,0.0
9,0.2476435015423244,0.0
14,0.1456427011892047,0.0
15,0.10807860976391201,0.0
16,0.012307774118108461,0.0
18,0.02888030292849574,0.0
21,0.0330834396262594,0.0
22,0.0006488087656229918,0.0
23,0.012938863140450904,0.0
25,0.019256122830987796,1.0
30,0.033401651959874844,0.0
31,0.13377722521000032,0.0
33,0.09595848553047497,0.0
36,0.020603849531332753,0.0
46,0.036224151164239195,0.0
47,0.07038034361128712,0.0
53,-0.00820097339126446,0.0
54,0.048910572639347595,0.0
63,0.0014327201715118648,0.0
64,0.01574105363060359,0.0
74,0.030418773807071108,0.0
83,0.08454164838437013,0.0
85,0.026962358325242995,0.0
86,0.015975441992927577,0.0
92,0.03416723549469696,0.0
93,0.019140425893370092,0.0
96,0.021021270084116393,0.0
97,0.013507392774490631,0.0
101,0.023660527273671277,0.0
111,0.15611338165095123,0.0
113,0.10142725375676191,0.0
114,-0.015330844919227307,0.0
115,0.012766155408441322,0.0
117,0.012762311264674182,0.0
121,0.011939967990908004,0.0
122,0.017356660001327014,0.0
125,0.028578509923783236,0.0
130,1.5433399053846197,2.0
132,0.919592345980184,1.0
143,0.04065037664106352,0.0
145,0.03982587824789846,0.0
149,0.03806357122123018,0.0
157,0.03378266475416615,0.0
159,0.06447539174249624,0.0
161,0.04353751107388413,1.0
162,0.005915611657300555,0.0
163,0.033699756599034,0.0
168,-0.014295457110486132,0.0
170,0.065110055598657,0.0
175,0.5997220952187433,0.0
178,0.05299000599639372,0.0
180,0.07770593483653276,0.0
181,0.059020231638088914,1.0
183,0.02164294213063096,0.0
184,0.09101522813974891,0.0
186,0.1365390311096813,0.0
188,0.06119146150228319,0.0
192,0.050639199956449936,0.0
200,1.454598318306815,2.0
203,0.1578229013682828,1.0
207,0.06423227646359582,0.0
208,0.058820939170697834,0.0
209,0.08303302738600439,0.0
214,0.039104168856530154,0.0
217,0.06652789822807026,0.0
219,0.047128929108761416,0.0
226,0.29681875283535286,0.0
228,-0.06656144257543876,0.0
230,-0.039928430236698904,0.0
234,0.0035294166636740966,0.0
235,0.026506375011470792,0.0
241,0.033980913041700346,0.0
242,0.06083024768759106,0.0
243,0.038502142968175404,0.0
245,0.02810774141371438,0.0
247,0.02856592173970727,0.0
248,0.17292961473080126,0.0
250,0.12688131689788304,0.0
251,0.055838051096471095,0.0
254,-0.07012679459729172,0.0
257,0.027573744393055172,0.0
260,0.024459243503531354,0.0
261,0.018659340975652527,0.0
262,0.05264389593089974,0.0
263,0.026733306131719245,0.0
266,0.051254548103998106,0.0
271,0.4754882457476903,0.0
274,0.03340883874222369,0.0
275,0.11632896707392452,0.0
276,-0.11372896367379752,0.0
279,0.017000600447136822,1.0
280,0.08374107142267924,0.0
287,0.02524575932979753,0.0
290,0.0678113178446501,0.0
292,0.05426732391194891,0.0
295,0.04724492390969121,0.0
297,0.10428910187465273,0.0
298,0.1022767189702505,0.0
300,0.06468519413198669,0.0
303,0.0013784801421393529,0.0
306,0.022929172904410277,0.0
307,0.031791780231884066,0.0
312,0.0419279549655916,0.0
314,0.044357847069126065,0.0
318,0.03453822919471794,0.0
324,0.12779704523597699,0.0
325,0.08175673871807404,0.0
331,-0.030332840624244416,0.0
333,0.03870061484363135,0.0
335,0.035782048335323176,0.0
336,0.0421532451949295,0.0
337,0.017965246804950732,0.0
338,0.02846043899162392,0.0
339,0.03717945538844628,1.0
342,0.07544524691846305,0.0
349,0.3478911020186283,0.0
354,0.3409282866647916,0.0
356,0.0482433657960115,0.0
361,0.020989750312179527,0.0
363,0.032856363098521746,0.0
365,0.05512374841604603,0.0
368,0.6371314091580933,2.0
372,0.03682781273342957,0.0
373,0.05463978350980999,0.0
380,0.022294260439203316,0.0
382,0.007891675632932913,1.0
385,0.021865470899958703,0.0
398,0.05729196672583705,0.0
399,0.01878190904278351,0.0
400,0.006585080519746285,0.0
401,0.038596669969920165,0.0
407,0.10317730037926183,0.0
411,0.07064940260529923,0.0
418,-0.023360903914767056,0.0
419,0.07897173630064534,0.0
420,-0.08431374895895803,0.0
421,-0.1543684004681807,0.0
423,-0.14282591782278853,0.0
424,-0.1312661550387055,1.0
428,-0.009788813212675164,0.0
431,0.016168569019921877,0.0
435,0.004770774736688768,0.0
437,0.022188938371561315,0.0
439,0.29648808310304825,0.0
442,0.08769258586517074,0.0
446,0.03561926761021644,0.0
450,0.02039140873697588,0.0
453,0.02427649374897454,0.0
454,0.03665444394134306,0.0
456,0.040294196746398635,0.0
