,“ú•Ê
0,4.89
1,17.57
2,13.3
4,5.9
5,23.98
7,4.04
8,6.5
9,3.67
10,3.27
13,17.99
15,1.98
16,10.71
17,1.98
21,1.52
22,4.82
25,1.71
26,12.93
27,16.15
28,0.68
30,23.85
32,17.48
33,23.57
34,3.14
35,11.82
36,18.57
38,17.98
41,0.7
42,9.06
45,13.81
46,5.42
47,4.45
48,12.11
49,9.37
50,8.48
52,15.0
53,0.12
54,1.24
55,2.92
56,6.93
57,9.73
61,22.31
62,3.71
64,0.24
65,6.68
66,2.11
68,7.76
69,0.31
70,0.7
71,3.6
72,6.76
73,23.23
75,0.27
76,6.38
77,27.58
78,4.5
80,17.43
82,5.22
84,0.22
86,17.96
87,0.97
90,4.8
91,4.0
93,22.61
94,8.92
96,39.1
98,29.49
102,1.07
103,0.81
104,0.69
105,0.03
106,4.34
107,33.55
108,15.51
110,9.25
111,3.58
112,36.65
114,86.6
116,0.02
118,4.55
119,7.9
121,20.74
122,153.3
123,3.41
124,5.85
127,13.19
128,1.18
129,48.1
131,8.06
133,5.65
134,4.5
137,1.18
138,23.32
139,20.17
140,16.28
141,4.08
142,18.72
143,inf
144,8.56
146,11.03
148,15.34
149,46.19
151,21.56
153,3.04
154,4.54
155,2.13
156,0.04
157,1.66
158,11.83
159,40.74
162,8.96
164,10.46
166,2.88
167,4.52
168,3.23
169,3.49
171,inf
172,18.79
173,1.13
174,7.79
175,25.05
176,5.23
178,4.79
179,1.37
180,15.62
181,4.83
183,9.79
184,25.48
187,5.84
189,14.54
191,8.63
192,2.42
193,6.25
194,3.71
195,11.15
196,17.68
197,2.2
198,0.95
199,6.58
201,7.04
202,12.09
204,1.46
205,12.72
207,1.25
208,4.33
209,11.06
210,4.13
211,3.7
212,7.99
213,5.23
215,3.35
218,23.42
220,8.14
221,14.52
222,13.89
224,9.44
225,0.56
226,10.67
228,0.77
230,7.12
231,6.34
232,0.88
234,2.19
235,3.58
236,0.03
237,0.13
239,10.45
240,11.88
241,0.92
242,17.56
243,2.56
244,6.41
245,7.65
246,0.7
247,10.88
248,11.77
251,14.4
252,3.39
253,1.39
257,19.92
259,5.22
260,5.22
261,0.41
263,18.59
264,5.34
265,6.4
266,9.39
267,13.02
268,6.02
269,5.11
270,7.39
271,23.92
272,4.68
275,1.45
276,16.4
277,13.03
278,2.16
279,13.26
280,33.85
282,19.44
283,15.52
284,7.3
286,0.48
287,6.54
288,26.56
289,12.18
290,17.26
291,13.6
292,11.31
293,2.17
294,0.49
297,9.84
299,7.31
301,11.87
302,10.82
303,0.35
304,2.1
305,8.63
308,1.0
314,9.73
315,14.2
316,11.55
317,8.77
318,5.03
319,10.53
320,4.35
321,3.14
323,6.22
325,15.87
326,3.31
328,11.47
330,7.9
331,3.55
332,10.94
335,26.35
336,18.19
337,29.78
339,19.3
342,4.38
343,7.33
344,16.59
345,10.75
347,2.14
348,16.16
349,12.41
352,9.39
353,13.29
354,6.61
355,19.08
357,6.5
358,2.79
360,1.35
361,10.78
362,3.93
364,6.92
