,“ú•Ê
8,57.9
12,41.55
23,78.34
26,173.44
28,37.89
29,38.26
33,155.97
35,140.61
37,14.11
47,19.88
52,30.48
53,30.65
54,263.71
57,55.61
61,219.91
63,17.41
67,21.65
70,3.35
74,64.54
77,113.58
80,62.48
81,29.5
86,23.27
88,13.62
95,36.32
96,50.54
104,22.86
108,276.49
113,84.16
118,32.35
119,31.96
127,10.74
130,147.25
133,60.2
135,80.58
139,170.62
142,2.54
143,inf
147,8.41
148,30.66
149,72.83
151,60.26
154,4.33
155,24.68
163,101.53
166,20.1
169,36.26
173,20.0
176,74.4
178,15.37
179,42.78
183,4.38
185,33.09
186,36.63
189,41.3
196,120.16
197,120.26
200,16.88
201,44.39
212,40.99
216,2.68
217,55.97
218,96.51
221,54.75
222,30.6
226,22.3
227,57.57
233,15.08
234,14.17
238,34.4
239,47.38
241,25.74
242,50.54
243,39.31
246,23.78
251,36.81
252,70.34
253,29.52
257,36.15
258,16.27
259,67.02
261,44.55
266,43.2
272,41.44
273,27.3
274,18.15
275,27.02
276,69.98
278,0.0
281,32.04
287,34.85
290,33.29
291,21.55
292,63.48
294,68.28
300,98.04
304,32.46
308,15.45
312,41.41
318,40.28
324,17.44
325,37.55
327,39.76
329,15.26
336,135.31
338,29.88
345,36.95
354,58.33
359,22.95
361,30.8
362,74.95
