,ì˙ï ,é¿ê—
8,2.525853039095791,6.0
12,1.4155038394918396,1.0
23,0.4332302281208401,2.0
26,2.734403733618866,1.0
28,1.2422345686061178,2.0
29,1.3825640448724237,1.0
33,2.559720538557979,1.0
35,2.406149621050223,1.0
37,0.8589335511070713,1.0
47,1.1988098839781183,1.0
52,1.304756277280449,1.0
53,2.6129788870956623,2.0
54,3.6371386222509514,1.0
57,1.5560737225100438,1.0
61,3.199134063571315,1.0
63,2.4778485642946086,3.0
67,2.4330077326652626,2.0
70,3.865831031800045,4.0
74,1.0637888963668853,3.0
77,2.1357663763248396,1.0
80,0.3751823508051264,1.0
81,2.590030817904487,2.0
86,1.2327083732036093,1.0
88,3.4551923627454504,4.0
95,1.3631976319899908,1.0
96,4.516136021031304,3.0
104,6.942463397712413,9.0
108,3.7648924435760205,1.0
113,1.841597986004093,1.0
118,8.117650218446913,12.0
119,8.165141608668867,12.0
127,10.711627509120401,12.0
130,2.472452169448576,1.0
133,4.806085107703727,3.0
135,0.19417512669184378,1.0
139,8.118652646335176,3.0
142,1.0254323054177734,1.0
143,1.731163139948554,0.0
147,6.504375187787999,6.0
148,5.226278992503046,4.0
149,1.7282627834814512,1.0
151,8.01308398473865,5.0
154,0.9566952715682633,1.0
155,0.7531680082332157,1.0
163,-0.015253813537481863,1.0
166,1.597922690737869,2.0
169,1.2747222208975988,2.0
173,2.3999378177506103,3.0
176,5.231948802569125,3.0
178,1.1536636224922199,1.0
179,0.5721510948229734,1.0
183,1.0438186549116268,1.0
185,0.669130692302126,1.0
186,2.7325357070135827,2.0
189,0.5869504698699506,1.0
196,2.201621509554177,1.0
197,2.202634874620978,1.0
200,1.168800647809688,1.0
201,1.4438830093911394,1.0
212,1.4099401862274772,1.0
216,1.026789108436513,1.0
217,1.559695596830407,1.0
218,1.9651208694364255,1.0
221,0.4525351817250294,1.0
222,0.6939997624260789,1.0
226,1.2230110006378292,1.0
227,1.5756819216102291,1.0
233,1.6984405557141729,2.0
234,1.1416861624585437,1.0
238,1.343984222838877,1.0
239,1.4738129810195737,1.0
241,1.257371054228288,1.0
242,0.9892914400428393,2.0
243,1.3931413109463533,1.0
246,1.524450538403837,2.0
251,1.3680697832680557,1.0
252,1.703354074731676,1.0
253,1.2952310254040116,1.0
257,1.3615045077761125,1.0
258,1.6745261571280459,2.0
259,1.6701707323028339,1.0
261,1.4455273067558116,1.0
266,1.136098336269453,2.0
272,1.1711501595359062,2.0
273,1.2730386939773222,1.0
274,1.1815365275221332,1.0
275,0.7297749713248232,1.0
276,0.6003298829623017,2.0
278,1.9999332540812522,2.0
281,1.3591376871941165,2.0
287,1.3029565013556212,2.0
290,1.3341153519282538,2.0
291,1.215540611548142,1.0
292,1.634811023278729,1.0
294,1.6828286039399216,1.0
300,1.980376558288178,1.0
304,1.3507513035420629,2.0
308,1.154525509183545,1.0
312,1.1717162223010604,2.0
318,1.1944133964669135,2.0
324,1.651223631050474,2.0
325,1.3754956089869348,1.0
327,1.2047275716786985,2.0
329,1.1525844149962008,1.0
336,2.353107111666032,1.0
338,1.4024833765524107,2.0
345,0.6304579343779743,1.0
354,1.5832502906301598,1.0
359,1.2295458503898347,1.0
361,0.6920129581607728,1.0
362,1.7494601247897557,1.0
