,ì˙ï ,é¿ê—
3,3.284397449461928,1.0
6,1.8399531112074448,5.0
11,1.2358158266085488,3.0
12,1.519200783852502,1.0
14,1.7376806017099395,9.0
18,1.5217374567678281,1.0
19,0.9150462459284985,2.0
20,1.0231287580676929,1.0
23,0.19463340891032851,2.0
24,1.6772159190679667,1.0
29,1.2690015830532761,1.0
31,2.084918896396972,1.0
37,0.4194106686427341,1.0
39,1.2573146694806088,2.0
40,1.226160302485586,1.0
43,1.5316367272121052,2.0
44,0.1581774556270993,1.0
51,1.3067212314119656,1.0
58,0.7839511569112896,2.0
59,1.0132531160147777,1.0
60,1.3822271261903585,1.0
63,1.3349137314040906,3.0
67,2.5224013179950293,2.0
74,0.24092418654260966,3.0
79,0.46096065667549607,1.0
81,2.8469163848656107,2.0
83,1.8444132265055233,2.0
85,3.4876173945881797,3.0
88,4.02845169409501,4.0
89,2.440315534542948,3.0
92,1.3743516075256241,1.0
95,1.2560154857697288,1.0
97,8.298789772510839,5.0
99,2.4542618866050803,1.0
100,4.094922676763264,1.0
101,1.8342829505908569,1.0
109,10.704358209808602,13.0
113,2.1305861080536945,1.0
115,3.9237841733531122,1.0
117,5.93380494623513,7.0
120,8.642662328209672,12.0
125,10.901276539406481,14.0
126,9.42307256603169,14.0
130,1.4111702893606284,1.0
132,5.727653899187021,5.0
135,1.0035602788744076,1.0
136,1.2392115214241424,1.0
145,7.20751978279971,4.0
147,5.501460598863426,6.0
150,0.13343431778366657,1.0
152,5.348537615260424,5.0
160,1.1886790532658509,1.0
161,0.8389020371698478,1.0
163,-0.5557356253027929,1.0
165,2.805829869951112,3.0
170,-1.8787202886747598,1.0
177,0.7602642057889376,1.0
182,2.571050933841375,2.0
185,1.7945580047720975,1.0
186,3.702537832645624,2.0
188,1.3037628629847862,2.0
190,2.4752786617049587,2.0
200,0.7531711363716295,1.0
203,1.7784762849651707,1.0
206,0.8529286692019254,1.0
214,0.9808508533118566,1.0
216,0.8139588656331139,1.0
217,1.3063787205136277,1.0
219,1.109251134497145,2.0
223,1.048361883143588,1.0
227,1.4443245583456743,1.0
229,0.6147154512464839,1.0
233,1.0009313383672864,2.0
238,1.0766336219664139,1.0
249,2.365971916555028,1.0
250,1.3219017360318643,2.0
254,0.5860313374988719,2.0
255,0.9892414576735966,1.0
256,1.325910541975511,1.0
258,1.1316000849587864,2.0
262,1.2933941904305413,2.0
273,1.5242751317078018,1.0
274,1.9071731509096406,1.0
281,1.0235662175536562,2.0
285,0.6316661551699438,2.0
295,1.1548957925964498,2.0
296,0.9902849247762036,1.0
298,0.35913412708530196,2.0
300,1.1604061975390532,1.0
306,2.7907597053321798,1.0
307,1.6589995223427354,2.0
309,1.367765286799181,2.0
310,1.6168883979895352,1.0
311,1.794732272730344,1.0
312,1.611601613547762,2.0
313,1.5529766840552643,1.0
322,1.2865120771833016,1.0
324,0.555769899708974,2.0
327,1.51925324563465,2.0
329,1.5126149548294934,1.0
333,1.40314771173106,1.0
334,3.040210956782355,2.0
338,1.2499771683235974,2.0
340,1.8768845765305489,1.0
341,1.9229212868626007,1.0
346,1.3167451294441481,2.0
350,2.0161814484737963,1.0
351,0.9322227541249487,2.0
356,1.2746515338353717,2.0
359,1.3182463358217396,1.0
363,1.2131660001956175,1.0
