,“ú•Ê
1,77.59
2,64.04
3,76.43
5,73.48
6,44.09
7,19.67
9,31.36
10,41.71
11,17.66
12,67.02
15,34.09
16,40.66
17,19.61
18,27.87
20,41.38
21,37.84
23,29.06
24,18.81
25,12.51
26,55.1
27,50.86
28,26.08
29,51.91
30,53.13
31,60.18
32,54.19
34,25.18
35,80.71
36,35.01
37,13.63
38,20.47
42,31.76
44,15.42
46,37.58
48,21.09
52,9.19
54,111.98
55,57.34
57,56.81
59,16.0
60,44.74
61,108.24
63,15.36
64,43.18
65,40.26
66,25.05
67,45.04
69,32.35
70,2.44
72,93.98
76,9.95
77,46.43
78,11.37
79,9.95
80,45.62
82,10.33
83,16.39
84,31.46
86,43.99
87,65.32
88,8.45
90,41.63
91,44.39
92,33.74
94,9.71
97,30.1
98,86.44
99,169.08
100,373.55
101,139.46
102,31.28
103,32.6
104,31.7
105,38.66
106,27.16
107,229.22
109,32.77
110,37.57
111,31.71
112,147.28
113,147.28
114,264.68
118,37.49
120,28.19
121,111.84
122,315.83
123,27.36
124,46.12
125,37.74
126,37.74
127,27.36
129,116.65
130,178.72
131,22.41
133,75.18
134,14.9
136,11.01
138,13.03
139,98.34
140,114.12
141,53.02
144,45.02
145,78.1
146,61.12
147,26.98
148,61.12
149,345.59
150,32.01
154,21.82
155,4.95
156,22.72
158,23.41
159,32.5
160,22.56
163,210.15
164,126.6
168,16.81
170,15.57
171,inf
172,39.47
173,28.41
174,7.52
175,106.59
178,25.74
179,7.77
182,26.55
185,14.31
186,38.36
187,0.42
189,23.16
190,0.72
191,30.13
192,9.41
193,18.6
194,28.43
195,27.6
196,43.85
199,20.29
200,23.6
201,19.28
204,12.7
205,10.08
206,24.91
207,9.71
209,15.42
211,7.33
214,7.25
215,10.18
216,5.23
217,56.61
220,8.43
221,18.2
223,5.0
224,19.33
225,40.94
226,26.46
227,7.25
228,10.83
230,37.98
231,35.3
232,19.58
234,18.38
235,10.14
236,18.19
237,19.04
238,45.2
240,15.68
241,27.86
242,29.26
243,42.56
244,26.07
245,37.96
246,18.38
248,39.61
249,31.54
251,16.52
252,2.13
253,2.15
254,29.66
255,18.4
256,15.66
257,20.21
259,32.17
260,16.87
262,27.52
263,41.27
265,26.52
266,33.4
267,49.33
270,44.74
271,34.05
272,30.08
273,29.83
274,25.66
276,24.58
278,17.21
279,25.44
280,51.29
282,38.87
283,29.85
284,25.69
285,23.68
286,26.82
288,25.65
289,25.77
290,26.22
291,31.15
292,32.34
293,25.57
294,36.77
295,33.09
296,23.53
297,29.98
298,30.2
299,34.53
300,17.54
301,26.98
302,37.96
303,29.86
304,33.05
306,97.86
307,0.2
308,51.7
309,24.62
310,34.4
313,22.22
314,38.28
316,19.27
322,20.87
323,22.07
325,29.84
326,25.18
328,16.94
330,35.28
331,26.91
334,9.42
337,90.74
338,11.7
340,52.03
343,51.32
345,24.43
347,48.26
348,58.64
350,63.89
352,10.63
354,28.83
355,50.45
356,24.14
357,46.32
358,51.56
359,34.26
360,28.4
361,12.22
363,65.45
