,“ú•Ê
0,6.01
3,92.45
4,41.43
5,65.32
8,36.33
10,139.93
11,22.18
12,18.67
13,49.31
14,47.19
15,21.34
20,116.45
21,38.68
22,117.62
23,1.31
24,6.2
25,24.8
27,53.51
28,20.14
33,184.79
34,16.37
35,60.55
36,17.87
37,4.67
39,41.95
40,25.64
42,6.34
43,3.08
46,51.04
47,21.16
48,23.42
49,23.41
50,26.19
51,24.2
52,76.32
53,3.65
57,32.54
58,42.26
60,167.48
62,40.94
63,2.1
64,26.91
65,21.03
67,32.2
69,53.18
70,5.0
71,9.73
74,9.48
75,5.01
76,2.32
77,47.68
78,10.57
80,31.49
81,25.85
82,9.14
83,8.8
85,12.77
86,16.44
87,54.03
88,19.28
89,7.79
90,7.11
92,50.0
93,76.6
94,27.08
95,81.97
96,64.88
97,21.3
102,28.92
104,26.54
106,26.71
108,411.25
109,32.09
110,34.11
111,26.65
112,256.36
113,157.84
114,157.84
115,106.63
116,21.75
117,22.27
118,35.0
121,109.62
123,28.36
125,33.36
126,33.36
127,22.25
128,182.55
131,38.64
132,28.35
133,59.91
134,36.71
135,73.23
136,6.88
137,13.35
139,62.48
143,inf
145,48.6
147,19.98
148,66.65
149,183.75
150,137.08
152,6.15
156,20.85
157,11.06
158,24.19
159,45.37
160,7.08
161,40.66
162,0.24
164,90.03
165,59.46
167,12.55
168,9.06
169,12.96
170,8.51
172,74.51
173,24.6
174,1.86
175,1.99
176,67.53
177,44.4
179,15.73
182,3.16
183,5.09
184,35.78
187,1.15
188,3.39
189,1.28
191,70.06
193,18.31
194,13.33
195,2.96
196,68.07
197,41.56
198,61.05
199,16.26
200,1.47
201,2.18
203,29.28
204,32.27
205,34.85
206,9.7
207,1.88
208,28.51
210,0.49
211,5.39
214,0.1
216,10.08
218,52.43
219,28.64
220,3.73
222,14.83
223,6.45
224,16.33
225,17.91
226,3.13
227,2.14
228,25.11
229,2.99
230,25.86
231,6.42
232,5.88
233,24.29
234,50.14
236,5.72
237,18.98
238,42.47
241,6.79
242,35.04
244,6.06
245,53.17
246,10.49
247,44.79
248,10.53
250,16.16
252,28.3
253,21.36
256,35.32
257,40.34
258,16.29
259,39.82
260,20.0
261,28.98
262,30.83
263,33.99
264,54.03
265,7.67
267,20.07
268,11.62
270,24.28
271,31.55
273,12.91
277,11.36
278,27.59
279,36.4
281,21.07
284,28.07
285,26.42
289,24.51
290,25.76
291,5.24
293,30.09
294,35.63
295,22.92
297,41.1
299,0.24
300,26.95
302,17.45
303,32.94
304,23.67
305,42.12
306,111.8
308,19.2
310,22.87
311,19.15
313,33.28
315,17.76
316,32.31
317,26.42
318,17.94
319,27.85
320,40.24
321,17.51
322,56.79
323,51.8
324,13.55
325,48.14
326,27.65
327,25.22
330,42.19
331,46.83
334,27.26
335,92.59
336,138.97
337,113.4
338,28.97
340,39.77
341,17.79
342,5.81
345,38.92
347,28.27
348,23.97
349,42.43
351,20.79
352,40.83
354,34.06
355,48.36
356,3.33
359,33.11
360,19.1
361,11.47
362,24.84
364,10.44
