,“ú•Ê
0,12.02
4,91.27
8,70.38
13,68.99
14,80.55
19,23.2
22,68.22
33,85.16
39,28.83
40,60.07
41,54.24
43,3.32
45,35.49
47,56.63
49,58.84
50,41.78
51,27.98
53,8.51
56,35.59
58,58.21
62,23.26
68,82.32
71,14.02
73,28.74
74,44.56
75,7.65
81,19.31
85,29.29
89,23.81
93,34.21
95,57.96
96,92.25
108,282.79
115,264.68
116,23.55
117,22.5
119,37.37
128,228.19
132,22.41
135,46.85
137,28.31
142,33.01
143,inf
151,56.8
152,10.15
153,11.57
157,3.02
161,22.91
162,35.4
165,24.06
166,24.16
167,26.73
169,33.48
176,86.79
177,3.91
180,3.38
181,36.27
183,51.3
184,3.16
188,0.9
197,63.57
198,16.47
202,37.45
203,24.87
208,2.66
210,37.45
212,32.5
213,17.08
218,89.04
219,37.99
222,27.63
229,7.34
233,32.69
239,66.62
247,45.83
250,21.5
258,41.92
261,35.49
264,28.66
268,14.59
269,38.96
275,57.74
277,41.62
281,30.88
287,37.7
305,28.85
311,37.75
312,21.09
315,33.6
317,25.52
318,37.13
319,15.8
320,17.33
321,29.42
324,30.47
327,33.64
329,28.94
332,25.19
333,33.14
335,79.66
336,110.37
339,64.9
341,38.41
342,27.95
344,99.5
346,39.92
349,57.39
351,28.33
353,13.65
362,64.11
364,29.01
