,“ú•Ê
0,9.78
1,6.7
2,19.85
3,49.2
4,78.55
5,50.45
6,14.79
7,1.02
9,40.43
10,61.42
11,1.71
13,23.03
14,40.27
15,0.39
16,7.01
17,10.28
18,42.53
19,0.4
20,25.16
21,9.33
22,64.07
24,1.62
25,14.49
27,8.67
30,8.72
31,12.48
32,5.43
34,12.28
36,39.11
38,35.55
39,9.41
40,12.55
41,61.77
42,9.22
43,8.59
44,4.65
45,44.61
46,40.27
48,22.73
49,20.71
50,28.9
51,8.31
55,7.07
56,0.16
58,14.43
59,8.93
60,62.3
62,26.63
64,10.48
65,27.61
66,12.15
68,29.8
69,0.97
71,9.27
72,45.75
73,33.15
75,22.79
76,1.07
78,1.64
79,29.03
82,6.64
83,13.83
84,10.84
85,1.3
87,8.87
89,14.18
90,0.84
91,24.6
92,2.06
93,69.58
94,51.34
97,36.24
98,84.76
99,59.34
100,187.06
101,65.37
102,10.61
103,14.28
105,16.61
106,15.39
107,58.66
109,20.0
110,26.82
111,14.3
112,139.0
114,146.57
115,141.86
116,15.59
117,1.94
120,14.19
121,46.72
122,337.99
123,8.93
124,24.48
125,16.03
126,18.53
128,102.0
129,15.24
131,7.45
132,4.58
134,6.68
136,7.43
137,2.68
138,1.26
140,132.05
141,51.17
144,44.96
145,70.89
146,24.96
150,50.29
152,5.78
153,15.87
156,24.94
157,25.07
158,6.56
159,36.18
160,37.71
161,27.66
162,7.48
164,44.24
165,9.2
167,1.71
168,2.81
170,134.16
171,inf
172,47.68
174,1.59
175,103.56
177,4.8
180,5.4
181,1.79
182,0.28
184,68.62
187,25.74
188,8.06
190,16.02
191,28.37
192,18.86
193,1.17
194,11.94
195,11.77
198,4.09
199,9.44
202,24.35
203,19.84
204,5.88
205,12.29
206,10.26
207,3.62
208,24.39
209,3.96
210,9.22
211,15.77
213,10.37
214,7.42
215,27.9
219,17.63
220,0.38
223,32.23
224,9.54
225,10.44
228,17.21
229,2.09
230,42.05
231,24.96
232,6.34
235,18.95
236,15.47
237,17.18
240,13.47
244,2.71
245,67.84
247,16.13
248,4.02
249,65.79
250,8.37
254,18.83
255,31.6
256,12.79
260,5.79
262,23.06
263,11.23
264,47.97
265,1.58
267,26.19
268,0.68
269,23.87
270,3.61
271,16.19
277,8.9
279,23.69
280,57.41
282,8.28
283,1.88
284,7.35
285,15.9
286,23.37
288,29.59
289,10.26
293,20.52
295,22.87
296,14.18
297,13.84
298,30.74
299,21.35
301,11.3
302,28.08
303,21.49
305,16.85
306,102.22
307,10.9
309,43.92
310,2.59
311,13.79
313,10.21
314,13.63
315,23.78
316,20.27
317,1.45
319,1.93
320,25.4
321,11.43
322,18.63
323,42.15
326,27.68
328,1.52
330,15.82
331,19.97
332,7.04
333,0.74
334,10.67
335,92.92
337,48.43
339,37.81
340,10.2
341,52.44
342,5.85
343,94.27
344,73.15
346,9.23
347,17.46
348,43.6
349,9.22
350,12.96
351,10.89
352,18.92
353,1.23
355,59.22
356,25.1
357,36.65
358,4.05
360,12.58
363,27.7
364,21.8
