,“ú•Ê
3,228.44
6,63.2
11,58.81
12,51.92
14,80.69
18,52.17
19,54.25
20,2.31
23,90.27
24,67.72
29,26.9
31,108.49
37,58.06
39,37.13
40,22.62
43,23.42
44,84.18
51,30.67
58,60.8
59,1.33
60,38.22
63,55.5
67,26.12
74,91.97
79,53.9
81,42.35
83,7.78
85,16.25
88,0.71
89,18.66
92,37.44
95,25.6
97,65.98
99,145.43
100,309.49
101,83.43
109,17.66
113,113.06
115,292.38
117,15.23
120,27.98
125,22.13
126,32.69
130,41.12
132,14.55
135,0.36
136,23.92
145,80.19
147,8.31
150,86.66
152,6.97
160,18.87
161,16.11
163,155.57
165,6.47
170,287.87
177,23.97
182,28.55
185,79.46
186,85.13
188,34.81
190,23.76
200,24.68
203,77.85
206,14.71
214,1.91
216,18.6
217,30.64
219,44.54
223,4.84
227,44.43
229,38.53
233,49.95
238,7.66
249,136.6
250,33.9
254,70.7
255,1.08
256,32.59
258,43.42
262,35.33
273,52.43
274,90.72
281,48.82
285,68.42
295,42.26
296,0.97
298,82.04
300,16.04
306,179.08
307,17.05
309,31.61
310,61.69
311,79.47
312,19.42
313,55.3
322,28.65
324,72.21
327,24.04
329,51.26
333,40.31
334,52.01
338,37.5
340,87.69
341,92.29
346,34.16
350,101.62
351,53.39
356,36.27
359,31.82
363,21.32
