,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,3.14,4.0,3.9
1,3.7,3.0,2.83
2,3.77,5.0,5.12
4,9.2,5.0,3.96
5,21.03,8.0,9.93
7,5.58,9.0,9.62
8,9.43,19.0,21.66
10,5.88,3.0,2.94
15,7.72,9.0,9.25
18,3.61,6.0,7.37
19,4.89,6.0,6.01
22,7.35,4.0,4.02
23,4.58,3.0,2.86
24,2.55,4.0,3.88
25,9.93,5.0,6.92
27,3.45,6.0,5.64
32,4.95,3.0,3.34
33,3.1,3.0,2.95
35,6.05,6.0,5.98
45,4.47,3.0,3.06
52,2.53,4.0,4.27
56,5.04,7.0,6.87
57,9.34,10.0,8.36
59,3.95,3.0,2.5
62,7.73,10.0,9.97
65,2.61,3.0,2.65
74,14.15,14.0,15.6
80,7.56,4.0,3.93
84,12.41,12.0,14.71
87,5.63,3.0,3.39
89,9.82,12.0,12.19
91,11.29,9.0,9.72
99,11.1,11.0,12.61
100,9.3,3.0,2.79
102,14.4,16.0,17.77
103,15.98,14.0,12.68
104,12.29,14.0,14.42
109,36.96,25.0,40.37
110,22.06,27.0,28.65
123,39.78,40.0,42.19
124,46.53,42.0,47.25
126,37.01,46.0,38.41
127,42.65,46.0,41.92
128,29.91,24.0,25.12
135,11.9,21.0,18.45
137,11.22,23.0,14.09
144,40.06,40.0,37.3
146,43.71,43.0,45.45
148,54.87,49.0,53.87
150,24.54,24.0,24.06
151,48.79,46.0,44.11
153,8.42,27.0,17.18
155,7.55,11.0,12.13
163,14.1,3.0,3.3
165,31.95,15.0,26.47
168,16.35,13.0,19.81
175,11.72,4.0,4.56
176,31.36,13.0,26.13
181,10.8,15.0,27.75
184,0.54,4.0,3.84
185,0.14,3.0,2.86
186,18.34,13.0,13.65
187,17.6,9.0,11.26
188,16.69,13.0,14.15
194,8.37,8.0,7.83
198,5.33,7.0,6.7
202,5.94,6.0,6.03
204,3.57,3.0,3.11
207,5.08,4.0,4.18
218,5.08,5.0,5.09
228,8.38,5.0,5.09
231,4.87,8.0,7.86
232,4.95,4.0,4.14
234,2.83,5.0,6.13
240,7.57,3.0,3.01
247,9.73,10.0,15.94
251,22.74,27.0,22.42
258,27.18,29.0,23.89
260,29.59,26.0,22.24
267,23.85,40.0,35.47
274,17.41,4.0,6.99
277,55.0,3.0,6.57
278,50.39,35.0,48.77
279,45.06,41.0,58.67
281,57.22,60.0,63.29
287,50.18,34.0,51.74
291,51.3,34.0,58.34
294,57.57,73.0,63.8
299,55.88,60.0,49.14
302,53.83,57.0,52.12
306,58.69,67.0,60.35
311,41.47,45.0,32.29
312,67.94,66.0,62.3
317,24.69,52.0,52.48
319,60.85,68.0,62.15
325,35.47,43.0,30.55
328,35.87,43.0,30.96
329,62.49,64.0,62.64
331,31.51,36.0,28.74
334,40.55,55.0,56.81
336,38.93,41.0,22.2
341,43.79,61.0,57.36
343,40.92,59.0,59.1
346,11.7,30.0,12.9
348,26.06,4.0,7.11
349,18.19,7.0,9.04
351,39.46,33.0,44.61
356,37.82,16.0,22.01
358,25.23,12.0,16.22
359,8.55,4.0,8.36
360,8.47,3.0,7.38
368,5.03,11.0,13.59
371,9.45,12.0,9.41
379,13.07,16.0,13.8
383,2.42,7.0,5.46
385,5.73,7.0,5.39
388,11.75,12.0,12.12
393,3.31,3.0,2.95
400,4.33,3.0,3.07
405,13.46,27.0,14.26
408,9.11,9.0,6.81
418,2.7,3.0,3.1
424,5.05,3.0,3.38
426,10.45,9.0,9.5
431,13.39,4.0,3.74
438,7.44,5.0,5.38
446,8.43,3.0,3.06
447,7.86,10.0,10.39
457,16.96,20.0,15.6
463,15.96,18.0,28.66
465,17.29,15.0,18.01
467,14.58,10.0,13.75
473,7.06,4.0,4.03
475,15.91,18.0,20.26
477,19.56,16.0,20.42
478,5.31,3.0,3.46
479,3.98,3.0,3.46
482,18.89,16.0,22.47
483,19.25,15.0,20.5
485,12.68,13.0,13.91
489,34.93,41.0,35.62
496,34.95,37.0,28.61
501,30.26,43.0,32.31
505,41.18,45.0,41.09
513,48.84,46.0,44.69
514,45.89,46.0,44.15
517,39.94,44.0,40.1
519,37.16,41.0,38.26
520,37.81,44.0,39.08
525,45.42,44.0,44.77
526,41.58,44.0,40.1
533,22.29,30.0,26.53
536,17.7,12.0,20.19
537,9.39,11.0,19.81
545,13.03,12.0,17.07
547,8.25,10.0,10.45
549,8.77,11.0,11.44
550,2.55,5.0,4.97
557,3.11,3.0,3.02
558,3.68,3.0,3.16
563,6.47,6.0,6.16
571,5.51,6.0,5.92
579,-0.19,3.0,3.06
583,8.67,7.0,5.92
585,2.74,5.0,4.9
593,3.1,3.0,3.18
595,5.85,5.0,5.12
596,5.55,9.0,6.27
601,3.75,3.0,3.16
606,6.89,3.0,3.32
610,19.87,18.0,23.1
612,20.04,23.0,24.49
622,26.23,21.0,28.16
623,29.21,27.0,28.7
624,30.57,26.0,25.37
628,4.87,4.0,4.13
629,23.55,33.0,28.85
630,20.19,27.0,22.78
634,7.72,13.0,14.57
637,17.35,3.0,3.21
640,3.48,3.0,2.33
641,-3.12,4.0,1.28
649,7.46,3.0,3.23
651,33.15,38.0,35.99
653,21.44,32.0,31.37
661,31.17,29.0,35.71
662,17.97,19.0,28.25
663,19.69,3.0,4.03
667,38.57,33.0,37.31
668,36.5,30.0,31.77
670,13.5,4.0,4.22
673,26.39,25.0,32.74
680,34.52,33.0,34.81
681,12.05,3.0,3.89
682,28.55,33.0,30.97
683,9.12,4.0,3.76
685,19.51,16.0,18.95
689,30.36,30.0,32.54
693,8.66,3.0,3.6
697,17.16,3.0,2.57
698,10.5,3.0,3.27
702,26.32,29.0,27.19
703,11.26,19.0,16.98
704,4.96,14.0,18.18
708,16.91,17.0,18.08
710,16.35,18.0,14.49
713,11.13,19.0,17.81
715,8.47,17.0,15.79
723,3.66,9.0,7.36
726,2.7,4.0,2.52
728,3.07,5.0,2.43
735,6.24,3.0,2.63
736,3.17,4.0,3.83
746,4.46,3.0,2.94
748,5.43,6.0,6.27
749,4.1,3.0,2.91
751,6.31,7.0,7.41
752,5.01,7.0,7.3
755,5.96,3.0,2.94
759,3.57,3.0,3.16
760,4.11,3.0,3.06
761,1.39,4.0,4.03
764,1.79,3.0,2.81
769,9.32,3.0,3.24
770,4.24,10.0,13.16
776,9.98,13.0,12.8
777,5.74,9.0,13.08
781,8.2,12.0,10.84
785,6.66,7.0,6.8
790,11.01,10.0,8.88
802,5.93,6.0,6.36
812,9.36,32.0,25.01
815,12.43,11.0,10.49
819,8.02,4.0,4.03
824,15.13,12.0,16.01
831,11.02,10.0,9.54
832,10.04,8.0,7.82
834,7.2,3.0,3.28
839,17.7,17.0,21.47
843,14.58,12.0,15.9
846,24.9,19.0,28.06
848,12.89,3.0,2.71
852,45.37,25.0,47.88
855,26.73,33.0,25.32
856,45.41,46.0,41.62
866,38.13,45.0,39.15
872,37.75,40.0,36.31
873,34.47,36.0,34.46
874,36.47,34.0,34.69
875,25.47,30.0,28.06
885,36.44,37.0,36.03
887,32.19,34.0,34.47
888,37.78,39.0,34.97
889,29.29,30.0,27.18
