,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,39.1,5.63
9,60.49,7.5
10,24.51,10.38
15,34.79,4.55
20,82.65,0.1
22,55.86,9.14
29,96.96,3.86
30,14.59,4.16
33,26.55,3.71
36,63.77,0.18
37,36.55,1.25
47,21.3,2.32
48,20.8,0.8
50,34.9,3.02
52,7.92,4.77
58,168.02,10.69
65,66.97,0.54
70,27.39,9.23
75,6.63,4.77
77,7.46,15.25
86,258.08,4.47
87,143.61,1.03
91,36.27,4.38
92,53.3,1.64
96,15.76,16.46
97,14.91,36.35
106,12.87,0.09
107,29.07,18.31
108,470.18,28.99
111,3.07,2.45
114,67.63,2.67
118,9.86,5.06
121,139.93,10.54
126,20.91,14.54
128,10.86,13.33
130,4.08,0.44
131,33.62,23.83
133,0.71,0.21
134,21.68,37.6
141,13.87,2.56
143,10.33,12.49
147,26.95,23.92
156,248.92,5.21
157,195.96,3.83
163,420.73,2.87
165,76.98,80.24
166,63.89,42.8
171,183.12,13.0
172,56.01,1.54
173,7.76,24.51
176,119.2,128.09
177,250.87,7.74
179,28.08,51.82
182,47.43,62.22
184,30.98,13.13
185,32.56,16.44
192,6.14,34.74
195,0.68,6.83
196,16.89,20.46
198,33.38,14.93
202,8.61,0.11
206,27.64,9.19
210,4.69,15.41
215,42.48,0.25
216,12.45,0.68
217,36.44,0.67
218,10.35,0.39
221,35.1,0.08
222,94.57,3.75
223,30.12,0.47
229,31.77,1.5
230,20.88,23.44
231,21.95,5.02
233,35.53,8.33
238,20.07,54.55
241,17.56,3.45
242,63.84,19.89
246,62.24,4.65
247,42.72,37.46
248,83.37,10.24
255,43.73,3.51
269,174.09,155.37
274,615.77,86.53
275,1041.86,247.23
278,12.61,43.73
281,16.66,4.17
283,685.49,131.72
285,31.91,74.19
291,20.51,66.25
294,35.86,18.87
300,32.02,5.77
301,29.57,8.53
302,21.16,12.2
308,21.98,6.2
310,14.05,12.18
312,13.3,7.3
313,25.82,13.06
319,25.12,12.62
320,30.51,11.91
323,15.31,11.87
329,16.61,7.02
330,22.79,10.26
333,3.6,13.73
350,117.39,44.88
351,37.87,42.56
353,742.5,53.27
358,39.05,54.89
359,236.62,63.53
360,334.8,95.06
366,33.99,11.08
376,87.69,0.16
379,38.67,12.24
380,2.09,35.39
381,28.48,8.08
382,42.72,20.29
386,51.5,7.69
387,14.36,7.61
389,48.42,26.95
390,4.35,7.73
395,74.65,7.07
396,92.09,5.32
400,37.28,4.21
402,8.43,9.68
407,1.83,10.65
408,0.16,13.05
413,5.62,3.76
418,28.82,6.46
425,26.61,10.22
428,5.55,8.5
434,13.08,27.14
435,20.22,40.71
437,11.96,0.18
441,37.28,63.15
443,4.14,16.07
445,54.09,0.98
454,33.08,14.51
455,5.97,8.8
462,43.74,72.89
470,7.86,25.89
471,5.84,20.89
472,0.75,7.03
476,15.69,46.8
478,120.52,11.96
480,107.75,0.78
481,12.47,95.06
482,31.16,57.46
483,36.85,53.96
485,4.7,16.55
486,30.04,9.46
489,13.12,12.86
492,2.11,1.26
496,4.75,25.72
497,12.18,7.36
498,11.46,11.15
503,10.01,10.26
506,13.1,14.5
507,21.46,21.99
514,3.53,9.25
516,21.86,28.12
519,6.09,1.67
526,7.2,3.52
530,51.45,22.82
535,120.11,125.59
536,16.0,48.33
540,18.99,4.64
542,1.21,17.66
548,16.96,2.42
560,40.6,24.63
562,12.46,3.41
565,57.91,7.97
567,83.33,9.8
571,20.0,12.14
574,36.62,2.68
575,12.47,1.03
576,6.01,8.03
579,0.92,1.15
583,10.84,9.16
584,42.55,6.5
585,1.9,7.78
586,2.71,4.16
592,27.51,11.99
594,41.63,22.86
597,19.55,7.42
600,15.93,3.0
602,87.56,11.34
604,5.51,12.56
605,53.25,13.85
611,4.49,0.28
613,36.59,58.05
615,15.63,5.41
617,24.71,1.42
624,14.17,6.84
626,4.51,1.46
627,381.75,75.8
629,9.5,14.92
631,16.92,5.64
632,37.35,16.4
636,36.57,12.33
638,416.76,15.34
639,718.97,12.38
643,34.69,9.44
648,42.37,31.03
651,16.83,1.3
652,18.1,1.01
658,0.76,15.06
659,1.56,11.38
662,18.02,45.76
665,2.29,8.95
669,19.23,17.73
672,4.49,7.25
673,9.87,20.07
675,6.04,3.64
676,65.67,6.32
677,115.69,10.9
679,4.29,2.68
682,5.85,7.59
683,70.87,22.56
684,36.04,24.76
687,8.21,4.62
689,7.47,1.27
691,36.26,12.94
693,97.88,39.75
696,5.81,8.58
697,346.97,40.46
702,2.37,3.68
703,8.36,5.01
704,32.58,25.33
708,21.44,0.06
709,9.09,3.47
711,118.12,8.44
717,37.47,17.56
718,159.89,10.87
722,26.39,3.58
726,45.34,17.37
727,38.48,6.12
736,19.2,4.88
738,44.8,9.17
739,4.92,24.73
741,13.72,34.84
743,70.33,7.46
744,12.37,13.13
745,5.82,3.3
746,73.78,3.21
747,37.83,0.52
750,6.26,1.72
754,58.67,9.8
761,31.66,6.27
764,7.45,9.11
768,10.08,1.94
770,30.51,15.78
771,46.72,25.2
772,0.85,2.29
781,27.1,14.67
784,146.84,0.58
792,22.62,0.54
793,26.54,10.6
795,44.23,10.27
796,47.46,50.6
797,43.76,7.15
802,14.12,2.43
805,94.45,7.45
806,100.88,7.22
808,9.34,10.48
811,21.27,17.78
814,30.26,0.61
818,1.99,15.35
819,129.23,2.38
825,22.67,21.73
828,27.44,3.1
829,24.73,3.55
830,9.24,0.02
831,15.08,3.77
835,170.56,9.86
836,14.57,36.25
838,17.43,2.14
839,10.66,37.31
844,20.75,39.83
846,56.75,23.37
854,21.45,8.49
855,20.65,28.45
867,0.19,7.47
869,7.11,15.12
880,0.36,3.45
881,1.74,7.16
883,41.83,10.84
885,0.28,6.55
887,4.32,7.38
895,32.91,0.07
898,16.18,23.68
903,48.6,22.33
904,59.23,5.21
907,3.99,3.82
909,37.82,25.24
911,35.75,12.91
913,3.46,6.01
915,32.58,17.86
918,26.14,7.39
920,36.14,32.27
921,6.75,6.83
928,6.02,8.91
935,23.45,3.5
943,12.63,5.32
945,47.96,1.32
946,0.65,3.1
948,70.91,6.63
950,62.04,3.35
953,24.74,5.96
954,inf,inf
956,38.57,5.31
962,61.72,7.6
972,50.07,36.47
975,13.46,5.47
980,54.74,61.06
981,75.95,0.89
986,23.53,26.74
990,22.46,6.52
992,33.16,15.65
999,inf,inf
1000,12.92,20.02
1001,39.39,32.22
1002,41.69,7.73
1004,652.16,28.9
1009,62.69,3.61
1010,36.94,12.26
1015,52.49,8.79
1017,3.08,3.04
1023,71.07,13.06
1026,12.58,12.01
1027,6.75,6.97
1028,24.35,32.48
1031,2.24,3.66
1032,4.86,1.93
1035,7.1,0.68
1040,4.32,0.13
1048,20.61,11.72
1060,3.58,6.37
1071,31.69,11.25
1076,5.56,1.41
1085,31.62,58.57
1087,13.16,2.39
1092,21.77,38.09
1093,21.35,10.96
1096,inf,inf
1097,inf,inf
1102,inf,inf
1107,48.61,0.74
1115,6.11,8.56
1118,52.81,2.2
1121,12.98,12.08
1125,52.54,11.27
1128,70.01,12.04
1129,33.41,0.47
1133,5.51,5.55
1137,104.29,19.32
1146,35.13,15.23
1150,16.62,6.39
1152,0.46,7.89
1153,26.54,13.22
1154,3.57,10.2
1157,36.98,5.26
1160,23.54,13.28
1161,29.57,14.84
1164,27.13,18.58
1173,55.35,2.21
1174,2.8,4.34
1178,17.71,22.28
1181,13.08,9.93
1182,0.93,9.48
1189,7.48,6.23
1192,32.07,23.46
1193,38.53,24.85
1194,17.97,44.31
1198,49.76,57.81
1201,79.68,34.1
1202,160.75,18.52
1205,9.07,4.03
1211,27.27,21.72
1217,16.1,13.58
1220,7.65,12.18
1222,55.64,52.48
1231,11.33,18.87
1232,1.53,8.97
1246,0.29,21.6
1255,11.53,11.86
1261,11.83,8.7
1265,73.33,0.23
1269,35.01,4.13
1270,93.82,8.15
1271,87.33,24.19
1272,122.18,6.97
1276,7.0,11.55
1277,18.57,3.08
1279,103.7,71.11
1287,6.47,36.78
1296,30.69,9.74
1301,18.64,17.63
1302,7.07,1.92
1306,54.84,0.03
1307,22.83,10.39
1310,11.4,0.5
1316,5.73,5.39
1318,1.83,16.23
1320,51.21,0.03
1326,77.25,2.8
1327,48.01,3.84
1330,281.14,4.25
1333,127.62,7.72
1338,70.02,2.0
1347,168.48,0.79
1356,9.48,8.9
1361,65.6,42.47
1366,0.04,15.66
1367,10.8,7.24
1370,664.94,32.07
1371,7.1,1.3
1385,1.4,29.42
1388,7.32,4.88
1393,12.17,0.52
1396,38.08,24.55
1404,77.53,1.96
1405,12.2,5.13
1417,1.43,91.78
1423,15.55,24.11
1425,161.34,18.35
1426,21.16,4.26
1427,36.54,29.08
1428,16.9,24.51
1431,36.2,10.81
1438,51.83,11.43
1443,5.99,17.9
1445,171.26,12.0
1448,32.58,1.67
1449,31.3,1.84
1450,39.69,2.21
1451,150.38,14.08
1453,110.05,19.59
1458,32.14,76.45
1459,169.42,17.19
1460,148.27,11.17
