,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,0.6,3.48
2,18.32,2.79
3,21.76,3.19
4,67.51,14.17
5,114.2,27.58
6,17.25,4.66
10,86.01,3.67
11,42.37,5.75
12,25.79,13.87
14,7.15,6.05
16,46.04,5.97
18,11.43,6.24
20,59.8,0.23
21,22.23,3.84
22,53.87,3.72
24,1.32,3.16
27,7.92,6.03
28,17.42,3.84
29,75.01,6.85
30,4.85,0.87
32,17.78,3.24
33,14.36,0.61
35,27.12,4.56
36,26.06,1.3
37,38.82,1.1
38,32.47,2.49
39,48.36,4.17
40,63.65,3.22
41,34.62,0.16
42,77.71,0.4
43,30.53,10.27
44,76.26,4.37
46,32.95,6.38
47,7.06,4.34
48,11.33,4.37
49,69.88,1.58
51,46.24,7.1
52,8.42,2.26
53,6.08,7.89
54,3.3,5.38
55,14.15,6.59
56,14.32,1.81
57,21.68,20.27
58,68.87,1.3
59,30.37,1.61
60,5.83,7.23
61,11.3,5.11
62,5.77,1.8
63,4.21,3.14
64,9.68,5.49
66,7.5,1.01
67,9.83,3.05
68,16.43,15.1
70,19.91,5.44
71,8.06,5.86
73,18.98,19.37
75,7.99,1.56
76,16.25,7.11
77,4.54,12.26
78,9.72,1.19
79,9.13,3.11
80,42.21,7.18
81,7.88,0.11
83,2.89,7.5
85,2.22,1.43
86,14.29,1.96
87,24.35,5.91
92,31.1,0.71
96,1.1,6.61
97,15.05,7.52
99,0.89,2.04
100,109.75,41.12
102,5.55,1.2
104,5.72,0.67
105,3.86,1.98
106,9.84,14.18
107,18.11,18.53
108,236.98,32.24
109,30.3,39.52
110,8.77,1.82
111,4.67,8.19
113,218.72,21.4
114,24.97,18.42
115,13.63,32.49
116,12.28,14.49
117,5.04,0.62
119,3.51,6.08
120,12.33,24.43
121,7.16,20.49
124,1.81,3.96
126,4.95,5.59
127,4.93,3.46
129,2.58,7.88
130,5.21,7.08
132,1.58,0.09
133,1.31,1.49
136,46.87,15.83
137,27.35,23.4
138,1.48,1.94
140,3.93,1.63
141,8.78,9.85
144,6.75,1.95
146,5.01,6.78
147,14.74,13.92
148,0.48,3.98
149,0.64,23.92
150,3.04,3.31
151,4.35,3.2
155,5.35,16.85
157,110.78,1.66
158,10.63,11.25
162,31.14,17.91
163,187.67,19.21
164,179.07,19.76
165,48.24,10.32
166,20.69,13.28
167,20.12,11.53
168,7.67,28.2
169,7.09,1.37
170,206.39,2.78
172,18.6,4.39
173,5.96,5.51
