,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,4.44,3.0,2.6
7,5.86,9.0,11.07
8,8.97,19.0,18.72
9,9.9,4.0,3.65
13,8.29,5.0,6.43
15,5.97,9.0,9.03
17,3.01,3.0,3.38
19,6.16,6.0,5.95
23,4.6,3.0,3.01
25,9.2,5.0,5.91
26,6.25,4.0,3.97
31,3.92,3.0,2.91
34,3.74,4.0,3.93
45,4.25,3.0,3.13
50,8.56,8.0,8.3
65,3.4,3.0,2.86
69,15.84,13.0,14.16
72,10.96,3.0,3.37
74,11.51,14.0,18.86
82,10.49,10.0,13.21
84,10.8,12.0,13.16
88,13.66,15.0,12.12
89,10.09,12.0,13.09
90,9.38,11.0,11.53
91,10.55,9.0,9.68
93,6.5,3.0,3.25
94,5.21,4.0,4.0
95,10.64,11.0,11.46
98,11.6,12.0,12.6
101,4.81,7.0,5.62
103,17.35,14.0,15.93
112,9.07,3.0,2.41
118,21.92,21.0,22.88
122,28.19,3.0,4.93
123,41.8,40.0,38.57
125,45.07,46.0,45.61
128,26.11,24.0,27.58
131,45.1,60.0,48.63
134,22.46,29.0,16.03
135,11.81,21.0,15.92
139,40.16,37.0,33.08
142,22.72,24.0,23.38
143,28.9,25.0,28.82
145,39.21,42.0,36.72
152,27.62,38.0,28.38
153,12.48,27.0,20.75
154,9.33,10.0,11.08
156,9.49,3.0,3.34
159,10.13,9.0,9.91
160,11.55,9.0,7.57
161,12.04,11.0,12.42
171,5.33,3.0,3.06
174,26.24,13.0,17.92
185,3.04,3.0,2.22
188,11.29,13.0,10.3
189,10.94,11.0,10.27
191,13.32,11.0,11.15
197,9.52,12.0,12.03
199,3.69,5.0,4.91
200,4.48,4.0,3.76
203,4.79,4.0,4.0
206,1.68,3.0,3.06
219,5.41,5.0,4.78
220,4.84,4.0,3.97
221,5.23,4.0,3.97
224,4.53,4.0,4.17
226,4.73,3.0,3.02
227,3.61,3.0,3.12
230,4.22,6.0,6.47
246,19.7,14.0,12.84
250,12.26,23.0,22.64
252,20.12,24.0,19.14
253,24.71,23.0,27.16
254,11.08,4.0,4.04
256,29.28,26.0,26.87
261,6.57,11.0,21.25
265,28.86,26.0,23.29
266,29.69,36.0,34.3
267,29.09,40.0,37.09
271,21.06,35.0,33.42
274,15.89,4.0,6.16
276,30.08,4.0,10.27
277,54.46,3.0,3.81
285,51.77,32.0,44.07
286,52.21,34.0,47.31
298,52.45,63.0,56.83
303,31.14,44.0,33.47
305,54.16,67.0,59.68
