,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
2,0.59,1.0,0.57
4,1.5,1.0,0.86
5,8.93,6.0,7.13
9,1.21,1.0,0.96
13,8.53,9.0,8.41
16,0.78,1.0,0.9
17,1.37,1.0,1.04
21,1.56,1.0,0.93
24,0.94,1.0,0.9
26,9.33,13.0,13.97
27,15.85,18.0,15.4
28,16.99,21.0,16.02
39,1.84,0.0,1.07
40,16.67,19.0,19.34
45,0.96,1.0,0.57
47,1.9,1.0,1.03
49,15.41,16.0,15.85
57,20.36,19.0,19.83
60,20.68,19.0,20.07
62,6.83,6.0,6.33
66,0.55,0.0,1.06
68,14.8,12.0,14.83
72,0.59,0.0,0.96
73,0.47,0.0,0.93
76,1.25,0.0,0.79
79,-0.02,0.0,0.5
80,-0.1,0.0,0.9
81,13.44,13.0,14.21
84,1.44,0.0,0.8
87,0.73,1.0,0.99
88,14.0,13.0,14.05
90,1.81,1.0,0.77
93,0.78,1.0,0.72
96,17.19,18.0,16.9
97,18.99,20.0,18.01
101,0.48,1.0,0.93
103,19.44,24.0,20.17
104,19.8,20.0,19.59
115,1.08,1.0,1.06
118,18.18,18.0,18.31
128,1.6,1.0,0.62
133,1.88,0.0,0.6
134,1.27,2.0,3.16
136,-0.24,1.0,0.56
137,-0.09,1.0,0.35
146,7.89,5.0,6.81
147,13.7,11.0,10.96
149,16.2,16.0,16.33
161,19.52,20.0,20.27
162,20.55,19.0,20.37
164,0.96,1.0,0.74
166,1.84,0.0,0.93
173,15.67,16.0,15.21
176,12.9,11.0,14.05
177,12.63,11.0,15.13
184,9.78,8.0,8.38
