,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,1.25,1.0,0.5
13,4.76,9.0,8.81
18,18.95,24.0,19.62
20,16.91,17.0,17.49
25,16.52,13.0,16.14
28,16.42,21.0,17.33
29,12.44,18.0,13.37
30,1.43,1.0,1.36
31,1.52,0.0,0.97
34,19.11,20.0,20.47
39,1.89,0.0,-0.08
40,18.89,19.0,18.33
42,11.1,14.0,12.79
46,1.68,1.0,1.25
47,1.78,1.0,1.26
52,1.15,1.0,0.97
54,15.21,16.0,14.49
57,20.4,19.0,20.95
59,1.0,1.0,0.96
60,20.03,19.0,19.88
64,4.04,7.0,7.97
70,1.15,1.0,1.29
71,4.76,7.0,5.25
75,1.19,0.0,-0.11
81,14.36,13.0,14.71
86,0.93,1.0,0.59
88,14.18,13.0,12.37
90,2.07,1.0,1.74
91,2.77,4.0,2.79
98,19.16,19.0,18.1
99,18.66,6.0,4.42
108,1.17,1.0,0.91
109,20.77,21.0,20.34
123,14.19,18.0,14.36
124,1.55,1.0,1.06
127,1.68,2.0,2.11
128,2.51,1.0,1.73
131,3.13,1.0,0.62
132,3.51,2.0,1.18
133,2.7,0.0,-0.21
151,1.26,0.0,0.82
152,19.27,20.0,19.34
154,19.67,21.0,20.83
155,19.96,23.0,22.32
157,2.24,0.0,1.56
159,20.7,19.0,21.83
164,1.34,1.0,1.99
165,0.7,0.0,-0.87
166,0.75,0.0,-0.77
170,17.0,15.0,16.71
173,17.11,16.0,15.57
175,12.56,15.0,12.65
177,9.94,11.0,13.03
181,13.93,10.0,10.7
182,5.98,11.0,10.41
184,7.64,8.0,8.4
