リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
22,25.3,0,0,22,25.1,0,0,23,26.6,0,0,23,25.9,0,0,23,25.3,0,0,23,24.8,0,0,23,26.5,0,0,25,26.3,0,0,25,26.6,0,0
22,25.4,0,0,22,25.3,0,0,23,26.5,0,0,23,25.7,0,0,23,25.3,0,0,23,24.9,0,0,23,26.4,0,0,25,26.3,0,0,25,26.3,0,0
22,25.5,0,0,22,25.3,0,0,23,26.4,0,0,23,25.6,0,0,23,25.3,0,0,23,25.1,0,0,23,26.4,0,0,25,26.3,0,0,25,26.2,0,0
22,25.6,0,0,22,25.4,0,0,23,26.4,0,0,23,25.7,0,0,23,25.4,0,0,23,25.2,0,0,23,26.3,0,0,25,26.3,0,0,25,26.2,0,0
22,25.6,0,0,22,25.5,0,0,23,26.4,0,0,23,25.7,0,0,23,25.5,0,0,23,25.3,0,0,23,26.4,0,0,25,26.3,0,0,25,26.2,0,0
22,25.7,0,0,22,25.6,0,0,23,26.4,0,0,23,25.7,0,0,23,25.6,0,0,23,25.3,0,0,23,26.4,0,0,25,26.4,0,0,25,26.2,0,0
22,25.7,0,0,22,25.7,0,0,23,26.5,0,0,23,25.7,0,0,23,25.6,0,0,23,25.4,0,0,23,26.4,0,0,25,26.5,0,0,25,26.2,0,0
22,25.8,0,0,22,25.8,0,0,23,26.5,0,0,23,25.8,0,0,23,25.7,0,0,23,25.4,0,0,23,26.4,0,0,25,26.5,0,0,25,26.2,0,0
22,25.9,0,0,22,25.9,0,0,23,26.6,0,0,23,25.8,0,0,23,25.8,0,0,23,25.5,0,0,23,26.5,0,0,25,26.5,0,0,25,26.2,0,0
22,26,0,0,22,26,0,0,23,26.7,0,0,23,25.9,0,0,23,25.9,0,0,23,25.6,0,0,23,26.5,0,0,25,26.6,0,0,25,26.2,0,0
22,24.5,56,56,22,23.5,56,56,23,25.4,56,0,23,24.9,56,0,23,24.4,56,56,23,23.7,56,56,23,23.9,56,56,25,25,56,18,25,24.8,56,9
22,23.7,60,60,22,22.3,60,60,23,25,60,0,23,24.5,60,0,23,24.1,60,60,23,23.4,60,60,23,22.9,60,60,25,25.2,60,0,25,25,60,48
22,24.1,60,60,22,22.7,60,60,23,25.7,60,0,23,25,60,0,23,24.2,60,60,23,23.7,60,60,23,23,60,60,25,25.2,60,12,25,24.8,60,39
22,24.3,60,60,22,22.9,60,60,23,26,60,0,23,25.1,60,0,23,24.4,60,60,23,23.8,60,60,23,23.2,60,60,25,25.1,60,21,25,24.9,60,27
22,24.4,60,60,22,23.3,60,60,23,26.3,60,0,23,25.3,60,0,23,24.4,60,60,23,24,60,60,23,23.2,60,60,25,25.3,60,8,25,25,60,46
22,24.4,60,60,22,23.2,60,60,23,26.4,60,0,23,25.3,60,0,23,24.4,60,60,23,24,60,60,23,23.3,60,60,25,25.1,60,15,25,24.9,60,24
22,24.4,60,60,22,22.9,60,60,23,26.3,60,0,23,25.3,60,0,23,24.2,60,60,23,23.8,60,60,23,22.9,60,60,25,25.2,60,0,25,24.7,60,50
22,24.3,60,60,22,22.9,60,60,23,26.2,60,0,23,25.3,60,0,23,24.3,60,60,23,23.6,60,60,23,23.1,60,60,25,25.2,60,0,25,24.9,60,51
22,24.3,60,60,22,22.7,60,60,23,26.2,60,0,23,25.3,60,0,23,24.1,60,60,23,23.6,60,60,23,22.9,60,60,25,24.9,60,6,25,24.7,60,30
22,24.4,60,60,22,23.1,60,60,23,26.2,60,0,23,25.3,60,0,23,24.3,60,60,23,23.5,60,60,23,23.2,60,60,25,25.3,60,0,25,24.7,60,47
22,24.3,60,60,22,22.7,60,60,23,26,60,0,23,25.3,60,0,23,24.3,60,60,23,23.6,60,60,23,23,60,60,25,25.2,60,0,25,25.1,60,26
22,24.3,0,0,22,22.7,0,0,23,26,0,0,23,25.3,0,0,23,24.3,0,0,23,23.7,0,0,23,23,0,0,25,25.2,0,0,25,25.3,0,0
22,25.2,0,0,22,24.3,0,0,23,27.2,0,0,23,26.6,0,0,23,24.5,0,0,23,24.4,0,0,23,24.9,0,0,25,26.6,0,0,25,25.8,0,0
22,25.4,0,0,22,24.9,0,0,23,27.3,0,0,23,26.6,0,0,23,25,0,0,23,24.8,0,0,23,25.3,0,0,25,26.8,0,0,25,26,0,0
22,25.6,0,0,22,25.3,0,0,23,27.2,0,0,23,26.5,0,0,23,25.3,0,0,23,25,0,0,23,25.5,0,0,25,26.8,0,0,25,26,0,0
22,25.7,0,0,22,25.5,0,0,23,27.2,0,0,23,26.3,0,0,23,25.3,0,0,23,25.3,0,0,23,25.9,0,0,25,26.7,0,0,25,25.9,0,0
22,25.8,0,0,22,25.7,0,0,23,27.1,0,0,23,26.2,0,0,23,25.4,0,0,23,25.4,0,0,23,26.1,0,0,25,26.6,0,0,25,26,0,0
22,25.9,0,0,22,25.8,0,0,23,27.1,0,0,23,26.2,0,0,23,25.5,0,0,23,25.5,0,0,23,26.2,0,0,25,26.5,0,0,25,25.9,0,0
22,26,0,0,22,25.9,0,0,23,27.1,0,0,23,26.2,0,0,23,25.6,0,0,23,25.5,0,0,23,26.2,0,0,25,26.5,0,0,25,25.9,0,0
22,26,0,0,22,26,0,0,23,27.1,0,0,23,26.2,0,0,23,25.6,0,0,23,25.5,0,0,23,26.2,0,0,25,26.5,0,0,25,25.9,0,0
22,26.1,0,0,22,26,0,0,23,27.1,0,0,23,26.2,0,0,23,25.7,0,0,23,25.5,0,0,23,26.2,0,0,25,26.5,0,0,25,25.9,0,0
22,26.1,0,0,22,26,0,0,23,27.1,0,0,23,26.2,0,0,23,25.7,0,0,23,25.6,0,0,23,26.2,0,0,25,26.6,0,0,25,26,0,0
22,26.1,0,0,22,26.1,0,0,23,27.1,0,0,23,26.2,0,0,23,25.7,0,0,23,25.6,0,0,23,26.3,0,0,25,26.6,0,0,25,26,0,0
22,26.1,0,0,22,26.2,0,0,23,27.1,0,0,23,26.2,0,0,23,25.8,0,0,23,25.6,0,0,23,26.3,0,0,25,26.6,0,0,25,26.1,0,0
22,24.8,59,59,22,23.8,59,59,23,25.8,59,0,23,25.2,59,0,23,24.4,59,59,23,23.8,59,59,23,23.8,59,59,25,25.1,59,20,25,24.9,59,9
22,24.4,60,60,22,23.1,60,60,23,25.7,60,0,23,25.1,60,0,23,24.3,60,60,23,23.7,60,60,23,23,60,60,25,25.2,60,15,25,24.9,60,47
22,24.5,60,60,22,23.1,60,60,23,26.1,60,0,23,25.3,60,0,23,24.4,60,60,23,23.9,60,60,23,23.3,60,60,25,25.1,60,9,25,24.9,60,31
22,24.4,60,60,22,23,60,60,23,26.2,60,0,23,25.2,60,0,23,24.3,60,60,23,23.9,60,60,23,23.1,60,60,25,25.1,60,16,25,24.8,60,26
22,24.2,60,60,22,22.8,60,60,23,26.2,60,0,23,25.3,60,0,23,24.2,60,60,23,23.7,60,60,23,23,60,60,25,25.2,60,0,25,24.9,60,58
22,24.2,60,60,22,22.7,60,60,23,26.1,60,0,23,25.3,60,0,23,24.2,60,60,23,23.6,60,60,23,23,60,60,25,25.2,60,0,25,24.6,60,60
22,24.2,60,60,22,22.8,60,60,23,26.2,60,0,23,25.3,60,0,23,24.1,60,60,23,23.6,60,60,23,23,60,60,25,25.2,60,0,25,24.5,60,60
22,24.2,60,60,22,22.8,60,60,23,26.3,60,0,23,25.4,60,0,23,24.1,60,60,23,23.6,60,60,23,23,60,60,25,25.3,60,0,25,24.5,60,60
22,24.1,60,60,22,22.6,60,60,23,26.1,60,0,23,25.3,60,0,23,24,60,60,23,23.6,60,60,23,22.8,60,60,25,24.9,60,6,25,24.6,60,27
22,24,60,60,22,22.6,60,60,23,26,60,0,23,25.3,60,0,23,24,60,60,23,23.6,60,60,23,22.8,60,60,25,25.1,60,0,25,24.9,60,17
22,24.1,60,60,22,22.6,60,60,23,26,60,0,23,25.2,60,0,23,24.1,60,60,23,23.6,60,60,23,22.9,60,60,25,25.1,60,0,25,25.1,60,16
22,24.2,0,0,22,22.6,0,0,23,26,0,0,23,25.2,0,0,23,24.2,0,0,23,23.9,0,0,23,22.9,0,0,25,25.1,0,0,25,25.4,0,0
22,24.9,0,0,22,24.3,0,0,23,27.2,0,0,23,26.6,0,0,23,24.7,0,0,23,24.8,0,0,23,24.6,0,0,25,26.7,0,0,25,26.3,0,0
22,25.4,0,0,22,25,0,0,23,27.5,0,0,23,26.8,0,0,23,25.2,0,0,23,25.1,0,0,23,25.1,0,0,25,27,0,0,25,26.5,0,0
22,25.7,0,0,22,25.3,0,0,23,27.5,0,0,23,26.8,0,0,23,25.3,0,0,23,25.2,0,0,23,25.3,0,0,25,27,0,0,25,26.6,0,0
22,25.8,0,0,22,25.5,0,0,23,27.4,0,0,23,26.5,0,0,23,25.4,0,0,23,25.3,0,0,23,25.3,0,0,25,26.9,0,0,25,26.3,0,0
22,25.9,0,0,22,25.7,0,0,23,27.3,0,0,23,26.4,0,0,23,25.5,0,0,23,25.3,0,0,23,25.4,0,0,25,26.9,0,0,25,26.3,0,0
22,25.9,0,0,22,25.8,0,0,23,27.2,0,0,23,26.4,0,0,23,25.6,0,0,23,25.4,0,0,23,25.4,0,0,25,26.8,0,0,25,26.3,0,0
22,26,0,0,22,25.9,0,0,23,27.3,0,0,23,26.4,0,0,23,25.7,0,0,23,25.5,0,0,23,25.5,0,0,25,26.9,0,0,25,26.3,0,0
22,26.1,0,0,22,25.9,0,0,23,27.2,0,0,23,26.5,0,0,23,25.8,0,0,23,25.6,0,0,23,25.5,0,0,25,26.9,0,0,25,26.3,0,0
22,26.1,0,0,22,26,0,0,23,27.3,0,0,23,26.4,0,0,23,25.8,0,0,23,25.6,0,0,23,25.6,0,0,25,26.9,0,0,25,26.3,0,0
22,26.2,0,0,22,26.1,0,0,23,27.3,0,0,23,26.5,0,0,23,25.8,0,0,23,25.7,0,0,23,25.7,0,0,25,26.9,0,0,25,26.3,0,0
22,26.2,0,0,22,26.2,0,0,23,27.3,0,0,23,26.5,0,0,23,25.9,0,0,23,25.7,0,0,23,25.8,0,0,25,26.9,0,0,25,26.4,0,0
22,26.2,0,0,22,26.2,0,0,23,27.3,0,0,23,26.5,0,0,23,26,0,0,23,25.8,0,0,23,25.9,0,0,25,27,0,0,25,26.5,0,0
22,24.9,60,60,22,23.9,60,60,23,26,60,0,23,25.4,60,0,23,24.6,60,60,23,23.9,60,60,23,23.9,60,60,25,25.2,60,26,25,24.9,60,16
22,24.1,60,60,22,22.6,60,60,23,25.6,60,0,23,25.1,60,0,23,24.4,60,60,23,23.8,60,60,23,23.1,60,60,25,25.2,60,0,25,24.9,60,35
22,24.3,60,60,22,22.6,60,60,23,26.1,60,0,23,25.4,60,0,23,24.3,60,60,23,23.8,60,60,23,22.9,60,60,25,25.1,60,0,25,25.1,60,24
22,24.3,60,60,22,22.7,60,60,23,26,60,0,23,25.4,60,0,23,24.4,60,60,23,23.7,60,60,23,23,60,60,25,25.1,60,0,25,24.9,60,22
22,24.3,60,60,22,22.6,60,60,23,26.1,60,0,23,25.5,60,0,23,24.3,60,60,23,23.7,60,60,23,23,60,60,25,25.1,60,0,25,25.1,60,20
22,24.3,60,60,22,22.7,60,60,23,26.2,60,0,23,25.5,60,0,23,24.4,60,60,23,23.5,60,60,23,23,60,60,25,25.2,60,0,25,24.7,60,50
22,24.3,60,60,22,22.6,60,60,23,26.4,60,0,23,25.6,60,0,23,24.3,60,60,23,23.8,60,60,23,23,60,60,25,25.2,60,0,25,25,60,27
22,24.3,60,60,22,22.6,60,60,23,26.3,60,0,23,25.6,60,0,23,24.3,60,60,23,23.7,60,60,23,23,60,60,25,25.3,60,0,25,24.9,60,35
22,24.2,60,60,22,22.3,60,60,23,26.2,60,0,23,25.6,60,0,23,24.1,60,60,23,23.6,60,60,23,22.8,60,60,25,24.9,60,7,25,24.8,60,25
22,24.1,60,60,22,22.4,60,60,23,26.1,60,0,23,25.5,60,0,23,24.2,60,60,23,23.7,60,60,23,22.9,60,60,25,25.1,60,0,25,25.1,60,25
22,24.2,60,60,22,22.4,60,60,23,26.1,60,0,23,25.5,60,0,23,24.3,60,60,23,23.6,60,60,23,23,60,60,25,25.2,60,0,25,24.9,60,32
22,24.1,0,0,22,22.3,0,0,23,26,0,0,23,25.5,0,0,23,24.2,0,0,23,23.6,0,0,23,22.9,0,0,25,25.1,0,0,25,24.5,0,0
22,25.1,0,0,22,24.3,0,0,23,27.3,0,0,23,26.9,0,0,23,24.7,0,0,23,24.5,0,0,23,24.5,0,0,25,26.7,0,0,25,26,0,0
22,25.5,0,0,22,25,0,0,23,27.6,0,0,23,27,0,0,23,25.2,0,0,23,24.9,0,0,23,24.9,0,0,25,27.1,0,0,25,26.2,0,0
22,25.7,0,0,22,25.3,0,0,23,27.6,0,0,23,27,0,0,23,25.4,0,0,23,25.2,0,0,23,25.1,0,0,25,27.2,0,0,25,26.2,0,0
22,25.9,0,0,22,25.4,0,0,23,27.5,0,0,23,26.7,0,0,23,25.5,0,0,23,25.3,0,0,23,25.2,0,0,25,27,0,0,25,26.2,0,0
22,26,0,0,22,25.6,0,0,23,27.4,0,0,23,26.6,0,0,23,25.5,0,0,23,25.3,0,0,23,25.3,0,0,25,27,0,0,25,26.2,0,0
22,26,0,0,22,25.7,0,0,23,27.3,0,0,23,26.5,0,0,23,25.6,0,0,23,25.4,0,0,23,25.3,0,0,25,26.9,0,0,25,26.1,0,0
22,26,0,0,22,25.8,0,0,23,27.3,0,0,23,26.5,0,0,23,25.6,0,0,23,25.5,0,0,23,25.3,0,0,25,26.9,0,0,25,26.1,0,0
22,26.1,0,0,22,25.9,0,0,23,27.2,0,0,23,26.5,0,0,23,25.7,0,0,23,25.5,0,0,23,25.4,0,0,25,26.9,0,0,25,26.1,0,0
22,26.1,0,0,22,25.9,0,0,23,27.3,0,0,23,26.5,0,0,23,25.7,0,0,23,25.6,0,0,23,25.5,0,0,25,26.9,0,0,25,26.1,0,0
22,26.2,0,0,22,26,0,0,23,27.2,0,0,23,26.5,0,0,23,25.8,0,0,23,25.6,0,0,23,25.5,0,0,25,26.9,0,0,25,26.1,0,0
22,26.2,0,0,22,26,0,0,23,27.3,0,0,23,26.5,0,0,23,25.8,0,0,23,25.7,0,0,23,25.5,0,0,25,26.9,0,0,25,26.1,0,0
22,26.2,0,0,22,26.1,0,0,23,27.2,0,0,23,26.5,0,0,23,25.9,0,0,23,25.7,0,0,23,25.7,0,0,25,26.9,0,0,25,26.1,0,0
22,25.2,31,31,22,24.9,31,31,23,26.1,31,0,23,25.5,31,0,23,24.9,31,31,23,24.7,31,31,23,24.5,31,31,23,25.3,31,31,23,24.6,31,31
22,24.8,60,60,22,23.4,60,60,23,25.6,60,0,23,25.2,60,0,23,24.2,60,60,23,23.4,60,60,23,23.2,60,60,23,24.2,60,60,23,23.2,60,60
22,24.6,60,60,22,23,60,60,23,26.2,60,0,23,25.5,60,0,23,24.1,60,60,23,23.6,60,60,23,23,60,60,23,24.3,60,60,23,23.3,60,60
22,24.5,60,60,22,23,60,60,23,26.3,60,0,23,25.6,60,0,23,23.9,60,60,23,23.8,60,60,23,23.1,60,60,23,24,60,60,23,23,60,60
22,24.5,60,60,22,23.1,60,60,23,26.5,60,0,23,25.7,60,0,23,24,60,60,23,23.8,60,60,23,23,60,60,23,23.8,60,60,23,22.7,60,35
22,24.4,60,60,22,22.7,60,60,23,26.6,60,0,23,25.7,60,0,23,24,60,60,23,23.9,60,60,23,22.8,60,60,23,23.5,60,60,23,23,60,0
22,24.2,60,60,22,22.5,60,60,23,26.5,60,0,23,25.6,60,0,23,23.9,60,60,23,23.6,60,60,23,22.8,60,60,23,23.2,60,60,23,22.9,60,0
22,24.1,60,60,22,22.4,60,60,23,26.3,60,0,23,25.6,60,0,23,23.7,60,60,23,23.5,60,60,23,22.7,60,60,23,23,60,60,23,22.8,60,0
22,24.1,60,60,22,22.4,60,60,23,26.1,60,0,23,25.6,60,0,23,23.6,60,60,23,23.5,60,60,23,22.4,60,60,23,23,60,60,23,22.7,60,7
22,24.1,60,60,22,22.4,60,60,23,26.1,60,0,23,25.5,60,0,23,23.5,60,60,23,23.5,60,60,23,22.1,60,60,23,23,60,60,23,22.8,60,0
22,24,60,60,22,22.3,60,60,23,25.6,60,0,23,25.3,60,0,23,23.6,60,60,23,23.2,60,60,23,22.1,60,60,23,22.7,60,60,23,22.6,60,0
22,24,0,0,22,22.2,0,0,23,25.1,0,0,23,25,0,0,23,23.7,0,0,23,22.8,0,0,23,22.3,0,0,23,22.7,0,0,23,22.4,0,0
22,25,0,0,22,24.1,0,0,23,26.9,0,0,23,26.4,0,0,23,24.2,0,0,23,24,0,0,23,24.3,0,0,23,24.7,0,0,23,25.7,0,0
22,25.3,0,0,22,24.8,0,0,23,27.2,0,0,23,26.4,0,0,23,24.7,0,0,23,24.5,0,0,23,24.9,0,0,23,25.4,0,0,23,26.1,0,0
22,25.5,0,0,22,25.1,0,0,23,27.2,0,0,23,26.4,0,0,23,25.1,0,0,23,24.8,0,0,23,25.1,0,0,23,25.7,0,0,23,26.2,0,0
22,25.6,0,0,22,25.3,0,0,23,27.2,0,0,23,26.3,0,0,23,25.3,0,0,23,25.1,0,0,23,25.3,0,0,23,25.9,0,0,23,26.2,0,0
22,25.7,0,0,22,25.4,0,0,23,27.2,0,0,23,26.3,0,0,23,25.3,0,0,23,25.1,0,0,23,25.3,0,0,23,26,0,0,23,26.3,0,0
22,25.8,0,0,22,25.6,0,0,23,27.2,0,0,23,26.3,0,0,23,25.4,0,0,23,25.3,0,0,23,25.4,0,0,23,26,0,0,23,26.3,0,0
22,25.9,0,0,22,25.7,0,0,23,27.2,0,0,23,26.3,0,0,23,25.4,0,0,23,25.3,0,0,23,25.5,0,0,23,26.1,0,0,23,26.3,0,0
22,26,0,0,22,25.8,0,0,23,27.2,0,0,23,26.3,0,0,23,25.5,0,0,23,25.4,0,0,23,25.5,0,0,23,26.1,0,0,23,26.4,0,0
22,26,0,0,22,25.8,0,0,23,27.2,0,0,23,26.4,0,0,23,25.6,0,0,23,25.5,0,0,23,25.6,0,0,23,26.2,0,0,23,26.4,0,0
22,26.1,0,0,22,25.9,0,0,23,27.2,0,0,23,26.4,0,0,23,25.6,0,0,23,25.5,0,0,23,25.7,0,0,23,26.2,0,0,23,26.4,0,0
22,26.1,0,0,22,26,0,0,23,27.2,0,0,23,26.4,0,0,23,25.7,0,0,23,25.6,0,0,23,25.8,0,0,23,26.3,0,0,23,26.4,0,0
22,26.1,0,0,22,26.1,0,0,23,27.2,0,0,23,26.4,0,0,23,25.8,0,0,23,25.6,0,0,23,25.8,0,0,23,26.5,0,0,23,26.5,0,0
22,26.2,0,0,22,26.2,0,0,23,27.2,0,0,23,26.4,0,0,23,25.9,0,0,23,25.7,0,0,23,25.9,0,0,23,26.5,0,0,23,26.6,0,0
22,26.2,0,0,22,26.2,0,0,23,27.2,0,0,23,26.5,0,0,23,26,0,0,23,25.7,0,0,23,26,0,0,23,26.5,0,0,23,26.7,0,0
22,26.3,0,0,22,26.2,0,0,23,27.3,0,0,23,26.6,0,0,23,26.1,0,0,23,25.7,0,0,23,26.2,0,0,23,26.6,0,0,23,27,0,0
22,26.4,0,0,22,26.2,0,0,23,27.5,0,0,23,26.7,0,0,23,26.1,0,0,23,25.8,0,0,23,26.2,0,0,23,26.5,0,0,23,27.2,0,0
22,26.4,0,0,22,25.4,0,0,23,28,0,0,23,26.6,0,0,23,23.2,0,0,23,22.9,0,0,23,25.4,46,46,23,26,46,46,23,26.2,46,46
22,26.1,0,0,22,25.2,0,0,23,28.5,0,0,23,26.7,0,0,23,24.7,0,0,23,21.8,0,0,23,24.8,41,41,23,25.5,41,41,23,25.6,41,41
22,26.2,0,0,22,25.6,0,0,23,28.1,0,0,23,26.8,0,0,23,26.1,0,0,23,24.9,0,0,23,25.8,0,0,23,26,0,0,23,26,0,0
22,26.3,0,0,22,25.8,0,0,23,28,0,0,23,26.9,0,0,23,26.2,0,0,23,25.2,0,0,23,26,0,0,23,26.3,0,0,23,26.2,0,0
22,26.4,0,0,22,26.2,0,0,23,28,0,0,23,27,0,0,23,26.2,0,0,23,25.6,0,0,23,26.2,0,0,23,26.6,0,0,23,26.3,0,0
22,26.5,0,0,22,26.4,0,0,23,27.9,0,0,23,27,0,0,23,26.3,0,0,23,25.9,0,0,23,26.4,0,0,23,26.9,0,0,23,26.6,0,0
22,26.6,0,0,22,26.5,0,0,23,27.8,0,0,23,27,0,0,23,26.4,0,0,23,26.1,0,0,23,26.7,0,0,23,27.1,0,0,23,26.8,0,0
22,26.6,0,0,22,26.6,0,0,23,27.8,0,0,23,26.9,0,0,23,26.4,0,0,23,26.2,0,0,23,26.7,0,0,23,27.1,0,0,23,26.7,0,0
22,26.7,0,0,22,26.6,0,0,23,27.8,0,0,23,26.9,0,0,23,26.4,0,0,23,26.2,0,0,23,26.6,0,0,23,27,0,0,23,26.7,0,0
22,26.6,0,0,22,26.6,0,0,23,27.7,0,0,23,26.8,0,0,23,26.4,0,0,23,26.2,0,0,23,26.6,0,0,23,26.9,0,0,23,26.7,0,0
22,26.6,0,0,22,26.7,0,0,23,27.7,0,0,23,26.8,0,0,23,26.4,0,0,23,26.1,0,0,23,26.4,0,0,23,26.9,0,0,23,26.6,0,0
22,26.7,0,0,22,26.8,0,0,23,27.6,0,0,23,26.8,0,0,23,26.4,0,0,23,26.1,0,0,23,26.5,0,0,23,26.8,0,0,23,26.6,0,0
22,26.7,0,0,22,26.8,0,0,23,27.6,0,0,23,26.8,0,0,23,26.4,0,0,23,26.1,0,0,23,26.4,0,0,23,26.8,0,0,23,26.6,0,0
22,26.7,0,0,22,26.8,0,0,23,27.6,0,0,23,26.8,0,0,23,26.4,0,0,23,26.1,0,0,23,26.4,0,0,23,26.9,0,0,23,26.5,0,0
22,26.7,0,0,22,26.9,0,0,23,27.6,0,0,23,26.8,0,0,23,26.4,0,0,23,26.2,0,0,23,26.4,0,0,23,26.9,0,0,23,26.5,0,0
22,26.7,0,0,22,27,0,0,23,27.6,0,0,23,26.8,0,0,23,26.4,0,0,23,26.2,0,0,23,26.4,0,0,23,26.9,0,0,23,26.5,0,0
22,26.7,0,0,22,27,0,0,23,27.6,0,0,23,26.8,0,0,23,26.4,0,0,23,26.2,0,0,23,26.4,0,0,23,26.9,0,0,23,26.4,0,0
22,26.8,0,0,22,27,0,0,23,27.7,0,0,23,26.8,0,0,23,26.5,0,0,23,26.2,0,0,23,26.4,0,0,23,26.9,0,0,23,26.4,0,0
22,26.8,0,0,22,27.1,0,0,23,27.6,0,0,23,26.8,0,0,23,26.5,0,0,23,26.3,0,0,23,26.5,0,0,23,27,0,0,23,26.5,0,0
22,26.9,0,0,22,27.1,0,0,23,27.6,0,0,23,26.8,0,0,23,26.5,0,0,23,26.3,0,0,23,26.6,0,0,23,27,0,0,23,26.5,0,0
22,25.5,48,48,22,24.8,48,48,23,26.4,48,0,23,25.8,48,0,23,25.2,48,48,23,24.3,48,48,23,24.6,48,48,23,25.1,48,48,23,24.2,48,48
22,24.6,60,60,22,23,60,60,23,25.8,60,0,23,25.4,60,0,23,24.6,60,60,23,23.4,60,60,23,23.6,60,60,23,24.3,60,60,23,23.2,60,28
22,24.9,60,60,22,23.3,60,60,23,26.5,60,0,23,25.8,60,0,23,24.5,60,60,23,23.9,60,60,23,23.7,60,60,23,24.6,60,60,23,23.4,60,60
22,24.9,60,60,22,23.3,60,60,23,26.7,60,0,23,25.8,60,0,23,24.6,60,60,23,24.1,60,60,23,23.8,60,60,23,24.5,60,60,23,23.2,60,60
22,24.8,60,60,22,23.2,60,60,23,26.9,60,0,23,25.9,60,0,23,24.4,60,60,23,24.2,60,60,23,23.3,60,60,23,24.1,60,60,23,22.8,60,60
22,24.8,60,60,22,23.2,60,60,23,26.8,60,0,23,25.9,60,0,23,24.5,60,60,23,24.1,60,60,23,23.3,60,60,23,23.9,60,60,23,22.7,60,60
22,24.7,60,60,22,23.1,60,60,23,26.7,60,0,23,25.9,60,0,23,24.3,60,60,23,24,60,60,23,23.1,60,60,23,23.6,60,60,23,22.8,60,8
22,24.6,60,60,22,22.9,60,60,23,26.6,60,0,23,25.8,60,0,23,24.4,60,60,23,23.9,60,60,23,23.3,60,60,23,23.4,60,60,23,23,60,0
22,24.5,60,60,22,22.7,60,60,23,26.5,60,0,23,25.8,60,0,23,24,60,60,23,23.8,60,60,23,22.8,60,60,23,23.2,60,60,23,22.7,60,7
22,24.4,60,60,22,22.6,60,60,23,26.4,60,0,23,25.7,60,0,23,24.3,60,60,23,23.6,60,60,23,23.1,60,60,23,23.1,60,60,23,22.8,60,0
22,24.4,60,60,22,22.4,60,60,23,26.2,60,0,23,25.7,60,0,23,24.3,60,60,23,23.6,60,60,23,23.2,60,60,23,23,60,50,23,22.8,60,0
22,24.4,0,0,22,22.4,0,0,23,26.2,0,0,23,25.7,0,0,23,24.2,0,0,23,23.3,0,0,23,23.1,0,0,25,23.6,0,0,25,23.9,0,0
22,25.3,0,0,22,24.5,0,0,23,27.7,0,0,23,27.2,0,0,23,24.7,0,0,23,24.6,0,0,23,24.9,0,0,25,25.6,0,0,25,26.4,0,0
22,25.9,0,0,22,25.3,0,0,23,27.9,0,0,23,27.2,0,0,23,25.3,0,0,23,25.2,0,0,23,25.5,0,0,25,26.2,0,0,25,26.9,0,0
22,26.1,0,0,22,25.6,0,0,23,27.8,0,0,23,27,0,0,23,25.6,0,0,23,25.4,0,0,23,25.8,0,0,25,26.2,0,0,25,26.8,0,0
22,26.2,0,0,22,25.9,0,0,23,27.7,0,0,23,26.9,0,0,23,25.7,0,0,23,25.6,0,0,23,26,0,0,25,26.2,0,0,25,26.6,0,0
22,26.2,0,0,22,26.1,0,0,23,27.6,0,0,23,26.8,0,0,23,25.8,0,0,23,25.8,0,0,23,26.1,0,0,25,26.3,0,0,25,26.6,0,0
22,26.3,0,0,22,26.2,0,0,23,27.6,0,0,23,26.8,0,0,23,25.9,0,0,23,25.9,0,0,23,26.2,0,0,25,26.4,0,0,25,26.6,0,0
22,26.3,0,0,22,26.3,0,0,23,27.6,0,0,23,26.8,0,0,23,26.1,0,0,23,26,0,0,23,26.3,0,0,25,26.6,0,0,25,26.6,0,0
22,26.4,0,0,22,26.4,0,0,23,27.6,0,0,23,26.8,0,0,23,26.1,0,0,23,26.1,0,0,23,26.4,0,0,25,26.6,0,0,25,26.6,0,0
22,26.5,0,0,22,26.5,0,0,23,27.6,0,0,23,26.8,0,0,23,26.2,0,0,23,26.1,0,0,23,26.5,0,0,25,26.7,0,0,25,26.6,0,0
22,26.5,0,0,22,26.5,0,0,23,27.6,0,0,23,26.8,0,0,23,26.2,0,0,23,26.1,0,0,23,26.5,0,0,25,26.7,0,0,25,26.6,0,0
22,26.5,0,0,22,26.5,0,0,23,27.6,0,0,23,26.8,0,0,23,26.2,0,0,23,26.1,0,0,23,26.5,0,0,25,26.7,0,0,25,26.7,0,0
