リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
25,25.7,0,0,25,26,0,0,25,25.7,0,0
25,25.8,0,0,25,26.1,0,0,25,25.9,0,0
25,25.9,0,0,25,26.2,0,0,25,26,0,0
25,26.2,0,0,25,26.3,0,0,25,26.2,0,0
25,26.2,0,0,25,26.5,0,0,25,26.2,0,0
25,26.1,0,0,25,26.4,0,0,25,26.4,0,0
25,26.1,0,0,25,26.4,0,0,25,26.2,0,0
25,26.1,0,0,25,26.5,0,0,25,26.2,0,0
25,26.1,0,0,25,26.4,0,0,25,26.2,0,0
25,26.2,0,0,25,26.7,0,0,25,26.5,0,0
25,25.8,0,0,25,26.4,0,0,25,27.2,0,0
25,25.8,0,0,25,24.4,0,0,25,24.7,60,60
27,25,60,3,27,23.6,60,0,27,24.7,60,0
27,27.6,0,0,27,23.7,0,0,27,28.7,0,0
27,25.3,60,0,27,24.1,60,0,27,25.6,60,0
27,27.1,0,0,27,26.6,0,0,27,26.8,0,0
27,25,60,0,27,24,60,0,27,25.3,60,0
27,27.7,0,0,27,25.9,0,0,27,28.8,0,0
27,24.8,60,0,27,23.9,60,0,27,26.1,60,0
27,24.8,0,0,27,25.9,0,0,27,21.8,0,0
27,25.1,0,0,27,25.2,0,0,27,25.3,0,0
27,26.2,0,0,27,26,0,0,27,26.6,0,0
27,26.5,0,0,27,26.2,0,0,27,26.6,0,0
27,26.5,0,0,27,26.4,0,0,27,26.7,0,0
27,26.7,0,0,27,26.5,0,0,27,26.8,0,0
27,26.5,0,0,27,26.5,0,0,27,26.8,0,0
27,26.6,0,0,27,26.6,0,0,27,26.9,0,0
27,26.7,0,0,27,26.6,0,0,27,27.1,0,0
27,26.6,0,0,27,26.8,0,0,27,27.1,0,0
27,26.7,0,0,27,27,0,0,27,27.1,0,0
27,26.7,0,0,27,27.1,0,0,27,27.1,0,0
27,26.4,0,0,27,26.8,0,0,27,27.2,0,0
27,26.5,0,0,27,26.9,0,0,27,27.3,0,0
27,26.6,0,0,27,26.8,0,0,27,27.2,0,0
27,26.6,0,0,27,26.9,0,0,27,27.2,0,0
27,26,0,0,27,25.8,0,0,27,25,60,26
25,23.3,60,60,25,23.2,60,57,25,24.3,60,60
25,22.5,60,60,25,22.4,60,60,25,24,60,60
25,22.7,60,60,25,22.9,60,17,25,24,60,60
25,22.7,60,60,25,23.1,60,60,25,24.1,60,60
25,22.7,60,60,25,23.2,60,1,25,23.7,60,60
25,22.5,60,60,25,23.2,60,25,25,23.8,60,60
25,22.8,60,39,25,22.5,60,44,25,23.7,60,60
25,22.8,60,43,25,23.6,60,0,25,23,60,60
25,26,0,0,25,24.4,0,0,25,20.2,0,0
25,25.5,0,0,25,23.2,0,0,25,20.2,0,0
25,25.2,0,0,25,25.3,0,0,25,24.7,0,0
25,25.4,0,0,25,25.9,0,0,25,26.4,0,0
25,25.9,0,0,25,26.3,0,0,25,26.4,0,0
25,26,0,0,25,26.4,0,0,25,25.9,0,0
25,25.9,0,0,25,26.6,0,0,25,26,0,0
25,26.3,0,0,25,27,0,0,25,26.4,0,0
25,26.5,0,0,25,27.3,0,0,25,26.5,0,0
25,26.6,0,0,25,27.1,0,0,25,26.5,0,0
25,26.6,0,0,25,27.1,0,0,25,26.5,0,0
25,26.4,0,0,25,27.1,0,0,25,26.8,0,0
25,26.2,0,0,25,27.2,0,0,25,26.9,0,0
25,26.6,0,0,25,27.1,0,0,25,26.7,0,0
25,26.1,0,0,25,27.1,0,0,25,26.9,0,0
25,25.8,0,0,25,25.9,0,0,25,24.3,60,60
27,24.9,60,3,27,23.9,60,0,27,24.3,60,1
27,22,0,0,27,23.8,0,0,27,19.8,0,0
27,24.7,60,0,27,23.8,60,0,27,24.9,60,0
27,27.3,0,0,27,24.5,0,0,27,21.6,0,0
27,25.3,60,0,27,24.1,60,0,27,24.9,60,0
27,28.1,0,0,27,25.3,0,0,27,22.9,0,0
27,25.2,60,0,27,23.9,60,0,27,25,60,0
27,27.6,0,0,27,25.8,0,0,27,26.4,0,0
27,26.1,0,0,27,25.3,0,0,27,25.3,0,0
27,26.2,0,0,27,25.9,0,0,27,26.6,0,0
27,25.9,0,0,27,26.4,0,0,27,26.4,0,0
27,25.9,0,0,27,26.5,0,0,27,26.4,0,0
27,26.2,0,0,27,26.5,0,0,27,26.5,0,0
27,26.3,0,0,27,26.6,0,0,27,26.7,0,0
27,26.4,0,0,27,26.7,0,0,27,26.8,0,0
27,26.5,0,0,27,26.7,0,0,27,27.1,0,0
27,26.8,0,0,27,27.1,0,0,27,27.1,0,0
27,26.9,0,0,27,27.2,0,0,27,27.2,0,0
27,26.7,0,0,27,27.2,0,0,27,27.2,0,0
27,26.9,0,0,27,27.2,0,0,27,27.2,0,0
27,26.7,0,0,27,27.1,0,0,27,27.2,0,0
27,26.6,0,0,27,27.1,0,0,27,27.4,0,0
27,26.6,0,0,27,27,0,0,27,27.5,0,0
27,26.5,0,0,27,27.1,0,0,27,28.1,0,0
27,26.6,0,0,27,24.1,60,0,27,27.6,0,0
27,26.2,0,0,27,23.6,60,0,27,28.1,0,0
27,26.6,0,0,27,23.5,60,0,27,27.6,0,0
27,26.6,0,0,27,23.3,60,0,27,27.5,0,0
27,26.6,0,0,27,23.2,60,0,27,27.5,0,0
27,26.6,0,0,27,23.1,60,0,27,27.5,0,0
27,26.5,0,0,27,23.1,60,0,27,27.2,0,0
27,26.6,0,0,27,23,60,0,27,27.2,0,0
27,26.4,0,0,27,25.3,0,0,27,27.1,0,0
27,26.5,0,0,27,26.1,0,0,27,27,0,0
27,26.5,0,0,27,26.5,0,0,27,27.3,0,0
27,26.5,0,0,27,26.6,0,0,27,27.4,0,0
27,26.6,0,0,27,26.7,0,0,27,27.6,0,0
27,26.7,0,0,27,26.8,0,0,27,27.8,0,0
27,26.8,0,0,27,27,0,0,27,28,0,0
27,26.9,0,0,27,27.2,0,0,27,28,0,0
27,27.1,0,0,27,27.3,0,0,27,27.9,0,0
27,27.2,0,0,27,27.3,0,0,27,28,0,0
27,26.9,0,0,27,27.2,0,0,27,28.1,0,0
27,26.7,0,0,27,27.2,0,0,27,28.1,0,0
27,26.5,0,0,27,27.2,0,0,27,28.3,0,0
27,26.5,0,0,27,27.2,0,0,27,27.9,0,0
27,26.6,0,0,27,27.2,0,0,27,28,0,0
27,26.5,0,0,27,27.2,0,0,27,27.9,0,0
27,26.8,0,0,27,27.2,0,0,27,28.1,0,0
27,26.9,0,0,27,27.3,0,0,27,28,0,0
27,26.8,0,0,27,27.4,0,0,27,28,0,0
27,27,0,0,27,27.5,0,0,27,28,0,0
27,27.3,0,0,27,27.9,0,0,27,27.9,0,0
27,27.2,0,0,27,28,0,0,27,27.8,0,0
27,26.8,0,0,27,27.9,0,0,27,27.6,0,0
27,26.6,0,0,27,27.7,0,0,27,27.3,0,0
27,26.6,0,0,27,27.7,0,0,27,27.2,0,0
27,26.5,0,0,27,27.7,0,0,27,27.2,0,0
27,26.6,0,0,27,27.5,0,0,27,27.3,0,0
27,26.6,0,0,27,27.5,0,0,27,27.3,0,0
27,26.7,0,0,27,27.5,0,0,27,27.8,0,0
27,26.8,0,0,27,27.6,0,0,27,28,0,0
27,26.9,0,0,27,27.5,0,0,27,28.1,0,0
27,27.1,0,0,27,27.8,0,0,27,28.2,0,0
27,27.2,0,0,27,27.9,0,0,27,28.2,0,0
27,27.2,0,0,27,27.9,0,0,27,28.2,0,0
27,27.2,0,0,27,27.9,0,0,27,28.3,0,0
27,27.2,0,0,27,27.9,0,0,27,28.4,0,0
27,27.2,0,0,27,27.9,0,0,27,28.2,0,0
27,27.2,0,0,27,28,0,0,27,28.2,0,0
27,26.9,0,0,27,27.9,0,0,27,28.1,0,0
27,26.8,0,0,27,26.5,0,0,27,25.2,60,21
27,25.7,60,0,27,24.7,60,0,27,25.7,60,0
27,27.4,0,0,27,26.5,0,0,27,25.8,0,0
27,25.3,60,0,27,24.2,60,0,27,25.3,60,0
27,27.5,0,0,27,26.2,0,0,27,26.7,0,0
27,25.8,60,0,27,23.9,60,0,27,25.6,60,0
27,27.2,0,0,27,26.4,0,0,27,26.2,0,0
27,25.2,60,0,27,24,60,0,27,25.4,60,0
27,26.9,0,0,27,26.1,0,0,27,26.5,0,0
27,26.5,0,0,27,26,0,0,27,25.7,0,0
27,26.9,0,0,27,26.7,0,0,27,26.7,0,0
27,27.2,0,0,27,27.2,0,0,27,27.1,0,0
27,27.2,0,0,27,27.3,0,0,27,26.8,0,0
27,27.2,0,0,27,27.3,0,0,27,27.2,0,0
27,27.2,0,0,27,27.2,0,0,27,27.4,0,0
27,27.3,0,0,27,27.4,0,0,27,27.8,0,0
27,27.3,0,0,27,27.7,0,0,27,27.9,0,0
27,27.3,0,0,27,27.9,0,0,27,28.1,0,0
27,27.4,0,0,27,27.8,0,0,27,28.1,0,0
27,27.4,0,0,27,28,0,0,27,28.1,0,0
27,27.3,0,0,27,27.9,0,0,27,28.1,0,0
27,27.3,0,0,27,28,0,0,27,28.1,0,0
27,27.2,0,0,27,27.7,0,0,27,28.1,0,0
27,27.1,0,0,27,27.6,0,0,27,27.9,0,0
27,22.5,1,0,27,23,1,0,27,25.4,60,7
25,23.1,60,60,25,22.9,60,59,25,23.8,60,60
25,22.7,60,60,25,22.7,60,28,25,23.7,60,60
25,22.8,60,35,25,23.2,60,0,25,23.5,60,60
25,22.6,60,60,25,23.4,60,0,25,23.5,60,60
25,22.8,60,60,25,23.3,60,3,25,23.3,60,60
25,22.9,60,60,25,23,60,20,25,23.4,60,60
25,22.9,60,60,25,23.1,60,18,25,23.4,60,60
25,22.7,60,60,25,23.1,60,0,25,23.3,60,60
25,22.8,0,0,25,24.2,0,0,25,21.6,0,0
25,22.6,0,0,25,23.5,0,0,25,22.2,0,0
25,25.2,0,0,25,25.5,0,0,25,25.9,0,0
25,25.3,0,0,25,26.2,0,0,25,26,0,0
25,25.7,0,0,25,26.6,0,0,25,26.4,0,0
25,25.9,0,0,25,26.6,0,0,25,26.6,0,0
25,26.1,0,0,25,26.8,0,0,25,26.9,0,0
25,26.2,0,0,25,27.1,0,0,25,27.2,0,0
25,26.2,0,0,25,27.1,0,0,25,27.2,0,0
25,26.5,0,0,25,27.4,0,0,25,27.1,0,0
25,26.3,0,0,25,27.4,0,0,25,27.1,0,0
25,26.2,0,0,25,27.2,0,0,25,27,0,0
25,26.2,0,0,25,27.1,0,0,25,27.1,0,0
25,26.3,0,0,25,27.3,0,0,25,27.2,0,0
25,26.6,0,0,25,27.6,0,0,25,27.7,0,0
25,26.4,1,1,25,23,1,1,25,24.8,60,60
27,25,60,3,27,24.3,60,0,27,25.1,60,16
27,23.7,0,0,27,25.2,0,0,27,22.1,0,0
27,24.8,60,0,27,24.7,60,0,27,25.9,60,0
27,27.1,0,0,27,26.5,0,0,27,27.2,0,0
27,25.5,60,0,27,24,60,0,27,25.7,60,0
27,27.2,0,0,27,26.5,0,0,27,26.8,0,0
27,25.1,60,0,27,24.2,60,0,27,25.5,60,0
27,27.1,0,0,27,26.6,0,0,27,27.2,0,0
27,26.6,0,0,27,25.3,0,0,27,25.8,0,0
27,26.5,0,0,27,26.1,0,0,27,26.8,0,0
27,26.4,0,0,27,26.5,0,0,27,26.6,0,0
27,26.3,0,0,27,26.6,0,0,27,26.5,0,0
27,26.5,0,0,27,26.8,0,0,27,27,0,0
27,26.7,0,0,27,26.9,0,0,27,27.2,0,0
27,26.8,0,0,27,27,0,0,27,27.4,0,0
27,27,0,0,27,27.3,0,0,27,27.4,0,0
27,27.2,0,0,27,27.6,0,0,27,27.6,0,0
27,27.1,0,0,27,27.6,0,0,27,27.5,0,0
27,27.1,0,0,27,27.5,0,0,27,27.6,0,0
27,27.2,0,0,27,27.6,0,0,27,27.4,0,0
27,27.2,0,0,27,27.5,0,0,27,27.6,0,0
27,27.2,0,0,27,27.6,0,0,27,27.9,0,0
27,26.5,0,0,27,27.2,0,0,27,27.3,1,1
27,26.6,1,0,27,22.9,1,0,27,25.2,60,7
25,23.1,60,60,25,23.2,60,59,25,24,60,60
25,22.9,60,47,25,22.3,60,60,25,23.8,60,60
25,22.7,60,60,25,22.9,60,10,25,24.2,60,60
25,22.9,60,60,25,23.3,60,0,25,24,60,60
25,23,60,60,25,22.8,60,33,25,23.5,60,60
25,23,60,60,25,23.4,60,22,25,23.8,60,60
25,22.9,60,60,25,22.6,60,34,25,23.5,60,60
25,23,59,59,25,23,59,24,25,23.5,59,59
25,22.9,0,0,25,23.5,0,0,25,20.6,0,0
25,23,0,0,25,23.2,0,0,25,22.6,0,0
25,25.7,0,0,25,25.2,0,0,25,26.3,0,0
25,26,0,0,25,25.9,0,0,25,26.2,0,0
25,26.1,0,0,25,26.6,0,0,25,26.6,0,0
25,26.2,0,0,25,26.7,0,0,25,26.9,0,0
25,26.2,0,0,25,26.7,0,0,25,27.2,0,0
25,26.3,0,0,25,26.8,0,0,25,27.2,0,0
25,26.2,0,0,25,26.9,0,0,25,27.2,0,0
25,26.2,0,0,25,27.2,0,0,25,27.3,0,0
25,26.1,0,0,25,26.7,0,0,25,27.2,0,0
25,26,0,0,25,26.7,0,0,25,27.2,0,0
25,26.6,0,0,25,26.6,0,0,25,27.2,0,0
25,26.5,0,0,25,26.6,0,0,25,27.2,0,0
25,26.2,0,0,25,26.5,0,0,25,27.3,1,1
25,25.8,1,1,25,22.3,1,1,25,25,60,60
27,24.5,60,2,27,24.4,60,0,27,25.1,60,7
27,28,0,0,27,26.3,0,0,27,28,0,0
27,25.1,60,0,27,24.4,60,0,27,25.7,60,0
27,25.3,0,0,27,26.3,0,0,27,28.8,0,0
27,24.5,60,0,27,24.5,60,0,27,25.6,60,0
27,26.6,0,0,27,26.9,0,0,27,26.5,0,0
27,25.1,60,0,27,24.6,60,0,27,25.8,60,0
27,26.7,0,0,27,26.7,0,0,27,26.6,0,0
27,24.9,0,0,27,25.9,0,0,27,25.9,0,0
27,26.2,0,0,27,26.7,0,0,27,27.1,0,0
27,26.3,0,0,27,27.1,0,0,27,26.7,0,0
27,26.2,0,0,27,27,0,0,27,26.8,0,0
27,26.5,0,0,27,27.1,0,0,27,27.2,0,0
27,26.6,0,0,27,27.1,0,0,27,27.3,0,0
27,26.6,0,0,27,27.1,0,0,27,27.7,0,0
27,26.8,0,0,27,27.3,0,0,27,27.6,0,0
27,26.9,0,0,27,27.6,0,0,27,27.8,0,0
27,27,0,0,27,27.8,0,0,27,27.7,0,0
27,27.1,0,0,27,27.6,0,0,27,28,0,0
27,27.1,0,0,27,27.6,0,0,27,28,0,0
27,27.2,0,0,27,27.5,0,0,27,28,0,0
27,27.2,0,0,27,27.7,0,0,27,28.1,0,0
27,27.1,0,0,27,27.5,0,0,27,28,0,0
27,27.2,0,0,27,27.2,1,0,27,28,0,0
27,26.9,0,0,27,24.7,60,0,27,28,0,0
27,26.8,0,0,27,24.3,60,0,27,28.1,0,0
27,26.8,0,0,27,23.9,60,0,27,27.9,0,0
27,26.8,0,0,27,23.9,60,0,27,28,0,0
27,26.9,0,0,27,24,60,0,27,27.7,0,0
27,26.8,0,0,27,23.8,60,0,27,27.9,0,0
27,26.4,0,0,27,23.7,60,0,27,27.6,0,0
27,26.5,0,0,27,23.8,59,0,27,27.4,0,0
27,26.2,0,0,27,25.6,0,0,27,27.4,0,0
27,26.2,0,0,27,27.2,0,0,27,27.5,0,0
27,26.5,0,0,27,27.2,0,0,27,27.5,0,0
27,26.6,0,0,27,27.4,0,0,27,27.6,0,0
27,26.8,0,0,27,27.4,0,0,27,27.7,0,0
27,26.8,0,0,27,27.2,0,0,27,27.7,0,0
27,26.9,0,0,27,27.5,0,0,27,28,0,0
27,27.2,0,0,27,27.6,0,0,27,28.2,0,0
27,27.3,0,0,27,28,0,0,27,28.4,0,0
27,27.3,0,0,27,27.9,0,0,27,28.6,0,0
27,27.2,0,0,27,27.9,0,0,27,28.7,0,0
27,27.2,0,0,27,27.8,0,0,27,28.7,0,0
27,27.2,0,0,27,27.9,0,0,27,28.7,0,0
27,27.3,0,0,27,28.1,0,0,27,28.3,0,0
27,27.3,0,0,27,27.9,0,0,27,28.2,0,0
27,27.2,0,0,27,27.9,0,0,27,28.4,0,0
27,27,0,0,27,27.9,0,0,27,28.8,0,0
27,27.1,0,0,27,27.9,0,0,27,28.8,0,0
27,27.2,0,0,27,27.9,0,0,27,28.8,0,0
27,27.3,0,0,27,28.1,0,0,27,28.6,0,0
27,27.3,0,0,27,28.1,0,0,27,28.5,0,0
27,27.2,0,0,27,28.5,0,0,27,29.1,0,0
27,26.9,0,0,27,28.5,0,0,27,28.4,0,0
27,26.8,0,0,27,28.3,0,0,27,28.3,0,0
27,26.6,0,0,27,28.1,0,0,27,28.2,0,0
27,26.6,0,0,27,28.1,0,0,27,28.2,0,0
27,26.9,0,0,27,28.1,0,0,27,28.6,0,0
27,27,0,0,27,28.1,0,0,27,28.6,0,0
27,27.1,0,0,27,28.1,0,0,27,28.7,0,0
27,27.2,0,0,27,28.1,0,0,27,28.7,0,0
27,27.5,0,0,27,28.1,0,0,27,29.4,0,0
