リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
25,25.2,60,13,25,25.1,60,23,25,25.1,60,0,25,24.7,60,60
25,25,60,17,25,25.1,60,25,25,24.9,60,8,25,24.5,60,22
25,25.1,60,14,25,25,60,19,25,25.3,60,0,25,25.1,60,51
25,24.7,0,0,25,25.3,0,0,25,25.2,0,0,25,24.7,0,0
25,24.8,0,0,25,26.1,0,0,25,26.5,0,0,25,24.5,0,0
25,24.7,0,0,25,26.1,0,0,25,26.3,0,0,25,24,0,0
25,24.7,0,0,25,26.1,0,0,25,26.2,0,0,25,23.5,0,0
25,24.6,0,0,25,26.2,0,0,25,26.2,0,0,25,24.1,0,0
25,25.4,0,0,25,26.6,0,0,25,26.3,0,0,25,25.4,0,0
25,25.6,0,0,25,26.8,0,0,25,26.3,0,0,25,25.9,0,0
25,25.7,0,0,25,26.9,0,0,25,26.4,0,0,25,26.2,0,0
25,25.8,0,0,25,27,0,0,25,26.5,0,0,25,26.2,0,0
25,25.8,0,0,25,27.1,0,0,25,26.5,0,0,25,26.3,0,0
25,26,0,0,25,27.1,0,0,25,26.5,0,0,25,26.5,0,0
25,26.2,0,0,25,27.1,0,0,25,26.5,0,0,25,26.5,0,0
25,26.3,0,0,25,27.2,0,0,25,26.5,0,0,25,26.5,0,0
25,26.2,0,0,25,27.2,0,0,25,26.5,0,0,25,26.5,0,0
25,26.3,0,0,25,27.2,0,0,25,26.6,0,0,25,26.6,0,0
25,25.6,35,35,25,25.9,35,35,25,25.4,35,35,25,25.3,35,35
25,24.9,60,60,25,25.1,60,60,25,24.6,60,39,25,24.6,60,41
25,24.7,60,31,25,24.8,60,60,25,25,60,0,25,25.2,60,20
25,25.2,60,0,25,24.8,60,60,25,25.1,60,0,25,24.7,60,60
25,25.3,60,0,25,25.1,60,22,25,25.2,60,0,25,25,60,22
27,25.6,60,0,27,25.7,60,0,27,25.5,60,0,27,25.9,60,0
27,25.8,60,0,27,25.9,60,0,27,25.7,60,0,27,26.1,60,0
27,25.9,60,0,27,26,60,0,27,25.8,60,0,27,26.2,60,0
27,25.9,60,0,27,26.1,60,0,27,25.8,60,0,27,26.2,60,0
27,26.3,0,0,27,26.9,0,0,27,26.4,0,0,27,26.7,0,0
27,26.4,0,0,27,27.2,0,0,27,26.8,0,0,27,27.2,0,0
27,26.2,0,0,27,27.1,0,0,27,26.5,0,0,27,26.8,0,0
27,26.2,0,0,27,27.1,0,0,27,26.4,0,0,27,26.7,0,0
27,26.1,0,0,27,27.1,0,0,27,26.3,0,0,27,26.6,0,0
27,26.1,0,0,27,27.1,0,0,27,26.3,0,0,27,26.6,0,0
27,26.1,0,0,27,27.1,0,0,27,26.3,0,0,27,26.6,0,0
27,26.2,0,0,27,27.1,0,0,27,26.3,0,0,27,26.6,0,0
27,26.2,0,0,27,27.1,0,0,27,26.3,0,0,27,26.6,0,0
27,26.4,0,0,27,27.1,0,0,27,26.3,0,0,27,26.6,0,0
27,26.3,0,0,27,27.2,0,0,27,26.3,0,0,27,26.6,0,0
27,26.4,0,0,27,27.2,0,0,27,26.3,0,0,27,26.7,0,0
27,26.4,0,0,27,27.2,0,0,27,26.3,0,0,27,26.7,0,0
27,26.5,0,0,27,27.2,0,0,27,26.3,0,0,27,26.7,0,0
27,26.5,0,0,27,27.2,0,0,27,26.4,0,0,27,26.8,0,0
27,27,0,0,27,27.4,0,0,27,26,52,0,27,26.3,52,0
27,27.3,0,0,27,27.7,0,0,27,26.1,60,0,27,26.4,60,0
27,27.4,0,0,27,27.7,0,0,27,26.2,60,0,27,26.5,60,0
27,27.5,0,0,27,27.9,0,0,27,26.2,60,0,27,26.5,60,0
27,27.4,0,0,27,27.8,0,0,27,26.3,60,0,27,26.6,60,0
27,27.4,0,0,27,27.6,0,0,27,26.4,60,0,27,26.7,60,0
27,27.4,0,0,27,27.8,0,0,27,26.4,60,0,27,26.8,60,0
27,27.4,0,0,27,27.8,0,0,27,26.4,60,0,27,26.8,60,0
27,27.3,0,0,27,27.8,0,0,27,26.4,60,0,27,26.7,60,0
27,27.4,0,0,27,27.7,0,0,27,27.2,0,0,27,27.5,0,0
27,27.2,0,0,27,27.7,0,0,27,27.1,0,0,27,27.5,0,0
27,27.2,0,0,27,27.8,0,0,27,27.1,0,0,27,27.5,0,0
27,27.2,0,0,27,27.8,0,0,27,26.9,0,0,27,27.4,0,0
27,27.2,0,0,27,27.8,0,0,27,26.9,0,0,27,27.4,0,0
27,27.2,0,0,27,27.8,0,0,27,26.8,0,0,27,27.4,0,0
27,27.2,0,0,27,27.9,0,0,27,26.8,0,0,27,27.3,0,0
27,27.2,0,0,27,27.9,0,0,27,26.8,0,0,27,27.3,0,0
27,27.2,0,0,27,27.9,0,0,27,26.8,0,0,27,27.3,0,0
27,27.2,0,0,27,27.9,0,0,27,26.8,0,0,27,27.3,0,0
27,27.2,0,0,27,28,0,0,27,26.8,0,0,27,27.3,0,0
27,27.2,0,0,27,28,0,0,27,26.8,0,0,27,27.4,0,0
27,27.3,0,0,27,28,0,0,27,26.9,0,0,27,27.4,0,0
27,27.4,0,0,27,28.1,0,0,27,27,0,0,27,27.5,0,0
25,26.8,16,16,25,26.9,16,16,25,26.1,16,16,25,26.8,16,16
25,25.1,60,60,25,25.5,60,60,25,25.2,60,60,25,25.3,60,60
25,24.8,60,40,25,24.8,60,60,25,24.7,60,60,25,25,60,60
25,25,60,43,25,24.8,60,60,25,24.7,60,60,25,24.8,60,60
25,24.9,60,28,25,24.9,60,42,25,24.9,60,20,25,25,60,60
25,24.6,60,50,25,24.8,60,60,25,25.4,60,0,25,25.2,60,60
25,25,60,40,25,24.8,60,41,25,25,60,39,25,25,60,60
25,24.6,60,44,25,24.8,60,60,25,24.9,60,6,25,25,60,60
25,25.1,60,19,25,24.8,60,36,25,25,60,36,25,24.9,60,59
25,24.9,60,30,25,24.9,60,60,25,25,60,2,25,25,60,24
25,25.4,0,0,25,24.7,0,0,25,25.3,0,0,25,25.1,0,0
25,24.5,0,0,25,24.5,0,0,25,26.1,0,0,25,22.3,0,0
25,25.3,0,0,25,26,0,0,25,26.2,0,0,25,24.5,0,0
25,25.3,0,0,25,22.7,0,0,25,26,0,0,25,21.3,0,0
25,25.9,0,0,25,24.1,0,0,25,26,0,0,25,23.7,0,0
25,26.2,0,0,25,25.8,0,0,25,26.2,0,0,25,25.3,0,0
25,26.3,0,0,25,26.2,0,0,25,26.2,0,0,25,25.8,0,0
25,26.3,0,0,25,26.5,0,0,25,26.3,0,0,25,26,0,0
25,26.4,0,0,25,26.7,0,0,25,26.4,0,0,25,26.2,0,0
25,26.4,0,0,25,26.9,0,0,25,26.4,0,0,25,26.2,0,0
25,26.5,0,0,25,26.9,0,0,25,26.5,0,0,25,26.2,0,0
25,26.5,0,0,25,27,0,0,25,26.5,0,0,25,26.4,0,0
25,26.1,21,21,25,26.3,21,21,25,25.7,21,21,25,25.9,21,21
25,25,60,60,25,25.2,60,60,25,25.1,60,60,25,25,60,60
25,24.7,60,60,25,25,60,60,25,24.9,60,60,25,24.9,60,60
25,24.9,60,27,25,24.9,60,33,25,24.8,60,17,25,24.9,60,30
25,25,60,51,25,25,60,34,25,25.1,60,0,25,24.7,60,60
25,24.7,60,60,25,24.8,60,24,25,25,60,8,25,24.5,60,42
25,24.7,60,60,25,25,60,28,25,25.2,60,0,25,25,60,46
25,25,60,25,25,25.1,60,28,25,25.2,60,0,25,24.6,60,60
25,24.9,60,41,25,24.9,60,27,25,25,60,8,25,24.8,60,22
25,24.8,60,37,25,25,60,24,25,25.2,60,0,25,24.7,60,45
25,24.9,60,31,25,25.1,60,21,25,25.2,60,0,25,25,60,41
25,25.1,60,16,25,25,60,25,25,25.2,60,11,25,24.9,60,19
25,24.9,0,0,25,25.7,0,0,25,25,0,0,25,24.5,0,0
25,25.1,0,0,25,25.6,0,0,25,23.7,0,0,25,24.1,0,0
25,25.1,0,0,25,25.8,0,0,25,23.1,0,0,25,23.7,0,0
25,24.9,0,0,25,25.6,0,0,25,22.8,0,0,25,23.1,0,0
25,24.8,0,0,25,26.1,0,0,25,23.9,0,0,25,24,0,0
25,25.5,0,0,25,26.6,0,0,25,25.3,0,0,25,25.3,0,0
25,25.9,0,0,25,26.8,0,0,25,25.7,0,0,25,25.9,0,0
25,26,0,0,25,27,0,0,25,25.9,0,0,25,26.2,0,0
25,26,0,0,25,27.2,0,0,25,26.1,0,0,25,26.2,0,0
25,25.9,0,0,25,27.2,0,0,25,26.2,0,0,25,26.3,0,0
25,26,0,0,25,27.2,0,0,25,26.2,0,0,25,26.4,0,0
25,26.2,0,0,25,27.2,0,0,25,26.2,0,0,25,26.6,0,0
25,26,21,21,25,26.3,21,21,25,25.6,21,21,25,25.8,21,21
25,25,60,60,25,25.2,60,60,25,25.1,60,60,25,25,60,60
25,24.8,60,60,25,25,60,60,25,25,60,60,25,25,60,60
25,24.8,60,60,25,24.9,60,34,25,24.9,60,14,25,25,60,29
25,24.8,60,41,25,25.1,60,27,25,25,60,7,25,24.6,60,38
25,25.2,60,29,25,25,60,32,25,25.3,60,0,25,25.2,60,58
25,24.9,60,57,25,24.9,60,31,25,25.4,60,0,25,25,60,60
25,25,60,26,25,24.9,60,29,25,25.1,60,12,25,24.9,60,38
25,24.9,60,60,25,25,60,37,25,25.3,60,15,25,24.9,60,52
25,25,60,27,25,25,60,29,25,25,60,9,25,25.1,60,39
25,24.9,60,36,25,24.7,60,33,25,25,60,13,25,24.9,60,36
25,24.9,60,39,25,24.9,60,28,25,25.3,60,0,25,24.9,60,60
25,24.8,0,0,25,24.6,0,0,25,25.3,0,0,25,24.9,0,0
25,24.4,0,0,25,26.1,0,0,25,26.5,0,0,25,22.6,0,0
25,24.2,0,0,25,26.2,0,0,25,26.4,0,0,25,22.1,0,0
25,23.9,0,0,25,26.2,0,0,25,26.3,0,0,25,21.8,0,0
25,24.7,0,0,25,26.7,0,0,25,26.2,0,0,25,24.2,0,0
25,25.4,0,0,25,26.9,0,0,25,26.4,0,0,25,25.3,0,0
25,25.8,0,0,25,27.1,0,0,25,26.5,0,0,25,26,0,0
25,26.1,0,0,25,27.2,0,0,25,26.5,0,0,25,26.3,0,0
25,26.2,0,0,25,27.2,0,0,25,26.6,0,0,25,26.6,0,0
25,26.4,0,0,25,27.3,0,0,25,26.6,0,0,25,26.8,0,0
25,26.4,0,0,25,27.4,0,0,25,26.7,0,0,25,26.9,0,0
25,26.5,0,0,25,27.5,0,0,25,26.7,0,0,25,27,0,0
25,26.2,21,21,25,26.6,21,21,25,26,21,21,25,26.2,21,21
25,25.1,60,60,25,25.4,60,60,25,25.4,60,60,25,25.4,60,60
25,24.8,60,60,25,25,60,60,25,25.1,60,60,25,25.1,60,60
25,24.8,60,60,25,24.9,60,27,25,24.9,60,30,25,24.8,60,31
25,24.8,60,60,25,25.1,60,31,25,24.7,60,60,25,25.2,60,20
25,24.8,60,60,25,24.9,60,29,25,24.6,60,60,25,24.9,60,25
25,24.7,60,54,25,25,60,33,25,24.8,60,29,25,25.1,60,37
25,25.1,60,31,25,25,60,35,25,25.3,60,17,25,25,60,50
25,24.8,60,60,25,24.8,60,35,25,24.7,60,60,25,25.1,60,26
25,24.8,60,46,25,24.9,60,29,25,24.9,60,14,25,25,60,43
25,24.8,60,60,25,25.1,60,31,25,25.4,60,8,25,25.1,60,58
25,24.8,60,53,25,24.9,60,24,25,24.7,60,53,25,25,60,18
25,25.2,57,31,25,25.6,57,54,25,22.6,0,0,25,23.2,0,0
25,24.9,60,60,25,25.6,60,60,25,22,0,0,25,22.7,0,0
25,24.8,0,0,25,25.6,0,0,25,21.7,0,0,25,22.3,0,0
25,24.2,0,0,25,24.8,0,0,25,22.3,0,0,25,23.2,0,0
25,24.4,0,0,25,25.6,0,0,25,23.8,0,0,25,24.7,0,0
25,24.9,0,0,25,26.2,0,0,25,25.2,0,0,25,25.7,0,0
25,25.2,0,0,25,26.6,0,0,25,25.8,0,0,25,26.1,0,0
25,25.4,0,0,25,26.8,0,0,25,26.1,0,0,25,26.2,0,0
25,25.8,0,0,25,26.9,0,0,25,26.2,0,0,25,26.4,0,0
25,26.2,0,0,25,27,0,0,25,26.3,0,0,25,26.5,0,0
25,26.2,0,0,25,27.2,0,0,25,26.4,0,0,25,26.7,0,0
25,26.4,0,0,25,27.2,0,0,25,26.4,0,0,25,26.8,0,0
25,25.3,22,20,25,25.4,22,20,25,25.4,22,22,25,25.2,22,16
25,25,60,41,25,25,60,35,25,24.7,60,28,25,25,60,13
25,25,60,44,25,24.9,60,27,25,25.1,60,7,25,24.9,60,35
25,24.8,60,60,25,25,60,31,25,25.1,60,43,25,25,60,29
25,24.7,60,36,25,25,60,20,25,24.7,60,27,25,24.8,60,36
25,25.1,60,47,25,25,60,37,25,25.3,60,14,25,25.1,60,53
25,24.9,60,60,25,25,60,22,25,24.7,60,60,25,24.9,60,20
25,24.9,60,24,25,24.9,60,35,25,25,60,9,25,25.1,60,40
25,25.1,60,39,25,25,60,25,25,25,60,44,25,25.1,60,33
25,25,60,39,25,25,60,33,25,24.9,60,22,25,25,60,40
25,25.1,60,32,25,25,60,28,25,25.1,60,36,25,25.1,60,42
25,24.8,60,60,25,24.9,60,26,25,24.6,60,47,25,24.7,60,47
25,25,49,46,25,25.8,49,49,25,22.7,0,0,25,22.8,0,0
25,24.8,60,60,25,25.5,60,60,25,22.9,0,0,25,22.8,0,0
25,24.8,0,0,25,25.5,0,0,25,23.8,0,0,25,23.6,0,0
25,24.1,0,0,25,24.5,0,0,25,24.7,0,0,25,24.9,0,0
25,24.3,0,0,25,25.4,0,0,25,25.3,0,0,25,25.4,0,0
25,24.9,0,0,25,26.2,0,0,25,26.1,0,0,25,26,0,0
25,25.3,0,0,25,26.6,0,0,25,26.3,0,0,25,26.1,0,0
25,25.6,0,0,25,26.8,0,0,25,26.4,0,0,25,26.2,0,0
25,26.1,0,0,25,26.9,0,0,25,26.4,0,0,25,26.5,0,0
25,26.2,0,0,25,27.1,0,0,25,26.5,0,0,25,26.6,0,0
25,26.4,0,0,25,27.2,0,0,25,26.6,0,0,25,26.8,0,0
25,26.5,0,0,25,27.2,0,0,25,26.6,0,0,25,27,0,0
25,26.7,0,0,25,27.4,0,0,25,26.7,0,0,25,27.2,0,0
25,26.7,0,0,25,27.5,0,0,25,26.8,0,0,25,27.2,0,0
25,26.8,0,0,25,27.6,0,0,25,26.8,0,0,25,27.2,0,0
25,26.4,34,33,25,26.2,34,33,25,25.9,41,41,25,26.4,41,41
25,26.1,60,60,25,25.9,60,60,25,25.1,60,60,25,25.3,60,60
26,25.9,60,60,26,25.8,60,60,26,25.2,60,9,26,25.5,60,10
26,25.8,60,51,26,25.7,60,51,26,25.5,60,7,26,25.9,60,7
28,26.7,60,0,28,26.4,60,0,28,26,60,0,28,26.6,60,0
28,27.2,60,0,28,27,60,0,28,26.4,60,0,28,27,60,0
27,27.4,60,0,27,27.2,60,0,28,26.6,60,0,28,27.1,60,0
27,27.4,60,8,27,27.2,60,0,28,26.6,60,0,28,27.2,60,0
27,27.1,60,60,27,27.1,60,0,28,26.4,60,0,28,26.9,60,0
27,26.8,0,0,27,27,0,0,28,26.2,0,0,28,26.8,0,0
27,25,0,0,27,28.1,0,0,28,27.3,0,0,28,27.1,0,0
27,24.8,0,0,27,27.7,0,0,28,26.9,0,0,28,26.9,0,0
27,25.4,0,0,27,27.7,0,0,28,27,0,0,28,26.9,0,0
27,25.7,0,0,27,27.6,0,0,28,26.9,0,0,28,26.7,0,0
27,26.1,0,0,27,27.7,0,0,28,26.9,0,0,28,26.7,0,0
27,26.3,0,0,27,27.7,0,0,28,26.9,0,0,28,26.9,0,0
27,26.6,0,0,27,27.7,0,0,28,26.9,0,0,28,27,0,0
27,26.8,0,0,27,27.8,0,0,28,26.9,0,0,28,27.2,0,0
27,26.9,0,0,27,27.8,0,0,28,26.9,0,0,28,27.2,0,0
27,27,0,0,27,27.9,0,0,28,26.9,0,0,28,27.2,0,0
27,26.9,0,0,27,27.9,0,0,28,27,0,0,28,27.3,0,0
27,26.9,0,0,27,28,0,0,28,27,0,0,28,27.4,0,0
27,27,0,0,27,28,0,0,28,27.1,0,0,28,27.4,0,0
27,26.8,0,0,27,28.1,0,0,28,27.2,0,0,28,27.6,0,0
27,26.7,0,0,27,28.1,0,0,28,27.4,0,0,28,27.9,0,0
27,25.4,0,0,27,28.3,0,0,28,27.3,0,0,28,28.6,0,0
27,25.1,0,0,27,28.3,0,0,28,27.3,0,0,28,28.5,0,0
27,24.9,0,0,27,28.3,0,0,28,27.4,0,0,28,28.4,0,0
27,25,0,0,27,28.3,0,0,28,27.4,0,0,28,28.6,0,0
27,25,0,0,27,28.3,0,0,28,27.3,0,0,28,28.6,0,0
27,25.2,0,0,27,28.3,0,0,28,27.4,0,0,28,28.7,0,0
27,25.4,0,0,27,28.3,0,0,28,27.3,0,0,28,28.8,0,0
27,25.7,0,0,27,28.2,0,0,28,27.4,0,0,28,28.7,0,0
27,26.2,0,0,27,28.3,0,0,28,27.3,0,0,28,28.7,0,0
27,26.7,0,0,27,28.2,0,0,28,27.3,0,0,28,28.7,0,0
27,27,0,0,27,28.1,0,0,28,27.2,0,0,28,27.9,0,0
27,27.3,0,0,27,28.2,0,0,28,27.3,0,0,28,28,0,0
27,27.5,0,0,27,28.3,0,0,28,27.3,0,0,28,28.1,0,0
27,27.5,0,0,27,28.4,0,0,28,27.3,0,0,28,28.1,0,0
27,27.6,0,0,27,28.4,0,0,28,27.4,0,0,28,28.1,0,0
27,27.7,0,0,27,28.4,0,0,28,27.5,0,0,28,28.1,0,0
27,27.7,0,0,27,28.5,0,0,28,27.4,0,0,28,28.1,0,0
27,27.7,0,0,27,28.5,0,0,28,27.4,0,0,28,28.1,0,0
27,27.8,0,0,27,28.5,0,0,28,27.4,0,0,28,28.1,0,0
27,27.9,0,0,27,28.6,0,0,28,27.5,0,0,28,28.2,0,0
27,27.7,11,11,27,27.9,11,11,28,27,11,0,28,27.8,11,0
27,26.7,60,10,27,26.8,60,34,28,26.7,60,0,28,27.3,60,0
26,26.5,60,52,26,26.7,60,49,28,26.8,60,0,28,27.4,60,0
26,25.8,60,12,26,25.8,60,57,26,26.7,60,17,26,27.2,60,17
26,25.9,60,28,26,26,60,3,26,26,60,3,26,25.9,60,40
26,25.7,60,55,26,26.4,60,10,26,26.3,60,0,26,25.9,60,40
26,25.9,60,16,26,25.9,60,34,27,26.6,60,0,27,27.1,60,11
26,25.8,60,18,26,25.9,60,26,27,26.5,60,7,27,26.7,60,14
26,26,60,24,26,26,60,18,27,26.5,60,0,27,27.2,60,9
26,26,60,23,26,26,60,29,27,26.7,60,0,27,27,60,17
26,25.8,60,16,26,26.1,60,23,26,26,60,24,26,26.1,60,31
26,25.7,60,14,26,25.8,60,16,26,26,60,10,26,25.7,60,44
26,25.8,33,15,26,26.1,33,26,26,25.9,33,29,26,26.2,33,31
26,26,60,9,26,26.1,60,13,26,25.8,60,20,26,25.9,60,60
26,25.3,0,0,26,25.5,0,0,26,26.1,0,0,26,26.2,0,0
26,26.5,0,0,26,26,0,0,26,26,0,0,26,23.1,0,0
26,26.7,0,0,26,26.2,0,0,26,26.2,0,0,26,24.2,0,0
26,26.9,0,0,26,27,0,0,26,26.9,0,0,26,25.8,0,0
26,27.1,0,0,26,27.4,0,0,26,27.1,0,0,26,26.4,0,0
26,27.2,0,0,26,27.5,0,0,26,27.2,0,0,26,26.7,0,0
26,27.2,0,0,26,27.6,0,0,26,27.2,0,0,26,26.9,0,0
26,27.2,0,0,26,27.7,0,0,26,27.2,0,0,26,27.1,0,0
26,27.2,0,0,26,27.7,0,0,26,27.2,0,0,26,27.2,0,0
26,27.2,0,0,26,27.8,0,0,26,27.2,0,0,26,27.3,0,0
26,26.7,21,21,26,27,21,21,26,26.5,21,21,26,26.8,21,21
26,25.4,60,14,26,25.8,60,60,26,25.8,60,60,26,26,60,60
26,26,60,2,26,26,60,3,26,25.7,60,60,26,25.9,60,60
26,25.8,60,32,26,26.2,60,8,26,25.7,60,8,26,26,60,23
26,26.1,60,8,26,26,60,10,26,25.8,60,7,26,25.6,60,28
26,26,60,13,26,26,60,19,26,26,60,0,26,25.8,60,59
26,26,60,15,26,25.9,60,23,26,26.1,60,0,26,26,60,21
26,26.1,60,14,26,26.2,60,18,26,26,60,0,26,25.7,60,60
26,25.9,60,15,26,25.8,60,6,26,25.8,60,6,26,25.4,60,32
26,26,60,24,26,26,60,20,26,26,60,0,26,26,60,23
26,25.8,60,18,26,26.2,60,24,26,26,60,0,26,26,60,24
26,26.2,60,22,26,26,60,6,26,26,60,0,26,25.9,60,29
26,25.9,52,0,26,26.4,52,52,26,27.1,0,0,26,26,0,0
26,26,60,0,26,26.2,60,60,26,26.8,0,0,26,26.1,0,0
26,26,0,0,26,26.2,0,0,26,26.8,0,0,26,26.2,0,0
26,26.6,0,0,26,25.4,0,0,26,26.7,0,0,26,26.2,0,0
26,26.5,0,0,26,26.2,0,0,26,26.8,0,0,26,26.3,0,0
26,26.6,0,0,26,26.9,0,0,26,27,0,0,26,26.8,0,0
26,26.7,0,0,26,27.2,0,0,26,27.1,0,0,26,27.1,0,0
26,26.7,0,0,26,27.4,0,0,26,27.2,0,0,26,27.2,0,0
26,26.7,0,0,26,27.5,0,0,26,27.2,0,0,26,27.2,0,0
26,26.9,0,0,26,27.5,0,0,26,27.2,0,0,26,27.3,0,0
26,27.2,0,0,26,27.8,0,0,26,27.3,0,0,26,27.4,0,0
26,27.2,0,0,26,27.9,0,0,26,27.3,0,0,26,27.5,0,0
26,26.7,21,21,26,26.9,21,21,26,26.5,21,21,26,26.7,21,21
26,25.5,60,29,26,25.8,60,60,26,25.8,60,60,26,25.9,60,60
26,25.7,60,0,26,25.6,60,60,26,25.9,60,4,26,25.9,60,60
26,25.9,60,27,26,26,60,17,26,25.9,60,11,26,26,60,28
26,25.8,60,23,26,26.2,60,14,26,26,60,0,26,25.9,60,33
26,26,60,26,26,26,60,21,26,26.1,60,0,26,25.9,60,60
26,25.6,60,23,26,25.9,60,17,26,25.8,60,7,26,25.4,60,30
26,26,60,18,26,26,60,26,26,26.1,60,0,26,25.9,60,59
26,25.8,60,16,26,26.1,60,19,26,26,60,0,26,26,60,21
26,26.1,60,24,26,26.1,60,18,26,26,60,0,26,26.1,60,27
26,25.8,60,22,26,25.8,60,21,26,25.9,60,7,26,25.7,60,21
26,26,60,18,26,26.1,60,15,26,25.9,60,0,26,26,60,22
26,26.5,0,0,26,26.4,0,0,26,26,0,0,26,26.2,0,0
26,25.3,0,0,26,26.4,0,0,26,27.3,0,0,26,24.7,0,0
26,25.9,0,0,26,27.2,0,0,26,27.2,0,0,26,25.8,0,0
26,26.2,0,0,26,27.4,0,0,26,27.4,0,0,26,25.9,0,0
26,26.2,0,0,26,27.5,0,0,26,27.2,0,0,26,26.2,0,0
26,26.5,0,0,26,27.7,0,0,26,27.2,0,0,26,26.7,0,0
26,26.7,0,0,26,27.8,0,0,26,27.2,0,0,26,27,0,0
26,27,0,0,26,27.9,0,0,26,27.2,0,0,26,27.2,0,0
26,27.2,0,0,26,28,0,0,26,27.2,0,0,26,27.3,0,0
26,27.3,0,0,26,28.1,0,0,26,27.3,0,0,26,27.4,0,0
26,27.4,0,0,26,28.1,0,0,26,27.3,0,0,26,27.5,0,0
26,27.5,0,0,26,28.1,0,0,26,27.3,0,0,26,27.6,0,0
26,26.8,21,21,26,27.1,21,21,26,26.4,21,21,26,26.8,21,21
26,25.9,60,19,26,26,60,24,26,25.6,60,16,26,25.6,60,14
26,26.1,60,25,26,26.1,60,21,26,25.9,60,0,26,26.1,60,24
26,26,60,17,26,26,60,19,26,26,60,0,26,25.9,60,36
26,25.8,60,26,26,25.9,60,27,26,25.8,60,7,26,25.9,60,33
26,25.9,60,17,26,26,60,17,26,26,60,0,26,26,60,30
26,26.1,60,26,26,26.1,60,20,26,26.1,60,0,26,26.1,60,29
26,26.1,60,5,26,26,60,20,26,26,60,0,26,26,60,32
26,25.8,60,25,26,26.1,60,16,26,25.7,60,7,26,25.7,60,15
26,26,60,16,26,26,60,14,26,25.9,60,0,26,25.9,60,31
26,25.8,60,32,26,26.2,60,18,26,26,60,0,26,26.1,60,33
26,26,60,17,26,26,60,18,26,26,60,0,26,25.8,60,27
26,26.4,17,15,26,26.6,17,15,26,27.2,0,0,26,26.2,0,0
26,25.6,60,25,26,26.3,60,60,26,27.1,0,0,26,26.2,0,0
26,25.6,0,0,26,26,0,0,26,21.9,0,0,26,22.3,0,0
26,25.2,0,0,26,24.9,0,0,26,25.4,0,0,26,25.6,0,0
26,25.2,0,0,26,26,0,0,26,26.5,0,0,26,26.5,0,0
26,26,0,0,26,26.8,0,0,26,26.8,0,0,26,27.1,0,0
26,26.2,0,0,26,27.2,0,0,26,27,0,0,26,27.2,0,0
26,26.3,0,0,26,27.3,0,0,26,27.2,0,0,26,27.2,0,0
26,26.2,0,0,26,27.5,0,0,26,27.2,0,0,26,27.3,0,0
26,26.3,0,0,26,27.5,0,0,26,27.2,0,0,26,27.3,0,0
26,26.5,0,0,26,27.6,0,0,26,27.3,0,0,26,27.4,0,0
26,23.8,0,0,26,24.4,0,0,26,27,0,0,26,26.4,0,0
26,26.1,22,0,26,25.9,22,9,26,26.1,22,0,26,26.1,22,18
26,26.1,60,11,26,26.1,60,23,26,26,60,0,26,26.2,60,10
26,26.1,60,14,26,26,60,12,26,26,60,0,26,26,60,32
26,26.1,60,12,26,26,60,21,26,26,60,0,26,25.6,60,60
26,25.8,60,32,26,26.1,60,11,26,25.8,60,7,26,25.5,60,32
26,26.1,60,17,26,26.2,60,22,26,26.1,60,0,26,25.9,60,40
26,26,60,20,26,26.2,60,13,26,26.1,60,0,26,26.1,60,28
26,25.9,60,30,26,25.9,60,19,26,26,60,7,26,25.7,60,57
26,26,60,0,26,25.9,60,30,26,26,60,0,26,25.8,60,36
26,25.9,60,19,26,26.1,60,21,26,26.1,60,0,26,25.9,60,31
26,26.1,60,16,26,26.1,60,10,26,26.1,60,0,26,25.8,60,38
26,26.1,59,11,26,25.7,59,32,26,25.9,59,6,26,25.8,59,28
26,25.9,52,41,26,26.4,52,52,26,27.2,0,0,26,25.5,0,0
26,25.9,60,0,26,26.2,60,60,26,27,0,0,26,25.9,0,0
26,25.9,44,38,26,26.4,44,0,26,26.9,0,0,26,26.2,0,0
26,25.9,60,0,26,26.2,60,38,26,26.4,0,0,26,26.2,0,0
26,26.2,0,0,26,26.2,0,0,26,26.5,0,0,26,26.4,0,0
26,26.6,0,0,26,26.4,0,0,26,26.9,0,0,26,27.1,0,0
26,26.5,0,0,26,27.1,0,0,26,27.1,0,0,26,27.2,0,0
26,26.6,0,0,26,27.2,0,0,26,27.2,0,0,26,27.3,0,0
26,26.6,0,0,26,27.4,0,0,26,27.3,0,0,26,27.4,0,0
26,26.6,0,0,26,27.5,0,0,26,27.3,0,0,26,27.4,0,0
26,26.7,0,0,26,27.6,0,0,26,27.4,0,0,26,27.5,0,0
26,26.8,0,0,26,27.7,0,0,26,27.4,0,0,26,27.5,0,0
26,27.2,0,0,26,27.9,0,0,26,27.5,0,0,26,27.7,0,0
26,27.3,0,0,26,28.1,0,0,26,27.6,0,0,26,27.8,0,0
26,27.5,0,0,26,28.2,0,0,26,27.6,0,0,26,28,0,0
25,27,59,59,25,26.9,59,59,25,26.2,59,59,25,26.3,59,59
