リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算
25,22.7,0,0,0,25,24.6,0,0,0,25,26.7,0,0,0,25,22.9,0,0,0,26,26.6,52,47,47,26,26.1,52,0,0,25,24.9,52,52,52,25,25.1,52,52,52
25,22.4,0,0,0,25,24.9,0,0,0,25,26.8,0,0,0,25,22.7,0,0,0,26,26.7,60,60,60,26,26.2,60,0,0,25,25,60,10,10,25,24.9,60,60,60
25,23.7,0,0,0,25,25.8,0,0,0,25,26.8,0,0,0,25,23.3,0,0,0,26,26.7,28,28,28,26,26.2,28,0,0,25,25,58,58,58,25,25.2,58,56,56
25,24.2,0,0,0,25,26,0,0,0,25,26.7,0,0,0,25,23.7,0,0,0,26,24.7,0,0,0,26,25.3,0,0,0,25,24.8,59,59,59,25,25.3,59,59,59
25,24.5,0,0,0,25,26.1,0,0,0,25,26.6,0,0,0,25,23.8,0,0,0,26,24.4,0,0,0,26,23.4,0,0,0,25,24.6,0,0,0,25,25.3,0,0,0
25,26.1,0,0,0,25,26.3,0,0,0,25,26.5,0,0,0,25,25.8,0,0,0,26,25.9,0,0,0,26,25.4,0,0,0,25,25.7,0,0,0,25,26.2,0,0,0
25,26.5,0,0,0,25,26.6,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0,26,26.5,0,0,0,26,25.3,0,0,0,25,26.2,0,0,0,25,26.5,0,0,0
25,26.7,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0,26,26.8,0,0,0,26,25.5,0,0,0,25,26.4,0,0,0,25,26.8,0,0,0
25,26.9,0,0,0,25,26.8,0,0,0,25,26.7,0,0,0,25,26.9,0,0,0,26,27,0,0,0,26,25.8,0,0,0,25,26.6,0,0,0,25,26.9,0,0,0
25,27.1,0,0,0,25,26.9,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,26,27.1,0,0,0,26,26.1,0,0,0,25,26.7,0,0,0,25,27.1,0,0,0
25,27.2,0,0,0,25,26.8,0,0,0,25,26.8,0,0,0,25,27.2,0,0,0,26,27.2,0,0,0,26,26.2,0,0,0,25,26.7,0,0,0,25,27,0,0,0
25,27.3,0,0,0,25,26.8,0,0,0,25,26.9,0,0,0,25,27.2,0,0,0,26,27.1,0,0,0,26,26.3,0,0,0,25,26.6,0,0,0,25,26.9,0,0,0
25,27.3,0,0,0,25,26.8,0,0,0,25,26.9,0,0,0,25,27.2,0,0,0,26,27.1,0,0,0,26,26.4,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0
25,23.3,0,0,0,25,26.2,0,0,0,25,26.6,0,0,0,25,23.7,0,0,0,26,24,0,0,0,26,25.6,0,0,0,25,23.4,0,0,0,25,23.3,0,0,0
25,22.2,0,0,0,25,20.8,0,0,0,25,20.8,0,0,0,25,21.2,0,0,0,26,26.1,32,27,27,26,26.2,32,15,15,26,25.6,53,5,5,26,25.8,53,5,5
25,25.1,39,34,34,25,25.1,39,36,36,25,25,39,31,31,25,25.1,39,36,36,26,25.9,60,29,29,26,25.9,60,14,14,26,25.6,60,0,0,26,25.9,60,21,21
25,25,60,60,60,25,24.6,60,55,55,25,25.1,60,0,0,25,25.2,60,60,60,26,26,60,41,41,26,26.1,60,6,6,26,25.9,60,0,0,26,25.7,60,45,45
25,24.9,60,60,60,25,25,60,16,16,25,25.1,60,28,28,25,25.1,60,60,60,26,26,60,10,10,26,26.1,60,29,29,26,26.1,60,0,0,26,26.2,60,34,34
25,24.8,60,60,60,25,25,60,9,9,25,25.2,60,6,6,25,25,60,60,60,26,25.9,60,35,35,26,25.9,60,1,1,26,26,60,0,0,26,25.7,60,36,36
25,24.9,60,60,60,25,24.8,60,41,41,25,25,60,11,11,25,25,60,60,60,26,26.2,60,19,19,26,26,60,27,27,26,26.1,60,0,0,26,26,60,47,47
25,24.8,60,60,60,25,25.3,60,4,4,25,25.1,60,26,26,25,25,60,60,60,26,25.9,60,33,33,26,26.1,60,14,14,26,26,60,4,4,26,26,60,25,25
25,25.1,60,32,32,25,25,60,27,27,25,25,60,3,3,25,24.9,60,60,60,26,25.9,60,34,34,26,25.9,60,3,3,26,25.7,60,3,3,26,25.9,60,6,6
25,24.8,60,60,60,25,25,60,11,11,25,25.2,60,17,17,25,25.1,60,60,60,26,25.9,60,32,32,26,26.2,60,6,6,26,26,60,0,0,26,25.8,60,60,60
25,24.8,59,59,59,25,24.8,59,22,22,25,25.1,60,0,0,25,25,60,60,60,26,25.9,60,30,30,26,26,60,4,4,26,26.1,60,0,0,26,26.1,60,4,4
25,22.8,0,0,0,25,24.6,0,0,0,25,26.5,0,0,0,25,23,0,0,0,26,26.5,60,43,43,26,26,60,0,0,26,26.1,60,0,0,26,25.9,60,42,42
25,23.1,0,0,0,25,24.9,0,0,0,25,26.6,0,0,0,25,23.1,0,0,0,26,26.7,59,59,59,26,26.1,59,0,0,26,26,59,0,0,26,26,59,0,0
25,22.9,0,0,0,25,25.3,0,0,0,25,26.6,0,0,0,25,22.9,0,0,0,26,26.6,0,0,0,26,26.1,0,0,0,26,26,19,0,0,26,26.1,19,0,0
25,25.6,0,0,0,25,26.2,0,0,0,25,26.6,0,0,0,25,25.4,0,0,0,26,26.2,0,0,0,26,26.5,0,0,0,26,26.9,0,0,0,26,27.2,0,0,0
25,26.4,0,0,0,25,26.3,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0,26,26.7,0,0,0,26,25.9,0,0,0,26,26.9,0,0,0,26,27,0,0,0
25,26.7,0,0,0,25,26.4,0,0,0,25,26.6,0,0,0,25,26.4,0,0,0,26,26.9,0,0,0,26,25.7,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0
25,26.9,0,0,0,25,26.4,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,26,27,0,0,0,26,25.9,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0
25,27,0,0,0,25,26.5,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0,26,27,0,0,0,26,26,0,0,0,26,26.7,0,0,0,26,26.8,0,0,0
25,27.1,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,25,26.9,0,0,0,26,27.1,0,0,0,26,26.1,0,0,0,26,26.8,0,0,0,26,26.8,0,0,0
25,27.2,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,27,0,0,0,26,27.2,0,0,0,26,26.2,0,0,0,26,26.7,0,0,0,26,26.8,0,0,0
25,27.2,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,27,0,0,0,26,27.2,0,0,0,26,26.3,0,0,0,26,26.8,0,0,0,26,26.8,0,0,0
25,27.2,0,0,0,25,26.8,0,0,0,25,26.8,0,0,0,25,27,0,0,0,26,27.2,0,0,0,26,26.5,0,0,0,26,26.8,0,0,0,26,26.8,0,0,0
25,27.2,0,0,0,25,26.8,0,0,0,25,26.7,0,0,0,25,27.1,0,0,0,26,27.2,0,0,0,26,26.7,0,0,0,26,26.8,0,0,0,26,26.8,0,0,0
25,24.2,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0,25,24.4,0,0,0,26,24.8,0,0,0,26,24.8,0,0,0,26,26.9,0,0,0,26,26.2,0,0,0
25,24.4,0,0,0,25,26.5,0,0,0,25,26.5,0,0,0,25,23.8,0,0,0,26,26.2,36,29,29,26,26.2,36,0,0,26,25.7,36,9,9,26,25.8,36,13,13
25,25.1,55,53,53,25,25,55,35,35,25,25.2,55,13,13,25,25.1,55,53,53,26,25.8,60,29,29,26,26,60,7,7,26,25.4,60,7,7,26,25.8,60,7,7
25,24.9,60,60,60,25,25.2,60,15,15,25,25.2,60,12,12,25,24.9,60,60,60,26,25.9,60,34,34,26,26.2,60,0,0,26,25.8,60,0,0,26,25.8,60,59,59
25,24.8,60,60,60,25,25.1,60,5,5,25,25.1,60,19,19,25,24.9,60,60,60,26,25.9,60,22,22,26,26.2,60,13,13,26,25.9,60,0,0,26,26.1,60,21,21
25,24.8,60,60,60,25,24.8,60,16,16,25,25.3,60,0,0,25,24.9,60,60,60,26,26,60,26,26,26,26,60,1,1,26,25.9,60,0,0,26,25.8,60,31,31
25,24.9,60,60,60,25,25.3,60,0,0,25,25,60,25,25,25,24.8,60,60,60,26,26,60,37,37,26,26,60,11,11,26,26,60,0,0,26,25.9,60,57,57
25,24.8,60,60,60,25,25,60,10,10,25,25,60,8,8,25,24.8,60,60,60,26,26,60,15,15,26,26.1,60,9,9,26,25.7,60,5,5,26,25.9,60,5,5
25,24.8,60,60,60,25,25.3,60,0,0,25,25.4,60,9,9,25,25,60,60,60,26,25.8,60,34,34,26,26.2,60,0,0,26,25.9,60,0,0,26,25.9,60,52,52
25,24.8,60,60,60,25,25.3,60,0,0,25,25,60,7,7,25,24.9,60,60,60,26,26.1,60,29,29,26,26.1,60,9,9,26,26,60,0,0,26,25.9,60,20,20
25,24.8,59,59,59,25,25.3,59,0,0,25,25.1,59,13,13,25,24.9,59,59,59,26,26,59,9,9,26,26.1,59,16,16,26,26.1,59,0,0,26,26.1,59,43,43
25,23.1,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0,25,23.2,0,0,0,26,26.5,59,38,38,26,25.8,59,0,0,26,26.1,59,0,0,26,26.1,59,0,0
25,22.8,0,0,0,25,26.6,0,0,0,25,26.3,0,0,0,25,22.8,0,0,0,26,26.4,59,59,59,26,25.9,59,14,14,26,25.8,59,7,7,26,25.8,59,7,7
25,20.5,0,0,0,25,21.4,0,0,0,25,21,0,0,0,25,20.4,0,0,0,26,26,0,0,0,26,25.5,0,0,0,26,25.7,60,0,0,26,26.1,60,0,0
25,24.6,0,0,0,25,25.1,0,0,0,25,25.6,0,0,0,25,24.2,0,0,0,26,24.9,0,0,0,26,23.6,0,0,0,26,25.9,59,0,0,26,26.4,59,36,36
25,24.7,0,0,0,25,25.5,0,0,0,25,26,0,0,0,25,24.2,0,0,0,26,24.9,0,0,0,26,23.6,0,0,0,26,25.8,0,0,0,26,26.3,0,0,0
25,26.2,0,0,0,25,26.3,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0,26,26.3,0,0,0,26,25.4,0,0,0,26,26.9,0,0,0,26,26.6,0,0,0
25,26.5,0,0,0,25,26.5,0,0,0,25,26.5,0,0,0,25,26.3,0,0,0,26,26.6,0,0,0,26,25.5,0,0,0,26,26.8,0,0,0,26,26.5,0,0,0
25,26.7,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0,25,26.5,0,0,0,26,26.8,0,0,0,26,25.6,0,0,0,26,26.7,0,0,0,26,26.5,0,0,0
25,26.9,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0,25,26.6,0,0,0,26,26.9,0,0,0,26,25.8,0,0,0,26,26.6,0,0,0,26,26.5,0,0,0
25,27,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,26,27,0,0,0,26,25.9,0,0,0,26,26.6,0,0,0,26,26.5,0,0,0
25,27,0,0,0,25,26.8,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0,26,27,0,0,0,26,26.1,0,0,0,26,26.6,0,0,0,26,26.6,0,0,0
25,27,0,0,0,25,26.8,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0,26,27.1,0,0,0,26,26.2,0,0,0,26,26.6,0,0,0,26,26.6,0,0,0
25,27.1,0,0,0,25,26.9,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0,26,27.1,0,0,0,26,26.3,0,0,0,26,26.6,0,0,0,26,26.6,0,0,0
25,23.8,0,0,0,25,26.9,0,0,0,25,26.5,0,0,0,25,24,0,0,0,26,24.6,0,0,0,26,24.1,0,0,0,26,27,0,0,0,26,24.4,0,0,0
25,24.4,0,0,0,25,26.5,0,0,0,25,26.3,0,0,0,25,24.2,0,0,0,26,25.6,8,4,4,26,26.2,8,0,0,26,26.1,8,5,5,26,25.1,8,0,0
25,25,49,46,46,25,25,49,24,24,25,25.1,49,19,19,25,25.1,49,47,47,26,26.1,60,32,32,26,26.2,60,6,6,26,25.7,60,0,0,26,26.1,60,11,11
25,24.9,60,60,60,25,25.1,60,0,0,25,25.1,60,14,14,25,24.8,60,60,60,26,26,60,28,28,26,26,60,6,6,26,25.8,60,0,0,26,25.7,60,40,40
25,24.9,60,60,60,25,25.3,60,0,0,25,25.1,60,17,17,25,24.8,60,60,60,26,25.9,60,13,13,26,26,60,18,18,26,26,60,0,0,26,26.1,60,26,26
25,24.7,60,60,60,25,25,60,21,21,25,25,60,21,21,25,24.7,60,60,60,26,26,60,27,27,26,26,60,0,0,26,25.9,60,0,0,26,25.8,60,30,30
25,24.7,60,60,60,25,24.8,60,14,14,25,24.9,60,12,12,25,24.7,60,43,43,26,25.8,60,33,33,26,26.1,60,6,6,25,25,60,23,23,25,25.3,60,27,27
25,24.9,60,60,60,25,25.3,60,0,0,25,25,60,44,44,25,25.3,60,20,20,26,26,60,23,23,26,26.2,60,0,0,25,25,60,18,18,25,25.2,60,60,60
25,24.7,60,60,60,25,25.3,60,0,0,25,25.2,60,0,0,25,24.8,60,60,60,26,26,60,25,25,26,26.2,60,0,0,25,25.1,60,12,12,25,24.9,60,58,58
25,24.6,60,60,60,25,25.3,60,5,5,25,25,60,16,16,25,24.6,60,60,60,26,26,60,23,23,26,26.2,60,0,0,25,24.9,60,12,12,25,25.1,60,30,30
25,25,60,13,13,25,24.9,60,13,13,25,25.3,60,0,0,25,24.7,60,60,60,26,26,60,21,21,26,26.2,60,0,0,25,25,60,12,12,25,24.8,60,60,60
25,24.5,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,25,24,0,0,0,26,26.7,12,12,12,26,25.9,12,0,0,25,25.1,56,37,37,25,25.5,56,51,51
25,22.1,0,0,0,25,22.7,0,0,0,25,22,0,0,0,25,21.6,0,0,0,26,26.3,60,60,60,26,25.6,60,32,32,25,24.7,60,12,12,25,24.9,60,11,11
25,23.4,0,0,0,25,25.3,0,0,0,25,25.6,0,0,0,25,23.1,0,0,0,26,26.4,59,29,29,26,25.9,59,0,0,25,25.4,59,0,0,25,25.3,59,54,54
25,23.2,0,0,0,25,26,0,0,0,25,26.1,0,0,0,25,22.9,0,0,0,26,26.3,60,60,60,26,25.8,60,0,0,25,25.1,60,0,0,25,24.7,60,46,46
25,22.9,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,22.6,0,0,0,26,25.9,0,0,0,26,25.7,0,0,0,25,25,0,0,0,25,24.6,0,0,0
25,25.7,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0,25,25.3,0,0,0,26,26.4,0,0,0,26,26.5,0,0,0,25,26.1,0,0,0,25,25.8,0,0,0
25,26.2,0,0,0,25,26.5,0,0,0,25,26.2,0,0,0,25,26,0,0,0,26,26.6,0,0,0,26,26,0,0,0,25,26.2,0,0,0,25,26,0,0,0
25,26.5,0,0,0,25,26.5,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0,26,26.8,0,0,0,26,25.8,0,0,0,25,26.2,0,0,0,25,26,0,0,0
25,26.7,0,0,0,25,26.6,0,0,0,25,26.3,0,0,0,25,26.4,0,0,0,26,26.8,0,0,0,26,25.7,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0
25,26.8,0,0,0,25,26.6,0,0,0,25,26.4,0,0,0,25,26.5,0,0,0,26,26.8,0,0,0,26,25.8,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0
25,26.9,0,0,0,25,26.7,0,0,0,25,26.4,0,0,0,25,26.6,0,0,0,26,26.9,0,0,0,26,25.9,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0
25,26.9,0,0,0,25,26.7,0,0,0,25,26.4,0,0,0,25,26.7,0,0,0,26,26.9,0,0,0,26,26.1,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
25,26.9,0,0,0,25,26.7,0,0,0,25,26.4,0,0,0,25,26.7,0,0,0,26,26.9,0,0,0,26,26.1,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
25,26.9,0,0,0,25,26.8,0,0,0,25,26.4,0,0,0,25,26.7,0,0,0,26,26.9,0,0,0,26,26.3,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
25,27,0,0,0,25,26.8,0,0,0,25,26.5,0,0,0,25,26.8,0,0,0,26,27,0,0,0,26,26.4,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
25,24.7,0,0,0,25,27.2,0,0,0,25,26.4,0,0,0,25,24.4,0,0,0,26,25.8,59,29,29,26,25.7,59,30,30,25,24.9,59,18,18,25,25,59,26,26
25,24.2,0,0,0,25,26.3,0,0,0,25,26,0,0,0,25,22.9,0,0,0,26,25.9,60,0,0,26,25.8,60,0,0,25,25.3,60,0,0,25,25.2,60,57,57
25,25.1,0,0,0,25,26.2,0,0,0,25,25.8,0,0,0,25,24,0,0,0,26,25.9,60,7,7,26,25.8,60,6,6,25,25.2,60,6,6,25,24.8,60,54,54
25,24.7,0,0,0,25,25.3,0,0,0,25,25.1,0,0,0,25,24.5,0,0,0,26,25.6,60,0,0,26,25.6,60,0,0,25,25,60,0,0,25,25.1,60,22,22
25,25.4,0,0,0,25,25.9,0,0,0,25,25.5,0,0,0,25,25.3,0,0,0,26,25.7,60,0,0,26,25.7,60,0,0,25,25.2,60,0,0,25,24.8,60,60,60
25,25.7,0,0,0,25,26.1,0,0,0,25,25.7,0,0,0,25,25.6,0,0,0,26,25.8,60,0,0,26,25.7,60,0,0,25,25.2,60,0,0,25,24.7,60,60,60
25,26.2,0,0,0,25,26.3,0,0,0,25,25.9,0,0,0,25,26,0,0,0,26,25.9,60,0,0,26,25.8,60,0,0,25,25.2,60,0,0,25,24.7,60,60,60
25,26.4,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0,25,26.2,0,0,0,26,25.9,60,0,0,26,25.8,60,0,0,25,25.2,60,0,0,25,24.7,60,60,60
25,26.5,0,0,0,25,26.4,0,0,0,25,26,0,0,0,25,26.2,0,0,0,26,25.8,60,5,5,26,25.8,60,5,5,25,25.1,60,5,5,25,24.6,60,56,56
25,23.2,0,0,0,25,23.5,0,0,0,25,24.2,0,0,0,25,23.7,0,0,0,26,25.7,49,0,0,26,25.7,49,0,0,25,25.1,49,0,0,25,25.2,49,9,9
25,24.2,0,0,0,25,24.5,0,0,0,25,24.8,0,0,0,25,24.5,0,0,0,26,25.8,36,0,0,26,25.7,36,0,0,25,25.2,36,0,0,25,25,36,36,36
25,26.2,0,0,0,25,26.1,0,0,0,25,25.6,0,0,0,25,25.9,0,0,0,26,26.6,0,0,0,26,26.6,0,0,0,25,25.8,0,0,0,25,25.3,0,0,0
25,26.4,0,0,0,25,26.2,0,0,0,25,25.7,0,0,0,25,26.2,0,0,0,26,26.7,0,0,0,26,25.8,0,0,0,25,25.9,0,0,0,25,25.4,0,0,0
25,26.6,0,0,0,25,26.2,0,0,0,25,25.8,0,0,0,25,26.3,0,0,0,26,26.6,0,0,0,26,25.4,0,0,0,25,25.9,0,0,0,25,25.5,0,0,0
25,26.7,0,0,0,25,26.3,0,0,0,25,25.9,0,0,0,25,26.4,0,0,0,26,26.5,0,0,0,26,25.3,0,0,0,25,25.9,0,0,0,25,25.5,0,0,0
25,26.7,0,0,0,25,26.3,0,0,0,25,25.9,0,0,0,25,26.4,0,0,0,26,26.5,0,0,0,26,25.3,0,0,0,25,25.8,0,0,0,25,25.5,0,0,0
25,26.8,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0,25,26.4,0,0,0,26,26.5,0,0,0,26,25.4,0,0,0,25,25.9,0,0,0,25,25.5,0,0,0
25,26.8,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0,25,26.4,0,0,0,26,26.5,0,0,0,26,25.5,0,0,0,25,25.8,0,0,0,25,25.5,0,0,0
25,26.8,0,0,0,25,26.4,0,0,0,25,26,0,0,0,25,26.5,0,0,0,26,26.4,0,0,0,26,25.7,0,0,0,25,25.9,0,0,0,25,25.5,0,0,0
25,26.8,0,0,0,25,26.4,0,0,0,25,26,0,0,0,25,26.5,0,0,0,26,26.5,0,0,0,26,25.9,0,0,0,25,25.9,0,0,0,25,25.6,0,0,0
25,26.8,0,0,0,25,26.4,0,0,0,25,26,0,0,0,25,26.5,0,0,0,26,26.5,0,0,0,26,26.3,0,0,0,25,25.9,0,0,0,25,25.6,0,0,0
25,26.8,0,0,0,25,26.4,0,0,0,25,26,0,0,0,25,26.5,0,0,0,26,26.5,0,0,0,26,26.3,0,0,0,25,25.9,0,0,0,25,25.6,0,0,0
25,26.8,0,0,0,25,26.5,0,0,0,25,26,0,0,0,25,26.6,0,0,0,26,26.5,0,0,0,26,26.3,0,0,0,25,25.9,0,0,0,25,25.7,0,0,0
25,26.8,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0,25,26.6,0,0,0,26,26.2,6,6,6,26,26.1,6,6,6,25,25.7,6,6,6,25,25.6,6,6,6
25,26.5,0,0,0,25,26.6,0,0,0,25,26,0,0,0,25,26.4,0,0,0,26,25.8,60,12,12,26,25.7,60,12,12,25,24.9,60,8,8,25,25,60,25,25
25,26.7,0,0,0,25,26.7,0,0,0,25,26.3,0,0,0,25,26.5,0,0,0,26,26,60,0,0,26,25.9,60,0,0,25,25.4,60,0,0,25,25,60,60,60
25,26.8,0,0,0,25,26.8,0,0,0,25,26.3,0,0,0,25,26.5,0,0,0,26,26.1,60,0,0,26,26,60,0,0,25,25.4,60,0,0,25,25,60,60,60
25,27,0,0,0,25,27,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,26,26.2,60,0,0,26,26,60,0,0,25,25.4,60,2,2,25,25,60,60,60
25,18.6,0,0,0,25,18.6,0,0,0,25,18.5,0,0,0,25,18.4,0,0,0,26,25.7,60,60,60,26,25.7,60,16,16,25,24.8,60,6,6,25,24.7,60,6,6
25,26.2,0,0,0,25,26.2,0,0,0,25,25.9,0,0,0,25,25.9,0,0,0,26,25.9,60,60,60,26,25.9,60,0,0,25,25.3,60,0,0,25,25.3,60,0,0
25,26.9,0,0,0,25,26.9,0,0,0,25,26.4,0,0,0,25,26.5,0,0,0,26,26.1,60,60,60,26,26,60,0,0,25,25.4,60,0,0,25,25.2,60,48,48
25,27.1,0,0,0,25,27.1,0,0,0,25,26.5,0,0,0,25,26.6,0,0,0,26,26,60,60,60,26,26,60,0,0,25,25.2,60,0,0,25,24.8,60,60,60
25,27.1,0,0,0,25,27,0,0,0,25,26.5,0,0,0,25,26.6,0,0,0,26,25.9,60,51,51,26,25.9,60,11,11,25,25,60,6,6,25,24.6,60,48,48
25,24.6,0,0,0,25,25.2,0,0,0,25,25.3,0,0,0,25,24.7,0,0,0,26,26.2,54,0,0,26,25.9,54,0,0,25,25.2,59,0,0,25,25.3,59,33,33
25,25.4,0,0,0,25,26.1,0,0,0,25,25.8,0,0,0,25,25.4,0,0,0,26,26.3,3,0,0,26,26.1,3,0,0,25,25.4,3,0,0,25,25.2,3,3,3
25,26.6,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,26,27.2,0,0,0,26,27,0,0,0,25,26.3,0,0,0,25,25.8,0,0,0
25,27.1,0,0,0,25,26.8,0,0,0,25,26.3,0,0,0,25,26.7,0,0,0,26,27.1,0,0,0,26,26.3,0,0,0,25,26.4,0,0,0,25,25.8,0,0,0
25,27.2,0,0,0,25,27,0,0,0,25,26.4,0,0,0,25,26.9,0,0,0,26,27,0,0,0,26,26,0,0,0,25,26.3,0,0,0,25,25.9,0,0,0
25,27.2,0,0,0,25,27,0,0,0,25,26.5,0,0,0,25,27,0,0,0,26,27,0,0,0,26,25.9,0,0,0,25,26.3,0,0,0,25,25.9,0,0,0
25,27.2,0,0,0,25,27.1,0,0,0,25,26.5,0,0,0,25,27.1,0,0,0,26,26.9,0,0,0,26,26,0,0,0,25,26.3,0,0,0,25,26,0,0,0
25,27.2,0,0,0,25,27.1,0,0,0,25,26.6,0,0,0,25,27.1,0,0,0,26,26.9,0,0,0,26,26.1,0,0,0,25,26.3,0,0,0,25,26,0,0,0
25,27.3,0,0,0,25,27.1,0,0,0,25,26.6,0,0,0,25,27.1,0,0,0,26,26.9,0,0,0,26,26.2,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
25,27.3,0,0,0,25,27.1,0,0,0,25,26.6,0,0,0,25,27.1,0,0,0,26,26.9,0,0,0,26,26.2,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
25,27.3,0,0,0,25,27.1,0,0,0,25,26.6,0,0,0,25,27.2,0,0,0,26,26.9,0,0,0,26,26.2,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
25,27.3,0,0,0,25,27.2,0,0,0,25,26.6,0,0,0,25,27.2,0,0,0,26,26.9,0,0,0,26,26.4,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
25,27.4,0,0,0,25,27.2,0,0,0,25,26.6,0,0,0,25,27.2,0,0,0,26,27,0,0,0,26,26.5,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
25,27.4,0,0,0,25,27.2,0,0,0,25,26.7,0,0,0,25,27.2,0,0,0,26,27.1,0,0,0,26,26.8,0,0,0,25,26.5,0,0,0,25,26.3,0,0,0
25,26.9,0,0,0,25,27.2,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,26,27,0,0,0,26,26.2,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0
25,26.6,0,0,0,25,26.9,0,0,0,25,26.4,0,0,0,25,26.5,0,0,0,25,25.5,57,57,57,25,25.5,57,57,57,25,24.9,51,13,13,25,25,51,0,0
25,26.7,0,0,0,25,26.5,0,0,0,25,26.1,0,0,0,25,26.5,0,0,0,25,24.9,60,60,60,25,24.6,60,58,58,25,25.1,60,0,0,25,25.3,60,0,0
25,26.3,0,0,0,25,26.5,0,0,0,25,26,0,0,0,25,26.2,0,0,0,25,24.9,60,60,60,25,25,60,44,44,25,25.2,60,0,0,25,25.3,60,0,0
25,26.7,0,0,0,25,26.5,0,0,0,25,26.1,0,0,0,25,26.4,0,0,0,25,24.8,60,60,60,25,24.7,60,60,60,25,25.2,60,0,0,25,25.4,60,0,0
25,25.8,0,0,0,25,26,0,0,0,25,25.6,0,0,0,25,25.7,0,0,0,25,24.8,60,60,60,25,24.7,60,60,60,25,24.8,60,5,5,25,25,60,7,7
25,26.3,0,0,0,25,26.2,0,0,0,25,25.7,0,0,0,25,26,0,0,0,25,24.9,60,60,60,25,24.9,60,27,27,25,25.1,60,0,0,25,25.3,60,0,0
25,26.2,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0,25,26,0,0,0,25,24.8,60,60,60,25,25,60,51,51,25,25.1,60,0,0,25,25.3,60,0,0
25,26.6,0,0,0,25,26.3,0,0,0,25,25.8,0,0,0,25,26.4,0,0,0,25,24.9,60,60,60,25,24.9,60,38,38,25,25.2,60,0,0,25,25.3,60,0,0
