リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
21,26.9,33,33,23,28.7,0,0,25,27.4,0,0,25,28.9,0,0,24,27.9,0,0,25,29.5,0,0
21,24.3,60,60,23,27.2,0,0,25,26.3,60,60,25,28.2,0,0,24,23,0,0,25,28.5,0,0
21,23.3,60,60,23,27.2,0,0,25,25.7,60,60,25,28.3,0,0,24,24.3,0,0,25,28.8,0,0
21,23.8,42,42,23,27,0,0,25,25.7,60,60,25,28.2,0,0,24,25.9,0,0,25,28.4,0,0
21,22.9,60,60,23,26.7,0,0,25,25.7,60,60,25,28.1,0,0,24,27.7,0,0,25,28.1,0,0
21,22.9,60,60,23,24.8,17,17,25,25.9,60,60,25,27,17,17,24,26.4,17,17,25,27.4,17,17
21,22.8,44,44,23,24.8,0,0,25,25.8,60,60,25,27.7,0,0,24,26.7,0,0,25,28.5,0,0
21,25.2,0,0,23,25.8,0,0,25,25.8,60,60,25,28,0,0,24,26.9,0,0,25,28.2,0,0
21,25.3,0,0,23,25.9,0,0,25,25.6,0,0,25,28,0,0,24,27,0,0,25,28.1,0,0
21,26.1,0,0,23,26.3,0,0,25,26.8,0,0,25,28,0,0,24,27.1,0,0,25,28.1,0,0
21,26.3,0,0,23,26.8,0,0,25,26.8,0,0,25,28.2,0,0,24,27.3,0,0,25,28,0,0
21,26.5,0,0,23,27.2,0,0,25,26.6,0,0,25,27.8,0,0,24,27,0,0,25,28,0,0
21,26.8,0,0,23,27.2,0,0,25,26.3,0,0,25,28,0,0,24,27.2,0,0,25,28.1,0,0
21,26.9,0,0,23,27.4,0,0,25,26.6,0,0,25,28,0,0,24,27.2,0,0,25,28.1,0,0
21,27.2,0,0,23,27.4,0,0,25,27.2,0,0,25,28.1,0,0,24,27.2,0,0,25,28.3,0,0
21,27.3,0,0,23,27.6,0,0,25,27.2,0,0,25,27.8,0,0,24,27.2,0,0,25,28.3,0,0
21,27.5,0,0,23,27.7,0,0,25,27.2,0,0,25,27.9,0,0,24,27.4,0,0,25,28.2,0,0
21,27.7,0,0,23,27.8,0,0,25,27.2,0,0,25,28,0,0,24,27.5,0,0,25,28.4,0,0
21,27.7,0,0,23,27.8,0,0,25,27.3,0,0,25,28.1,0,0,24,27.9,0,0,25,28.7,0,0
21,27.9,0,0,23,27.9,0,0,25,27.3,0,0,25,28.5,0,0,24,28.1,0,0,25,28.9,0,0
21,28,0,0,23,28,0,0,25,27.3,0,0,25,28.6,0,0,24,28.1,0,0,25,28.9,0,0
21,28.1,0,0,23,28,0,0,25,27.4,0,0,25,28.5,0,0,24,28.1,0,0,25,29,0,0
21,28.2,0,0,23,28.1,0,0,25,27.6,0,0,25,28.4,0,0,24,28,0,0,25,29,0,0
21,28.1,0,0,24,24.3,59,42,25,27.4,0,0,25,28.6,0,0,24,28.1,0,0,25,29.3,0,0
21,27.1,32,32,23,22.7,60,33,25,27.3,0,0,25,28.5,0,0,24,28,0,0,25,28.8,0,0
21,25.5,60,60,23,22.1,60,22,25,26,60,60,25,23.6,0,0,24,21.2,0,0,25,25.1,60,60
21,25,60,60,23,22.3,60,28,25,25.9,60,60,25,24.8,60,60,24,24.1,60,59,25,24.7,60,60
21,25,60,60,25,22.4,60,12,25,25.8,60,60,25,24.9,60,60,24,23.9,60,60,25,25,60,60
21,25.1,60,60,23,23.4,60,19,25,25.9,60,60,25,25,60,60,24,24.1,60,60,25,25.1,60,60
21,25.1,60,60,25,23.7,60,13,25,25.9,60,60,25,25.2,60,60,24,23.9,60,60,25,25.4,60,60
21,25.2,60,60,23,22.7,60,27,25,25.4,60,60,25,25.1,60,60,24,24,60,60,25,25.4,60,60
21,24.9,60,60,23,22.3,39,15,25,25.1,60,60,25,25.3,60,60,24,23.7,60,60,25,25.2,60,60
21,24.3,60,60,25,25.3,0,0,25,25.1,60,60,25,24.8,0,0,24,23.9,60,60,25,25.1,60,60
21,24.2,58,58,25,25.8,0,0,25,25.2,60,60,25,24.4,0,0,24,23.9,60,60,25,25,60,60
21,23.8,0,0,25,26,0,0,25,25.3,0,0,25,23.7,0,0,24,24,0,0,25,24.9,0,0
21,26,0,0,25,26.4,0,0,25,26.4,0,0,25,27.1,0,0,24,22.8,0,0,25,28,0,0
21,26.6,0,0,25,26.7,0,0,25,26.4,0,0,25,28.3,0,0,24,26,0,0,25,28.2,0,0
21,26.7,0,0,25,27.1,0,0,25,26.5,0,0,25,28.2,0,0,24,26.5,0,0,25,28.1,0,0
21,26.8,0,0,25,27.2,0,0,25,26.5,0,0,25,27.7,0,0,24,26.7,0,0,25,28.1,0,0
21,26.7,0,0,25,27.2,0,0,25,26.4,0,0,25,28.1,0,0,24,26.6,0,0,25,28.1,0,0
21,26.7,0,0,25,27.3,0,0,25,26.9,0,0,25,28.1,0,0,24,27,0,0,25,28.1,0,0
21,27,0,0,25,27.4,0,0,25,26.8,0,0,25,27.4,0,0,24,27,0,0,25,28.1,0,0
21,27.1,0,0,25,27.4,0,0,25,26.9,0,0,25,27.7,0,0,24,27.2,0,0,25,28.2,0,0
21,27.2,0,0,25,27.6,0,0,25,27.1,0,0,25,28.1,0,0,24,27.1,0,0,25,28.6,0,0
21,27.2,0,0,25,27.6,0,0,25,27.1,0,0,25,28,0,0,24,27.2,0,0,25,28.7,0,0
21,27.4,0,0,25,27.7,0,0,25,27.3,0,0,25,27.5,0,0,24,27.2,0,0,25,28.6,0,0
21,27.6,0,0,25,27.8,0,0,25,27.3,0,0,25,27.5,0,0,24,27.5,0,0,25,28.7,0,0
21,27.5,0,0,25,24.6,42,23,25,27.2,0,0,25,28,0,0,24,27.2,0,0,25,28.6,0,0
21,26.5,48,48,25,24.4,60,14,25,26.9,0,0,25,28,0,0,24,27.4,0,0,25,28.1,0,0
21,24.7,60,60,25,24.1,60,7,25,26,60,60,25,27.2,0,0,24,23.7,0,0,25,25.7,60,60
21,24.5,60,60,25,23.9,60,15,25,25.9,60,60,25,25.3,60,60,24,23.8,60,59,25,25.7,60,60
21,24.5,60,60,25,23.7,60,14,25,25.9,60,60,25,25.3,60,60,24,24.1,60,60,25,25.9,60,60
21,24.5,60,60,25,25.1,15,1,25,25.9,60,60,25,25.4,60,60,24,24.1,60,60,25,25.8,60,60
21,24.7,60,60,25,25.9,0,0,25,26,60,60,25,25.4,60,60,24,24.6,60,60,25,25.8,60,60
21,24.5,60,60,25,25.6,0,0,25,25.2,60,60,25,25,60,60,24,24.2,60,60,25,25.3,60,60
21,24.1,60,60,25,25,0,0,25,25,60,60,25,24.6,60,60,24,23.5,60,60,25,25.1,60,60
21,24,60,60,25,25.1,0,0,25,24.5,0,0,25,25.8,0,0,24,23.5,60,60,25,24.7,60,60
21,23.6,55,55,25,24.8,0,0,25,23.8,0,0,25,26.1,0,0,24,23.3,60,60,25,24.6,60,60
21,23.3,0,0,25,25.2,0,0,25,25.4,0,0,25,26.7,0,0,24,23.4,0,0,25,24.6,0,0
21,25.8,0,0,25,26,0,0,25,26.2,0,0,25,26.6,0,0,24,22.1,0,0,25,26.9,0,0
21,26.4,0,0,25,26.6,0,0,25,26.2,0,0,25,26.9,0,0,24,25.9,0,0,25,27.4,0,0
21,26.5,0,0,25,26.8,0,0,25,26.6,0,0,25,26.8,0,0,24,26.3,0,0,25,27,0,0
21,26.5,0,0,25,27.1,0,0,25,26.4,0,0,25,26.5,0,0,24,26.8,0,0,25,27.2,0,0
21,26.6,0,0,25,27.2,0,0,25,26.9,0,0,25,26.7,0,0,24,27.2,0,0,25,27.2,0,0
21,26.7,0,0,25,27.3,0,0,25,27.2,0,0,25,26.9,0,0,24,27.2,0,0,25,27.2,0,0
23,26.9,0,0,26,27.3,0,0,25,27.3,0,0,25,26.6,0,0,24,27,0,0,25,27.3,0,0
23,26.9,0,0,26,27.2,0,0,25,27.3,0,0,25,26.5,0,0,24,26.8,0,0,25,27.3,0,0
23,27.1,0,0,26,27.5,0,0,25,27.3,0,0,25,26.6,0,0,24,27,0,0,25,27.4,0,0
23,27.2,0,0,26,27.5,0,0,25,27.2,0,0,25,26.5,0,0,24,26.9,0,0,25,27.5,0,0
23,27.2,0,0,26,27.7,0,0,25,27.4,0,0,25,26.6,0,0,24,27.2,0,0,25,27.6,0,0
23,27.3,0,0,26,27.9,0,0,25,27.6,0,0,25,26.7,0,0,24,27.2,0,0,25,27.8,0,0
23,27.2,0,0,25,24.8,59,34,25,27.3,0,0,25,26.7,0,0,24,27.2,0,0,25,27.8,0,0
21,25.5,49,49,23,23.4,60,22,25,27.3,0,0,25,27.3,0,0,24,27,0,0,25,28.1,0,0
21,24.3,60,60,23,22.5,60,28,25,26.3,60,60,25,26.2,0,0,24,20.9,0,0,25,24.8,60,60
23,23.5,60,60,26,23.7,60,8,26,26.3,60,60,26,24.8,60,60,26,24,60,8,26,24.8,60,60
23,23.3,60,60,26,24.9,60,4,26,27.2,0,0,26,26.7,0,0,26,21.9,0,0,26,27,0,0
23,23.6,60,60,25,24.6,60,16,26,27.1,60,60,26,25.4,60,60,26,24.5,60,16,26,25.9,60,60
23,23.3,60,60,26,25.4,60,6,26,28.1,0,0,26,27.3,0,0,26,22.8,0,0,26,27.9,0,0
23,23.7,60,60,26,24.7,60,16,26,26.8,60,60,26,25.5,60,60,26,24.4,60,22,26,25.9,60,60
23,23.1,60,60,26,25,47,9,26,26.2,0,0,26,26.5,0,0,26,23.9,0,0,26,26.8,0,0
23,22.9,60,60,26,26.6,0,0,26,26,60,60,26,25.3,60,60,26,24.1,60,7,26,25.5,60,60
23,22.8,55,55,26,26.2,0,0,26,26.4,0,0,26,25.8,0,0,26,26.2,0,0,26,26.5,0,0
23,24.3,0,0,26,26.4,0,0,26,27.2,0,0,26,27.5,0,0,26,24.5,0,0,26,27.2,0,0
23,25.8,0,0,26,26.7,0,0,26,27.2,0,0,26,27.3,0,0,26,25.9,0,0,26,27.2,0,0
23,26.2,0,0,26,26.8,0,0,26,27.2,0,0,26,27.2,0,0,26,26.5,0,0,26,27.2,0,0
23,26.5,0,0,26,27.1,0,0,26,27.2,0,0,26,27.2,0,0,26,26.7,0,0,26,26.8,0,0
23,26.4,0,0,26,27.2,0,0,26,27.1,0,0,26,27.2,0,0,26,27.2,0,0,26,27,0,0
23,26.5,0,0,26,27.3,0,0,26,27.2,0,0,26,27.2,0,0,26,27.3,0,0,26,27.1,0,0
23,26.5,0,0,26,27.2,0,0,26,27.2,0,0,26,27.3,0,0,26,27.4,0,0,26,27.1,0,0
21,26.5,0,0,25,27.4,0,0,26,27.1,0,0,26,27.1,0,0,26,27.2,0,0,26,27.2,0,0
21,26.7,0,0,25,27.3,0,0,26,27.2,0,0,26,27,0,0,26,27.4,0,0,26,27.3,0,0
21,26.7,0,0,25,27.4,0,0,26,27.2,0,0,26,27.1,0,0,26,27.4,0,0,26,27.5,0,0
21,26.8,0,0,25,27.4,0,0,26,27,0,0,26,26.8,0,0,26,27.2,0,0,26,27.3,0,0
21,26.9,0,0,25,27.7,0,0,26,27.3,0,0,26,27.2,0,0,26,27.2,0,0,26,27.8,0,0
21,26.9,0,0,25,27.8,0,0,26,27.3,0,0,26,27.2,0,0,26,27.1,0,0,26,27.9,0,0
21,26.9,0,0,25,24.6,57,29,26,27.2,0,0,26,27.2,0,0,26,27,0,0,26,27.8,0,0
21,25.5,48,48,25,24.4,60,9,26,27.2,0,0,26,27.4,0,0,26,27.1,0,0,26,27.7,0,0
21,23.8,60,60,25,23.9,60,13,25,26.1,60,60,25,26.9,0,0,26,26.5,0,0,25,25.3,60,60
21,23.6,60,60,25,24.2,60,15,25,25.9,60,60,25,24.9,60,60,24,23.1,60,59,25,24.7,60,60
21,23.6,60,60,25,23.7,60,15,25,25.6,60,60,25,24.5,60,60,24,23.3,60,60,25,24.4,60,60
21,23.6,60,60,25,24.4,60,11,25,25.9,60,60,25,24.6,60,60,24,23.3,60,60,25,24.5,60,60
21,23.7,60,60,25,24.2,60,12,25,26,60,60,25,24.7,60,60,24,23.4,60,60,25,24.7,60,60
21,24,60,60,25,24.8,60,15,25,25.9,60,60,25,24.6,60,60,24,23.5,60,60,25,24.4,60,60
21,24.3,60,60,25,23.7,47,9,25,26.1,59,59,25,24.6,59,59,24,23.6,60,60,25,24.7,60,60
21,24.2,60,60,25,27,0,0,25,26.4,0,0,25,25.2,0,0,24,23.2,60,60,25,24.4,60,60
21,23.7,56,56,25,25.9,0,0,25,25.9,0,0,25,26.2,0,0,24,23,60,60,25,24.3,60,60
21,23.8,0,0,25,26,0,0,25,26.2,0,0,25,26.3,0,0,24,23,0,0,25,24.4,0,0
21,26,0,0,25,26.5,0,0,25,26.4,0,0,25,26.2,0,0,24,23.5,0,0,25,26.5,0,0
21,26.5,0,0,25,26.7,0,0,25,26.4,0,0,25,26.6,0,0,24,25.3,0,0,25,26.7,0,0
21,26.4,0,0,25,26.6,0,0,25,26.6,0,0,25,26.8,0,0,24,25.9,0,0,25,26.5,0,0
21,26.2,0,0,25,26.8,0,0,25,26.7,0,0,25,26.5,0,0,24,26,0,0,25,26.5,0,0
21,26.2,0,0,25,27.1,0,0,25,26.8,0,0,25,26.6,0,0,24,26.2,0,0,25,26.5,0,0
21,26.3,0,0,25,27.2,0,0,25,26.7,0,0,25,26.5,0,0,24,26,0,0,25,26.8,0,0
23,26.5,0,0,26,27.2,0,0,25,26.7,0,0,25,26.2,0,0,24,26,0,0,25,26.8,0,0
23,26.4,0,0,26,27.2,0,0,25,26.7,0,0,25,26.2,0,0,24,26.2,0,0,25,26.8,0,0
23,26.5,0,0,26,27.3,0,0,25,26.7,0,0,25,26.3,0,0,24,26.2,0,0,25,27,0,0
23,26.5,0,0,26,27.3,0,0,25,26.7,0,0,25,26.2,0,0,24,26.2,0,0,25,27.2,0,0
23,26.5,0,0,26,27.5,0,0,25,26.9,0,0,25,26.3,0,0,24,26.4,0,0,25,27.1,0,0
23,26.6,0,0,26,27.6,0,0,25,27.1,0,0,25,26.7,0,0,24,26.4,0,0,25,27.3,0,0
23,26.6,0,0,26,25.2,59,18,25,27.2,0,0,25,26.6,0,0,24,26.4,0,0,25,27.2,0,0
23,25.2,47,47,26,26,60,4,25,27,0,0,25,27.2,0,0,24,26.5,0,0,25,27.2,0,0
23,23.8,60,60,26,24.3,60,13,25,26,60,60,25,26.2,1,1,24,19.5,1,0,25,24.7,60,60
23,23.5,60,60,26,24.8,60,13,25,26,60,60,25,25,60,60,26,24,60,7,25,24.9,60,60
23,23.1,60,60,27,26.2,60,0,26,27.2,1,1,26,27.2,0,0,26,21.2,0,0,26,27.2,0,0
23,22.9,60,60,27,26,60,7,26,26.1,60,60,26,25.3,60,60,26,24.2,60,7,26,25.4,60,60
23,23.1,60,60,26,25.8,60,10,26,26.4,26,26,26,27.2,0,0,26,22.4,0,0,26,27.3,0,0
23,23,60,60,26,24.8,60,13,26,25.6,60,60,26,25.3,60,60,26,24,60,7,26,25.5,60,60
23,23.2,60,60,26,26,47,8,26,26,0,0,26,26.2,0,0,26,22.3,0,0,26,27.2,0,0
23,23.4,60,60,26,27.5,0,0,26,25.9,60,60,26,25,60,60,26,24.2,60,7,26,25.6,60,60
23,22.9,50,50,26,26.6,0,0,26,25.4,0,0,26,25.8,0,0,26,26.4,0,0,26,26.3,0,0
23,24,0,0,26,26.6,0,0,26,26.2,0,0,26,27.2,0,0,26,24.5,0,0,26,26.8,0,0
23,25.4,0,0,26,26.7,0,0,26,26.5,0,0,26,27.6,0,0,26,25.7,0,0,26,26.4,0,0
23,25.9,0,0,26,26.7,0,0,26,26.3,0,0,26,27.2,0,0,26,26.2,0,0,26,26.7,0,0
23,26,0,0,26,26.7,0,0,26,26.6,0,0,26,26.8,0,0,26,26.5,0,0,26,26.4,0,0
23,26,0,0,26,26.9,0,0,26,26.7,0,0,26,27.1,0,0,26,26.6,0,0,26,26.5,0,0
23,26.1,0,0,26,27.1,0,0,26,27,0,0,26,26.9,0,0,26,26.6,0,0,26,26.9,0,0
23,26.1,0,0,26,27.2,0,0,26,27,0,0,26,26.7,0,0,26,26.7,0,0,26,27.1,0,0
23,26.3,0,0,26,27.2,0,0,26,26.9,0,0,26,26.7,0,0,26,26.7,0,0,26,27.2,0,0
23,26.4,0,0,26,27.2,0,0,26,26.7,0,0,26,26.5,0,0,26,26.8,0,0,26,27.1,0,0
23,26.5,0,0,26,27.2,0,0,26,26.8,0,0,26,26.9,0,0,26,26.8,0,0,26,27.2,0,0
23,26.5,0,0,26,27.2,0,0,26,26.6,0,0,26,26.7,0,0,26,26.8,0,0,26,27.2,0,0
23,26.4,0,0,26,27.3,0,0,26,26.7,0,0,26,26.5,0,0,26,26.9,0,0,26,27.2,0,0
23,26.5,0,0,26,27.2,0,0,26,26.9,0,0,26,26.3,0,0,26,26.7,0,0,26,27.3,0,0
23,26.7,0,0,26,27.4,0,0,26,27,0,0,26,26.4,0,0,26,26.8,0,0,26,27.2,0,0
23,27.1,0,0,26,27.4,0,0,26,27.2,1,1,26,26.9,0,0,26,26.8,0,0,26,27.3,0,0
23,26.1,0,0,26,26.8,0,0,26,25.7,60,60,26,25.8,0,0,26,26.3,1,1,26,26.9,0,0
23,25.8,0,0,26,26,0,0,26,25.1,60,60,26,26.5,0,0,26,24.5,60,60,26,26.7,0,0
23,26.1,0,0,26,26.4,0,0,26,25,60,60,26,27.1,0,0,26,23.5,60,60,26,26.8,0,0
23,26.7,0,0,26,26.5,0,0,26,24.8,60,60,26,26.6,0,0,26,24.2,60,14,26,26.6,0,0
23,26.1,0,0,26,26,0,0,26,24.9,60,60,26,26.5,0,0,26,25,60,0,26,26.7,0,0
23,26.5,0,0,26,26.4,0,0,26,25,60,60,26,26.7,0,0,26,25.1,60,0,26,27,0,0
23,27.2,0,0,26,26.9,0,0,26,24.9,60,60,26,27.3,0,0,26,23.9,60,59,26,26.9,0,0
23,26.6,0,0,26,26.7,0,0,26,24.4,60,60,26,26.6,0,0,26,23.7,60,60,26,26.7,0,0
23,26.7,0,0,26,26.7,0,0,26,24.3,59,59,26,27.2,0,0,26,23.7,59,59,26,27.2,0,0
23,26.2,0,0,26,26.1,0,0,26,24.5,0,0,26,26.6,0,0,26,23.7,0,0,26,26.2,0,0
23,26.4,0,0,26,26.2,0,0,26,25.6,0,0,26,26.2,0,0,26,25.8,0,0,26,26.8,0,0
23,27,0,0,26,26.6,0,0,26,25.4,0,0,26,26.4,0,0,26,25.9,0,0,26,27.2,0,0
23,27.3,0,0,26,26.9,0,0,26,25.9,0,0,26,26.7,0,0,26,25.9,0,0,26,27.3,0,0
23,27.4,0,0,26,27.1,0,0,26,25.9,0,0,26,26.6,0,0,26,26,0,0,26,27.4,0,0
23,27.6,0,0,26,27.2,0,0,26,25.9,0,0,26,26.8,0,0,26,26.6,0,0,26,27.4,0,0
23,27.9,0,0,26,27.2,0,0,26,26.1,0,0,26,27,0,0,26,26.6,0,0,26,27.8,0,0
23,28.1,0,0,26,27.4,0,0,26,26.1,0,0,26,27,0,0,26,26.6,0,0,26,27.5,0,0
23,28.1,0,0,26,27.5,0,0,26,26.3,0,0,26,27,0,0,26,26.7,0,0,26,27.8,0,0
23,28.1,0,0,26,27.4,0,0,26,26.3,0,0,26,27.2,0,0,26,26.8,0,0,26,28.1,0,0
23,28.2,0,0,26,27.6,0,0,26,26.5,0,0,26,26.8,0,0,26,26.7,0,0,26,27.9,0,0
23,28.1,0,0,26,27.6,0,0,26,26.7,0,0,26,26.7,0,0,26,26.6,0,0,26,27.9,0,0
23,28.2,0,0,26,27.8,0,0,26,26.8,0,0,26,26.7,0,0,26,26.8,0,0,26,28,0,0
23,28.2,0,0,26,27.9,0,0,26,27,0,0,26,26.9,0,0,26,26.8,0,0,26,28,0,0
23,25.4,58,58,26,27.9,0,0,26,26.4,1,1,26,27.2,0,0,26,26.8,0,0,26,27.8,0,0
