リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
23,24.9,60,60,25,22.7,0,0,23,24.6,60,60,24,25.5,60,60,25,26.5,60,60,25,26.2,60,60
23,24.9,60,60,25,22.8,0,0,23,24.5,60,60,24,25.5,60,60,25,26.6,60,60,25,26.1,60,60
23,24.7,60,60,25,22.5,0,0,23,24.6,60,60,24,25.5,60,60,25,26.8,60,60,25,26.2,60,60
23,24.8,60,60,25,22.4,0,0,23,24.6,60,60,25,25.4,60,60,25,26.9,60,60,25,26.2,60,60
24,25.1,60,41,25,23,0,0,24,24.9,60,14,25,25.5,60,60,25,27,60,60,25,26.2,60,60
24,24.4,60,60,25,23.4,0,0,24,24.4,60,60,25,25.4,40,40,23,26.8,47,47,23,26.2,47,47
24,23.9,60,60,25,23.2,0,0,24,24.4,60,60,25,22.9,0,0,23,27,0,0,23,26.2,0,0
24,23.9,60,48,25,24.3,0,0,24,24.5,60,60,25,23.3,0,0,23,27,0,0,23,26.5,0,0
24,23.9,13,8,25,23.6,0,0,24,24.3,13,13,25,22.8,0,0,23,25.7,0,0,23,25.4,0,0
24,25.8,0,0,25,24.9,0,0,24,25.9,0,0,25,25.6,0,0,23,26.2,0,0,23,26,0,0
24,26,0,0,25,25.5,0,0,24,26.2,0,0,25,26.2,0,0,23,26.9,0,0,23,26.6,0,0
24,26.2,0,0,25,25.8,0,0,24,26.4,0,0,25,26.5,0,0,23,27.2,0,0,23,27,0,0
24,26.2,0,0,25,26,0,0,24,26.6,0,0,25,26.8,0,0,23,27.4,0,0,23,27.2,0,0
24,26.4,0,0,25,26.2,0,0,24,26.7,0,0,25,27,0,0,23,27.6,0,0,23,27.3,0,0
24,26.5,0,0,25,26.2,0,0,24,26.9,0,0,25,27.1,0,0,23,27.7,0,0,23,27.4,0,0
24,26.4,0,0,25,26.3,0,0,24,27,0,0,25,27.2,0,0,23,27.8,0,0,23,27.5,0,0
24,26.5,0,0,25,26.3,0,0,24,27.1,0,0,25,27.3,0,0,23,27.9,0,0,23,27.6,0,0
24,26.5,0,0,25,26.3,0,0,24,27.2,0,0,25,27.4,0,0,23,27.9,0,0,23,27.7,0,0
24,26.5,0,0,25,26.4,0,0,24,27.2,0,0,25,27.3,0,0,23,28,0,0,23,27.8,0,0
24,26.4,0,0,25,22.8,0,0,24,27.2,0,0,25,22.2,0,0,23,28.1,0,0,23,21.9,0,0
24,26.4,0,0,25,23.9,0,0,24,27.2,0,0,25,24.1,0,0,23,28.1,0,0,23,23.9,0,0
24,26.2,0,0,25,23,0,0,24,26.8,0,0,25,22.6,0,0,25,26.6,55,55,25,26,55,55
24,25.8,0,0,25,24.9,0,0,24,26,0,0,25,25.7,0,0,25,26.1,60,60,25,25.9,60,60
24,25.5,0,0,25,25.3,0,0,24,25.6,0,0,25,25.5,0,0,25,26,60,60,25,25.4,60,60
24,24.4,0,0,25,24.5,0,0,24,24.7,0,0,25,25.3,0,0,25,26,60,60,25,25.7,60,60
24,25,0,0,25,24.1,0,0,24,25.3,0,0,25,23.7,0,0,25,26.1,60,60,25,25.5,60,60
24,23,0,0,25,24,0,0,24,23.6,0,0,25,24.7,0,0,25,26.1,60,60,25,25.9,60,60
24,25.3,20,19,25,22.7,0,0,24,25.6,20,19,25,25.3,43,25,25,26,60,60,25,25.6,60,60
24,23.9,60,60,25,21.9,0,0,24,24.9,60,60,25,26.2,60,10,25,26,60,60,25,25.7,60,60
24,24,60,25,25,21.8,0,0,24,24.3,60,60,25,26.1,60,34,25,25.6,60,60,25,25.8,60,60
24,23.9,60,30,25,22.9,0,0,24,24.1,60,47,25,25.8,60,14,25,25.2,60,60,25,25.7,60,60
26,25.1,60,0,25,23.2,0,0,26,25.7,60,0,25,25.8,60,33,25,25.2,3,3,25,25.7,3,3
26,25.9,59,0,25,24,0,0,26,26.2,59,0,25,25.9,59,22,25,26.3,0,0,25,26.1,0,0
26,26.7,0,0,25,24.7,0,0,26,27.2,0,0,25,26.6,0,0,25,26.6,0,0,25,26.4,0,0
26,27.2,0,0,25,25.5,0,0,26,27.7,0,0,25,27.3,0,0,25,27.1,0,0,25,26.7,0,0
26,27.1,0,0,25,25.8,0,0,26,27.6,0,0,25,27.3,0,0,25,27.2,0,0,25,26.9,0,0
26,27,0,0,25,26,0,0,26,27.5,0,0,25,27.3,0,0,25,27.3,0,0,25,27.1,0,0
26,26.9,0,0,25,26.1,0,0,26,27.5,0,0,25,27.3,0,0,25,27.4,0,0,25,27.2,0,0
26,26.9,0,0,25,26.2,0,0,26,27.5,0,0,25,27.3,0,0,25,27.4,0,0,25,27.2,0,0
26,26.9,0,0,25,26.2,0,0,26,27.4,0,0,25,27.3,0,0,25,27.5,0,0,25,27.3,0,0
26,26.9,0,0,25,26.2,0,0,26,27.5,0,0,25,27.3,0,0,25,27.6,0,0,25,27.4,0,0
26,26.9,0,0,25,26.2,0,0,26,27.5,0,0,25,27.3,0,0,25,27.6,0,0,25,27.4,0,0
26,26.9,0,0,25,26.3,0,0,26,27.5,0,0,25,27.2,0,0,25,27.7,0,0,25,27.5,0,0
26,27,0,0,25,23.7,0,0,26,27.6,0,0,25,25.3,50,26,25,27.8,0,0,25,22.8,0,0
25,26.7,5,5,25,22.7,0,0,25,27.2,5,5,25,25.6,60,0,25,27.8,0,0,25,21.8,0,0
25,25.1,60,34,25,22.5,0,0,25,25.1,60,31,25,25.8,60,0,25,27.7,0,0,25,21.5,0,0
25,24.9,60,18,25,22.5,0,0,25,24.8,60,20,25,25.7,60,11,25,26.9,0,0,25,21.7,0,0
25,25,60,16,25,22.4,0,0,25,25,60,17,25,25.5,60,0,25,25.4,0,0,25,21.8,0,0
25,25.1,60,27,25,22.3,0,0,25,25,60,23,25,25.7,60,0,25,26.2,0,0,25,21.4,0,0
25,25,60,18,25,22.3,0,0,25,24.9,60,12,25,25.7,60,0,25,26.7,0,0,25,21.8,0,0
25,25,60,22,25,22.7,0,0,25,25,60,17,25,25.3,60,18,25,27,0,0,25,22,0,0
25,25,60,30,25,22.8,0,0,25,24.9,60,19,26,25.7,60,0,25,27,0,0,25,22.2,0,0
25,25,60,27,25,24,0,0,25,24.9,60,13,26,26.4,60,0,25,27.2,0,0,25,24.5,0,0
25,25.1,60,14,25,24.9,0,0,25,25,60,14,26,26.5,60,4,25,27.2,0,0,25,25.8,0,0
26,26.1,60,0,25,24.3,0,0,26,25.9,60,0,25,26.1,60,31,25,26.2,0,0,25,25.7,0,0
26,26.4,60,0,25,24.8,0,0,26,26.3,60,0,26,26.4,60,0,25,26.6,0,0,25,26.2,0,0
26,26.3,59,0,25,25.4,0,0,26,26.2,59,7,26,26.8,59,0,25,26.9,0,0,25,26.7,0,0
26,26.8,0,0,25,25.6,0,0,26,26.8,0,0,26,27.5,0,0,25,27,0,0,25,26.8,0,0
26,27.3,0,0,25,26,0,0,26,27.4,0,0,26,27.7,0,0,25,27.1,0,0,25,26.9,0,0
26,27.2,0,0,25,26.1,0,0,26,27.3,0,0,26,27.4,0,0,25,27.2,0,0,25,26.9,0,0
26,27,0,0,25,26.2,0,0,26,27.2,0,0,26,27.3,0,0,25,27.2,0,0,25,27,0,0
26,27,0,0,25,26.2,0,0,26,27.2,0,0,26,27.2,0,0,25,27.3,0,0,25,27.1,0,0
26,26.9,0,0,25,26.2,0,0,26,27.2,0,0,26,27.2,0,0,25,27.3,0,0,25,27.1,0,0
26,26.8,0,0,25,26.2,0,0,26,27.2,0,0,26,27.2,0,0,25,27.4,0,0,25,27.2,0,0
26,26.9,0,0,25,26.2,0,0,26,27.2,0,0,26,27.2,0,0,25,27.4,0,0,25,27.2,0,0
26,26.9,0,0,25,26.3,0,0,26,27.2,0,0,26,27.2,0,0,25,27.4,0,0,25,27.2,0,0
26,26.9,0,0,25,26.3,0,0,26,27.2,0,0,26,27.3,0,0,25,27.4,0,0,25,27.2,0,0
26,26.9,0,0,25,26.6,0,0,26,27.3,0,0,25,26.2,48,33,25,27.5,0,0,25,27.2,0,0
26,26.7,0,0,25,26.4,0,0,26,27.3,0,0,25,26.2,60,17,25,27.4,0,0,25,27.2,0,0
26,26.7,0,0,25,26.5,0,0,26,27.3,0,0,25,26.3,60,27,25,27,9,9,25,26.6,9,9
26,26.8,0,0,25,26.5,0,0,26,27.3,0,0,24,25.5,60,55,25,25.7,60,60,25,25.9,60,60
26,24.2,0,0,25,26,0,0,26,24.2,0,0,25,26.1,60,18,25,25.3,60,33,25,25.7,60,33
26,25.3,0,0,25,26,0,0,26,25.9,0,0,25,26.1,60,22,27,26.6,60,0,27,26.2,60,0
26,25.3,0,0,25,26,0,0,26,25.9,0,0,25,26.2,60,18,27,27.3,60,0,27,26.5,60,0
26,26.1,0,0,25,26.4,0,0,26,27,0,0,27,26.4,60,0,27,27,60,46,27,26.6,60,0
26,26.5,0,0,25,26.3,0,0,26,27.2,0,0,27,26.9,60,0,27,26.9,60,0,27,26.6,60,0
26,26.6,0,0,25,26.5,0,0,26,27.5,0,0,27,27,60,0,27,26.9,60,41,27,27.2,60,0
26,25.7,31,5,25,26.3,0,0,26,26,31,8,27,27.1,60,0,27,27.1,60,5,27,27.2,60,0
26,26,60,0,25,26.2,0,0,26,26.1,60,8,27,27.2,60,0,27,26.8,40,19,27,27.1,40,0
26,25.7,60,4,25,26.2,0,0,26,25.8,60,12,27,27.2,60,4,27,27.7,0,0,27,28.1,0,0
26,25.9,59,0,25,24.5,0,0,26,26.2,59,8,27,27.2,59,0,27,26.2,0,0,27,26.6,0,0
26,26.6,0,0,25,25.1,0,0,26,26.6,0,0,27,27.9,0,0,27,26.5,0,0,27,26.8,0,0
26,27.2,0,0,25,25.9,0,0,26,27.4,0,0,27,28.4,0,0,27,27,0,0,27,27.1,0,0
26,27.1,0,0,25,26.1,0,0,26,27.5,0,0,27,28.2,0,0,27,27.1,0,0,27,27.2,0,0
26,27,0,0,25,26.2,0,0,26,27.4,0,0,27,28.1,0,0,27,27.2,0,0,27,27.2,0,0
26,26.9,0,0,25,26.3,0,0,26,27.4,0,0,27,27.9,0,0,27,27.2,0,0,27,27.3,0,0
26,26.9,0,0,25,26.4,0,0,26,27.4,0,0,27,27.9,0,0,27,27.3,0,0,27,27.3,0,0
26,26.8,0,0,25,26.4,0,0,26,27.4,0,0,27,27.8,0,0,27,27.3,0,0,27,27.3,0,0
26,26.8,0,0,25,26.5,0,0,26,27.4,0,0,27,27.9,0,0,27,27.3,0,0,27,27.4,0,0
26,26.8,0,0,25,26.5,0,0,26,27.3,0,0,27,27.9,0,0,27,27.3,0,0,27,27.4,0,0
26,26.9,0,0,25,26.5,0,0,26,27.4,0,0,27,27.6,4,0,27,27.3,0,0,27,27.4,0,0
26,26.9,0,0,25,26.4,0,0,26,27.2,0,0,26,26.9,60,0,27,27.4,0,0,27,26.9,0,0
26,26.9,0,0,25,26.7,0,0,26,26.9,0,0,26,27,60,0,27,27.4,0,0,27,27.2,0,0
26,26.9,0,0,25,27,0,0,26,26.7,0,0,25,26.7,60,38,25,26.9,15,2,25,26.8,15,10
26,26.9,0,0,25,27,0,0,26,26.6,0,0,25,25.8,60,18,25,26,60,32,25,26,60,60
26,26.8,0,0,25,22.6,0,0,26,26.1,0,0,25,25.7,60,27,26,26,60,39,26,25.9,60,1
26,26.9,0,0,25,22.6,0,0,26,26.3,0,0,25,25.7,60,14,26,25.6,60,43,26,25.9,60,22
26,24.5,0,0,25,24.9,0,0,26,24.9,0,0,25,25.9,60,23,26,26.1,60,23,26,26,60,0
26,25.3,0,0,25,26.1,0,0,26,25.5,0,0,25,26.2,60,19,26,26.1,60,60,26,26.3,60,0
26,25.8,52,6,25,26.2,0,0,26,26.3,52,0,25,26.1,60,29,26,25.8,60,60,26,26.2,60,0
26,25.6,60,5,25,25.8,0,0,26,25.9,60,21,25,26.3,60,20,26,25.5,60,21,26,26.1,60,49
26,25.8,60,0,25,23.9,0,0,26,26,60,9,25,26.2,60,27,26,25.9,60,18,26,25.9,60,9
26,26.2,60,0,25,24.5,0,0,26,26,60,16,25,26.1,60,23,26,25.7,25,24,26,26.4,25,8
26,26.3,60,0,25,25.3,0,0,26,26.1,60,12,25,26.2,60,27,26,26.4,0,0,26,26.2,0,0
26,26.4,59,0,25,25.6,0,0,26,26.3,59,7,25,26,59,30,26,26.7,0,0,26,26.6,0,0
26,26.3,0,0,25,25.9,0,0,26,25.5,0,0,25,26.5,0,0,26,26.7,0,0,26,26.7,0,0
26,27.3,0,0,25,26.2,0,0,26,27.2,0,0,25,27.2,0,0,26,26.8,0,0,26,26.9,0,0
26,27.2,0,0,25,26.2,0,0,26,27.3,0,0,25,27.3,0,0,26,26.9,0,0,26,27,0,0
26,27.1,0,0,25,26.3,0,0,26,27.3,0,0,25,27.3,0,0,26,27,0,0,26,27,0,0
26,27,0,0,25,26.4,0,0,26,27.3,0,0,25,27.3,0,0,26,27,0,0,26,27.1,0,0
26,26.9,0,0,25,26.4,0,0,26,27.3,0,0,25,27.3,0,0,26,27,0,0,26,27.1,0,0
26,26.9,0,0,25,26.4,0,0,26,27.3,0,0,25,27.3,0,0,26,27,0,0,26,27.2,0,0
26,26.9,0,0,25,26.4,0,0,26,27.3,0,0,25,27.4,0,0,26,27.1,0,0,26,27.2,0,0
26,26.8,0,0,25,26.4,0,0,26,27.3,0,0,25,27.4,0,0,26,27.1,0,0,26,27.2,0,0
26,26.9,0,0,25,26.4,0,0,26,27.3,0,0,25,27.5,0,0,26,27.2,0,0,26,27.2,0,0
26,26.8,0,0,25,26.2,0,0,26,27.3,0,0,25,26,51,16,26,27.2,0,0,26,26.4,0,0
26,26.7,0,0,25,26.4,0,0,26,26.4,0,0,25,26.5,60,0,26,27.2,0,0,26,26.8,0,0
26,26.7,0,0,25,26.3,0,0,26,26.5,0,0,25,26.2,60,17,26,26.8,6,6,26,26.5,6,6
26,25.4,0,0,25,25.8,0,0,26,24.3,0,0,25,26.1,60,21,26,25.8,60,19,26,25.8,60,28
26,24.6,0,0,25,26,0,0,26,24.6,0,0,25,26.1,60,23,26,26.2,60,49,26,26.3,60,0
26,25.2,0,0,25,26.2,0,0,26,24.9,0,0,25,26.1,60,18,26,25.8,60,18,26,25.9,60,32
26,26,0,0,25,26.5,0,0,26,24.8,0,0,25,26.3,60,15,26,26,60,36,26,26.1,60,35
26,26.2,0,0,25,26.6,0,0,26,24.7,0,0,25,26.3,60,26,26,26,60,11,26,25.9,60,9
26,26.3,0,0,25,26.7,0,0,26,24.9,0,0,24,26,60,35,26,25.8,60,46,26,26.2,60,25
26,23.3,0,0,25,26.3,0,0,26,22.6,0,0,24,25.5,60,59,26,25.9,60,0,26,25.8,60,15
26,25.9,0,0,25,25.8,0,0,26,25.3,0,0,25,26,60,18,26,26,60,59,26,26.4,60,0
26,26.5,0,0,25,25.9,0,0,26,26,0,0,25,26,60,35,26,25.8,27,27,26,26.4,27,0
26,26.7,0,0,25,26.1,0,0,26,26.4,0,0,25,26,60,23,26,26.2,0,0,26,27.5,0,0
26,22.5,0,0,25,25.6,0,0,26,22.7,0,0,25,25.6,60,34,26,25.6,0,0,26,26.7,0,0
26,25.2,0,0,25,25.1,0,0,26,25.1,0,0,25,26.7,0,0,26,24.9,0,0,26,25.5,0,0
26,26.1,0,0,25,25.7,0,0,26,26.4,0,0,25,27.5,0,0,26,25.8,0,0,26,26.2,0,0
26,26.4,0,0,25,26,0,0,26,26.8,0,0,25,27.5,0,0,26,26.2,0,0,26,26.6,0,0
26,26.5,0,0,25,26.2,0,0,26,27,0,0,25,27.4,0,0,26,26.6,0,0,26,26.8,0,0
26,26.5,0,0,25,26.3,0,0,26,27.2,0,0,25,27.4,0,0,26,26.7,0,0,26,26.9,0,0
26,26.6,0,0,25,26.3,0,0,26,27.2,0,0,25,27.4,0,0,26,26.7,0,0,26,27,0,0
26,26.6,0,0,25,26.4,0,0,26,27.2,0,0,25,27.4,0,0,26,26.8,0,0,26,27,0,0
26,26.7,0,0,25,26.4,0,0,26,27.2,0,0,25,27.4,0,0,26,26.9,0,0,26,27.1,0,0
26,26.7,0,0,25,26.4,0,0,26,27.2,0,0,25,27.4,0,0,26,26.9,0,0,26,27.1,0,0
26,26,14,4,25,26.5,0,0,26,26.4,14,3,25,27.2,0,0,26,26.3,14,4,26,26.4,14,8
24,24.2,60,29,25,26,0,0,24,24.4,60,54,24,25.9,22,22,26,25.2,60,0,26,25.9,60,0
24,24,60,18,25,25.6,0,0,24,24.2,60,37,24,25.7,60,22,26,25.5,60,0,26,26,60,0
24,24,60,22,25,25.7,0,0,24,23.9,60,35,24,25.9,60,23,26,25.4,60,4,26,26,60,4
24,24,60,16,25,24.6,0,0,24,24.1,60,25,24,25.7,60,33,26,25.5,60,0,26,26,60,0
24,24,60,20,25,25.3,0,0,24,24,60,22,24,25.7,60,31,26,25.7,60,0,26,26.1,60,0
24,23.9,60,22,25,25.6,0,0,24,23.8,60,51,24,25.7,60,23,26,25.8,60,4,26,26.2,60,4
24,23.9,60,15,25,23.8,0,0,24,24,60,30,24,25.7,60,27,26,25.4,60,0,26,25.9,60,0
24,24,60,24,25,25,0,0,24,24.1,60,31,24,25.7,60,21,26,25.7,60,0,26,26.1,60,0
24,24,60,13,25,25.3,0,0,24,23.8,60,39,24,25.9,60,27,26,25.8,60,0,26,26.2,60,0
26,24.1,60,15,25,25.7,0,0,26,24.2,60,19,24,25.7,60,17,26,25.8,60,4,26,26.2,60,11
26,25.2,60,0,25,23.6,0,0,26,24.9,60,0,24,25.7,35,28,26,25.4,60,0,26,25.8,60,0
26,25.7,60,0,25,24.5,0,0,26,25.6,60,0,24,23.2,0,0,26,25.8,60,0,26,26.1,60,0
26,25.9,60,0,25,25.3,0,0,26,26,60,0,24,23.9,0,0,26,25.8,60,0,26,26.2,60,0
26,26.1,60,0,25,25.7,0,0,26,26.1,60,0,24,24.2,0,0,26,25.9,60,0,26,26.3,60,0
26,26.3,0,0,25,26,0,0,26,26.4,0,0,24,25.3,0,0,26,26.5,0,0,26,26.9,0,0
26,26.8,0,0,25,26.2,0,0,26,27.2,0,0,24,26.3,0,0,26,27.2,0,0,26,27.5,0,0
26,26.7,0,0,25,26.2,0,0,26,27.2,0,0,24,26.7,0,0,26,27.1,0,0,26,27.3,0,0
26,26.6,0,0,25,26.3,0,0,26,27.1,0,0,24,26.9,0,0,26,27.1,0,0,26,27.3,0,0
26,26.5,0,0,25,26.3,0,0,26,27,0,0,24,27,0,0,26,27,0,0,26,27.2,0,0
26,26.5,0,0,25,26.3,0,0,26,27,0,0,24,27.1,0,0,26,27,0,0,26,27.2,0,0
26,26.5,0,0,25,26.4,0,0,26,27,0,0,24,27.1,0,0,26,27,0,0,26,27.2,0,0
26,26.5,0,0,25,26.4,0,0,26,27,0,0,24,27.1,0,0,26,26.9,0,0,26,27.2,0,0
26,26.5,0,0,25,26.4,0,0,26,26.9,0,0,24,27.1,0,0,26,27,0,0,26,27.2,0,0
26,25.6,25,3,25,26.4,0,0,26,25.9,25,2,24,26.4,11,11,26,25.9,25,4,26,26.3,25,7
26,25.6,60,0,25,26.2,0,0,26,25.6,60,0,24,25.2,60,60,25,25.7,60,7,25,26.1,60,11
26,25.9,60,6,25,26.2,0,0,26,25.9,60,12,24,25.4,60,36,25,25,60,60,25,25.7,60,60
26,25.8,60,1,25,23.8,0,0,26,25.9,60,3,24,25.2,60,60,25,24.9,60,60,25,25.6,60,60
26,26,60,6,25,24.2,0,0,26,25.7,60,14,24,25.1,60,50,25,25,60,60,25,25.6,60,60
25,25.4,60,37,25,23.5,0,0,25,25.7,60,48,25,26.1,60,0,25,25.1,60,60,25,25.7,60,60
25,24.9,60,36,25,22.7,0,0,25,25.1,60,60,24,25.8,60,42,25,25.3,60,60,25,25.8,60,60
26,25.1,60,13,25,22.2,0,0,26,25.3,60,15,24,25.1,60,60,25,25.4,60,60,25,25.9,60,60
24,25.1,60,30,25,23.3,0,0,24,25.5,60,50,24,25.2,60,60,25,25.5,60,60,25,26,60,60
25,24.9,60,15,25,22.3,0,0,25,25,60,60,24,25.2,60,60,25,25.5,60,60,25,26.1,60,60
25,24.9,60,18,25,22.1,0,0,25,24.8,60,60,24,25.2,60,60,25,25.4,60,60,25,26,60,60
25,24.9,60,16,25,22.2,0,0,25,24.9,60,15,24,25,60,60,25,25.2,57,57,25,25.9,57,57
25,25,60,14,25,24,0,0,25,25.2,60,0,24,24.9,60,60,25,26,10,10,25,26.1,10,10
25,24.8,60,13,25,22.7,0,0,25,24.7,60,20,24,24.4,60,60,25,25.1,29,29,25,25.9,29,29
25,24.9,60,9,25,23.7,0,0,25,25.2,60,6,24,24.5,42,42,25,26,0,0,25,25.9,0,0
25,25.3,0,0,25,24.5,0,0,25,24.6,0,0,24,23.9,0,0,25,26.2,0,0,25,26.2,0,0
25,26.5,0,0,25,25.4,0,0,25,26.3,0,0,24,26.2,0,0,25,26.7,0,0,25,26.6,0,0
25,26.5,0,0,25,25.8,0,0,25,26.7,0,0,24,26.7,0,0,25,26.8,0,0,25,26.9,0,0
25,26.5,0,0,25,26.1,0,0,25,26.8,0,0,24,26.8,0,0,25,26.9,0,0,25,27.1,0,0
25,26.5,0,0,25,26.2,0,0,25,26.9,0,0,24,26.9,0,0,25,27,0,0,25,27.2,0,0
25,26.6,0,0,25,26.2,0,0,25,27,0,0,24,26.9,0,0,25,27.1,0,0,25,27.2,0,0
25,26.6,0,0,25,26.3,0,0,25,27,0,0,24,27,0,0,25,27.1,0,0,25,27.2,0,0
25,26.5,0,0,25,26.3,0,0,25,27.1,0,0,24,27,0,0,25,27.2,0,0,25,27.4,0,0
25,26.6,0,0,25,26.3,0,0,25,27.1,0,0,24,27,0,0,25,27.2,0,0,25,27.4,0,0
25,25.2,27,15,25,26.3,0,0,25,25.3,27,27,24,25.6,0,0,25,25.8,27,27,25,26.3,27,27
24,24.2,60,58,25,26.4,0,0,24,24.2,60,60,24,26.7,0,0,25,24.6,60,17,25,24.8,60,20
25,24.9,60,17,25,24.6,0,0,25,24.8,60,39,24,22.8,0,0,23,25.5,60,47,23,25.5,60,53
25,25,60,29,25,22.3,0,0,25,24.9,60,45,24,21.7,0,0,23,25.5,60,60,23,25.3,60,60
25,24.9,60,23,25,23.7,0,0,25,24.9,60,33,24,22.2,0,0,23,25.8,60,60,23,25.9,60,60
25,24.9,60,27,25,22.5,0,0,25,25.1,60,34,24,21.9,0,0,24,25.9,60,60,24,25.7,60,60
25,25.1,60,23,25,22.6,0,0,25,25,60,38,24,21,0,0,24,26,60,60,24,26.1,60,60
25,24.9,60,23,25,22.4,0,0,25,24.7,60,49,24,21.6,0,0,24,26.1,60,60,24,25.6,60,60
25,25.2,60,15,25,22.2,0,0,25,25.2,60,7,24,21.7,0,0,24,26.2,60,60,24,26.1,60,60
26,25.5,60,0,25,24.1,0,0,26,26.2,60,0,24,23.8,0,0,24,25.9,60,60,24,25.7,60,60
26,25.5,60,4,25,23.1,0,0,26,26,60,5,24,23.7,0,0,24,26.1,60,60,24,26,60,60
26,25.7,60,0,25,22.8,0,0,26,26.3,60,0,24,23.6,0,0,24,25.6,29,29,24,25.9,29,29
25,25.4,60,27,25,24.5,0,0,25,25.7,60,38,24,25.6,0,0,24,25.9,0,0,24,25.6,0,0
25,25.2,60,31,25,24.6,0,0,25,24.9,60,21,24,26,0,0,24,26.7,0,0,24,26.7,0,0
25,25,60,0,25,24.7,0,0,25,24.8,60,15,24,26,0,0,24,26.8,0,0,24,26.8,0,0
25,25.7,0,0,25,25.2,0,0,25,26,0,0,24,26.4,0,0,24,27.1,0,0,24,27.2,0,0
25,26.1,0,0,25,25.6,0,0,25,27,0,0,24,26.7,0,0,24,27.2,0,0,24,27.2,0,0
25,26.2,0,0,25,25.8,0,0,25,27.1,0,0,24,26.9,0,0,24,27.3,0,0,24,27.3,0,0
25,26.2,0,0,25,26,0,0,25,27.1,0,0,24,26.9,0,0,24,27.4,0,0,24,27.4,0,0
25,26.2,0,0,25,26,0,0,25,27.1,0,0,24,26.9,0,0,24,27.4,0,0,24,27.4,0,0
25,26.2,0,0,25,26.1,0,0,25,27.1,0,0,24,27,0,0,24,27.5,0,0,24,27.5,0,0
25,26.2,0,0,25,26.1,0,0,25,27.1,0,0,24,27.1,0,0,24,27.5,0,0,24,27.6,0,0
25,26.2,0,0,25,26.2,0,0,25,27.1,0,0,24,27.1,0,0,24,27.5,0,0,24,27.6,0,0
25,26.4,0,0,25,26.2,0,0,25,27.2,0,0,24,27.2,0,0,24,27.6,0,0,24,27.7,0,0
25,26.3,0,0,25,26.2,0,0,25,27.1,0,0,25,26.4,10,10,24,27.7,0,0,24,27.7,0,0
25,26.4,0,0,25,26.7,0,0,25,27.1,0,0,25,25.3,60,17,24,27.7,0,0,24,28.3,0,0
25,22.4,2,1,25,22.6,0,0,25,23.8,2,1,25,25.6,60,6,25,26.6,29,29,25,25.5,29,26
23,24.1,60,60,25,22.3,0,0,23,23.8,60,60,25,25.5,60,0,25,25.5,60,60,25,25.3,60,60
23,23.2,60,60,25,22.3,0,0,23,22.9,60,33,25,25.4,60,4,25,25.2,29,29,25,25.2,29,29
23,23.5,60,60,25,22.2,0,0,23,23,60,34,25,25.5,60,0,25,25.9,0,0,25,21.8,0,0
23,23.1,60,44,25,22.1,0,0,23,23.1,60,29,25,25.5,60,4,25,25.7,41,41,25,24.9,41,34
23,23,60,31,25,23.9,41,0,23,23.1,60,16,25,25.7,60,0,25,25.2,60,60,25,25.1,60,60
24,24,60,12,25,23.3,60,18,24,23.8,60,16,25,25.4,60,16,25,24.9,60,60,25,24.9,60,60
24,24,60,23,25,24,60,0,24,24.1,60,28,25,25.6,60,0,25,24.8,11,11,25,24.9,11,11
24,23.9,60,18,25,23.2,60,39,24,24.1,60,46,25,25.4,60,31,25,26,0,0,25,24.4,0,0
24,24.2,60,23,25,24,60,0,24,24.4,60,17,25,25.9,60,0,25,25,0,0,25,24.4,0,0
25,24.4,60,0,25,22.9,60,56,25,25.1,60,10,25,25.6,60,24,25,26,0,0,25,25.5,0,0
25,24.8,60,0,25,23.3,60,6,25,24.8,60,4,25,26.3,60,0,25,26.5,0,0,25,26.2,0,0
25,24.3,60,4,25,22.6,60,41,25,25,60,20,25,26.3,60,22,25,26.8,0,0,25,26.7,0,0
25,23.9,0,0,25,22.5,0,0,25,24.4,0,0,25,25.2,0,0,25,26.3,0,0,25,26.2,0,0
25,25.9,0,0,25,24.7,0,0,25,26.4,0,0,25,26.4,0,0,25,25.9,0,0,25,25.6,0,0
25,26.1,0,0,25,25.1,0,0,25,26.6,0,0,25,26.7,0,0,25,26.5,0,0,25,26.3,0,0
25,26.1,0,0,25,25.3,0,0,25,26.7,0,0,25,26.8,0,0,25,26.9,0,0,25,26.7,0,0
25,26.2,0,0,25,25.3,0,0,25,26.7,0,0,25,26.9,0,0,25,27.2,0,0,25,26.9,0,0
25,26.1,0,0,25,25.5,0,0,25,26.8,0,0,25,27,0,0,25,27.2,0,0,25,27,0,0
25,26.1,0,0,25,25.5,0,0,25,26.8,0,0,25,27.1,0,0,25,27.3,0,0,25,27.1,0,0
25,26.1,0,0,25,25.5,0,0,25,26.8,0,0,25,27.1,0,0,25,27.4,0,0,25,27.2,0,0
25,26.1,0,0,25,25.6,0,0,25,26.9,0,0,25,27.1,0,0,25,27.4,0,0,25,27.3,0,0
