リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
20,24.1,60,60,20,23.7,60,60,20,23.9,60,60,20,24.4,60,60
20,24.3,60,60,20,24.3,60,60,20,24,60,60,20,24.6,60,60
20,24.2,60,60,20,24.1,60,60,20,24.2,60,60,20,24.7,60,60
20,24.7,60,60,20,24.7,60,60,20,24.4,60,60,20,25,60,60
20,24.5,60,60,20,24.8,60,60,20,24.5,60,60,20,25,60,60
20,24.4,60,60,20,24.7,60,60,20,24.4,60,60,20,25,60,60
20,24.4,60,60,20,24.7,60,60,20,24.2,60,60,20,24.7,60,60
20,24,0,0,20,24.1,0,0,20,24,0,0,20,24.5,0,0
20,25.6,0,0,20,25.3,0,0,20,25.2,0,0,20,26.1,0,0
20,26.2,0,0,20,25.7,0,0,20,25.7,0,0,20,26.3,0,0
20,26.2,0,0,20,25.8,0,0,20,25.8,0,0,20,26.4,0,0
20,26.3,0,0,20,25.9,0,0,20,26,0,0,20,26.3,0,0
20,26.3,0,0,20,26,0,0,20,25.9,0,0,20,26.4,0,0
20,26.3,0,0,20,26,0,0,20,25.9,0,0,20,26.4,0,0
20,26.3,0,0,20,26,0,0,20,26,0,0,20,26.4,0,0
20,26.3,0,0,20,26.1,0,0,20,26,0,0,20,26.4,0,0
20,26.4,0,0,20,26.2,0,0,20,26.1,0,0,20,26.4,0,0
20,26.4,0,0,20,26.3,0,0,20,26.2,0,0,20,26.4,0,0
20,26.3,0,0,20,26.2,0,0,20,26.2,0,0,20,26.4,0,0
20,26.4,0,0,20,26.3,0,0,20,26.2,0,0,20,26.4,0,0
20,26.5,0,0,20,26.3,0,0,20,26.2,0,0,20,26.4,0,0
20,25.9,4,4,20,26,4,4,20,25.7,4,4,20,25.8,4,4
20,23.6,60,60,20,22.9,60,60,20,23.5,60,60,20,24.1,60,60
20,22.6,60,60,20,21.8,60,60,20,22.5,60,60,20,23.3,60,60
20,22.2,60,60,20,21.5,60,60,20,22.2,60,60,20,23.1,60,60
20,22.1,60,60,20,21.2,60,60,20,22.1,60,60,20,22.9,60,60
20,22.1,60,60,20,21,60,60,20,22.1,60,60,20,22.8,60,60
20,22.1,60,60,20,21,60,60,20,22,60,60,20,22.8,60,60
20,21.8,60,60,20,20.8,60,60,20,21.9,60,60,20,22.6,60,60
20,21.5,60,60,20,20.6,60,60,20,21.4,60,60,20,22.2,60,60
20,21.4,16,16,20,20.5,16,16,20,21.1,16,16,20,22,16,16
20,23.8,0,0,20,23.3,0,0,20,23.7,0,0,20,24.5,0,0
20,24.6,0,0,20,24.1,0,0,20,24.5,0,0,20,25.1,0,0
20,25.1,0,0,20,24.5,0,0,20,24.9,0,0,20,25.3,0,0
20,25.2,0,0,20,24.7,0,0,20,25.2,0,0,20,25.5,0,0
20,25.3,0,0,20,24.9,0,0,20,25.3,0,0,20,25.5,0,0
20,25.3,0,0,20,25,0,0,20,25.3,0,0,20,25.6,0,0
20,25.3,0,0,20,25.1,0,0,20,25.3,0,0,20,25.6,0,0
20,25.4,0,0,20,25.2,0,0,20,25.4,0,0,20,25.6,0,0
20,25.4,0,0,20,25.3,0,0,20,25.4,0,0,20,25.6,0,0
20,25.4,0,0,20,25.3,0,0,20,25.5,0,0,20,25.7,0,0
20,25.5,0,0,20,25.3,0,0,20,25.5,0,0,20,25.7,0,0
20,25.5,0,0,20,25.4,0,0,20,25.6,0,0,20,25.7,0,0
20,25.6,0,0,20,25.4,0,0,20,25.6,0,0,20,25.7,0,0
20,25.6,0,0,20,25.5,0,0,20,25.7,0,0,20,25.8,0,0
20,25.7,0,0,20,25.5,0,0,20,25.6,0,0,20,25.8,0,0
20,25.7,0,0,20,25.5,0,0,20,25.6,0,0,20,25.9,0,0
20,25.9,0,0,20,25.5,0,0,20,25.5,0,0,20,25.9,0,0
20,25.9,0,0,20,25.4,0,0,20,25.5,0,0,20,26,0,0
20,25.9,0,0,20,25.4,0,0,20,25.5,0,0,20,26,0,0
20,26.1,0,0,20,25.6,0,0,20,25.5,0,0,20,26.1,0,0
20,26.1,0,0,20,25.6,0,0,20,25.5,0,0,20,26.2,0,0
20,26.2,0,0,20,25.7,0,0,20,25.5,0,0,20,26.2,0,0
20,26.2,0,0,20,25.6,0,0,20,25.6,0,0,20,26.2,0,0
20,26.2,0,0,20,25.8,0,0,20,25.7,0,0,20,26.2,0,0
20,26.3,0,0,20,25.8,0,0,20,25.6,0,0,20,26.2,0,0
20,26.2,0,0,20,25.8,0,0,20,25.9,0,0,20,26.2,0,0
20,26.2,0,0,20,25.9,0,0,20,25.9,0,0,20,26.2,0,0
20,26.2,0,0,20,26,0,0,20,25.8,0,0,20,26.2,0,0
20,26.2,0,0,20,26.1,0,0,20,25.8,0,0,20,26.2,0,0
20,26.2,0,0,20,26.1,0,0,20,25.9,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,26.1,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,26.2,0,0,20,26.2,0,0
20,26.2,0,0,20,26.3,0,0,20,26.2,0,0,20,26.2,0,0
20,26.2,0,0,20,26.3,0,0,20,26.2,0,0,20,26.2,0,0
20,26.3,0,0,20,26.4,0,0,20,26.2,0,0,20,26.2,0,0
20,26.3,0,0,20,26.4,0,0,20,26.2,0,0,20,26.3,0,0
20,26.4,0,0,20,26.5,0,0,20,26.2,0,0,20,26.3,0,0
20,25.1,22,22,20,24.9,22,22,20,25.1,22,22,20,25.3,22,22
20,22.8,60,60,20,23,60,60,20,22.2,60,60,20,23.4,60,60
20,22.9,60,60,20,23.4,60,60,20,22.4,60,60,20,23.4,60,60
20,23.4,60,60,20,23.9,60,60,20,22.6,60,60,20,23.5,60,60
20,23.4,60,60,20,23.9,60,60,20,22.7,60,60,20,23.4,60,60
20,23.2,60,60,20,23.7,60,60,20,22.5,60,60,20,23.2,60,60
20,23.3,60,60,20,23.7,60,60,20,22.7,60,60,20,23.3,60,60
20,23.2,60,60,20,23.8,60,60,20,22.6,60,60,20,23.4,60,60
20,23.4,60,60,20,24,60,60,20,22.8,60,60,20,23.5,60,60
20,22.7,60,60,20,23.4,60,60,20,22.4,60,60,20,23.1,60,60
20,22.1,0,0,20,22.6,0,0,20,21.7,0,0,20,22.6,0,0
20,24.3,0,0,20,24.1,0,0,20,23.7,0,0,20,24.7,0,0
20,25.2,0,0,20,24.9,0,0,20,24.6,0,0,20,25.3,0,0
20,25.5,0,0,20,25.2,0,0,20,25,0,0,20,25.6,0,0
20,25.7,0,0,20,25.2,0,0,20,25.1,0,0,20,25.7,0,0
20,25.7,0,0,20,25.3,0,0,20,25.3,0,0,20,25.8,0,0
20,25.8,0,0,20,25.3,0,0,20,25.4,0,0,20,25.8,0,0
20,25.9,0,0,20,25.4,0,0,20,25.4,0,0,20,25.9,0,0
20,26,0,0,20,25.4,0,0,20,25.4,0,0,20,25.9,0,0
20,26,0,0,20,25.5,0,0,20,25.5,0,0,20,26,0,0
20,26,0,0,20,25.6,0,0,20,25.5,0,0,20,26,0,0
20,26.1,0,0,20,25.7,0,0,20,25.7,0,0,20,26,0,0
20,26.1,0,0,20,25.9,0,0,20,25.8,0,0,20,26.1,0,0
20,24.6,27,27,20,24.2,27,27,20,24.2,27,27,20,24.6,27,27
20,22.4,60,60,20,22,60,60,20,21.9,60,60,20,23,60,60
20,22.1,60,60,20,21.6,60,60,20,21.6,60,60,20,22.7,60,60
20,22.9,60,60,20,23,60,60,20,22.3,60,60,20,23.3,60,60
20,23.2,60,60,20,23.9,60,60,20,22.8,60,60,20,23.5,60,60
20,23.6,60,60,20,24.2,60,60,20,23,60,60,20,23.5,60,60
20,23.7,60,60,20,24.1,60,60,20,22.9,60,60,20,23.8,60,60
20,23.4,60,60,20,23.4,60,60,20,23,60,60,20,24,60,60
20,23.6,60,60,20,24.5,60,60,20,23.1,60,60,20,24.1,60,60
20,23.5,60,60,20,24.6,60,60,20,23.1,60,60,20,24.2,60,60
20,23.4,60,60,20,24.2,60,60,20,23,60,60,20,24.1,60,60
20,23.1,0,0,20,23.5,0,0,20,22.7,0,0,20,23.7,0,0
20,24.6,0,0,20,24.5,0,0,20,24.2,0,0,20,25.4,0,0
20,25.4,0,0,20,25.2,0,0,20,25,0,0,20,25.8,0,0
20,25.8,0,0,20,25.4,0,0,20,25.3,0,0,20,25.9,0,0
20,25.9,0,0,20,25.4,0,0,20,25.3,0,0,20,26,0,0
20,25.9,0,0,20,25.5,0,0,20,25.5,0,0,20,26,0,0
20,25.9,0,0,20,25.5,0,0,20,25.5,0,0,20,26.1,0,0
20,26,0,0,20,25.6,0,0,20,25.6,0,0,20,26.1,0,0
20,26.1,0,0,20,25.7,0,0,20,25.6,0,0,20,26.1,0,0
20,26.1,0,0,20,25.8,0,0,20,25.6,0,0,20,26.1,0,0
20,26.2,0,0,20,25.9,0,0,20,25.6,0,0,20,26.2,0,0
20,26.2,0,0,20,26,0,0,20,25.7,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,25.8,0,0,20,26.2,0,0
20,24.9,26,26,20,24.7,26,26,20,24.5,26,26,20,24.8,26,26
20,22.9,60,60,20,23.1,60,60,20,22.9,60,60,20,23.7,60,60
20,22.2,60,60,20,22.2,60,60,20,22.2,60,60,20,23,60,60
20,22.1,60,60,20,21.8,60,60,20,22.4,60,60,20,23,60,60
20,22.3,60,60,20,22.2,60,60,20,22.8,60,60,20,23.3,60,60
20,22.6,60,60,20,22.3,60,60,20,22.6,60,60,20,23.2,60,60
20,23.1,60,60,20,24.2,60,60,20,22.6,60,60,20,23.4,60,60
20,23.2,60,60,20,24.5,60,60,20,23,60,60,20,23.6,60,60
20,23.1,60,60,20,24.3,60,60,20,23.3,60,60,20,23.8,60,60
20,23.1,60,60,20,23.9,60,60,20,23.3,60,60,20,23.9,60,60
20,23.1,60,60,20,23.7,60,60,20,23.2,60,60,20,23.8,60,60
20,23.1,0,0,20,23.9,0,0,20,22.6,0,0,20,23.7,0,0
20,24.8,0,0,20,24.5,0,0,20,24.4,0,0,20,25.5,0,0
20,25.3,0,0,20,25.1,0,0,20,25,0,0,20,25.8,0,0
20,25.5,0,0,20,25.3,0,0,20,25.3,0,0,20,25.9,0,0
20,25.7,0,0,20,25.3,0,0,20,25.4,0,0,20,25.9,0,0
20,25.7,0,0,20,25.5,0,0,20,25.4,0,0,20,26,0,0
20,25.8,0,0,20,25.5,0,0,20,25.5,0,0,20,26.1,0,0
20,25.9,0,0,20,25.6,0,0,20,25.5,0,0,20,26.1,0,0
20,26,0,0,20,25.6,0,0,20,25.6,0,0,20,26.2,0,0
20,26.1,0,0,20,25.6,0,0,20,25.7,0,0,20,26.2,0,0
20,26.1,0,0,20,25.8,0,0,20,25.8,0,0,20,26.2,0,0
20,26.2,0,0,20,25.9,0,0,20,25.8,0,0,20,26.2,0,0
20,26.2,0,0,20,26,0,0,20,26,0,0,20,26.2,0,0
20,25.2,21,21,20,25,21,21,20,25,21,21,20,25,21,21
20,23.1,60,60,20,23.3,60,60,20,23.1,60,60,20,23.8,60,60
20,22.9,60,60,20,23.3,60,60,20,22.8,60,60,20,23.5,60,60
20,23.4,60,60,20,23.7,60,60,20,23.6,60,60,20,23.9,60,60
20,23.6,60,60,20,24.6,60,60,20,24,60,60,20,24.4,60,60
20,24.1,60,60,20,23.7,60,60,20,23.7,60,60,20,24.3,60,60
20,24.1,60,60,20,24.6,60,60,20,23.6,60,60,20,24.2,60,60
20,24.1,60,60,20,25.1,60,60,20,23.7,60,60,20,24.4,60,60
20,24,60,60,20,24.9,60,60,20,23.7,60,60,20,24.5,60,60
20,23.7,60,60,20,24.1,60,60,20,23.6,60,60,20,24.4,60,60
20,23.5,60,60,20,23.7,60,60,20,23.2,60,60,20,24.2,60,60
20,23,0,0,20,23.7,0,0,20,22.8,0,0,20,24.1,0,0
20,24.7,0,0,20,24.8,0,0,20,24.5,0,0,20,25.7,0,0
20,25.5,0,0,20,25.4,0,0,20,25.3,0,0,20,26,0,0
20,25.9,0,0,20,25.6,0,0,20,25.7,0,0,20,26.1,0,0
20,26,0,0,20,25.7,0,0,20,25.8,0,0,20,26.1,0,0
20,26.1,0,0,20,25.6,0,0,20,25.8,0,0,20,26.1,0,0
20,26.2,0,0,20,25.6,0,0,20,25.9,0,0,20,26.1,0,0
20,26.2,0,0,20,25.7,0,0,20,25.8,0,0,20,26.2,0,0
20,26.2,0,0,20,25.8,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,25.8,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,25.9,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,26,0,0,20,26.1,0,0,20,26.3,0,0
20,26.3,0,0,20,26,0,0,20,26.1,0,0,20,26.3,0,0
20,25.3,20,20,20,25.3,20,20,20,25.2,20,20,20,25.2,20,20
20,23.1,60,60,20,23.5,60,60,20,23.4,60,60,20,24,60,60
20,22.9,60,60,20,23.2,60,60,20,23,60,60,20,23.8,60,60
20,23.5,60,60,20,23.2,60,60,20,23.5,60,60,20,24.3,60,60
20,23.7,60,60,20,23.7,60,60,20,23.8,60,60,20,24.6,60,60
20,24,60,60,20,24.3,60,60,20,23.9,60,60,20,24.7,60,60
20,23.9,60,60,20,24.7,60,60,20,23.6,60,60,20,24.5,60,60
20,24.1,60,60,20,24.7,60,60,20,23.8,60,60,20,24.6,60,60
20,24.2,60,60,20,25,60,60,20,24,60,60,20,24.8,60,60
20,23.9,60,60,20,24.7,60,60,20,24.1,60,60,20,24.8,60,60
20,23.4,60,60,20,24.8,60,60,20,23.9,60,60,20,24.7,60,60
20,24.5,0,0,20,24.6,0,0,20,24.3,0,0,20,25.5,0,0
20,21.6,0,0,20,21.5,0,0,20,24.3,0,0,20,24.9,0,0
20,24.7,0,0,20,24.5,0,0,20,25.3,0,0,20,26,0,0
20,25.6,0,0,20,25.2,0,0,20,25.7,0,0,20,26.2,0,0
20,26,0,0,20,25.4,0,0,20,25.8,0,0,20,26.3,0,0
20,26.1,0,0,20,25.6,0,0,20,26,0,0,20,26.3,0,0
20,26.2,0,0,20,25.8,0,0,20,26.1,0,0,20,26.4,0,0
20,26.2,0,0,20,26,0,0,20,26.1,0,0,20,26.4,0,0
20,26.3,0,0,20,26.1,0,0,20,26.1,0,0,20,26.5,0,0
20,26.4,0,0,20,26.1,0,0,20,26.2,0,0,20,26.4,0,0
20,26.4,0,0,20,26.2,0,0,20,26.2,0,0,20,26.5,0,0
20,26.5,0,0,20,26.2,0,0,20,26.3,0,0,20,26.5,0,0
20,26.6,0,0,20,26.3,0,0,20,26.4,0,0,20,26.6,0,0
20,26.6,0,0,20,26.4,0,0,20,26.4,0,0,20,26.6,0,0
20,26.5,6,6,20,26.5,6,6,20,26.2,6,6,20,26,6,6
20,23.9,60,60,20,23.8,60,60,20,24,60,60,20,24.5,60,60
20,23.1,60,60,20,22.9,60,60,20,23.3,60,60,20,23.8,60,60
20,23,60,60,20,22.8,60,60,20,23.3,60,60,20,23.8,60,60
20,22.5,60,60,20,22.3,60,60,20,22.7,60,60,20,23.5,60,60
20,22.2,60,60,20,21.9,60,60,20,22.2,60,60,20,23,60,60
20,22.1,60,60,20,21.8,60,60,20,22.1,60,60,20,23,60,60
20,22,60,60,20,21.5,60,60,20,22.1,60,60,20,23,60,60
20,21.4,60,60,20,21.3,60,60,20,22.2,60,60,20,22.8,60,60
20,21.3,23,23,20,21.2,23,23,20,22.3,23,23,20,22.9,23,23
20,21.6,0,0,20,21.5,0,0,20,20.7,0,0,20,22,0,0
20,24,0,0,20,23.9,0,0,20,23.7,0,0,20,24.6,0,0
20,25,0,0,20,24.7,0,0,20,24.7,0,0,20,25.4,0,0
20,25.4,0,0,20,25.1,0,0,20,25.1,0,0,20,25.7,0,0
20,25.5,0,0,20,25.3,0,0,20,25.3,0,0,20,25.8,0,0
20,25.7,0,0,20,25.5,0,0,20,25.4,0,0,20,26,0,0
20,25.8,0,0,20,25.5,0,0,20,25.5,0,0,20,26,0,0
20,25.9,0,0,20,25.7,0,0,20,25.7,0,0,20,26.1,0,0
20,26.1,0,0,20,25.8,0,0,20,25.8,0,0,20,26.2,0,0
20,26.1,0,0,20,25.9,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,26,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,26.2,0,0,20,26.3,0,0
20,26.3,0,0,20,26.4,0,0,20,26.2,0,0,20,26.4,0,0
20,26.3,0,0,20,26.5,0,0,20,26.2,0,0,20,26.4,0,0
20,26.5,0,0,20,26.5,0,0,20,26.3,0,0,20,26.5,0,0
20,26.6,0,0,20,26.4,0,0,20,26.4,0,0,20,26.5,0,0
20,26.7,0,0,20,26.5,0,0,20,26.3,0,0,20,26.6,0,0
20,26.8,0,0,20,26.5,0,0,20,26.2,0,0,20,26.7,0,0
20,26.8,0,0,20,26.4,0,0,20,26.3,0,0,20,26.8,0,0
20,26.9,0,0,20,26.4,0,0,20,26.3,0,0,20,26.8,0,0
20,26.9,0,0,20,26.4,0,0,20,26.4,0,0,20,26.8,0,0
20,27,0,0,20,26.3,0,0,20,26.4,0,0,20,26.9,0,0
20,27,0,0,20,26.5,0,0,20,26.5,0,0,20,26.9,0,0
20,27,0,0,20,26.5,0,0,20,26.6,0,0,20,26.9,0,0
20,27,0,0,20,26.8,0,0,20,26.7,0,0,20,26.9,0,0
20,26.9,0,0,20,26.9,0,0,20,26.8,0,0,20,26.9,0,0
20,27,0,0,20,26.9,0,0,20,26.9,0,0,20,26.8,0,0
20,26.9,0,0,20,26.8,0,0,20,26.9,0,0,20,26.9,0,0
20,26.9,0,0,20,26.9,0,0,20,26.9,0,0,20,26.9,0,0
20,26.9,0,0,20,27,0,0,20,27,0,0,20,26.9,0,0
20,26.9,0,0,20,27,0,0,20,27,0,0,20,26.9,0,0
20,27,0,0,20,27,0,0,20,27,0,0,20,27,0,0
20,27,0,0,20,27,0,0,20,27.1,0,0,20,27,0,0
20,27,0,0,20,27.1,0,0,20,27.1,0,0,20,27,0,0
20,27,0,0,20,27.2,0,0,20,27.2,0,0,20,27,0,0
20,27.1,0,0,20,27.2,0,0,20,27.2,0,0,20,27.1,0,0
20,27.1,0,0,20,27.3,0,0,20,27.2,0,0,20,27.1,0,0
20,27.2,0,0,20,27.3,0,0,20,27.2,0,0,20,27.2,0,0
20,25.4,18,18,20,26.1,18,18,20,26.1,18,18,20,25.3,18,18
20,23.1,60,60,20,23.2,60,60,20,22.9,60,60,20,23.8,60,60
20,23,60,60,20,23.2,60,60,20,23.1,60,60,20,23.8,60,60
20,23.4,60,60,20,23.7,60,60,20,23.5,60,60,20,24.3,60,60
20,23.8,60,60,20,24.4,60,60,20,23.9,60,60,20,24.7,60,60
20,23.8,60,60,20,23.6,60,60,20,24.1,60,60,20,24.8,60,60
20,23.8,60,60,20,24.1,60,60,20,24,60,60,20,24.7,60,60
20,23.9,60,60,20,24.7,60,60,20,24.1,60,60,20,24.8,60,60
20,24.1,60,60,20,25.3,60,60,20,24.2,60,60,20,25.1,60,60
20,24.1,60,60,20,25.2,60,60,20,24,60,60,20,24.9,60,60
20,24.5,0,0,20,24.5,0,0,20,24.2,0,0,20,25.3,0,0
20,25.4,0,0,20,25.4,0,0,20,25.4,0,0,20,26.3,0,0
20,26.2,0,0,20,26.1,0,0,20,26.1,0,0,20,26.7,0,0
20,26.4,0,0,20,26.2,0,0,20,26.4,0,0,20,26.8,0,0
20,26.5,0,0,20,26.3,0,0,20,26.4,0,0,20,26.8,0,0
20,26.6,0,0,20,26.3,0,0,20,26.5,0,0,20,26.9,0,0
20,26.6,0,0,20,26.4,0,0,20,26.5,0,0,20,26.9,0,0
20,26.7,0,0,20,26.4,0,0,20,26.6,0,0,20,26.9,0,0
20,26.8,0,0,20,26.5,0,0,20,26.6,0,0,20,26.9,0,0
20,26.8,0,0,20,26.6,0,0,20,26.8,0,0,20,26.9,0,0
20,26.9,0,0,20,26.6,0,0,20,26.9,0,0,20,27,0,0
20,26.9,0,0,20,26.7,0,0,20,27.1,0,0,20,27,0,0
20,27,0,0,20,26.8,0,0,20,27.2,0,0,20,27.1,0,0
20,25.7,20,20,20,25.7,20,20,20,25.7,20,20,20,25.8,20,20
20,23.3,60,60,20,23.6,60,60,20,23.5,60,60,20,24.4,60,60
20,22.9,60,60,20,23,60,60,20,22.8,60,60,20,23.8,60,60
20,23.5,60,60,20,23.2,60,60,20,23.2,60,60,20,24.2,60,60
20,24.1,60,60,20,23.7,60,60,20,23.8,60,60,20,24.7,60,60
20,24.3,60,60,20,23.7,60,60,20,23.9,60,60,20,24.8,60,60
20,24,60,60,20,23.7,60,60,20,24,60,60,20,24.6,60,60
20,24.5,60,60,20,24.1,60,60,20,24.3,60,60,20,24.9,60,60
20,24.5,60,60,20,24.6,60,60,20,24,60,60,20,24.9,60,60
20,24.6,60,60,20,25.2,60,60,20,23.9,60,60,20,25,60,60
20,24.5,59,59,20,25.1,59,59,20,23.9,59,59,20,25,59,59
20,24.7,0,0,20,24.8,0,0,20,24,0,0,20,25.2,0,0
20,25.4,0,0,20,25.4,0,0,20,25.2,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,25.9,0,0,20,26.6,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.3,0,0,20,26.8,0,0
20,26.7,0,0,20,26.3,0,0,20,26.3,0,0,20,26.8,0,0
20,26.7,0,0,20,26.2,0,0,20,26.5,0,0,20,26.8,0,0
20,26.7,0,0,20,26.4,0,0,20,26.5,0,0,20,26.9,0,0
20,26.8,0,0,20,26.5,0,0,20,26.5,0,0,20,26.9,0,0
20,26.8,0,0,20,26.5,0,0,20,26.5,0,0,20,26.9,0,0
20,26.9,0,0,20,26.6,0,0,20,26.6,0,0,20,26.9,0,0
20,26.9,0,0,20,26.7,0,0,20,26.7,0,0,20,27,0,0
20,27,0,0,20,26.8,0,0,20,26.8,0,0,20,27.1,0,0
20,25.4,23,23,20,25.8,23,23,20,25.8,23,23,20,25.4,23,23
20,23.8,60,60,20,24.3,60,60,20,23.6,60,60,20,24.5,60,60
20,24.1,60,60,20,24.5,60,60,20,23.8,60,60,20,24.6,60,60
20,24.2,60,60,20,24.5,60,60,20,23.8,60,60,20,24.9,60,60
20,24.2,60,60,20,24.7,60,60,20,23.9,60,60,20,25,60,60
20,24.2,60,60,20,24.8,60,60,20,24,60,60,20,25,60,60
20,24.4,60,60,20,25,60,60,20,23.9,60,60,20,25.2,60,60
20,24.5,60,60,20,25.5,60,60,20,23.8,60,60,20,25.1,60,60
20,24.6,60,60,20,25.5,60,60,20,23.9,60,60,20,25.1,60,60
20,24.5,59,59,20,25.2,59,59,20,23.6,59,59,20,25,59,59
20,25,0,0,20,24.7,0,0,20,24,0,0,20,25.6,0,0
20,25.4,0,0,20,25,0,0,20,23.9,0,0,20,24.8,0,0
20,26.1,0,0,20,25.7,0,0,20,25.2,0,0,20,26,0,0
20,26.4,0,0,20,26,0,0,20,25.7,0,0,20,26.5,0,0
20,26.6,0,0,20,26.2,0,0,20,25.9,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,25.9,0,0,20,26.8,0,0
20,26.7,0,0,20,26.2,0,0,20,26.1,0,0,20,26.8,0,0
20,26.8,0,0,20,26.2,0,0,20,26.2,0,0,20,26.8,0,0
20,26.8,0,0,20,26.3,0,0,20,26.3,0,0,20,26.8,0,0
20,26.9,0,0,20,26.4,0,0,20,26.4,0,0,20,26.8,0,0
20,26.9,0,0,20,26.5,0,0,20,26.4,0,0,20,26.8,0,0
20,27,0,0,20,26.6,0,0,20,26.6,0,0,20,26.9,0,0
20,27,0,0,20,26.7,0,0,20,26.7,0,0,20,26.9,0,0
20,25.8,20,20,20,25.6,20,20,20,25.6,20,20,20,25.7,20,20
20,23.5,60,60,20,23.7,60,60,20,23.4,60,60,20,24.4,60,60
20,23.5,60,60,20,23.8,60,60,20,23.3,60,60,20,24.2,60,60
20,24.1,60,60,20,24.6,60,60,20,23.9,60,60,20,24.9,60,60
20,24.3,60,60,20,24.9,60,60,20,24,60,60,20,25.1,60,60
20,24.1,60,60,20,24.5,60,60,20,23.7,60,60,20,24.8,60,60
20,24,60,60,20,24.4,60,60,20,23.7,60,60,20,24.7,60,60
20,24.2,60,60,20,24.8,60,60,20,24,60,60,20,24.9,60,60
20,24.2,60,60,20,25.4,60,60,20,24.2,60,60,20,25,60,60
20,23.9,60,60,20,25.3,60,60,20,24.2,60,60,20,25,60,60
20,23.6,59,59,20,24.3,59,59,20,23.9,59,59,20,24.8,59,59
20,24.5,0,0,20,24.7,0,0,20,24.5,0,0,20,25.7,0,0
20,25.2,0,0,20,25.3,0,0,20,25.1,0,0,20,26.2,0,0
20,26,0,0,20,26.1,0,0,20,25.8,0,0,20,26.6,0,0
20,26.2,0,0,20,26.2,0,0,20,26.1,0,0,20,26.8,0,0
20,26.4,0,0,20,26.2,0,0,20,26.2,0,0,20,26.8,0,0
20,26.5,0,0,20,26.3,0,0,20,26.3,0,0,20,26.9,0,0
20,26.6,0,0,20,26.4,0,0,20,26.4,0,0,20,26.9,0,0
20,26.6,0,0,20,26.5,0,0,20,26.4,0,0,20,26.9,0,0
20,26.7,0,0,20,26.5,0,0,20,26.4,0,0,20,27,0,0
20,26.8,0,0,20,26.5,0,0,20,26.5,0,0,20,27,0,0
20,26.8,0,0,20,26.6,0,0,20,26.5,0,0,20,27,0,0
20,26.8,0,0,20,26.7,0,0,20,26.6,0,0,20,27,0,0
20,26.9,0,0,20,26.7,0,0,20,26.6,0,0,20,27.1,0,0
20,25.8,21,21,20,25.8,21,21,20,25.7,21,21,20,25.8,21,21
20,23.6,60,60,20,23.8,60,60,20,23.8,60,60,20,24.6,60,60
20,23.3,60,60,20,23.7,60,60,20,23.4,60,60,20,24.3,60,60
20,23.9,60,60,20,24.4,60,60,20,23.7,60,60,20,24.6,60,60
20,24.1,60,60,20,24.9,60,60,20,23.8,60,60,20,24.6,60,60
20,24.2,60,60,20,25,60,60,20,23.9,60,60,20,24.7,60,60
20,24.2,60,60,20,24.7,60,60,20,24,60,60,20,24.8,60,60
20,24.3,60,60,20,24.8,60,60,20,24.4,60,60,20,25,60,60
20,24.4,60,60,20,25.4,60,60,20,24.4,60,60,20,25.2,60,60
20,24.4,60,60,20,25.5,60,60,20,24.5,60,60,20,25.2,60,60
20,24.2,59,59,20,25.6,59,59,20,24.4,59,59,20,25.2,59,59
20,25,0,0,20,25.3,0,0,20,24.7,0,0,20,25.9,0,0
20,25.7,0,0,20,25.8,0,0,20,25.5,0,0,20,26.7,0,0
20,26.4,0,0,20,26.2,0,0,20,26.2,0,0,20,27,0,0
20,26.6,0,0,20,26.3,0,0,20,26.3,0,0,20,27,0,0
20,26.7,0,0,20,26.3,0,0,20,26.4,0,0,20,27,0,0
20,26.7,0,0,20,26.4,0,0,20,26.6,0,0,20,27,0,0
20,26.8,0,0,20,26.4,0,0,20,26.6,0,0,20,27,0,0
20,26.9,0,0,20,26.5,0,0,20,26.7,0,0,20,27,0,0
20,26.9,0,0,20,26.5,0,0,20,26.8,0,0,20,27.1,0,0
20,27,0,0,20,26.7,0,0,20,26.7,0,0,20,27.1,0,0
