リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
20,27.4,0,0,20,27.2,0,0,20,27.4,0,0,20,27.5,0,0
20,27.4,0,0,20,27.3,0,0,20,27.5,0,0,20,27.5,0,0
20,27.4,0,0,20,27.4,0,0,20,27.7,0,0,20,27.5,0,0
20,27.5,0,0,20,27.5,0,0,20,27.7,0,0,20,27.6,0,0
20,27.5,0,0,20,27.6,0,0,20,27.8,0,0,20,27.6,0,0
20,27.5,0,0,20,27.7,0,0,20,27.8,0,0,20,27.7,0,0
20,27.6,0,0,20,27.9,0,0,20,27.9,0,0,20,27.7,0,0
20,27.6,0,0,20,27.9,0,0,20,27.9,0,0,20,27.7,0,0
20,27.7,0,0,20,27.9,0,0,20,28,0,0,20,27.7,0,0
20,27.7,0,0,20,28,0,0,20,28,0,0,20,27.8,0,0
20,25.8,24,24,20,26.2,24,24,20,26.4,24,24,20,25.8,24,24
20,23.9,60,60,20,23.2,60,60,20,23.4,60,60,20,24.6,60,60
20,23.9,60,60,20,23.4,60,60,20,23.3,60,60,20,24.3,60,60
20,24.4,60,60,20,24.5,60,60,20,24.1,60,60,20,25.1,60,60
20,24.4,60,60,20,25.2,60,60,20,24,60,60,20,25,60,60
20,24.2,60,60,20,25.1,60,60,20,23.8,60,60,20,24.8,60,60
20,24.2,60,60,20,25.3,60,60,20,24.1,60,60,20,24.9,60,60
20,24.3,60,60,20,25.3,60,60,20,24,60,60,20,25,60,60
20,24.3,60,60,20,25.1,60,60,20,24.2,60,60,20,25,60,60
20,24,60,60,20,24.6,60,60,20,23.8,60,60,20,24.7,60,60
20,24.4,0,0,20,24.2,0,0,20,23.9,0,0,20,25.1,0,0
20,25.3,0,0,20,25.3,0,0,20,25.2,0,0,20,26.3,0,0
20,26.2,0,0,20,26.1,0,0,20,26,0,0,20,26.8,0,0
20,26.7,0,0,20,26.3,0,0,20,26.3,0,0,20,27,0,0
20,26.9,0,0,20,26.4,0,0,20,26.4,0,0,20,27.1,0,0
20,26.9,0,0,20,26.4,0,0,20,26.4,0,0,20,27.1,0,0
20,27,0,0,20,26.5,0,0,20,26.5,0,0,20,27.2,0,0
20,27,0,0,20,26.6,0,0,20,26.6,0,0,20,27.2,0,0
20,27,0,0,20,26.7,0,0,20,26.8,0,0,20,27.2,0,0
20,27.1,0,0,20,26.8,0,0,20,27,0,0,20,27.2,0,0
20,27.1,0,0,20,26.9,0,0,20,27,0,0,20,27.2,0,0
20,27.1,0,0,20,27.1,0,0,20,27.2,0,0,20,27.2,0,0
20,27.2,0,0,20,27.2,0,0,20,27.2,0,0,20,27.2,0,0
20,25.5,26,26,20,25.3,26,26,20,25.2,26,26,20,25.6,26,26
20,23.5,60,60,20,23.7,60,60,20,23.6,60,60,20,24.1,60,60
20,23.2,60,60,20,23.6,60,60,20,23.3,60,60,20,23.7,60,60
20,23.7,60,60,20,24.5,60,60,20,23.7,60,60,20,23.8,60,60
20,24.8,60,60,20,25.5,60,60,20,24.8,60,60,20,24.8,60,60
20,24.6,60,60,20,25.5,60,60,20,24.5,60,60,20,24.8,60,60
20,24,60,60,20,23.9,60,60,20,24,60,60,20,24.5,60,60
20,23.8,60,60,20,24,60,60,20,23.9,60,60,20,24.5,60,60
20,23.6,60,60,20,24.6,60,60,20,23.9,60,60,20,24.6,60,60
20,23.6,60,60,20,24.8,60,60,20,23.9,60,60,20,24.7,60,60
20,23.6,60,60,20,24.8,60,60,20,23.5,60,60,20,24.7,60,60
20,24.2,0,0,20,24.3,0,0,20,23.7,0,0,20,25,0,0
20,25.1,0,0,20,25.1,0,0,20,25,0,0,20,25.9,0,0
20,26,0,0,20,25.8,0,0,20,25.8,0,0,20,26.3,0,0
20,26.4,0,0,20,26.1,0,0,20,26.2,0,0,20,26.7,0,0
20,26.5,0,0,20,26.1,0,0,20,26.2,0,0,20,26.7,0,0
20,26.5,0,0,20,26.2,0,0,20,26.3,0,0,20,26.8,0,0
20,26.6,0,0,20,26.3,0,0,20,26.3,0,0,20,26.8,0,0
20,26.6,0,0,20,26.4,0,0,20,26.4,0,0,20,26.8,0,0
20,26.7,0,0,20,26.5,0,0,20,26.4,0,0,20,26.9,0,0
20,26.7,0,0,20,26.6,0,0,20,26.5,0,0,20,26.9,0,0
20,26.8,0,0,20,26.7,0,0,20,26.6,0,0,20,27,0,0
20,26.9,0,0,20,26.8,0,0,20,26.7,0,0,20,27,0,0
20,26.9,0,0,20,26.9,0,0,20,26.7,0,0,20,27,0,0
20,25.4,27,27,20,25.4,27,27,20,25.4,27,27,20,25.6,27,27
20,23.7,60,60,20,23.9,60,60,20,23.8,60,60,20,24.5,60,60
20,23.1,60,60,20,23.3,60,60,20,23.2,60,60,20,24,60,60
20,23.4,60,60,20,23.2,60,60,20,23.7,60,60,20,24.4,60,60
20,24.1,60,60,20,24.2,60,60,20,24.4,60,60,20,25,60,60
20,23.9,60,60,20,24.2,60,60,20,24.1,60,60,20,24.8,60,60
20,23.5,60,60,20,23.3,60,60,20,23.3,60,60,20,24.3,60,60
20,23.7,60,60,20,23.3,60,60,20,23.5,60,60,20,24.6,60,60
20,23.8,60,60,20,23.7,60,60,20,23.5,60,60,20,24.7,60,60
20,24,60,60,20,24.5,60,60,20,23.7,60,60,20,24.8,60,60
20,23.9,60,60,20,24.6,60,60,20,23.5,60,60,20,24.7,60,60
20,24.4,0,0,20,24,0,0,20,23.7,0,0,20,25.2,0,0
20,25.4,0,0,20,25.2,0,0,20,25,0,0,20,26.1,0,0
20,26.1,0,0,20,25.8,0,0,20,25.7,0,0,20,26.4,0,0
20,26.3,0,0,20,26,0,0,20,26,0,0,20,26.6,0,0
20,26.4,0,0,20,26,0,0,20,26.1,0,0,20,26.7,0,0
20,26.4,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.8,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.3,0,0,20,26.8,0,0
20,26.6,0,0,20,26.3,0,0,20,26.3,0,0,20,26.8,0,0
20,26.6,0,0,20,26.4,0,0,20,26.4,0,0,20,26.8,0,0
20,26.6,0,0,20,26.5,0,0,20,26.5,0,0,20,26.8,0,0
20,26.7,0,0,20,26.7,0,0,20,26.6,0,0,20,26.9,0,0
20,25.3,26,26,20,25.1,26,26,20,25.2,26,26,20,25.4,26,26
20,23.6,60,60,20,23.5,60,60,20,23.5,60,60,20,24.4,60,60
20,23.6,60,60,20,23.2,60,60,20,23.4,60,60,20,24.2,60,60
20,24.3,60,60,20,23.9,60,60,20,24.1,60,60,20,24.9,60,60
20,24.6,60,60,20,24.2,60,60,20,24.4,60,60,20,25.3,60,60
20,24.2,60,60,20,23.8,60,60,20,23.8,60,60,20,25,60,60
20,24.1,60,60,20,24.8,60,60,20,23.3,60,60,20,24.6,60,60
20,24.4,60,60,20,25,60,60,20,23.4,60,60,20,24.6,60,60
20,24,60,60,20,24.2,60,60,20,23.6,60,60,20,24.6,60,60
20,23.8,60,60,20,24.7,60,60,20,23.8,60,60,20,24.7,60,60
20,23.9,60,60,20,24.7,60,60,20,23.8,60,60,20,24.7,60,60
20,24.2,0,0,20,24.3,0,0,20,24,0,0,20,25,0,0
20,25.3,0,0,20,25.2,0,0,20,24.9,0,0,20,26.2,0,0
20,26.1,0,0,20,25.7,0,0,20,25.6,0,0,20,26.5,0,0
20,26.3,0,0,20,26,0,0,20,25.8,0,0,20,26.6,0,0
20,26.3,0,0,20,26,0,0,20,25.9,0,0,20,26.6,0,0
20,26.4,0,0,20,26.1,0,0,20,26,0,0,20,26.6,0,0
20,26.4,0,0,20,26.1,0,0,20,26.1,0,0,20,26.7,0,0
20,26.5,0,0,20,26.2,0,0,20,26.1,0,0,20,26.7,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.5,0,0,20,26.3,0,0,20,26.3,0,0,20,26.7,0,0
20,26.6,0,0,20,26.5,0,0,20,26.4,0,0,20,26.7,0,0
20,26.6,0,0,20,26.5,0,0,20,26.5,0,0,20,26.7,0,0
20,26.6,0,0,20,26.6,0,0,20,26.5,0,0,20,26.8,0,0
20,25.5,18,18,20,25.4,18,18,20,25.3,18,18,20,25.5,18,18
20,23.7,60,60,20,23.7,60,60,20,23.7,60,60,20,24.4,60,60
20,23.5,60,60,20,23.3,60,60,20,23.4,60,60,20,24.1,60,60
20,24.3,60,60,20,24.2,60,60,20,24.1,60,60,20,24.7,60,60
20,24.3,60,60,20,24.9,60,60,20,24.2,60,60,20,25,60,60
20,24.5,60,60,20,25.3,60,60,20,24,60,60,20,25,60,60
20,24.4,60,60,20,25.3,60,60,20,23.9,60,60,20,24.9,60,60
20,24.4,60,60,20,25.3,60,60,20,23.9,60,60,20,24.8,60,60
20,24.3,60,60,20,25.2,60,60,20,24.1,60,60,20,25,60,60
20,24.3,60,60,20,24.9,60,60,20,24.1,60,60,20,25,60,60
20,24.2,59,59,20,24.8,59,59,20,23.8,59,59,20,24.9,59,59
20,24.5,0,0,20,24.4,0,0,20,23.7,0,0,20,25.3,0,0
20,25.3,0,0,20,25.3,0,0,20,25,0,0,20,26.2,0,0
20,26.1,0,0,20,25.8,0,0,20,25.7,0,0,20,26.6,0,0
20,26.3,0,0,20,25.9,0,0,20,26,0,0,20,26.7,0,0
20,26.5,0,0,20,25.9,0,0,20,26,0,0,20,26.7,0,0
20,26.5,0,0,20,26,0,0,20,26.1,0,0,20,26.7,0,0
20,26.5,0,0,20,26.1,0,0,20,26.1,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.3,0,0,20,26.8,0,0
20,26.7,0,0,20,26.4,0,0,20,26.4,0,0,20,26.8,0,0
20,26.7,0,0,20,26.6,0,0,20,26.6,0,0,20,26.8,0,0
20,26.7,0,0,20,26.7,0,0,20,26.6,0,0,20,26.8,0,0
20,26.7,0,0,20,26.7,0,0,20,26.6,0,0,20,26.8,0,0
20,25.4,23,23,20,25.1,23,23,20,25.3,23,23,20,25.5,23,23
20,23.1,60,60,20,23.2,60,60,20,23.3,60,60,20,24.1,60,60
20,22.9,60,60,20,23,60,60,20,23.1,60,60,20,23.8,60,60
20,23.2,60,60,20,22.9,60,60,20,23.1,60,60,20,23.7,60,60
20,23.1,60,60,20,22.5,60,60,20,22.9,60,60,20,23.5,60,60
20,22.9,60,60,20,22.2,60,60,20,22.6,60,60,20,23.3,60,60
20,23.1,60,60,20,22.2,60,60,20,22.7,60,60,20,23.4,60,60
20,23.2,60,60,20,22.2,60,60,20,22.6,60,60,20,23.4,60,60
20,23.1,60,60,20,22.2,60,60,20,22.5,60,60,20,23.3,60,60
20,22.9,28,28,20,22,28,28,20,22.4,28,28,20,23.3,28,28
20,24,0,0,20,23.6,0,0,20,23.5,0,0,20,24.6,0,0
20,25.2,0,0,20,24.7,0,0,20,24.7,0,0,20,25.6,0,0
20,25.6,0,0,20,25.1,0,0,20,25.2,0,0,20,25.9,0,0
20,25.8,0,0,20,25.3,0,0,20,25.4,0,0,20,26,0,0
20,25.8,0,0,20,25.4,0,0,20,25.5,0,0,20,26,0,0
20,25.9,0,0,20,25.5,0,0,20,25.6,0,0,20,26.1,0,0
20,26,0,0,20,25.5,0,0,20,25.7,0,0,20,26.1,0,0
20,26,0,0,20,25.7,0,0,20,25.8,0,0,20,26.2,0,0
20,26.1,0,0,20,25.9,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,26,0,0,20,26,0,0,20,26.2,0,0
20,26.2,0,0,20,26.1,0,0,20,26.1,0,0,20,26.2,0,0
20,26.2,0,0,20,26.1,0,0,20,26.1,0,0,20,26.2,0,0
20,26.2,0,0,20,26.2,0,0,20,26.2,0,0,20,26.2,0,0
20,26.3,0,0,20,26.3,0,0,20,26.2,0,0,20,26.3,0,0
20,26.3,0,0,20,26.3,0,0,20,26.1,0,0,20,26.4,0,0
20,26.4,0,0,20,26.2,0,0,20,26.2,0,0,20,26.5,0,0
20,26.5,0,0,20,26.2,0,0,20,26,0,0,20,26.5,0,0
20,26.5,0,0,20,26.2,0,0,20,26,0,0,20,26.5,0,0
20,26.6,0,0,20,26.1,0,0,20,26.1,0,0,20,26.6,0,0
20,26.6,0,0,20,26.1,0,0,20,26.1,0,0,20,26.6,0,0
20,26.7,0,0,20,26.1,0,0,20,26.1,0,0,20,26.7,0,0
20,26.8,0,0,20,26.2,0,0,20,26.1,0,0,20,26.7,0,0
20,26.9,0,0,20,26.2,0,0,20,26.1,0,0,20,26.7,0,0
20,26.9,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,27,0,0,20,26.2,0,0,20,26.3,0,0,20,26.7,0,0
20,26.9,0,0,20,26.5,0,0,20,26.4,0,0,20,26.7,0,0
20,26.9,0,0,20,26.6,0,0,20,26.7,0,0,20,26.7,0,0
20,26.8,0,0,20,26.6,0,0,20,26.7,0,0,20,26.7,0,0
20,26.8,0,0,20,26.7,0,0,20,26.6,0,0,20,26.7,0,0
20,26.9,0,0,20,26.9,0,0,20,26.6,0,0,20,26.7,0,0
20,26.9,0,0,20,26.9,0,0,20,26.6,0,0,20,26.8,0,0
20,26.9,0,0,20,27,0,0,20,26.7,0,0,20,26.8,0,0
20,26.9,0,0,20,27,0,0,20,26.8,0,0,20,26.8,0,0
20,26.9,0,0,20,27.1,0,0,20,26.8,0,0,20,26.8,0,0
20,26.9,0,0,20,27.1,0,0,20,26.8,0,0,20,26.9,0,0
20,27,0,0,20,27.2,0,0,20,27,0,0,20,26.9,0,0
20,27.1,0,0,20,27.2,0,0,20,26.9,0,0,20,26.9,0,0
20,27.1,0,0,20,27.2,0,0,20,27,0,0,20,27,0,0
20,25,25,25,20,25.2,25,25,20,25.4,25,25,20,25.1,25,25
20,23.2,60,60,20,22.6,60,60,20,22.8,60,60,20,23.7,60,60
20,23.6,60,60,20,23.3,60,60,20,22.9,60,60,20,24.1,60,60
20,24.2,60,60,20,24.5,60,60,20,23.4,60,60,20,24.7,60,60
20,24.2,60,60,20,24.2,60,60,20,23.9,60,60,20,24.9,60,60
20,24.3,60,60,20,24.3,60,60,20,23.8,60,60,20,24.9,60,60
20,24.8,60,60,20,25.5,60,60,20,24,60,60,20,25,60,60
20,24.7,60,60,20,25.6,60,60,20,24.2,60,60,20,25.2,60,60
20,24.9,60,60,20,25.9,60,60,20,24.4,60,60,20,25.5,60,60
20,24.8,59,59,20,25.9,59,59,20,24.5,59,59,20,25.4,59,59
20,25.4,0,0,20,25.4,0,0,20,24.8,0,0,20,25.9,0,0
20,26.3,0,0,20,26.1,0,0,20,24.5,0,0,20,25.4,0,0
20,26.5,0,0,20,26.2,0,0,20,25.1,0,0,20,26,0,0
20,26.9,0,0,20,26.4,0,0,20,25.9,0,0,20,26.5,0,0
20,26.9,0,0,20,26.4,0,0,20,26,0,0,20,26.8,0,0
20,27,0,0,20,26.4,0,0,20,26.2,0,0,20,26.9,0,0
20,26.9,0,0,20,26.5,0,0,20,26.2,0,0,20,27,0,0
20,27.1,0,0,20,26.6,0,0,20,26.3,0,0,20,27.1,0,0
20,27.1,0,0,20,26.8,0,0,20,26.5,0,0,20,27.1,0,0
20,27.1,0,0,20,26.8,0,0,20,26.6,0,0,20,27.2,0,0
20,27.2,0,0,20,26.8,0,0,20,26.7,0,0,20,27.1,0,0
20,27.2,0,0,20,26.9,0,0,20,26.7,0,0,20,27.2,0,0
20,27.2,0,0,20,27.2,0,0,20,26.8,0,0,20,27.2,0,0
20,25.5,25,25,20,25.5,25,25,20,25.3,25,25,20,25.6,25,25
20,23.7,60,60,20,24,60,60,20,23.8,60,60,20,24.6,60,60
20,23.4,60,60,20,23.7,60,60,20,23.3,60,60,20,24.2,60,60
20,23.7,60,60,20,24,60,60,20,23.3,60,60,20,24.3,60,60
20,24,60,60,20,24.4,60,60,20,23.6,60,60,20,24.7,60,60
20,24.1,60,60,20,24.5,60,60,20,23.7,60,60,20,24.8,60,60
20,24.1,60,60,20,23.7,60,60,20,23.6,60,60,20,24.6,60,60
20,24.1,60,60,20,24.8,60,60,20,23.7,60,60,20,24.8,60,60
20,23.9,60,60,20,24.6,60,60,20,23.8,60,60,20,24.8,60,60
20,23.9,60,60,20,24.9,60,60,20,23.8,60,60,20,24.8,60,60
20,24,59,59,20,24.5,59,59,20,23.7,59,59,20,24.9,59,59
20,24.3,0,0,20,24.2,0,0,20,24,0,0,20,25.3,0,0
20,25.3,0,0,20,25.4,0,0,20,25.2,0,0,20,26.4,0,0
20,26.1,0,0,20,26.1,0,0,20,25.9,0,0,20,26.7,0,0
20,26.3,0,0,20,26.2,0,0,20,26.2,0,0,20,26.8,0,0
20,26.5,0,0,20,26.1,0,0,20,26.3,0,0,20,26.8,0,0
20,26.5,0,0,20,26.2,0,0,20,26.3,0,0,20,26.8,0,0
20,26.6,0,0,20,26.3,0,0,20,26.3,0,0,20,26.9,0,0
20,26.6,0,0,20,26.3,0,0,20,26.4,0,0,20,26.9,0,0
20,26.6,0,0,20,26.4,0,0,20,26.6,0,0,20,26.8,0,0
20,26.7,0,0,20,26.5,0,0,20,26.7,0,0,20,26.8,0,0
20,26.7,0,0,20,26.6,0,0,20,26.8,0,0,20,26.8,0,0
20,26.7,0,0,20,26.7,0,0,20,26.7,0,0,20,26.9,0,0
20,26.8,0,0,20,26.8,0,0,20,26.8,0,0,20,26.9,0,0
20,25.7,18,18,20,25.6,18,18,20,25.6,18,18,20,25.6,18,18
20,23.7,60,60,20,23.7,60,60,20,23.8,60,60,20,24.6,60,60
20,23.2,60,60,20,22.8,60,60,20,23.1,60,60,20,24.2,60,60
20,23.7,60,60,20,23.1,60,60,20,23.4,60,60,20,24.5,60,60
20,24.1,60,60,20,24.1,60,60,20,23.9,60,60,20,24.9,60,60
20,24.3,60,60,20,23.8,60,60,20,24.1,60,60,20,25.1,60,60
20,24.2,60,60,20,23.8,60,60,20,24,60,60,20,25,60,60
20,24.5,60,60,20,24.1,60,60,20,24.2,60,60,20,25.2,60,60
20,24.4,60,60,20,24.7,60,60,20,24.2,60,60,20,25.2,60,60
20,24.2,60,60,20,24.3,60,60,20,23.8,60,60,20,24.8,60,60
20,24.1,59,59,20,24.4,59,59,20,23.7,59,59,20,24.3,59,59
20,24.5,0,0,20,23.9,0,0,20,23.5,0,0,20,24.5,0,0
20,25.5,0,0,20,25.2,0,0,20,24.9,0,0,20,25.5,0,0
20,26.2,0,0,20,25.8,0,0,20,25.6,0,0,20,26.1,0,0
20,26.4,0,0,20,26.1,0,0,20,25.9,0,0,20,26.4,0,0
20,26.5,0,0,20,26,0,0,20,26.1,0,0,20,26.5,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.6,0,0
20,26.6,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.2,0,0,20,26.2,0,0,20,26.7,0,0
20,26.6,0,0,20,26.3,0,0,20,26.4,0,0,20,26.7,0,0
20,26.6,0,0,20,26.4,0,0,20,26.4,0,0,20,26.7,0,0
20,26.7,0,0,20,26.5,0,0,20,26.5,0,0,20,26.7,0,0
20,26.7,0,0,20,26.6,0,0,20,26.6,0,0,20,26.7,0,0
20,26.7,0,0,20,26.6,0,0,20,26.6,0,0,20,26.7,0,0
20,25.3,21,21,20,25.1,21,21,20,25.2,21,21,20,25.3,21,21
20,23.4,60,60,20,23.5,60,60,20,23.5,60,60,20,24.3,60,60
20,23.2,60,60,20,23.4,60,60,20,23.1,60,60,20,24,60,60
20,23.9,60,60,20,23.9,60,60,20,23.5,60,60,20,24.5,60,60
20,24.3,60,60,20,24.8,60,60,20,24.2,60,60,20,25.1,60,60
20,24.5,60,60,20,25.1,60,60,20,24.2,60,60,20,25.2,60,60
20,24.8,60,60,20,24.9,60,60,20,24.2,60,60,20,25.2,60,60
20,25,60,60,20,25.7,60,60,20,24.2,60,60,20,25.3,60,60
20,24.9,60,60,20,25.6,60,60,20,24.3,60,60,20,25.5,60,60
20,24.6,60,60,20,25.1,60,60,20,24.5,60,60,20,25.5,60,60
20,24.2,59,59,20,23.9,59,59,20,24.1,59,59,20,25.3,59,59
20,24.6,0,0,20,24.1,0,0,20,24.2,0,0,20,25.7,0,0
20,25.5,0,0,20,25.3,0,0,20,25.2,0,0,20,26.4,0,0
20,26.2,0,0,20,25.8,0,0,20,25.7,0,0,20,26.6,0,0
20,26.3,0,0,20,25.9,0,0,20,25.9,0,0,20,26.6,0,0
20,26.4,0,0,20,26.1,0,0,20,26.1,0,0,20,26.6,0,0
20,26.4,0,0,20,26.1,0,0,20,26,0,0,20,26.6,0,0
20,26.4,0,0,20,26.1,0,0,20,26.1,0,0,20,26.6,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.6,0,0
20,26.5,0,0,20,26.2,0,0,20,26.2,0,0,20,26.6,0,0
20,26.5,0,0,20,26.3,0,0,20,26.3,0,0,20,26.6,0,0
20,26.5,0,0,20,26.3,0,0,20,26.3,0,0,20,26.6,0,0
20,26.5,0,0,20,26.4,0,0,20,26.4,0,0,20,26.6,0,0
20,26.5,0,0,20,26.4,0,0,20,26.4,0,0,20,26.6,0,0
20,24.8,30,30,20,24.5,30,30,20,24.7,30,30,20,25.1,30,30
20,23,60,60,20,22.7,60,60,20,23.1,60,60,20,23.9,60,60
20,23.1,60,60,20,22.6,60,60,20,23,60,60,20,23.9,60,60
20,23.6,60,60,20,22.8,60,60,20,23.4,60,60,20,24.2,60,60
